chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,dry_seed13,dry_seed14,dry_seed15,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,endosperm13,endosperm14,endosperm15,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,imbibed_seed13,imbibed_seed14,imbibed_seed15,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,shoot13,shoot14,shoot15,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_20days13,leaf_20days14,leaf_20days15,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,leaf_60days13,leaf_60days14,leaf_60days15,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,stem_60days13,stem_60days14,stem_60days15,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_5days13,root_5days14,root_5days15,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,root_60days13,root_60days14,root_60days15,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,husk13,husk14,husk15,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,anther13,anther14,anther15,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,mature_pollen13,mature_pollen14,mature_pollen15,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,pistil13,pistil14,pistil15,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12,embryo13,embryo14,embryo15
Chr2+8165469,LOC_Os02g14760,3.666963881,5.500626602,3.473281514,6.316535747,5.502519541,3.583719333,5.105459825,4.288389983,4.915749086,2.575888658,5.561832463,6.947200473,4.727806451,3.754342765,5.329571281,2.452634353,8.57494824,2.522233222,6.068532812,7.931788173,4.362994632,5.872122525,1.708168699,10.70541459,5.31695437,2.730388146,7.036832678,1.054956923,0.936849107,5.667853693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756519792,0.643492565,0.623929521,0.840688581,0.404729889,0.62883731,0.322895047,0.784268845,0.853196645,1.517222607,0.44197746,0.400710934,0.399701822,0.326116697,1.011255823,1.031612561,1.709401536,1.884768783,0.147638672,1.814695876,0.940419636,1.840204323,0.054062738,0.371037438,0.938466121,1.852501644,0.308413741,0.741896351,1.040470341,0.058794102,1.348766346,1.511838024,0.477520365,0.965074149,0.381370176,0.839346273,0.333505186,0.570764401,1.163663076,0.869620547,0.955336481,0.863176814,1.379561095,1.79051717,0.053871577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220867354,0.554927168,0.066926192,0.135084318,1.126605733,0.38248564,0.048830516,0.184183891,0.856992989,0.325622012,0.361958101,0.667683059,1.018824145,0.837414675,0.901944681,0.853941971,0.575520075,0.371086342,0.513534307,0.549246201,0.83305806,0.671152234,0.169717828,0.306594335,1.580277159,1.032378515,0.314127529,0.95945415,0.226640018,0.571396929,3.590282023,2.914174959,4.053751227,0.924604034,1.259387916,3.952769895,3.993845178,0.250779846,4.077183353,2.397512358,2.241764163,0.3853051,2.497461967,2.489065827,2.063927464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248083873,0.290923611,1.62429063,0.760906499,2.153104844,1.43395931,1.61811823,0.23261316,0.108487184,0.841475272,3.369930358,1.423940855,1.848446943,1.173696521,1.071364629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2+8169033,LOC_Os02g14760,183.6117069,179.2509909,203.2201196,210.1819809,203.1398273,180.7368577,192.1888302,188.4742038,177.2298864,183.5092362,179.2995097,204.0520895,174.1577651,197.8679139,182.053936,147.4223617,368.7656201,263.4523702,210.4434718,89.87038724,129.793729,68.51274174,256.28289,122.364977,127.2907173,198.2804725,121.64103,195.1243839,137.6953623,263.4122508,69.57885727,136.6055766,156.1598703,248.072367,128.7279447,55.74334125,182.6246822,192.5037824,112.1001866,129.2956527,112.0894968,132.6908809,143.5214282,110.8917339,149.6105246,144.3846833,141.9079691,118.9004398,156.1082385,141.4808365,124.137295,108.1225498,152.013897,138.3526569,143.9415482,106.5459036,150.8040889,153.243141,142.8071857,145.7624975,256.8051762,322.4375918,273.9707483,283.9619975,282.1687988,342.6004127,364.8639076,301.1246272,237.5569215,275.7663659,275.6813552,270.6177298,284.6456305,285.9885909,262.9423128,149.2198296,104.9228932,103.7753908,132.7334894,92.25285037,114.1754107,97.15551156,149.9178943,71.07652823,109.5356384,129.9173352,117.7011259,118.6369491,57.64447295,119.0595621,214.2238041,230.466241,257.5215785,233.4149571,224.8780273,263.1648427,222.2948319,231.74259,273.3891296,217.5097623,227.6376423,232.5922185,242.1375445,247.8967731,254.9083502,116.0104675,126.0888672,128.4162836,124.3063315,124.5024667,121.338794,130.0971041,120.6121479,132.6343836,120.5081822,120.1273892,133.0308818,124.6943961,129.2511384,131.2805057,107.6061357,100.9180518,98.3487815,102.9289246,96.57497159,99.17521111,114.5142726,119.9340732,103.940258,90.06042055,95.89996019,104.8158514,108.8731559,107.6413992,102.0134498,112.7463829,114.0068205,100.5852025,103.0381785,101.0976232,95.42064238,100.5283688,105.5769705,96.96935244,101.7756946,102.1653892,95.13064371,103.8298752,105.5048516,102.6746233,443.8967608,446.9002979,437.8896505,443.7184277,454.2570777,435.3991829,444.4691571,446.4751819,444.541963,445.9302663,456.1775698,442.621158,449.2077341,438.7270171,433.3549158,200.0844731,34.29746522,348.9027542,79.34982579,190.3029779,298.8979354,167.9022072,101.007516,45.0718571,92.96675927,190.9198085,326.2486313,320.6634022,267.1713226,427.1821231,114.6069024,110.2551062,98.92607503,162.5612623,124.2171693,115.5038271,81.67347413,125.0232341,147.6158125,86.57389715,119.2652798,109.78504,121.7077824,156.4787926,164.0327718,127.822781,128.8407346,134.2227942,122.3211258,128.0615783,133.5105559,138.2163066,128.1201816,130.6602363,131.8282705,128.425109,137.9771467,129.3913573,127.9388764,126.7675561
Chr2-8177819,LOC_Os02g14770,343.5045861,613.4239511,378.9359466,417.7766725,233.7549437,384.5651179,357.4671843,250.9211577,429.5347677,458.2911395,458.6484028,362.1204719,480.2234206,419.0192807,377.8494981,449.0074294,594.3203196,305.0962472,348.7847019,521.3030617,490.1348137,461.9928126,429.975778,457.6899724,442.2277544,270.4520715,321.2774805,369.8991716,344.22437,445.48881,295.7934159,348.2750981,397.0907212,327.1173026,449.604759,328.2649807,321.4228399,389.1628011,426.3422305,393.6629412,331.4975296,381.7534413,336.8436384,341.197551,421.5784864,538.7862028,521.3628112,518.5771972,512.8412895,519.074029,569.5874389,521.4141805,530.546859,505.2285316,562.5616165,498.2883563,471.2901069,550.0456784,536.8521553,499.6659365,335.6795705,343.0404645,367.6438583,366.0533677,349.1257801,354.3687911,340.865499,326.2046834,338.3903505,347.7383759,344.9899724,346.3278172,358.4881289,369.2389415,337.0949695,507.1333367,464.0214907,575.1387428,541.206823,548.5762293,565.9957099,512.0352012,506.3925726,540.6603719,510.2879089,627.402405,513.6505528,499.1140516,543.3751882,527.2435066,1090.226532,1136.860648,1202.117749,1118.77443,1197.056193,1160.865716,1149.16621,1152.098006,1088.527148,1151.419393,1091.658881,1157.693978,1153.21552,1172.324057,1164.61755,2367.267241,2389.567131,2443.544838,2324.762943,2286.865191,2511.439623,2565.874008,2623.271054,1931.678386,2512.170139,2159.520147,2562.971118,2456.542334,2403.85035,2526.808515,1234.2257,1364.536258,1293.655069,1001.585624,1597.604658,1514.712107,1587.463902,1472.074301,1373.376877,1556.558131,1333.158774,1290.604355,1742.900441,1350.810704,1370.160518,544.9333409,520.8759772,511.2847159,549.6193704,550.6321841,429.7981095,482.7580343,465.6545676,449.4492878,518.1676918,542.6844131,535.196451,542.9462208,496.6812891,452.6745526,275.1732683,262.8499015,277.2257736,245.771089,274.9454729,263.5957103,263.6454758,258.2731154,242.7886785,287.8240033,252.5476531,269.5737538,244.4598828,254.853164,263.522186,847.5701785,206.6942719,418.1683452,110.1026108,184.3905035,342.8757129,418.573851,131.0177489,575.6527619,240.0167658,382.8584922,2.74371047,273.2285524,314.3659092,424.3409129,340.6823982,291.2038789,297.8696647,323.0774533,299.4998772,329.3431642,348.1607648,328.2506122,326.4139201,302.9701809,330.549073,327.1018443,312.0753742,339.7772307,326.9673425,385.412974,360.5637032,367.0993167,368.4932876,373.2331143,384.6521667,381.9112553,377.5725235,366.8020666,353.5979543,382.9663531,368.2355331,381.7562783,398.4410532,359.2136322
Chr2-8177494,LOC_Os02g14770,3.949537787,3.50223528,1.262228153,2.089063502,3.933399248,2.90881905,1.710272322,2.242327904,2.464340905,2.137585949,2.283048743,4.704951809,1.191584301,1.396264404,1.968554064,2.236628039,7.16776232,4.441138984,2.13039185,0.405436321,0.318092623,0.043469028,2.000021879,6.047470766,5.821585634,0.629745919,2.770485465,5.35301096,1.492077399,2.178340725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.022271806,1.610148526,2.462918096,0.32950671,0.360435283,1.184767269,0.967776538,2.309025395,1.789615099,1.38197385,1.334023957,1.754696768,2.232594898,1.55150612,1.449051409,0.557808193,0.998267745,0.894397358,3.345813023,0.77487479,4.355056636,0.941805303,4.9522703,3.110130485,10.51126367,0.002603564,7.553838204,3.762733431,1.589249596,3.921515588,2.322640279,4.882078407,2.158064902,2.588116692,3.40968318,3.661157715,2.975799762,3.515634129,3.058847055,3.984169562,3.885293518,1.318665116,4.001163627,3.851816449,2.583552167,0.01344382,1.696191487,3.565197906,2.615561521,1.054512916,1.101935819,2.118451157,3.363640565,3.739936528,4.293302265,3.634641375,3.097293666,4.166534148,2.283602428,0.132232511,0.589768717,7.659755159,8.700355284,9.191636414,6.136941181,6.139248633,10.29687123,6.683199803,5.756121006,2.29079324,6.458697815,10.58298219,9.635835235,10.49391707,4.746040391,3.534178329,0.662927534,1.146569584,2.969806282,0.953329672,0.303489953,1.145784737,1.768523857,0.858579455,0.406943349,2.622985665,0.285820088,1.291982953,1.977588282,1.357864508,0.651730737,1.712909197,5.056203953,2.382518133,0.477026703,8.144844987,3.946977341,4.006723945,2.552436377,3.863320553,0.568691335,1.74516976,0.601045213,2.380932351,1.017432062,1.150698792,0.994531691,1.107247643,1.34422647,0.760406539,3.154127827,2.327399113,2.365339097,2.629513807,0.939917707,2.039057957,2.545524945,4.384692576,2.628498736,2.501617891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92249428,4.90386226,2.920047738,3.766026064,2.754913222,0.375161775,2.520040149,4.393832007,4.436626456,4.73687029,2.241886892,3.813955896,0.260795,0.312950197,1.816729206,2.798181164,2.06343267,2.501366334,2.277653284,1.401955025,2.699765346,2.681373306,3.093596411,3.219455104,1.920782171,4.590344051,3.322060719,1.984665489,2.241887315,2.611604227
Chr2-8177553,LOC_Os02g14770,0.590380315,0.169753977,0.322491029,0.35474403,0.565185238,0.041486461,0.223206261,0.251989603,1.926060308,0.265696576,0.392831236,0.345178682,0.045318791,0.145503538,0.450490555,0.090932518,7.107265735,5.840097746,2.463326378,0.093368633,0.677076599,1.116614161,1.599452229,3.876030265,4.053210907,0.691518592,6.504759407,7.926733264,1.149297873,0.769486659,2.249931835,1.578137477,0.364094214,1.071316168,2.004726579,0.802397345,1.647024186,1.229762347,2.939317884,1.504301824,0.395889218,0.258086526,2.033136314,1.112537733,0.933846568,1.514707681,4.528290596,0.161678519,2.771149719,0.015582563,3.062266515,2.244453156,1.073310429,3.859369939,1.373872995,5.344275737,1.471433148,1.829531836,1.238232073,1.925226298,0.049409554,0.047363769,0.701749713,0.365140136,1.263916343,0.272252257,0.240124466,0.511878167,0.464119404,0.702717248,0.844343433,0.120951689,0.618584893,0.434011646,0.413192941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67802571,0.192942406,0.150559664,0.861055048,0.548595169,0.139030228,0.209581127,1.159977575,0.512482639,1.019330874,0.533391517,1.197595063,0.637242325,0.00449977,1.186486641,4.363736884,2.094559991,4.935982374,3.973305342,3.347102336,3.472334514,2.486320246,3.416348811,4.942123021,5.520925056,5.348863349,5.397927404,4.629755004,3.922661993,5.082124307,1.586206238,1.426780967,1.649884671,2.326083324,1.077505293,1.676439498,1.002133743,1.346360741,0.155549285,0.744106751,0.841598144,0.785090072,1.870125236,0.330137064,0.2861201,0.03562173,0.59916659,0.316795162,0.926306987,0.862456433,0.897833605,0.677430044,0.983372219,1.057868376,0.751103598,0.002958394,0.048446205,0.241849516,0.895769978,0.276154864,0.445030866,0.625120368,0.71567802,0.340174503,1.355720925,1.100955008,0.904969145,0.910998069,1.054410686,1.002428406,0.49954508,0.527261992,0.504290387,0.238223664,0.507400144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.670135236,1.137386993,1.049727546,2.352535682,1.028720201,0.448096221,1.067538392,0.888513886,0.863352741,1.457400675,0.755825857,3.050999323,0.91380298,1.6051841,0.481012136,0.472617513,1.151316645,1.50930095,0.805552166,1.363276011,1.181536256,0.124217124,0.318303654,1.328019482,2.439595128,0.101910208,0.990390179,0.356271257,0.004431621,0.567138927
Chr2-8747067,LOC_Os02g15580,90.50807145,32.02308978,115.7801163,58.39202157,87.03541891,81.37986659,79.26909349,34.92480059,64.22842213,83.33766758,63.1018736,32.47808738,54.04920768,47.0662734,42.585582,58.06924463,56.97191049,59.96990071,72.85011865,53.04129378,51.49678572,60.55521443,75.94650172,68.63971975,76.28553971,53.25554851,60.97189996,73.00327811,70.6607881,57.88417217,56.98327829,57.77381425,59.85126957,49.65064816,46.44515214,53.2504788,45.86318853,42.32468557,32.03988289,40.6261965,42.37030022,29.52486654,62.01645034,51.12194233,58.06335887,89.48999705,98.29307297,102.8423633,95.31648678,103.5063387,116.0053386,69.63947982,102.105859,117.2131709,104.4365557,89.52066612,105.8998411,81.85741628,90.56759388,128.5983496,90.19990377,108.1604273,119.2661442,100.4154202,108.9771508,113.5144833,97.84667581,104.674434,104.7976629,95.59957988,91.95640918,104.1906497,120.8128625,104.4642034,105.9394419,110.1988333,87.69430293,84.0614967,108.9209934,115.0212412,104.1398329,122.6156333,87.80893916,105.7752884,134.4115331,105.7940517,104.3616354,128.7363236,108.4624803,113.5940577,117.6805725,112.2620044,113.6545282,119.4421169,116.8276824,117.2028804,120.4118342,114.6463106,117.2527034,116.921053,117.3314457,115.4293889,117.4822948,117.4739409,114.0060355,56.1494721,76.84874635,72.07247804,57.5763306,81.4813372,82.02889575,67.62574942,60.24645287,104.0679071,59.54752726,54.26888513,55.96695207,63.45047902,62.22535635,34.33960301,45.59778456,50.48793017,51.07321903,58.27493428,54.50723174,48.25115484,52.13623768,44.91716381,51.37358998,51.2274944,50.06196987,54.24718747,56.60304656,51.92431531,56.42616243,63.56116521,80.47521857,79.99115769,63.07487394,75.34201495,84.91609145,110.4960553,75.86827801,57.09329125,86.79591716,83.84117902,65.0674031,52.6618034,100.097043,71.41173971,48.59874145,43.7193109,39.99086001,43.77527007,52.43637389,44.63750961,55.54079141,49.4491361,49.51892935,42.94081792,46.65235589,41.22138682,41.8274117,44.46495303,41.76539368,255.6014224,80.913562,276.6483118,10.71306625,52.27429297,45.13319593,218.7646141,42.59072798,175.229247,133.1190703,175.0570589,89.37876721,121.3683584,157.6193548,153.241087,80.13490577,76.97262398,80.83988314,77.93975866,76.54884697,80.15947854,76.73490289,80.22019365,77.66026167,78.15048257,77.35498026,75.62100896,75.8795392,77.45339707,78.36218504,64.6763611,67.8264179,64.50257898,64.48771313,70.37942538,48.1505199,72.5806083,72.04268601,89.00792764,67.46516147,90.96724905,59.06051719,60.1446126,77.50053784,75.04236897
Chr2-8747271,LOC_Os02g15580,6.382677454,4.094093415,4.825421106,5.619060034,3.339332505,1.325075647,5.682628971,5.280422033,4.58375971,4.5811122,4.551220732,1.806722679,4.635530582,0.43576625,8.088293899,5.078643639,3.474836224,5.698969717,12.09346524,2.567016111,2.767362562,5.21370663,20.78259818,0.020095091,7.482236931,4.500226867,0.949352321,0.182983371,4.555368586,1.517680708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.161877181,1.248126096,0.361861014,1.736608945,0.422214652,0.581585793,0.108026933,0.243297342,0.433007998,0.568220675,0.272032509,0.097748348,0.482625097,0.165281354,0.349403733,0.19041695,0.857416131,1.756514039,1.041999378,1.914704944,0.83292841,0.418172713,2.326249264,1.306250635,2.048196622,0.851643798,1.335118025,1.129747975,1.454695755,2.48303664,1.825944954,3.065099859,1.891294584,1.899554153,1.622361242,1.999588735,1.714662576,2.520798462,1.578051846,1.415792782,0.565541594,0.946102831,1.125065675,1.599560068,2.025761703,0.370289646,1.279661551,0.012624461,0.805717391,0.243620981,0.179157301,1.394970462,0.958008992,1.216574484,0.40020399,0.60707465,0.436979439,0.493699541,0.18824957,0.18571787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.213259817,0.975527285,0.715328661,1.379259326,0.914959644,0.951586166,1.233736444,0.079019374,3.062778099,3.467827866,0.999148336,1.742652599,3.664627768,2.547539364,1.536457663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142835486,0.325479848,0.272844506,0.658780292,0.014738117,0.777162479,0.818726818,0.343426455,0.235136236,1.143177281,0.04443546,1.512891758,0.420159936,1.107075026,0.610746074,9.444668839,1.639786868,11.68258632,2.589054764,9.10E-06,5.040314411,6.764644386,6.69795852,6.142085854,4.170351531,2.352054503,10.27809746,3.857408045,4.614677865,2.611435925
Chr2-8984700,LOC_Os02g15880,28.15885817,18.81733916,1.778239727,3.322131117,23.96793136,19.51294163,10.33933376,7.082483882,26.59763414,1.672060405,23.70358113,16.12624481,11.37656466,5.901916229,25.05311893,8.028581016,17.69414031,5.294677785,10.38810391,8.085015497,4.529452806,0.382941241,3.750098673,0.566651908,11.89749086,3.533345088,5.571441498,9.473369297,1.801403053,7.47255113,2.651931881,1.039643425,0.310247526,1.645241487,2.424464033,0.240890844,0.498899804,1.398610862,1.820241367,0.347362686,0.374987094,1.747359048,0.536682179,1.633098041,3.309885818,1.316107958,0.167937707,2.608132523,5.352155644,3.733591851,6.779122409,3.549768125,0.817347566,12.35094392,1.226490651,1.131145975,5.818599456,2.156083751,1.563293317,3.053227105,7.473662616,7.881112307,14.04246315,19.60923121,8.865552279,14.08165621,10.52515623,20.30195282,8.648062073,6.037799945,13.73956955,16.68318075,1.827531704,2.714033138,18.12505578,10.18908489,6.625735804,10.19486479,9.063997406,15.74172604,14.6508025,7.460058055,15.20484865,5.996237224,12.64642456,8.791142428,9.278955827,11.87172709,14.05291549,6.425965014,4.825223009,6.879925011,6.37493823,1.052440194,6.157043995,2.983821113,6.923908527,7.87130635,7.46930138,4.845180186,2.575885423,0.908237376,0.81552498,6.229437705,9.671668856,1.988291017,1.551996929,0.212597893,4.816761904,7.596576168,0.158332893,3.382435247,5.923240798,4.977542059,5.605492757,6.539452035,7.400143918,4.693621513,4.965532227,1.28140612,5.090416817,4.381186214,4.972284262,9.068761877,5.322292497,3.874801775,0.358691421,6.564035491,7.183400134,5.633435906,2.00118531,4.724042931,5.317153415,10.02338663,5.976230404,2.222181201,1.64329796,1.175824827,1.785925835,1.800637606,2.166556174,0.67013451,1.814907168,1.241631417,2.339503415,1.058631589,1.223499147,0.597392114,1.265657631,1.617445249,3.115119023,3.048452308,4.59489941,4.747968095,3.187377684,4.748390447,2.185928933,2.96568219,3.953871757,3.239418173,6.251444645,4.590297552,4.96421334,6.118360983,2.87550904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.215123236,6.489246539,4.361771666,1.529468453,7.356218378,8.455844111,3.582278263,3.634473166,3.473007046,4.226171507,5.243548586,4.439670138,10.23117194,7.300956636,2.176109151,0.107984927,3.734458369,10.32736196,5.719431382,5.075619766,6.41353356,5.465732508,8.480754645,2.807357294,7.160230877,2.869079601,2.199946426,5.680610419,8.668007827,9.182136956
Chr2-8984647,LOC_Os02g15880,85.79375823,87.36031236,82.96461724,83.83696938,67.24083425,69.88112966,73.08814019,94.10731504,104.3135929,83.72745446,83.07455829,98.87402296,83.81745601,68.11753273,84.58955967,89.35671226,93.09314031,85.14820597,66.91256576,95.54342155,101.9022596,72.90074139,71.95373402,97.59626925,82.76080826,78.31099325,64.4972004,78.95385705,45.53264306,68.98482139,107.336043,126.6321823,91.65877871,90.9183096,122.1461187,107.306266,122.704571,132.1641008,102.5135182,110.5987753,120.5073411,101.7081619,119.3045381,119.1600901,118.0740434,155.7512382,153.7276563,174.7614202,159.5632684,160.754154,151.6763418,176.5705945,145.1082323,169.5913938,172.9975063,180.4137652,163.0048432,179.3172035,149.8055912,177.4522677,296.1911263,317.1729575,359.3746483,312.9555228,309.157513,317.507307,304.6437295,310.5181807,333.0940729,303.5696212,316.8045566,363.9320981,318.2920429,318.422192,309.2241748,256.8322073,286.1109886,235.1692282,228.9211427,239.0675931,287.8759037,284.7877724,229.4806704,242.4062727,223.6262535,261.4192339,280.7323692,231.8474323,238.6519161,264.0173002,229.4748892,205.7774382,213.8270964,232.3880837,197.597861,217.6570029,227.757781,201.5993311,205.4917548,219.093924,214.6500886,224.6439482,226.1383896,222.4928119,241.0606901,176.459623,182.2793303,180.3941175,174.9735299,184.3226741,174.3004249,181.4413471,175.3260301,177.4854142,183.1420702,176.8175646,179.391859,176.9025815,177.0794896,176.2247608,145.9421634,144.5956141,181.9332641,165.8466735,177.5067825,145.4625059,172.5019732,189.4304089,161.0251734,163.5437866,160.2797093,170.0056151,168.1477733,160.7051613,169.2625048,174.8961461,181.0918902,154.3598216,161.2885991,203.4343882,184.6265085,177.6788844,187.7075271,173.8179581,216.3716484,200.3593949,211.1950541,165.6802551,236.0065195,208.2726241,117.6952964,116.909118,115.7091359,123.8944053,121.2130029,112.6525845,107.1467706,125.9717849,122.1391929,121.2343419,121.1237722,119.6355254,103.6443974,118.6928207,123.7473102,141.7153988,69.05114412,188.5647162,139.9038745,113.3328978,151.1172304,79.54905314,48.71248837,160.8505644,164.2567937,70.68588417,127.5157749,172.6984873,175.2111054,228.1208551,99.20696794,101.2466893,100.1418575,99.9205196,91.93588956,104.8851418,95.03498262,102.6660296,100.8981231,99.76134502,104.5902229,99.5964083,96.94738216,103.4330469,98.6430669,169.0735167,95.45235507,156.611008,106.6339568,52.09571176,122.3896324,133.818438,42.58667599,136.7300605,154.4405199,145.5885782,92.39718568,80.06552476,66.7744789,115.2556421
Chr2-9913625,LOC_Os02g17292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40080857,0.739892516,1.900504625,0.907073149,3.229217193,0.005209698,0.810461997,3.708580776,3.205119061,0.143692439,3.33891921,2.289620482,0.020500992,0.766140702,4.027354669,0.4218167,5.084990381,0.977062756,0.502335095,5.158127794,2.552578255,1.53996717,2.303566062,7.796234832,3.353632876,2.529238735,2.753703513,4.330567932,5.399233642,1.959330279,1.143971922,3.650129124,0.011264164,2.943137394,0.863242737,5.526511944,0.10568918,1.217699526,3.289289652,1.403750489,3.55885961,3.512488514,4.109929792,6.072916689,4.136606273,0.4896781,1.132454867,0.030618426,0.113630488,0.044491358,0.360323039,2.141329641,0.493470077,1.220989943,0.786879737,1.608679744,1.60162629,2.455469776,3.559668874,0.947937208,1.881649524,6.008612338,1.81953581,0.915397112,5.537073904,0.884060495,4.902914269,1.551043415,1.153615549,0.247606791,1.038857775,1.724979499,2.24044525,2.792337277,1.287082759,2.394847664,0.859355003,2.700288786,0.029015158,1.571475179,0.480490485,0.667685192,1.388675653,1.605228285,0.659220869,0.711866849,0.582707539,1.289189824,0.46466913,0.937152793,7.560203615,1.672916543,2.831770192,3.365105573,3.227626176,2.521518263,3.091251446,4.460311801,5.263338199,3.264311149,4.882164336,4.378351522,0.791029382,3.226119391,3.657978704,3.634038267,2.984097732,1.863176867,3.307658061,0.345498491,0.032970602,2.45469272,4.85427276,0.729786941,1.475331383,5.055439831,1.509023931,3.475156314,3.038802002,2.406152731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.119302109,2.129710723,0.624512792,0.445803428,1.60578767,1.84851985,0.281447995,0.128657653,1.018790465,0.012912485,0.635259447,0.455819062,0.749773941,0.367991867,0.262664326,1.947666036,1.571559865,1.40902872,0.308858086,3.655988504,4.472115593,3.607622529,0.273381773,1.833788755,3.286686137,4.201165779,1.499082117,1.069084893,2.514262208,3.794008844
