chrstrandcoord,gene,shoot1,shoot2,shoot3,stem_60days1,stem_60days2,stem_60days3,root_5days1,root_5days2,root_5days3,anther1,anther2,anther3
Chr9-15628806,LOC_Os09g26004,0,1,1,0,0,0,0,0,1,2,2,0
Chr9-15628473,LOC_Os09g26004,5,1,3,3,3,1,0,0,1,1,2,5
Chr9-15628352,LOC_Os09g26004,7,9,13,12,14,15,7,5,4,2,2,0
Chr9-15628978,LOC_Os09g26004,14,6,15,6,7,7,6,11,10,11,17,11
Chr9-15629125,LOC_Os09g26004,3,3,3,2,1,3,1,1,1,1,3,2
Chr9-15630611,LOC_Os09g26004,3,0,5,15,4,8,0,0,0,2,9,4
Chr9-15781288,LOC_Os09g26180,3,1,4,1,0,1,1,2,1,0,1,0
Chr9-15781451,LOC_Os09g26180,47,69,49,235,127,159,60,56,61,80,85,106
Chr9+17395623,LOC_Os09g28590,44,40,44,60,66,61,35,31,32,64,71,55
Chr9+17395381,LOC_Os09g28590,17,16,15,40,31,16,8,8,6,26,17,10
Chr9+17395098,LOC_Os09g28590,6,11,12,15,11,12,2,2,2,5,2,11
Chr9+17428694,LOC_Os09g28660,1,0,2,0,0,0,2,2,2,0,0,0
Chr9+17428559,LOC_Os09g28660,19,9,14,3,6,8,13,21,29,4,5,3
Chr9-17607432,LOC_Os09g28940,0,0,2,0,0,0,1,1,0,1,0,1
Chr9-17600449,LOC_Os09g28940,1,0,0,0,0,1,0,0,0,1,2,0
Chr9-17600326,LOC_Os09g28940,13,11,12,10,13,15,1,1,1,7,6,9
Chr9+17880364,LOC_Os09g29420,7,6,0,6,5,2,8,5,6,4,3,4
Chr9+17880146,LOC_Os09g29420,9,16,11,13,25,21,30,25,37,20,17,20
Chr9+17984032,LOC_Os09g29570,0,0,0,0,0,0,0,1,0,0,0,1
Chr9+17982120,LOC_Os09g29570,3,1,2,0,3,0,0,0,0,0,0,0
Chr9-18178320,LOC_Os09g29890,0,3,4,0,0,0,6,5,5,4,3,3
Chr9-18174323,LOC_Os09g29890,0,1,1,1,1,1,1,1,2,1,0,3
Chr9-18178215,LOC_Os09g29890,0,0,0,0,0,0,3,1,0,0,0,0
Chr9-18177979,LOC_Os09g29890,0,1,0,0,0,0,1,2,1,0,1,0
Chr9-18178830,LOC_Os09g29890,1,1,0,0,2,0,1,1,1,0,0,0
Chr9-18174554,LOC_Os09g29890,81,82,75,59,69,62,96,137,124,497,448,465
Chr9+18470333,LOC_Os09g30340,20556,20356,22866,4028,4405,4455,440,452,454,298,282,255
Chr9+18470277,LOC_Os09g30340,20,11,17,8,5,6,1,1,1,1,1,0
Chr9-18982597,LOC_Os09g31478,0,0,0,0,3,2,0,0,0,0,0,0
Chr9-18979687,LOC_Os09g31478,0,0,0,0,0,0,0,0,0,0,0,0
Chr9-18978985,LOC_Os09g31478,0,0,1,4,3,6,2,1,2,0,0,0
Chr9-18979838,LOC_Os09g31478,0,0,0,0,0,0,0,0,0,0,1,0
Chr9-18981220,LOC_Os09g31478,0,0,0,1,3,0,0,0,0,0,0,0
Chr9-18978152,LOC_Os09g31478,8,3,5,227,243,249,17,19,22,25,33,35
Chr9-18980205,LOC_Os09g31478,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+19575257,LOC_Os09g32820,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+19575608,LOC_Os09g32820,60,69,57,71,86,54,54,90,80,54,62,46
Chr9+19575330,LOC_Os09g32820,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+19575435,LOC_Os09g32820,57,72,68,63,67,66,43,64,43,94,92,101
Chr9-20157729,LOC_Os09g34150,10,10,9,7,20,10,5,5,5,12,8,6
Chr9-20157428,LOC_Os09g34150,0,0,0,0,0,0,1,0,0,0,0,0
Chr9-20157883,LOC_Os09g34150,1,1,1,1,3,0,0,1,1,0,0,0
Chr9-20741346,LOC_Os09g35990,0,0,1,0,8,7,0,1,0,7,7,6
Chr9-20737046,LOC_Os09g35990,40,42,36,4,11,2,4,3,4,3,0,3
Chr9-20737114,LOC_Os09g35990,31,27,30,6,3,7,6,0,0,6,3,3
Chr9-20738731,LOC_Os09g35990,0,1,0,3,5,11,1,1,1,1,3,3
Chr9+20768215,LOC_Os09g36060,2,0,1,0,0,0,1,0,1,12,13,12
Chr9+20766606,LOC_Os09g36060,14,0,7,0,0,2,1,1,1,2,4,1
Chr9+21668197,LOC_Os09g37590,22,4,12,6,3,5,7,5,5,8,8,5
Chr9+21674236,LOC_Os09g37590,0,0,7,0,0,0,1,1,1,16,27,25
Chr9+21669672,LOC_Os09g37590,5,0,3,2,1,1,3,2,0,1,0,1
Chr9+21674381,LOC_Os09g37590,0,0,0,0,0,0,1,1,1,8,5,8
Chr10-1010532,LOC_Os10g02630,0,0,0,0,0,0,0,1,0,0,0,0
Chr10-1010250,LOC_Os10g02630,0,0,0,0,0,1,0,0,0,1,0,1
Chr10-1007664,LOC_Os10g02630,339,294,346,654,647,660,253,269,244,199,265,250
Chr10-1007989,LOC_Os10g02630,0,0,0,0,0,2,0,0,0,0,0,2
Chr10-1007585,LOC_Os10g02630,2,3,5,4,4,4,2,2,2,2,3,2
Chr10-1656947,LOC_Os10g03690,5,6,6,4,5,8,0,2,2,0,2,1
Chr10-1656775,LOC_Os10g03690,17,18,16,21,28,26,8,7,10,18,19,16
Chr10+1859884,LOC_Os10g04050,3,8,12,10,9,9,0,5,2,2,0,2
Chr10+1860706,LOC_Os10g04050,28,33,25,42,43,49,3,2,3,8,8,5
Chr10+1861986,LOC_Os10g04050,1,1,0,0,1,0,0,0,0,0,0,0
Chr10-5595770,LOC_Os10g10190,11,14,18,11,14,13,33,13,23,35,36,34
Chr10-5595951,LOC_Os10g10190,0,0,0,0,0,0,0,0,0,0,0,0
Chr10-6080392,LOC_Os10g10990,0,4,0,0,1,9,5,3,1,6,6,5
Chr10-6084404,LOC_Os10g10990,0,1,0,0,0,0,0,1,3,4,2,2
Chr10-6080043,LOC_Os10g10990,5,19,10,24,12,18,9,5,19,0,6,6
Chr10+7441146,LOC_Os10g13694,5,7,5,4,4,3,2,0,1,10,9,10
Chr10+7435564,LOC_Os10g13694,1,3,0,1,0,0,1,1,1,15,18,17
Chr10+7442296,LOC_Os10g13694,5,0,2,7,5,4,2,0,2,0,0,0
Chr10+7442172,LOC_Os10g13694,43,44,42,80,70,70,22,21,8,73,90,82
Chr10+7441925,LOC_Os10g13694,0,0,0,1,1,2,0,0,0,0,2,0
Chr10+7441823,LOC_Os10g13694,7,11,8,4,5,3,8,7,6,32,34,30
Chr10+7435674,LOC_Os10g13694,0,0,0,1,0,0,2,2,2,23,17,15
Chr10+7689791,LOC_Os10g14180,0,2,3,19,18,10,2,2,2,12,7,9
Chr10+7689694,LOC_Os10g14180,3,6,4,33,32,28,4,5,1,22,19,36
Chr10+7694616,LOC_Os10g14180,12,17,10,7,14,17,2,2,2,18,13,19
Chr10+7694459,LOC_Os10g14180,14,14,13,23,8,18,0,3,2,15,13,21
Chr10+7690935,LOC_Os10g14180,0,0,1,0,0,0,0,0,0,1,0,1
Chr10+7690851,LOC_Os10g14180,1,1,1,5,4,4,0,0,0,5,2,10
Chr10+8827894,LOC_Os10g17489,0,0,0,0,0,0,0,0,1,0,0,0
Chr10+8827750,LOC_Os10g17489,0,0,0,0,1,0,4,4,6,0,0,0
Chr10+8827695,LOC_Os10g17489,23,30,22,60,46,51,71,86,72,1,2,3
Chr10+8826518,LOC_Os10g17489,0,0,1,0,0,0,0,0,0,0,0,0
Chr10+9760570,LOC_Os10g19160,0,0,0,0,0,0,4,4,3,0,0,0
Chr10+9760105,LOC_Os10g19160,1,3,0,0,0,1,1,0,1,1,0,1
Chr10-10216070,LOC_Os10g20310,28,30,28,49,65,62,20,19,15,10,10,15
Chr10-10216272,LOC_Os10g20310,1,0,0,0,0,1,0,0,0,0,0,0
Chr10-10217555,LOC_Os10g20310,3,0,1,0,0,1,0,0,0,0,0,0
Chr10+10939619,LOC_Os10g21360,6,6,5,1,2,4,2,6,5,18,15,15
Chr10+10939127,LOC_Os10g21360,19,12,1,1,3,0,4,11,5,20,19,18
Chr10-12113419,LOC_Os10g23220,0,0,2,3,3,3,1,3,2,0,1,1
Chr10-12113671,LOC_Os10g23220,164,164,170,143,134,140,187,159,190,128,112,123
Chr10-14434210,LOC_Os10g27350,1,1,0,1,0,0,6,6,1,6,10,14
Chr10-14433996,LOC_Os10g27350,1,1,1,2,3,4,2,0,4,9,0,2
Chr10-14433939,LOC_Os10g27350,0,1,1,1,2,2,8,3,4,11,13,12
Chr10-14434091,LOC_Os10g27350,0,0,0,0,0,0,0,0,0,3,1,1
Chr10+14735849,LOC_Os10g28320,1,0,0,1,1,1,1,0,0,0,0,0
Chr10+14736607,LOC_Os10g28320,26,32,23,17,18,15,24,35,40,3,5,4
Chr10-15806659,LOC_Os10g30410,0,0,0,1,6,6,7,5,6,0,0,0
Chr10-15808091,LOC_Os10g30410,0,0,0,0,0,0,0,0,0,0,0,0
Chr10+16185233,LOC_Os10g31000,0,1,0,0,3,0,5,3,3,8,6,7
Chr10+16184930,LOC_Os10g31000,285,262,284,229,297,281,442,426,406,338,373,266
Chr10+16185132,LOC_Os10g31000,0,0,0,1,0,0,0,0,0,0,0,0
Chr10-17365233,LOC_Os10g33140,1,1,1,6,4,4,0,0,0,0,0,0
Chr10-17365058,LOC_Os10g33140,9,21,4,79,71,79,5,6,5,1,3,3
Chr10-18852127,LOC_Os10g35280,5,3,6,2,12,5,6,3,8,4,4,3
Chr10-18852306,LOC_Os10g35280,32,33,33,47,42,35,65,65,71,43,42,32
Chr10-20398744,LOC_Os10g38090,0,0,0,0,0,0,12,5,5,0,0,0
Chr10-20394794,LOC_Os10g38090,7,8,9,18,10,16,182,174,194,0,1,2
Chr10-20398654,LOC_Os10g38090,0,1,0,0,0,0,2,4,5,0,0,0
Chr10-20394583,LOC_Os10g38090,0,0,0,0,1,1,6,6,7,0,0,0
Chr10+21297464,LOC_Os10g39780,67,50,61,41,25,35,93,40,28,63,67,56
Chr10+21296001,LOC_Os10g39780,0,0,0,0,0,0,0,0,0,0,0,1
Chr10+21297186,LOC_Os10g39780,0,0,0,1,1,0,0,3,2,2,1,0
Chr10+21296057,LOC_Os10g39780,2,0,0,0,0,0,0,0,0,1,1,1
Chr10+21419826,LOC_Os10g39980,0,0,0,355,340,357,199,254,240,4,4,7
Chr10+21418944,LOC_Os10g39980,1,1,1,0,0,0,2,1,0,0,0,1
Chr10+21419454,LOC_Os10g39980,0,0,0,9,9,10,6,11,11,0,1,0
Chr10-22128462,LOC_Os10g41200,92,104,89,326,355,362,47,52,54,153,153,145
Chr10-22128231,LOC_Os10g41200,1,0,1,0,0,1,1,0,0,5,1,3
Chr10+22277853,LOC_Os10g41440,96,74,72,68,65,73,72,67,61,42,45,43
Chr10+22277999,LOC_Os10g41440,12,43,36,46,37,42,38,37,50,11,17,13
Chr10-22777648,LOC_Os10g42299,29,19,26,2,2,8,99,99,98,152,132,121
Chr10-22774960,LOC_Os10g42299,346,342,344,221,190,252,47,45,42,5,3,4
Chr10-22777387,LOC_Os10g42299,9,7,3,0,0,0,36,28,36,8,5,4
Chr10-22777155,LOC_Os10g42299,4,4,6,0,4,0,43,53,25,2,2,3
Chr10+22935980,LOC_Os10g42520,15,18,11,0,1,0,4,4,4,0,1,0
Chr10+22935741,LOC_Os10g42520,33,17,23,0,1,0,2,3,6,10,9,1
Chr10-23037176,LOC_Os10g42710,0,4,3,3,3,3,0,4,2,0,0,0
Chr10-23035366,LOC_Os10g42710,468,483,488,673,713,683,447,454,443,271,235,301
Chr10-23037915,LOC_Os10g42710,0,0,0,0,0,0,0,0,1,0,0,0
Chr11-304779,LOC_Os11g01530,0,1,0,30,28,35,2,2,2,16,9,15
Chr11-305061,LOC_Os11g01530,99,77,88,555,586,558,26,24,20,118,89,105
Chr11-306384,LOC_Os11g01530,2,3,1,0,1,0,0,0,0,0,0,0
Chr11-605820,LOC_Os11g02180,0,0,0,0,0,0,0,0,0,0,0,0
Chr11-602761,LOC_Os11g02180,0,0,1,0,0,0,0,0,0,1,0,0
Chr11-947702,LOC_Os11g02830,0,0,0,0,0,0,0,0,0,0,0,1
Chr11-947562,LOC_Os11g02830,4,2,3,0,1,0,2,2,3,1,1,2
Chr11+2237175,LOC_Os11g05100,1,4,1,1,1,1,2,4,2,0,1,0
Chr11+2239027,LOC_Os11g05100,57,56,77,26,28,29,63,36,69,36,73,67
Chr11+2239156,LOC_Os11g05100,0,2,0,2,2,1,0,0,0,2,1,2
Chr11+2238761,LOC_Os11g05100,2,3,2,0,0,0,3,2,3,2,1,2
Chr11-2748523,LOC_Os11g05870,7,6,4,4,4,3,9,9,16,7,16,12
Chr11-2746377,LOC_Os11g05870,61,70,62,33,35,36,56,54,57,61,62,61
Chr11-2748250,LOC_Os11g05870,0,0,1,1,0,0,2,1,0,1,0,1
Chr11+3338754,LOC_Os11g06810,4,1,5,0,4,3,3,2,4,7,8,8
Chr11+3338926,LOC_Os11g06810,6,7,6,1,8,6,16,11,16,11,16,11
Chr11+3339029,LOC_Os11g06810,3,4,2,2,2,1,3,2,3,4,2,2
Chr11+4091045,LOC_Os11g07912,0,0,0,0,0,0,0,0,0,1,0,1
Chr11+4090550,LOC_Os11g07912,21,21,18,1,0,0,55,65,65,95,96,104
Chr11-4866489,LOC_Os11g09140,112,99,98,35,41,29,78,77,78,31,39,37
Chr11-4866685,LOC_Os11g09140,0,0,0,0,0,0,0,0,0,0,0,0
Chr11-6204078,LOC_Os11g11210,0,0,0,0,0,0,0,0,0,14,11,15
Chr11-6202357,LOC_Os11g11210,0,0,1,0,0,0,1,1,1,0,0,1
Chr11-6204643,LOC_Os11g11210,0,0,0,5,5,6,1,2,0,3,18,11
Chr11-6204288,LOC_Os11g11210,0,0,0,9,3,10,2,3,1,9,17,14
Chr11-6201124,LOC_Os11g11210,32,27,25,15,14,11,3,1,3,2,2,1
Chr11-6201292,LOC_Os11g11210,20,22,21,2,3,1,3,0,4,2,0,1
Chr11-8169430,LOC_Os11g14544,0,0,0,3,5,3,1,1,2,1,1,1
Chr11-8169613,LOC_Os11g14544,0,0,0,4,2,3,1,2,3,2,3,6
Chr11-8163386,LOC_Os11g14544,160,145,142,506,516,536,125,175,155,326,319,318
Chr11-8165977,LOC_Os11g14544,0,0,0,0,0,0,0,0,0,0,0,0
Chr11-8163269,LOC_Os11g14544,6,1,1,0,1,0,0,0,0,1,1,3
Chr11+9810447,LOC_Os11g17600,1,1,0,0,0,0,1,0,0,28,29,29
Chr11+9810290,LOC_Os11g17600,0,0,0,0,0,0,0,0,0,15,15,15
Chr11+9810001,LOC_Os11g17600,7,5,6,4,2,2,4,3,5,363,389,366
Chr11+9806650,LOC_Os11g17600,1,1,1,0,0,0,0,1,0,0,2,2
Chr11+9809923,LOC_Os11g17600,1,0,0,2,2,2,0,0,0,44,44,52
Chr11+11411296,LOC_Os11g19800,11,10,7,7,12,14,4,18,9,8,8,8
Chr11+11411169,LOC_Os11g19800,23,31,33,45,43,37,21,20,15,51,53,49
Chr11+15462352,LOC_Os11g26910,1026,1017,1025,923,933,929,1050,1163,1338,1305,1197,1340
Chr11+15460358,LOC_Os11g26910,1,3,0,1,2,4,5,3,4,1,4,1
Chr11+15668262,LOC_Os11g27240,2,2,5,0,0,0,2,0,2,0,0,3
Chr11+15669323,LOC_Os11g27240,5,3,1,0,0,0,0,0,0,7,6,9
Chr11+15669104,LOC_Os11g27240,0,0,2,0,0,0,0,0,0,0,1,0
Chr11+17725679,LOC_Os11g30484,0,0,0,0,0,0,0,0,0,0,0,0
Chr11+17725443,LOC_Os11g30484,16,12,21,56,45,49,19,17,17,21,21,28
Chr11-19533690,LOC_Os11g33050,5,7,2,3,2,4,7,9,11,13,13,9
Chr11-19533619,LOC_Os11g33050,8,6,7,7,9,17,8,10,22,12,10,17
Chr11-19956771,LOC_Os11g34110,104,132,82,26,23,11,2,14,13,54,64,57
Chr11-19961262,LOC_Os11g34110,1,1,0,0,0,0,0,0,0,2,0,1
Chr11-20030035,LOC_Os11g34210,5,3,7,1,0,3,0,0,0,2,1,3
Chr11-20029922,LOC_Os11g34210,200,196,190,30,25,29,45,33,38,47,36,38
Chr11+23217430,LOC_Os11g38990,62,68,54,47,47,43,79,84,100,41,57,45
Chr11+23215966,LOC_Os11g38990,1,1,2,0,0,1,0,0,0,3,2,0
Chr11-26553199,LOC_Os11g43970,0,1,0,4,7,6,3,2,1,32,38,20
Chr11-26563294,LOC_Os11g43970,3,5,5,3,11,8,4,5,3,2,3,1
Chr11-26553039,LOC_Os11g43970,119,128,113,210,178,176,142,96,140,196,187,170
Chr12-954490,LOC_Os12g02720,0,1,3,3,2,6,4,2,1,3,7,3
Chr12-954320,LOC_Os12g02720,0,0,0,0,0,0,0,0,1,2,1,2
Chr12+1807491,LOC_Os12g04260,50,35,30,7,6,5,3,3,6,23,15,20
Chr12+1807390,LOC_Os12g04260,1,0,0,0,0,0,1,0,0,0,0,0
Chr12-2012887,LOC_Os12g04740,12,9,18,12,15,8,29,27,26,6,2,3
Chr12-2013584,LOC_Os12g04740,0,0,0,0,0,0,0,1,1,0,0,0
Chr12-2012992,LOC_Os12g04740,13,11,12,7,10,11,21,23,25,9,9,10
Chr12-2215942,LOC_Os12g05050,698,629,755,1118,1173,1142,732,918,745,32,37,31
Chr12-2215820,LOC_Os12g05050,0,0,0,0,0,0,3,1,3,0,0,0
Chr12+3283204,LOC_Os12g06740,12,15,10,18,14,14,7,8,5,14,12,10
Chr12+3283410,LOC_Os12g06740,1,4,0,0,2,2,1,1,3,2,0,4
Chr12+3282349,LOC_Os12g06740,49,50,18,22,36,23,13,26,11,22,16,20
Chr12+3282174,LOC_Os12g06740,1,1,1,1,0,0,1,1,1,1,2,0
Chr12+3283710,LOC_Os12g06740,1,1,1,1,0,0,0,0,0,0,0,0
Chr12+3749505,LOC_Os12g07530,2,0,1,0,0,3,2,1,2,2,1,2
Chr12+3746719,LOC_Os12g07530,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+3749396,LOC_Os12g07530,39,35,35,45,47,67,34,38,34,50,47,45
Chr12+4047258,LOC_Os12g07970,66,75,72,38,40,41,76,84,76,30,25,19
Chr12+4045378,LOC_Os12g07970,0,0,0,0,1,0,0,0,0,0,1,1
Chr12+6613717,LOC_Os12g12080,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+6614674,LOC_Os12g12080,1,0,2,0,1,0,1,0,2,0,0,0
Chr12+6896836,LOC_Os12g12514,16,16,17,5,3,3,1,2,2,0,0,0
Chr12+6893643,LOC_Os12g12514,1,1,1,0,0,0,0,1,0,0,0,0
Chr12+9365201,LOC_Os12g16350,112,82,100,95,98,98,91,101,98,133,126,135
Chr12+9353036,LOC_Os12g16350,0,1,0,0,1,0,0,0,0,1,1,0
Chr12+9353561,LOC_Os12g16350,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+9355781,LOC_Os12g16350,0,0,0,0,0,1,0,0,0,0,0,0
Chr12+9365494,LOC_Os12g16350,169,107,130,195,200,200,135,147,143,150,121,141
Chr12+9360849,LOC_Os12g16350,0,0,0,0,0,1,0,0,0,0,0,0
Chr12+9357549,LOC_Os12g16350,0,0,0,0,0,0,0,0,0,0,0,0
Chr12-10454469,LOC_Os12g18130,7,4,8,6,7,11,2,1,5,23,19,20
Chr12-10457007,LOC_Os12g18130,3,0,1,0,0,0,0,0,0,15,13,10
Chr12-10457465,LOC_Os12g18130,0,0,0,0,0,0,0,0,0,4,5,6
Chr12-10454645,LOC_Os12g18130,0,0,0,2,1,1,0,0,0,5,4,6
Chr12-10468305,LOC_Os12g18150,24,17,24,9,8,8,16,21,13,5,4,10
Chr12-10468185,LOC_Os12g18150,6,3,6,0,0,0,11,9,9,0,0,1
Chr12-11194013,LOC_Os12g19304,46,50,47,51,48,50,19,21,20,23,8,18
Chr12-11198317,LOC_Os12g19304,0,0,2,0,0,0,2,2,3,3,1,0
Chr12-11196962,LOC_Os12g19304,0,2,3,0,0,0,0,0,0,0,0,0
Chr12-11201831,LOC_Os12g19304,13,12,15,1,2,3,1,1,2,1,0,1
Chr12+11321756,LOC_Os12g19470,44,46,40,6,3,8,0,0,1,0,0,0
Chr12+11321355,LOC_Os12g19470,7571,6153,6746,1032,1008,1050,27,29,33,152,124,121
Chr12+11322506,LOC_Os12g19470,802,880,825,256,222,247,5,6,7,3,3,5
Chr12+12207528,LOC_Os12g21710,4,3,2,2,6,2,3,1,3,2,2,1
Chr12+12207877,LOC_Os12g21710,2,0,0,1,0,0,1,0,0,0,0,0
Chr12+12207782,LOC_Os12g21710,0,0,0,0,0,0,0,0,0,0,1,0
Chr12+12207625,LOC_Os12g21710,52,55,57,36,39,32,19,17,19,12,11,11
Chr12-13815960,LOC_Os12g24250,0,0,0,0,0,0,0,0,1,3,4,2
Chr12-13828653,LOC_Os12g24250,5,2,5,0,0,0,0,1,0,1,1,1
Chr12-13815588,LOC_Os12g24250,15,17,19,5,9,7,13,15,20,14,14,12
Chr12-13815787,LOC_Os12g24250,89,104,101,47,49,55,128,122,87,123,117,98
Chr12+14057489,LOC_Os12g24580,11,14,15,0,0,1,17,26,17,0,1,0
Chr12+14057369,LOC_Os12g24580,64,66,92,23,27,40,149,136,153,6,6,5
Chr12-17406580,LOC_Os12g29340,13,12,10,28,19,21,43,38,42,84,98,89
Chr12-17406833,LOC_Os12g29340,35,32,42,42,42,40,29,75,72,17,19,22
Chr12-17406245,LOC_Os12g29340,0,0,0,0,0,0,0,0,0,5,4,0
Chr12-17406200,LOC_Os12g29340,0,2,0,1,0,0,1,3,3,3,5,8
Chr12+18005089,LOC_Os12g30060,23,10,15,55,53,55,43,40,43,50,41,64
Chr12+18005230,LOC_Os12g30060,4,0,1,7,6,6,2,3,4,2,2,2
Chr12+19537195,LOC_Os12g32380,0,0,0,0,0,0,1,2,1,0,0,0
Chr12+19538293,LOC_Os12g32380,652,657,599,374,330,420,1042,1282,1142,458,406,455
Chr12+19612842,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,3,2,3
Chr12+19622926,LOC_Os12g32499,0,0,0,1,0,0,0,0,0,10,23,12
Chr12+19613073,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,1,6,4
Chr12+19619245,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,4,4,3
Chr12+19622888,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,4,3,1
Chr12+19620235,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+19637033,LOC_Os12g32536,1,4,1,6,7,3,1,0,0,11,5,8
Chr12+19637926,LOC_Os12g32536,31,26,27,47,46,46,15,12,10,79,85,60
Chr12+19637741,LOC_Os12g32536,1,0,2,2,3,1,1,1,2,4,6,6
Chr12+21639086,LOC_Os12g35580,135,136,127,101,80,103,62,70,70,51,41,42
Chr12+21639407,LOC_Os12g35580,0,0,0,1,0,1,0,0,0,1,0,0
Chr12+21638270,LOC_Os12g35580,16,13,19,2,5,0,6,4,8,24,23,15
Chr12+21639209,LOC_Os12g35580,22,15,17,11,12,11,10,10,19,10,10,11
Chr12+22599177,LOC_Os12g36870,5,2,3,2,0,1,0,0,0,5,7,3
Chr12+22598292,LOC_Os12g36870,7,12,2,5,4,2,0,0,0,3,3,2
Chr12+22598946,LOC_Os12g36870,4,4,4,6,2,0,0,0,0,11,4,5
Chr12-23307979,LOC_Os12g37939,44,55,38,52,43,47,57,59,58,43,38,39
Chr12-23311351,LOC_Os12g37939,2,5,3,1,3,2,0,2,6,4,6,10
Chr12-23313189,LOC_Os12g37939,3,4,3,11,7,7,4,2,3,3,5,5
Chr12-23313380,LOC_Os12g37939,0,0,0,1,1,1,1,1,0,0,0,0
Chr12-23307912,LOC_Os12g37939,59,58,67,35,32,31,49,65,89,23,35,25
Chr12-23308079,LOC_Os12g37939,0,0,1,0,0,0,0,2,1,0,0,0
Chr12-23313480,LOC_Os12g37939,0,0,0,2,3,1,1,0,1,3,1,1
Chr12-23314403,LOC_Os12g37939,0,0,0,0,0,0,0,1,0,0,0,0
Chr12+23637533,LOC_Os12g38490,65,48,68,102,99,106,57,63,61,38,30,34
Chr12+23637140,LOC_Os12g38490,24,21,27,49,41,53,81,78,52,19,19,20
Chr12+24934775,LOC_Os12g40279,2,3,2,3,1,0,3,3,3,1,2,0
Chr12+24943616,LOC_Os12g40279,94,45,94,75,75,66,41,38,37,65,54,58
Chr12+24925960,LOC_Os12g40279,0,0,0,0,0,1,0,0,0,0,0,0
Chr12+24950649,LOC_Os12g40279,48,50,48,94,92,95,56,48,46,160,160,180
Chr12-26629913,LOC_Os12g42860,7,10,8,4,4,5,7,2,7,7,4,5
Chr12-26630080,LOC_Os12g42860,316,266,272,250,266,250,193,189,157,186,181,181
Chr12-27028041,LOC_Os12g43560,6,4,4,1,0,1,3,3,5,0,0,0
Chr12-27025539,LOC_Os12g43560,25,21,21,5,7,7,7,8,6,2,8,5
Chr12-27025466,LOC_Os12g43560,212,199,183,57,64,51,98,112,116,61,60,61
Chr12-27295600,LOC_Os12g44000,0,0,0,0,0,0,0,0,0,0,0,0
Chr12-27295464,LOC_Os12g44000,41,47,42,48,44,44,53,72,66,88,90,71
