chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,endosperm1,endosperm2,endosperm3,shoot1,shoot2,shoot3,leaf_60days1,leaf_60days2,leaf_60days3
Chr9-15546421,LOC_Os09g25900,67,48,11,39,0,17,52,51,53,5,6,6
Chr9-15546294,LOC_Os09g25900,0,0,0,0,0,1,7,8,7,1,1,2
Chr9-15628806,LOC_Os09g26004,0,0,0,0,0,0,0,1,1,0,0,1
Chr9-15628473,LOC_Os09g26004,10,8,1,2,4,1,5,1,3,0,1,1
Chr9-15628352,LOC_Os09g26004,0,3,3,0,0,0,7,9,13,5,7,6
Chr9-15628978,LOC_Os09g26004,5,18,10,19,15,6,14,6,15,4,8,7
Chr9-15629125,LOC_Os09g26004,1,0,1,3,2,0,3,3,3,2,3,3
Chr9-15630611,LOC_Os09g26004,1,0,1,0,0,2,3,0,5,2,1,2
Chr9-15781288,LOC_Os09g26180,0,0,0,0,0,0,3,1,4,0,1,1
Chr9-15781451,LOC_Os09g26180,94,99,121,202,176,235,47,69,49,203,261,275
Chr9+17395623,LOC_Os09g28590,22,20,20,9,7,18,44,40,44,65,66,65
Chr9+17395381,LOC_Os09g28590,8,17,6,24,19,53,17,16,15,32,29,34
Chr9+17395098,LOC_Os09g28590,8,9,6,15,14,26,6,11,12,8,4,6
Chr9+17428694,LOC_Os09g28660,0,0,0,0,0,0,1,0,2,0,0,0
Chr9+17428559,LOC_Os09g28660,3,5,3,10,7,5,19,9,14,2,2,1
Chr9-17607432,LOC_Os09g28940,0,0,0,0,0,0,0,0,2,0,1,0
Chr9-17600449,LOC_Os09g28940,0,1,4,0,0,0,1,0,0,2,3,2
Chr9-17600326,LOC_Os09g28940,20,22,23,10,34,14,13,11,12,16,13,18
Chr9+17880364,LOC_Os09g29420,28,72,58,56,45,32,7,6,0,5,6,6
Chr9+17880146,LOC_Os09g29420,51,68,53,23,10,13,9,16,11,24,18,17
Chr9+17984032,LOC_Os09g29570,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+17982120,LOC_Os09g29570,0,0,0,0,0,0,3,1,2,5,7,5
Chr9-18178320,LOC_Os09g29890,4,10,8,3,15,0,0,3,4,0,0,0
Chr9-18174323,LOC_Os09g29890,0,0,0,0,0,0,0,1,1,1,1,2
Chr9-18178215,LOC_Os09g29890,1,2,0,7,14,8,0,0,0,0,0,0
Chr9-18177979,LOC_Os09g29890,3,1,0,8,18,22,0,1,0,0,0,0
Chr9-18178830,LOC_Os09g29890,0,0,0,1,2,2,1,1,0,0,0,0
Chr9-18174554,LOC_Os09g29890,171,112,155,49,67,79,81,82,75,13,30,49
Chr9+18470333,LOC_Os09g30340,7,7,6,129,301,133,20556,20356,22866,21654,22695,22065
Chr9+18470277,LOC_Os09g30340,0,0,0,0,0,0,20,11,17,19,11,17
Chr9-18982597,LOC_Os09g31478,11,6,27,9,9,4,0,0,0,0,0,0
Chr9-18979687,LOC_Os09g31478,2,0,2,0,1,1,0,0,0,0,0,0
Chr9-18978985,LOC_Os09g31478,11,7,2,5,3,17,0,0,1,0,0,0
Chr9-18979838,LOC_Os09g31478,5,6,0,10,8,5,0,0,0,0,0,0
Chr9-18981220,LOC_Os09g31478,41,23,20,10,16,7,0,0,0,0,0,0
Chr9-18978152,LOC_Os09g31478,112,35,49,108,89,93,8,3,5,11,30,4
Chr9-18980205,LOC_Os09g31478,17,37,20,18,34,55,0,0,0,0,0,0
Chr9+19575257,LOC_Os09g32820,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+19575608,LOC_Os09g32820,21,20,19,21,20,15,60,69,57,113,103,121
Chr9+19575330,LOC_Os09g32820,8,2,10,4,0,13,0,0,0,2,1,3
Chr9+19575435,LOC_Os09g32820,90,74,85,103,36,58,57,72,68,159,160,168
Chr9-20157729,LOC_Os09g34150,3,2,3,0,0,0,10,10,9,32,42,57
Chr9-20157428,LOC_Os09g34150,0,0,0,1,0,1,0,0,0,0,0,0
Chr9-20157883,LOC_Os09g34150,0,0,0,0,0,0,1,1,1,1,2,1
Chr9-20741346,LOC_Os09g35990,0,1,0,0,0,0,0,0,1,6,6,8
Chr9-20737046,LOC_Os09g35990,2,2,8,0,0,0,40,42,36,22,23,25
Chr9-20737114,LOC_Os09g35990,8,4,3,0,0,0,31,27,30,20,17,16
Chr9-20738731,LOC_Os09g35990,2,15,6,1,0,4,0,1,0,7,6,5
Chr9+20768215,LOC_Os09g36060,0,0,0,0,0,0,2,0,1,0,0,0
Chr9+20766606,LOC_Os09g36060,1,0,0,3,1,2,14,0,7,0,0,0
Chr9+21668197,LOC_Os09g37590,29,28,29,54,36,44,22,4,12,25,29,25
Chr9+21674236,LOC_Os09g37590,7,0,8,8,7,18,0,0,7,1,0,2
Chr9+21669672,LOC_Os09g37590,11,19,18,29,43,37,5,0,3,4,9,8
Chr9+21674381,LOC_Os09g37590,1,1,1,3,8,15,0,0,0,0,0,0
Chr10-1010532,LOC_Os10g02630,6,9,12,7,9,14,0,0,0,1,1,0
Chr10-1010250,LOC_Os10g02630,1,8,10,2,2,9,0,0,0,0,0,0
Chr10-1007664,LOC_Os10g02630,772,503,647,630,521,607,339,294,346,747,715,676
Chr10-1007989,LOC_Os10g02630,1,0,1,2,3,4,0,0,0,0,0,0
Chr10-1007585,LOC_Os10g02630,2,4,8,0,0,0,2,3,5,7,7,5
Chr10-1656947,LOC_Os10g03690,6,1,2,1,4,6,5,6,6,7,5,4
Chr10-1656775,LOC_Os10g03690,4,2,5,3,3,2,17,18,16,14,15,17
Chr10+1859884,LOC_Os10g04050,2,0,1,2,2,0,3,8,12,18,16,11
Chr10+1860706,LOC_Os10g04050,0,12,5,4,3,4,28,33,25,82,83,80
Chr10+1861986,LOC_Os10g04050,5,4,2,1,6,2,1,1,0,0,1,0
Chr10-5595770,LOC_Os10g10190,7,4,3,17,13,13,11,14,18,18,22,20
Chr10-5595951,LOC_Os10g10190,0,0,0,5,9,2,0,0,0,1,0,0
Chr10-6080392,LOC_Os10g10990,74,49,63,61,45,54,0,4,0,5,6,5
Chr10-6084404,LOC_Os10g10990,0,10,10,0,0,0,0,1,0,0,0,0
Chr10-6080043,LOC_Os10g10990,39,22,21,37,59,29,5,19,10,9,11,7
Chr10+7441146,LOC_Os10g13694,1,2,0,0,0,0,5,7,5,10,5,2
Chr10+7435564,LOC_Os10g13694,4,4,6,1,3,2,1,3,0,1,1,1
Chr10+7442296,LOC_Os10g13694,0,0,0,0,0,0,5,0,2,2,3,2
Chr10+7442172,LOC_Os10g13694,49,15,10,12,48,22,43,44,42,52,67,61
Chr10+7441925,LOC_Os10g13694,3,2,3,0,0,0,0,0,0,0,0,0
Chr10+7441823,LOC_Os10g13694,6,9,3,1,1,1,7,11,8,9,9,4
Chr10+7435674,LOC_Os10g13694,1,14,8,4,0,0,0,0,0,0,0,0
Chr10+7689791,LOC_Os10g14180,18,23,19,25,31,27,0,2,3,7,7,8
Chr10+7689694,LOC_Os10g14180,10,9,2,13,20,18,3,6,4,17,18,14
Chr10+7694616,LOC_Os10g14180,1,1,0,5,2,3,12,17,10,13,7,15
Chr10+7694459,LOC_Os10g14180,1,1,0,1,0,1,14,14,13,14,15,11
Chr10+7690935,LOC_Os10g14180,0,3,0,0,0,1,0,0,1,0,1,0
Chr10+7690851,LOC_Os10g14180,5,0,1,3,4,2,1,1,1,3,3,5
Chr10+8827894,LOC_Os10g17489,3,4,9,6,4,6,0,0,0,0,0,0
Chr10+8827750,LOC_Os10g17489,2,1,2,11,5,9,0,0,0,0,0,0
Chr10+8827695,LOC_Os10g17489,29,38,30,72,84,55,23,30,22,11,10,13
Chr10+8826518,LOC_Os10g17489,1,3,12,5,0,5,0,0,1,0,0,0
Chr10+9760570,LOC_Os10g19160,97,105,98,96,61,78,0,0,0,0,0,0
Chr10+9760105,LOC_Os10g19160,1,0,0,2,0,2,1,3,0,0,1,0
Chr10-10216070,LOC_Os10g20310,10,8,9,9,7,8,28,30,28,81,85,72
Chr10-10216272,LOC_Os10g20310,3,2,3,0,4,6,1,0,0,1,1,2
Chr10-10217555,LOC_Os10g20310,0,0,1,5,3,3,3,0,1,1,1,1
Chr10+10939619,LOC_Os10g21360,0,1,0,0,0,0,6,6,5,4,5,5
Chr10+10939127,LOC_Os10g21360,5,3,1,5,4,17,19,12,1,2,5,3
Chr10-12113419,LOC_Os10g23220,1,1,3,0,0,0,0,0,2,1,1,1
Chr10-12113671,LOC_Os10g23220,85,90,85,79,87,93,164,164,170,138,157,158
Chr10-14434210,LOC_Os10g27350,24,5,1,16,10,23,1,1,0,1,2,1
Chr10-14433996,LOC_Os10g27350,2,3,4,4,5,8,1,1,1,2,0,0
Chr10-14433939,LOC_Os10g27350,6,7,16,6,7,12,0,1,1,3,2,3
Chr10-14434091,LOC_Os10g27350,3,1,4,0,0,0,0,0,0,0,0,0
Chr10+14735849,LOC_Os10g28320,1,7,3,8,5,4,1,0,0,0,0,0
Chr10+14736607,LOC_Os10g28320,1,4,3,0,1,0,26,32,23,15,14,15
Chr10-15806659,LOC_Os10g30410,0,0,0,0,0,0,0,0,0,2,3,1
Chr10-15808091,LOC_Os10g30410,0,0,0,0,0,0,0,0,0,0,0,0
Chr10+16185233,LOC_Os10g31000,4,2,2,1,5,3,0,1,0,6,5,5
Chr10+16184930,LOC_Os10g31000,457,759,536,654,598,656,285,262,284,242,254,256
Chr10+16185132,LOC_Os10g31000,1,0,2,5,23,9,0,0,0,0,0,0
Chr10-17365233,LOC_Os10g33140,0,1,5,0,0,0,1,1,1,6,5,5
Chr10-17365058,LOC_Os10g33140,1,3,0,0,0,0,9,21,4,47,58,52
Chr10-18852127,LOC_Os10g35280,6,3,3,1,1,0,5,3,6,3,1,1
Chr10-18852306,LOC_Os10g35280,68,54,57,37,41,33,32,33,33,35,39,38
Chr10-20398744,LOC_Os10g38090,0,0,0,0,0,0,0,0,0,1,1,1
Chr10-20394794,LOC_Os10g38090,3,0,3,1,2,0,7,8,9,2,1,6
Chr10-20398654,LOC_Os10g38090,0,0,0,0,0,0,0,1,0,1,2,1
Chr10-20394583,LOC_Os10g38090,0,0,0,0,0,0,0,0,0,2,0,2
Chr10+21297464,LOC_Os10g39780,25,33,32,49,60,71,67,50,61,42,27,39
Chr10+21296001,LOC_Os10g39780,3,3,5,0,0,4,0,0,0,0,0,0
Chr10+21297186,LOC_Os10g39780,7,5,2,1,1,3,0,0,0,0,0,0
Chr10+21296057,LOC_Os10g39780,0,0,0,1,0,3,2,0,0,0,0,0
Chr10+21419826,LOC_Os10g39980,5,0,0,1,0,0,0,0,0,1,1,2
Chr10+21418944,LOC_Os10g39980,1,0,1,0,0,0,1,1,1,3,4,3
Chr10+21419454,LOC_Os10g39980,0,0,0,0,1,1,0,0,0,0,0,0
Chr10-22128462,LOC_Os10g41200,99,91,105,164,133,129,92,104,89,537,329,668
Chr10-22128231,LOC_Os10g41200,5,7,3,0,0,0,1,0,1,5,4,11
Chr10+22277853,LOC_Os10g41440,182,179,182,201,233,228,96,74,72,69,63,67
Chr10+22277999,LOC_Os10g41440,40,28,17,45,45,39,12,43,36,37,69,37
Chr10-22777648,LOC_Os10g42299,13,14,14,14,16,43,29,19,26,4,4,4
Chr10-22774960,LOC_Os10g42299,0,4,3,5,12,4,346,342,344,1439,974,883
Chr10-22777387,LOC_Os10g42299,7,8,21,12,3,16,9,7,3,3,4,0
Chr10-22777155,LOC_Os10g42299,16,13,13,36,17,35,4,4,6,1,0,1
Chr10+22935980,LOC_Os10g42520,0,0,0,0,2,0,15,18,11,0,1,0
Chr10+22935741,LOC_Os10g42520,0,1,0,4,2,3,33,17,23,6,3,6
Chr10-23037176,LOC_Os10g42710,0,0,0,0,0,0,0,4,3,0,0,0
Chr10-23035366,LOC_Os10g42710,154,297,223,313,210,243,468,483,488,953,899,859
Chr10-23037915,LOC_Os10g42710,4,4,6,5,1,3,0,0,0,0,0,0
Chr11-304779,LOC_Os11g01530,2,1,2,8,13,2,0,1,0,49,65,76
Chr11-305061,LOC_Os11g01530,43,70,56,62,69,75,99,77,88,738,768,757
Chr11-306384,LOC_Os11g01530,2,0,0,0,0,0,2,3,1,0,0,0
Chr11-605820,LOC_Os11g02180,0,1,1,8,7,6,0,0,0,0,0,0
Chr11-602761,LOC_Os11g02180,0,0,0,0,0,0,0,0,1,2,0,0
Chr11-947702,LOC_Os11g02830,0,1,3,1,1,0,0,0,0,0,0,0
Chr11-947562,LOC_Os11g02830,0,2,2,1,6,1,4,2,3,0,0,0
Chr11+2237175,LOC_Os11g05100,5,0,4,8,4,4,1,4,1,2,1,0
Chr11+2239027,LOC_Os11g05100,43,46,42,61,89,66,57,56,77,16,21,37
Chr11+2239156,LOC_Os11g05100,0,0,0,0,1,1,0,2,0,0,0,0
Chr11+2238761,LOC_Os11g05100,10,0,3,15,6,8,2,3,2,0,0,0
Chr11-2748523,LOC_Os11g05870,12,18,12,8,5,8,7,6,4,5,1,7
Chr11-2746377,LOC_Os11g05870,30,27,40,29,21,18,61,70,62,25,25,22
Chr11-2748250,LOC_Os11g05870,2,1,0,0,0,0,0,0,1,0,0,0
Chr11+3338754,LOC_Os11g06810,5,8,16,4,0,6,4,1,5,1,3,4
Chr11+3338926,LOC_Os11g06810,0,1,2,2,2,3,6,7,6,9,9,8
Chr11+3339029,LOC_Os11g06810,0,0,0,2,3,2,3,4,2,4,3,2
Chr11+4091045,LOC_Os11g07912,0,0,0,2,5,1,0,0,0,0,0,0
Chr11+4090550,LOC_Os11g07912,28,29,18,6,6,5,21,21,18,0,0,0
Chr11-4866489,LOC_Os11g09140,57,9,37,9,3,4,112,99,98,102,102,99
Chr11-4866685,LOC_Os11g09140,0,0,0,0,0,0,0,0,0,0,0,0
Chr11-6204078,LOC_Os11g11210,0,0,0,0,0,0,0,0,0,0,0,0
Chr11-6202357,LOC_Os11g11210,0,0,0,1,3,2,0,0,1,0,1,0
Chr11-6204643,LOC_Os11g11210,13,17,8,14,20,7,0,0,0,0,1,0
Chr11-6204288,LOC_Os11g11210,1,0,1,0,1,1,0,0,0,2,1,0
Chr11-6201124,LOC_Os11g11210,0,0,0,0,0,0,32,27,25,31,31,28
Chr11-6201292,LOC_Os11g11210,1,1,0,4,11,7,20,22,21,42,50,36
Chr11-8169430,LOC_Os11g14544,16,17,6,1,0,0,0,0,0,0,1,0
Chr11-8169613,LOC_Os11g14544,0,0,0,2,1,1,0,0,0,4,4,1
Chr11-8163386,LOC_Os11g14544,266,293,264,301,309,289,160,145,142,797,801,799
Chr11-8165977,LOC_Os11g14544,10,6,5,4,7,1,0,0,0,2,0,1
Chr11-8163269,LOC_Os11g14544,0,0,0,1,1,0,6,1,1,5,4,2
Chr11+9810447,LOC_Os11g17600,0,0,0,0,6,1,1,1,0,1,1,1
Chr11+9810290,LOC_Os11g17600,0,0,0,0,0,0,0,0,0,1,0,0
Chr11+9810001,LOC_Os11g17600,1,6,6,3,4,0,7,5,6,1,0,0
Chr11+9806650,LOC_Os11g17600,2,0,1,2,2,2,1,1,1,3,0,3
Chr11+9809923,LOC_Os11g17600,0,0,0,0,0,0,1,0,0,0,0,0
Chr11+11411296,LOC_Os11g19800,4,3,0,0,0,1,11,10,7,10,8,3
Chr11+11411169,LOC_Os11g19800,18,15,11,10,18,29,23,31,33,31,35,34
Chr11+15462352,LOC_Os11g26910,1040,1035,1034,888,1008,866,1026,1017,1025,1163,1317,1170
Chr11+15460358,LOC_Os11g26910,1,0,1,11,8,6,1,3,0,1,3,0
Chr11+15668262,LOC_Os11g27240,1,3,1,0,0,0,2,2,5,0,0,0
Chr11+15669323,LOC_Os11g27240,7,4,3,0,0,0,5,3,1,0,0,0
Chr11+15669104,LOC_Os11g27240,0,1,0,0,0,0,0,0,2,0,0,0
Chr11+17725679,LOC_Os11g30484,6,15,17,8,12,2,0,0,0,0,0,0
Chr11+17725443,LOC_Os11g30484,59,46,64,42,43,60,16,12,21,53,38,38
Chr11-19533690,LOC_Os11g33050,31,27,30,41,74,35,5,7,2,3,3,1
Chr11-19533619,LOC_Os11g33050,4,28,46,18,36,5,8,6,7,2,8,11
Chr11-19956771,LOC_Os11g34110,0,0,0,1,1,3,104,132,82,135,134,110
Chr11-19961262,LOC_Os11g34110,0,0,0,0,0,0,1,1,0,2,0,0
Chr11-20030035,LOC_Os11g34210,7,3,5,0,0,0,5,3,7,5,2,2
Chr11-20029922,LOC_Os11g34210,8,0,11,13,13,6,200,196,190,69,67,68
Chr11+23217430,LOC_Os11g38990,9,12,8,0,4,8,62,68,54,53,64,76
Chr11+23215966,LOC_Os11g38990,2,1,2,5,1,5,1,1,2,0,0,1
Chr11-26553199,LOC_Os11g43970,72,72,77,77,130,103,0,1,0,5,8,6
Chr11-26563294,LOC_Os11g43970,2,1,2,3,4,4,3,5,5,4,2,1
Chr11-26553039,LOC_Os11g43970,190,218,265,234,191,379,119,128,113,230,206,188
Chr12-954490,LOC_Os12g02720,6,3,1,0,1,0,0,1,3,8,9,8
Chr12-954320,LOC_Os12g02720,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+1807491,LOC_Os12g04260,6,9,11,8,8,8,50,35,30,19,21,21
Chr12+1807390,LOC_Os12g04260,4,4,3,5,2,1,1,0,0,1,0,0
Chr12-2012887,LOC_Os12g04740,5,6,9,20,17,37,12,9,18,6,6,2
Chr12-2013584,LOC_Os12g04740,0,0,0,0,0,0,0,0,0,0,0,0
Chr12-2012992,LOC_Os12g04740,39,32,30,22,31,41,13,11,12,6,12,7
Chr12-2215942,LOC_Os12g05050,696,751,637,650,559,640,698,629,755,1053,1260,1162
Chr12-2215820,LOC_Os12g05050,12,12,16,8,29,4,0,0,0,0,1,1
Chr12+3283204,LOC_Os12g06740,48,30,47,46,49,19,12,15,10,46,52,57
Chr12+3283410,LOC_Os12g06740,1,0,4,0,4,22,1,4,0,8,1,5
Chr12+3282349,LOC_Os12g06740,20,22,13,22,13,19,49,50,18,57,49,57
Chr12+3282174,LOC_Os12g06740,10,1,7,2,10,15,1,1,1,2,3,1
Chr12+3283710,LOC_Os12g06740,5,20,22,17,14,14,1,1,1,2,3,0
Chr12+3749505,LOC_Os12g07530,0,0,0,0,0,0,2,0,1,2,2,0
Chr12+3746719,LOC_Os12g07530,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+3749396,LOC_Os12g07530,46,76,58,69,1,14,39,35,35,76,86,64
Chr12+4047258,LOC_Os12g07970,0,3,0,3,0,3,66,75,72,31,28,28
Chr12+4045378,LOC_Os12g07970,0,0,0,0,2,0,0,0,0,1,1,1
Chr12+6613717,LOC_Os12g12080,3,2,5,3,6,3,0,0,0,0,0,0
Chr12+6614674,LOC_Os12g12080,2,3,4,0,1,1,1,0,2,1,0,1
Chr12+6896836,LOC_Os12g12514,0,0,0,0,0,0,16,16,17,0,0,0
Chr12+6893643,LOC_Os12g12514,3,2,3,1,1,3,1,1,1,0,0,0
Chr12+9365201,LOC_Os12g16350,47,35,71,165,92,6,112,82,100,75,73,70
Chr12+9353036,LOC_Os12g16350,2,0,1,8,5,6,0,1,0,0,0,0
Chr12+9353561,LOC_Os12g16350,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+9355781,LOC_Os12g16350,3,9,3,1,10,18,0,0,0,0,0,0
Chr12+9365494,LOC_Os12g16350,234,106,172,296,202,271,169,107,130,300,247,185
Chr12+9360849,LOC_Os12g16350,0,0,0,4,2,13,0,0,0,0,0,1
Chr12+9357549,LOC_Os12g16350,5,6,6,8,4,7,0,0,0,0,0,0
Chr12-10454469,LOC_Os12g18130,5,14,14,7,2,6,7,4,8,2,2,2
Chr12-10457007,LOC_Os12g18130,0,0,0,0,0,0,3,0,1,0,0,0
Chr12-10457465,LOC_Os12g18130,0,0,0,0,0,0,0,0,0,0,0,0
Chr12-10454645,LOC_Os12g18130,0,5,1,0,7,2,0,0,0,0,2,1
Chr12-10468305,LOC_Os12g18150,3,8,3,0,39,14,24,17,24,10,17,6
Chr12-10468185,LOC_Os12g18150,1,0,0,1,1,6,6,3,6,3,2,5
Chr12-11194013,LOC_Os12g19304,72,70,73,21,166,1,46,50,47,48,71,64
Chr12-11198317,LOC_Os12g19304,0,0,1,1,0,0,0,0,2,1,0,1
Chr12-11196962,LOC_Os12g19304,3,3,3,0,0,1,0,2,3,0,0,0
Chr12-11201831,LOC_Os12g19304,7,4,2,2,8,1,13,12,15,4,3,4
Chr12+11321756,LOC_Os12g19470,0,0,0,2,3,3,44,46,40,53,55,44
Chr12+11321355,LOC_Os12g19470,0,0,0,82,69,25,7571,6153,6746,4781,3321,4367
Chr12+11322506,LOC_Os12g19470,0,0,0,6,7,14,802,880,825,1562,1131,1275
Chr12+12207528,LOC_Os12g21710,6,8,6,13,8,14,4,3,2,5,4,5
Chr12+12207877,LOC_Os12g21710,4,0,8,2,10,1,2,0,0,0,2,2
Chr12+12207782,LOC_Os12g21710,0,0,0,13,5,12,0,0,0,0,0,0
Chr12+12207625,LOC_Os12g21710,52,17,30,50,56,43,52,55,57,67,43,54
Chr12-13815960,LOC_Os12g24250,5,23,12,22,9,20,0,0,0,0,0,0
Chr12-13828653,LOC_Os12g24250,4,1,7,3,2,4,5,2,5,1,0,0
Chr12-13815588,LOC_Os12g24250,0,0,1,7,11,0,15,17,19,2,10,15
Chr12-13815787,LOC_Os12g24250,51,56,75,25,52,41,89,104,101,42,56,57
Chr12+14057489,LOC_Os12g24580,0,0,0,2,2,0,11,14,15,0,0,0
Chr12+14057369,LOC_Os12g24580,6,16,12,36,9,26,64,66,92,26,32,24
Chr12-17406580,LOC_Os12g29340,75,47,51,97,18,90,13,12,10,10,9,11
Chr12-17406833,LOC_Os12g29340,13,13,12,13,11,34,35,32,42,21,23,23
Chr12-17406245,LOC_Os12g29340,5,6,6,6,12,9,0,0,0,0,0,0
Chr12-17406200,LOC_Os12g29340,3,3,3,6,2,0,0,2,0,0,0,0
Chr12+18005089,LOC_Os12g30060,40,39,72,49,50,39,23,10,15,25,23,28
Chr12+18005230,LOC_Os12g30060,21,9,11,15,19,13,4,0,1,8,3,2
Chr12+19537195,LOC_Os12g32380,15,28,13,31,17,32,0,0,0,1,0,0
Chr12+19538293,LOC_Os12g32380,494,457,465,376,264,371,652,657,599,280,271,273
Chr12+19612842,LOC_Os12g32499,19,1,3,0,0,0,0,0,0,0,2,2
Chr12+19622926,LOC_Os12g32499,4,6,2,2,0,3,0,0,0,0,0,0
Chr12+19613073,LOC_Os12g32499,2,4,0,3,7,0,0,0,0,0,0,0
Chr12+19619245,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+19622888,LOC_Os12g32499,1,2,0,5,4,5,0,0,0,0,0,0
Chr12+19620235,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+19637033,LOC_Os12g32536,26,22,19,1,4,16,1,4,1,4,2,4
Chr12+19637926,LOC_Os12g32536,13,8,20,16,28,24,31,26,27,71,64,70
Chr12+19637741,LOC_Os12g32536,1,2,1,2,3,5,1,0,2,1,1,1
Chr12+21639086,LOC_Os12g35580,138,45,125,141,113,89,135,136,127,110,136,134
Chr12+21639407,LOC_Os12g35580,1,5,2,2,2,6,0,0,0,1,1,0
Chr12+21638270,LOC_Os12g35580,1,0,2,1,10,2,16,13,19,10,8,9
Chr12+21639209,LOC_Os12g35580,22,18,12,13,20,9,22,15,17,7,5,9
Chr12+22599177,LOC_Os12g36870,0,0,0,0,0,0,5,2,3,3,0,4
Chr12+22598292,LOC_Os12g36870,0,0,0,0,0,0,7,12,2,2,2,3
Chr12+22598946,LOC_Os12g36870,0,0,0,0,0,0,4,4,4,4,4,3
Chr12-23307979,LOC_Os12g37939,5,10,7,0,0,7,44,55,38,94,69,110
Chr12-23311351,LOC_Os12g37939,1,0,0,0,0,0,2,5,3,0,0,1
Chr12-23313189,LOC_Os12g37939,1,2,0,0,0,0,3,4,3,16,2,13
Chr12-23313380,LOC_Os12g37939,0,0,0,0,0,0,0,0,0,0,1,0
Chr12-23307912,LOC_Os12g37939,2,2,0,8,5,0,59,58,67,38,57,47
Chr12-23308079,LOC_Os12g37939,2,2,0,0,0,0,0,0,1,0,0,0
Chr12-23313480,LOC_Os12g37939,0,0,0,3,0,2,0,0,0,2,0,1
Chr12-23314403,LOC_Os12g37939,0,0,1,5,1,3,0,0,0,0,0,0
Chr12+23637533,LOC_Os12g38490,21,37,32,42,70,66,65,48,68,123,127,103
Chr12+23637140,LOC_Os12g38490,36,30,49,34,26,21,24,21,27,21,25,21
Chr12+24934775,LOC_Os12g40279,2,1,1,2,1,2,2,3,2,1,2,0
Chr12+24943616,LOC_Os12g40279,82,88,91,57,110,96,94,45,94,114,108,114
Chr12+24925960,LOC_Os12g40279,0,0,0,0,0,1,0,0,0,0,0,0
Chr12+24950649,LOC_Os12g40279,64,16,20,33,44,13,48,50,48,101,106,103
Chr12-26629913,LOC_Os12g42860,0,0,0,0,0,0,7,10,8,19,20,6
Chr12-26630080,LOC_Os12g42860,71,63,80,102,93,49,316,266,272,303,252,295
Chr12-27028041,LOC_Os12g43560,0,0,0,0,1,0,6,4,4,1,0,0
Chr12-27025539,LOC_Os12g43560,46,53,56,84,57,77,25,21,21,6,9,6
Chr12-27025466,LOC_Os12g43560,92,127,165,186,159,235,212,199,183,64,60,66
Chr12-27295600,LOC_Os12g44000,3,0,9,10,2,1,0,0,0,0,0,0
Chr12-27295464,LOC_Os12g44000,29,29,34,33,32,44,41,47,42,55,31,56
