chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,leaf_60days1,leaf_60days2,leaf_60days3,mature_pollen1,mature_pollen2,mature_pollen3,pistil1,pistil2,pistil3
Chr9-15546421,LOC_Os09g25900,67,48,11,5,6,6,19,17,39,7,7,11
Chr9-15546294,LOC_Os09g25900,0,0,0,1,1,2,0,0,0,0,0,1
Chr9-15628806,LOC_Os09g26004,0,0,0,0,0,1,0,0,0,0,0,2
Chr9-15628473,LOC_Os09g26004,10,8,1,0,1,1,6,23,14,4,2,5
Chr9-15628352,LOC_Os09g26004,0,3,3,5,7,6,31,16,6,9,9,9
Chr9-15628978,LOC_Os09g26004,5,18,10,4,8,7,21,27,73,17,16,10
Chr9-15629125,LOC_Os09g26004,1,0,1,2,3,3,0,0,0,6,6,9
Chr9-15630611,LOC_Os09g26004,1,0,1,2,1,2,0,0,0,4,8,5
Chr9-15781288,LOC_Os09g26180,0,0,0,0,1,1,0,0,0,0,1,0
Chr9-15781451,LOC_Os09g26180,94,99,121,203,261,275,15,65,49,130,99,80
Chr9+17395623,LOC_Os09g28590,22,20,20,65,66,65,91,57,61,50,49,51
Chr9+17395381,LOC_Os09g28590,8,17,6,32,29,34,27,42,9,23,27,23
Chr9+17395098,LOC_Os09g28590,8,9,6,8,4,6,8,7,46,5,4,8
Chr9+17428694,LOC_Os09g28660,0,0,0,0,0,0,9,1,2,0,0,1
Chr9+17428559,LOC_Os09g28660,3,5,3,2,2,1,0,0,0,4,4,4
Chr9-17607432,LOC_Os09g28940,0,0,0,0,1,0,14,8,7,0,0,0
Chr9-17600449,LOC_Os09g28940,0,1,4,2,3,2,0,0,0,2,1,1
Chr9-17600326,LOC_Os09g28940,20,22,23,16,13,18,0,0,0,35,27,26
Chr9+17880364,LOC_Os09g29420,28,72,58,5,6,6,34,6,51,1,0,3
Chr9+17880146,LOC_Os09g29420,51,68,53,24,18,17,14,2,10,27,15,14
Chr9+17984032,LOC_Os09g29570,0,0,0,0,0,0,53,28,97,0,0,0
Chr9+17982120,LOC_Os09g29570,0,0,0,5,7,5,0,0,0,0,1,0
Chr9-18178320,LOC_Os09g29890,4,10,8,0,0,0,0,0,0,2,2,2
Chr9-18174323,LOC_Os09g29890,0,0,0,1,1,2,0,0,0,2,2,2
Chr9-18178215,LOC_Os09g29890,1,2,0,0,0,0,0,1,0,0,0,0
Chr9-18177979,LOC_Os09g29890,3,1,0,0,0,0,0,0,0,0,1,0
Chr9-18178830,LOC_Os09g29890,0,0,0,0,0,0,19,14,37,0,0,0
Chr9-18174554,LOC_Os09g29890,171,112,155,13,30,49,173,151,287,169,208,190
Chr9+18470333,LOC_Os09g30340,7,7,6,21654,22695,22065,362,3313,144,902,446,657
Chr9+18470277,LOC_Os09g30340,0,0,0,19,11,17,4,7,6,0,0,0
Chr9-18982597,LOC_Os09g31478,11,6,27,0,0,0,0,0,0,0,0,0
Chr9-18979687,LOC_Os09g31478,2,0,2,0,0,0,0,0,0,0,0,0
Chr9-18978985,LOC_Os09g31478,11,7,2,0,0,0,5,11,7,0,0,0
Chr9-18979838,LOC_Os09g31478,5,6,0,0,0,0,0,0,0,0,0,0
Chr9-18981220,LOC_Os09g31478,41,23,20,0,0,0,0,0,0,0,0,0
Chr9-18978152,LOC_Os09g31478,112,35,49,11,30,4,1,37,4,6,15,5
Chr9-18980205,LOC_Os09g31478,17,37,20,0,0,0,1,0,0,0,0,0
Chr9+19575257,LOC_Os09g32820,0,0,0,0,0,0,8,42,29,0,0,0
Chr9+19575608,LOC_Os09g32820,21,20,19,113,103,121,33,150,109,87,72,87
Chr9+19575330,LOC_Os09g32820,8,2,10,2,1,3,0,0,0,0,0,1
Chr9+19575435,LOC_Os09g32820,90,74,85,159,160,168,118,96,51,72,75,69
Chr9-20157729,LOC_Os09g34150,3,2,3,32,42,57,7,1,1,32,63,56
Chr9-20157428,LOC_Os09g34150,0,0,0,0,0,0,10,5,6,0,0,0
Chr9-20157883,LOC_Os09g34150,0,0,0,1,2,1,0,0,0,0,2,1
Chr9-20741346,LOC_Os09g35990,0,1,0,6,6,8,34,27,25,4,3,6
Chr9-20737046,LOC_Os09g35990,2,2,8,22,23,25,3,10,6,1,5,6
Chr9-20737114,LOC_Os09g35990,8,4,3,20,17,16,1,4,3,5,4,5
Chr9-20738731,LOC_Os09g35990,2,15,6,7,6,5,0,2,0,2,4,3
Chr9+20768215,LOC_Os09g36060,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+20766606,LOC_Os09g36060,1,0,0,0,0,0,39,69,43,1,0,0
Chr9+21668197,LOC_Os09g37590,29,28,29,25,29,25,0,0,0,9,4,5
Chr9+21674236,LOC_Os09g37590,7,0,8,1,0,2,0,0,2,0,0,0
Chr9+21669672,LOC_Os09g37590,11,19,18,4,9,8,0,0,0,5,4,6
Chr9+21674381,LOC_Os09g37590,1,1,1,0,0,0,2,7,2,0,0,1
Chr10-1010532,LOC_Os10g02630,6,9,12,1,1,0,0,0,0,1,1,0
Chr10-1010250,LOC_Os10g02630,1,8,10,0,0,0,0,0,0,1,0,2
Chr10-1007664,LOC_Os10g02630,772,503,647,747,715,676,127,196,370,413,389,378
Chr10-1007989,LOC_Os10g02630,1,0,1,0,0,0,0,0,0,2,2,2
Chr10-1007585,LOC_Os10g02630,2,4,8,7,7,5,3,5,33,3,5,0
Chr10-1656947,LOC_Os10g03690,6,1,2,7,5,4,0,0,0,9,3,5
Chr10-1656775,LOC_Os10g03690,4,2,5,14,15,17,18,22,20,44,43,42
Chr10+1859884,LOC_Os10g04050,2,0,1,18,16,11,2,2,8,7,9,7
Chr10+1860706,LOC_Os10g04050,0,12,5,82,83,80,12,2,15,14,14,11
Chr10+1861986,LOC_Os10g04050,5,4,2,0,1,0,0,0,0,0,0,0
Chr10-5595770,LOC_Os10g10190,7,4,3,18,22,20,15,3,16,25,21,27
Chr10-5595951,LOC_Os10g10190,0,0,0,1,0,0,4,4,5,0,0,0
Chr10-6080392,LOC_Os10g10990,74,49,63,5,6,5,44,20,15,7,6,8
Chr10-6084404,LOC_Os10g10990,0,10,10,0,0,0,1,10,9,1,0,0
Chr10-6080043,LOC_Os10g10990,39,22,21,9,11,7,0,0,0,12,24,3
Chr10+7441146,LOC_Os10g13694,1,2,0,10,5,2,7,3,7,2,1,3
Chr10+7435564,LOC_Os10g13694,4,4,6,1,1,1,46,72,10,0,3,1
Chr10+7442296,LOC_Os10g13694,0,0,0,2,3,2,0,0,0,3,1,1
Chr10+7442172,LOC_Os10g13694,49,15,10,52,67,61,112,128,135,30,40,44
Chr10+7441925,LOC_Os10g13694,3,2,3,0,0,0,20,21,12,0,1,0
Chr10+7441823,LOC_Os10g13694,6,9,3,9,9,4,1,1,0,10,10,8
Chr10+7435674,LOC_Os10g13694,1,14,8,0,0,0,76,13,41,2,1,0
Chr10+7689791,LOC_Os10g14180,18,23,19,7,7,8,2,3,1,17,22,14
Chr10+7689694,LOC_Os10g14180,10,9,2,17,18,14,3,55,27,28,27,22
Chr10+7694616,LOC_Os10g14180,1,1,0,13,7,15,0,0,0,4,7,0
Chr10+7694459,LOC_Os10g14180,1,1,0,14,15,11,27,9,34,7,14,12
Chr10+7690935,LOC_Os10g14180,0,3,0,0,1,0,0,0,0,3,0,3
Chr10+7690851,LOC_Os10g14180,5,0,1,3,3,5,0,0,0,0,5,7
Chr10+8827894,LOC_Os10g17489,3,4,9,0,0,0,0,0,0,0,0,0
Chr10+8827750,LOC_Os10g17489,2,1,2,0,0,0,0,0,0,0,0,0
Chr10+8827695,LOC_Os10g17489,29,38,30,11,10,13,8,17,11,10,11,8
Chr10+8826518,LOC_Os10g17489,1,3,12,0,0,0,0,0,0,0,0,0
Chr10+9760570,LOC_Os10g19160,97,105,98,0,0,0,1,6,0,0,0,0
Chr10+9760105,LOC_Os10g19160,1,0,0,0,1,0,49,0,17,0,1,1
Chr10-10216070,LOC_Os10g20310,10,8,9,81,85,72,10,30,3,31,51,43
Chr10-10216272,LOC_Os10g20310,3,2,3,1,1,2,0,0,0,3,0,3
Chr10-10217555,LOC_Os10g20310,0,0,1,1,1,1,29,21,5,0,2,1
Chr10+10939619,LOC_Os10g21360,0,1,0,4,5,5,2,2,2,9,9,7
Chr10+10939127,LOC_Os10g21360,5,3,1,2,5,3,5,6,11,12,12,15
Chr10-12113419,LOC_Os10g23220,1,1,3,1,1,1,0,0,0,0,1,0
Chr10-12113671,LOC_Os10g23220,85,90,85,138,157,158,293,30,219,174,168,186
Chr10-14434210,LOC_Os10g27350,24,5,1,1,2,1,0,0,0,5,6,5
Chr10-14433996,LOC_Os10g27350,2,3,4,2,0,0,0,0,0,4,5,2
Chr10-14433939,LOC_Os10g27350,6,7,16,3,2,3,0,0,0,3,3,2
Chr10-14434091,LOC_Os10g27350,3,1,4,0,0,0,0,0,0,3,1,1
Chr10+14735849,LOC_Os10g28320,1,7,3,0,0,0,3,14,7,0,0,0
Chr10+14736607,LOC_Os10g28320,1,4,3,15,14,15,17,10,43,18,8,8
Chr10-15806659,LOC_Os10g30410,0,0,0,2,3,1,0,0,0,0,0,0
Chr10-15808091,LOC_Os10g30410,0,0,0,0,0,0,0,0,0,0,0,0
Chr10+16185233,LOC_Os10g31000,4,2,2,6,5,5,160,188,251,1,0,1
Chr10+16184930,LOC_Os10g31000,457,759,536,242,254,256,160,16,65,137,91,124
Chr10+16185132,LOC_Os10g31000,1,0,2,0,0,0,0,0,0,0,1,0
Chr10-17365233,LOC_Os10g33140,0,1,5,6,5,5,0,0,0,0,0,1
Chr10-17365058,LOC_Os10g33140,1,3,0,47,58,52,10,24,8,2,0,2
Chr10-18852127,LOC_Os10g35280,6,3,3,3,1,1,0,0,0,18,14,11
Chr10-18852306,LOC_Os10g35280,68,54,57,35,39,38,19,26,5,102,89,88
Chr10-20398744,LOC_Os10g38090,0,0,0,1,1,1,0,0,0,0,0,0
Chr10-20394794,LOC_Os10g38090,3,0,3,2,1,6,24,12,23,0,0,0
Chr10-20398654,LOC_Os10g38090,0,0,0,1,2,1,8,13,2,0,0,0
Chr10-20394583,LOC_Os10g38090,0,0,0,2,0,2,0,0,0,0,0,0
Chr10+21297464,LOC_Os10g39780,25,33,32,42,27,39,51,53,76,132,116,131
Chr10+21296001,LOC_Os10g39780,3,3,5,0,0,0,0,0,0,0,0,0
Chr10+21297186,LOC_Os10g39780,7,5,2,0,0,0,0,0,0,4,2,0
Chr10+21296057,LOC_Os10g39780,0,0,0,0,0,0,0,0,0,1,1,1
Chr10+21419826,LOC_Os10g39980,5,0,0,1,1,2,35,42,0,1,2,1
Chr10+21418944,LOC_Os10g39980,1,0,1,3,4,3,41,45,31,0,0,0
Chr10+21419454,LOC_Os10g39980,0,0,0,0,0,0,0,0,0,0,0,0
Chr10-22128462,LOC_Os10g41200,99,91,105,537,329,668,400,250,55,138,132,132
Chr10-22128231,LOC_Os10g41200,5,7,3,5,4,11,0,0,0,1,0,0
Chr10+22277853,LOC_Os10g41440,182,179,182,69,63,67,48,114,103,58,54,56
Chr10+22277999,LOC_Os10g41440,40,28,17,37,69,37,25,64,31,38,24,33
Chr10-22777648,LOC_Os10g42299,13,14,14,4,4,4,433,74,317,1,8,17
Chr10-22774960,LOC_Os10g42299,0,4,3,1439,974,883,52,153,125,9,10,9
Chr10-22777387,LOC_Os10g42299,7,8,21,3,4,0,6,21,13,1,1,1
Chr10-22777155,LOC_Os10g42299,16,13,13,1,0,1,0,0,0,0,1,3
Chr10+22935980,LOC_Os10g42520,0,0,0,0,1,0,0,0,0,5,12,0
Chr10+22935741,LOC_Os10g42520,0,1,0,6,3,6,26,49,59,34,45,38
Chr10-23037176,LOC_Os10g42710,0,0,0,0,0,0,3,2,0,0,0,2
Chr10-23035366,LOC_Os10g42710,154,297,223,953,899,859,322,360,336,233,243,259
Chr10-23037915,LOC_Os10g42710,4,4,6,0,0,0,0,0,0,0,0,0
Chr11-304779,LOC_Os11g01530,2,1,2,49,65,76,16,6,8,2,2,1
Chr11-305061,LOC_Os11g01530,43,70,56,738,768,757,118,15,134,68,77,72
Chr11-306384,LOC_Os11g01530,2,0,0,0,0,0,10,1,5,0,0,0
Chr11-605820,LOC_Os11g02180,0,1,1,0,0,0,0,0,0,0,0,0
Chr11-602761,LOC_Os11g02180,0,0,0,2,0,0,5,14,0,2,1,0
Chr11-947702,LOC_Os11g02830,0,1,3,0,0,0,7,1,10,1,0,0
Chr11-947562,LOC_Os11g02830,0,2,2,0,0,0,0,0,0,5,5,5
Chr11+2237175,LOC_Os11g05100,5,0,4,2,1,0,2,9,5,0,0,0
Chr11+2239027,LOC_Os11g05100,43,46,42,16,21,37,639,593,623,44,49,47
Chr11+2239156,LOC_Os11g05100,0,0,0,0,0,0,9,5,9,0,0,0
Chr11+2238761,LOC_Os11g05100,10,0,3,0,0,0,21,6,10,0,0,0
Chr11-2748523,LOC_Os11g05870,12,18,12,5,1,7,1,5,0,6,6,6
Chr11-2746377,LOC_Os11g05870,30,27,40,25,25,22,29,18,21,74,76,76
Chr11-2748250,LOC_Os11g05870,2,1,0,0,0,0,8,7,4,0,0,0
Chr11+3338754,LOC_Os11g06810,5,8,16,1,3,4,17,9,0,5,3,7
Chr11+3338926,LOC_Os11g06810,0,1,2,9,9,8,0,2,0,15,14,23
Chr11+3339029,LOC_Os11g06810,0,0,0,4,3,2,0,0,0,1,1,1
Chr11+4091045,LOC_Os11g07912,0,0,0,0,0,0,0,0,0,3,5,1
Chr11+4090550,LOC_Os11g07912,28,29,18,0,0,0,15,59,0,152,149,160
Chr11-4866489,LOC_Os11g09140,57,9,37,102,102,99,16,32,61,40,59,51
Chr11-4866685,LOC_Os11g09140,0,0,0,0,0,0,49,47,6,0,0,0
Chr11-6204078,LOC_Os11g11210,0,0,0,0,0,0,5,11,5,0,0,0
Chr11-6202357,LOC_Os11g11210,0,0,0,0,1,0,15,5,5,0,0,0
Chr11-6204643,LOC_Os11g11210,13,17,8,0,1,0,40,46,37,2,1,2
Chr11-6204288,LOC_Os11g11210,1,0,1,2,1,0,25,15,31,1,0,0
Chr11-6201124,LOC_Os11g11210,0,0,0,31,31,28,0,0,0,1,5,2
Chr11-6201292,LOC_Os11g11210,1,1,0,42,50,36,2,5,1,6,5,7
Chr11-8169430,LOC_Os11g14544,16,17,6,0,1,0,0,0,0,0,1,0
Chr11-8169613,LOC_Os11g14544,0,0,0,4,4,1,7,15,12,2,3,1
Chr11-8163386,LOC_Os11g14544,266,293,264,797,801,799,41,81,247,312,287,292
Chr11-8165977,LOC_Os11g14544,10,6,5,2,0,1,0,0,0,1,1,1
Chr11-8163269,LOC_Os11g14544,0,0,0,5,4,2,0,0,0,1,0,0
Chr11+9810447,LOC_Os11g17600,0,0,0,1,1,1,6,8,18,1,0,0
Chr11+9810290,LOC_Os11g17600,0,0,0,1,0,0,10,7,21,0,0,0
Chr11+9810001,LOC_Os11g17600,1,6,6,1,0,0,22,169,73,6,3,6
Chr11+9806650,LOC_Os11g17600,2,0,1,3,0,3,2,1,0,0,0,0
Chr11+9809923,LOC_Os11g17600,0,0,0,0,0,0,6,12,5,3,4,3
Chr11+11411296,LOC_Os11g19800,4,3,0,10,8,3,26,5,10,8,9,3
Chr11+11411169,LOC_Os11g19800,18,15,11,31,35,34,32,15,42,53,63,71
Chr11+15462352,LOC_Os11g26910,1040,1035,1034,1163,1317,1170,1341,1072,1369,1362,1424,1041
Chr11+15460358,LOC_Os11g26910,1,0,1,1,3,0,0,0,0,1,2,1
Chr11+15668262,LOC_Os11g27240,1,3,1,0,0,0,0,0,0,0,0,0
Chr11+15669323,LOC_Os11g27240,7,4,3,0,0,0,0,0,0,0,0,0
Chr11+15669104,LOC_Os11g27240,0,1,0,0,0,0,26,3,28,0,0,0
Chr11+17725679,LOC_Os11g30484,6,15,17,0,0,0,0,0,0,0,0,0
Chr11+17725443,LOC_Os11g30484,59,46,64,53,38,38,0,0,32,36,36,11
Chr11-19533690,LOC_Os11g33050,31,27,30,3,3,1,0,0,0,7,7,15
Chr11-19533619,LOC_Os11g33050,4,28,46,2,8,11,3,3,4,39,28,9
Chr11-19956771,LOC_Os11g34110,0,0,0,135,134,110,4,4,2,572,549,542
Chr11-19961262,LOC_Os11g34110,0,0,0,2,0,0,6,4,1,0,0,0
Chr11-20030035,LOC_Os11g34210,7,3,5,5,2,2,0,0,0,4,2,3
Chr11-20029922,LOC_Os11g34210,8,0,11,69,67,68,38,11,26,59,35,47
Chr11+23217430,LOC_Os11g38990,9,12,8,53,64,76,37,13,65,47,35,38
Chr11+23215966,LOC_Os11g38990,2,1,2,0,0,1,0,1,1,3,6,3
Chr11-26553199,LOC_Os11g43970,72,72,77,5,8,6,57,49,23,8,8,9
Chr11-26563294,LOC_Os11g43970,2,1,2,4,2,1,21,18,23,1,1,1
Chr11-26553039,LOC_Os11g43970,190,218,265,230,206,188,175,83,162,87,102,96
Chr12-954490,LOC_Os12g02720,6,3,1,8,9,8,0,0,0,5,6,8
Chr12-954320,LOC_Os12g02720,0,0,0,0,0,0,0,12,4,0,0,3
Chr12+1807491,LOC_Os12g04260,6,9,11,19,21,21,34,9,0,23,17,18
Chr12+1807390,LOC_Os12g04260,4,4,3,1,0,0,0,0,0,0,1,1
Chr12-2012887,LOC_Os12g04740,5,6,9,6,6,2,0,0,0,25,34,26
Chr12-2013584,LOC_Os12g04740,0,0,0,0,0,0,2,2,1,0,0,0
Chr12-2012992,LOC_Os12g04740,39,32,30,6,12,7,5,7,8,44,45,44
Chr12-2215942,LOC_Os12g05050,696,751,637,1053,1260,1162,81,265,80,73,56,59
Chr12-2215820,LOC_Os12g05050,12,12,16,0,1,1,0,0,0,0,0,0
Chr12+3283204,LOC_Os12g06740,48,30,47,46,52,57,1,24,29,17,14,18
Chr12+3283410,LOC_Os12g06740,1,0,4,8,1,5,30,11,28,0,3,1
Chr12+3282349,LOC_Os12g06740,20,22,13,57,49,57,25,14,32,22,20,19
Chr12+3282174,LOC_Os12g06740,10,1,7,2,3,1,0,0,0,0,1,0
Chr12+3283710,LOC_Os12g06740,5,20,22,2,3,0,0,0,0,0,0,0
Chr12+3749505,LOC_Os12g07530,0,0,0,2,2,0,7,6,4,1,0,0
Chr12+3746719,LOC_Os12g07530,0,0,0,0,0,0,2,34,33,0,0,0
Chr12+3749396,LOC_Os12g07530,46,76,58,76,86,64,40,7,104,39,52,35
Chr12+4047258,LOC_Os12g07970,0,3,0,31,28,28,4,5,8,90,87,86
Chr12+4045378,LOC_Os12g07970,0,0,0,1,1,1,3,5,1,0,0,0
Chr12+6613717,LOC_Os12g12080,3,2,5,0,0,0,0,0,0,0,0,0
Chr12+6614674,LOC_Os12g12080,2,3,4,1,0,1,18,7,2,0,0,0
Chr12+6896836,LOC_Os12g12514,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+6893643,LOC_Os12g12514,3,2,3,0,0,0,0,1,3,1,0,0
Chr12+9365201,LOC_Os12g16350,47,35,71,75,73,70,55,36,86,153,132,174
Chr12+9353036,LOC_Os12g16350,2,0,1,0,0,0,0,0,0,1,1,1
Chr12+9353561,LOC_Os12g16350,0,0,0,0,0,0,8,37,4,0,0,0
Chr12+9355781,LOC_Os12g16350,3,9,3,0,0,0,0,0,0,0,0,0
Chr12+9365494,LOC_Os12g16350,234,106,172,300,247,185,105,37,39,113,102,104
Chr12+9360849,LOC_Os12g16350,0,0,0,0,0,1,0,0,0,0,0,0
Chr12+9357549,LOC_Os12g16350,5,6,6,0,0,0,0,0,0,0,0,0
Chr12-10454469,LOC_Os12g18130,5,14,14,2,2,2,13,56,12,5,9,7
Chr12-10457007,LOC_Os12g18130,0,0,0,0,0,0,30,56,43,0,0,0
Chr12-10457465,LOC_Os12g18130,0,0,0,0,0,0,15,15,13,0,0,0
Chr12-10454645,LOC_Os12g18130,0,5,1,0,2,1,0,0,0,3,0,1
Chr12-10468305,LOC_Os12g18150,3,8,3,10,17,6,0,0,0,19,18,18
Chr12-10468185,LOC_Os12g18150,1,0,0,3,2,5,50,0,26,1,1,2
Chr12-11194013,LOC_Os12g19304,72,70,73,48,71,64,118,124,9,4,1,10
Chr12-11198317,LOC_Os12g19304,0,0,1,1,0,1,6,8,7,1,0,0
Chr12-11196962,LOC_Os12g19304,3,3,3,0,0,0,3,0,3,0,0,0
Chr12-11201831,LOC_Os12g19304,7,4,2,4,3,4,0,0,0,3,3,2
Chr12+11321756,LOC_Os12g19470,0,0,0,53,55,44,1,0,1,4,0,3
Chr12+11321355,LOC_Os12g19470,0,0,0,4781,3321,4367,1721,125,699,360,348,342
Chr12+11322506,LOC_Os12g19470,0,0,0,1562,1131,1275,106,91,157,8,3,5
Chr12+12207528,LOC_Os12g21710,6,8,6,5,4,5,0,0,0,0,0,2
Chr12+12207877,LOC_Os12g21710,4,0,8,0,2,2,0,0,0,0,0,0
Chr12+12207782,LOC_Os12g21710,0,0,0,0,0,0,0,0,0,0,1,1
Chr12+12207625,LOC_Os12g21710,52,17,30,67,43,54,32,0,8,21,7,8
Chr12-13815960,LOC_Os12g24250,5,23,12,0,0,0,0,0,0,2,2,0
Chr12-13828653,LOC_Os12g24250,4,1,7,1,0,0,5,0,0,0,2,1
Chr12-13815588,LOC_Os12g24250,0,0,1,2,10,15,0,0,0,13,14,14
Chr12-13815787,LOC_Os12g24250,51,56,75,42,56,57,50,29,159,123,93,104
Chr12+14057489,LOC_Os12g24580,0,0,0,0,0,0,7,12,8,0,1,1
Chr12+14057369,LOC_Os12g24580,6,16,12,26,32,24,0,0,0,14,19,11
Chr12-17406580,LOC_Os12g29340,75,47,51,10,9,11,19,35,12,24,16,22
Chr12-17406833,LOC_Os12g29340,13,13,12,21,23,23,14,14,5,26,31,28
Chr12-17406245,LOC_Os12g29340,5,6,6,0,0,0,0,0,0,0,0,0
Chr12-17406200,LOC_Os12g29340,3,3,3,0,0,0,0,0,0,0,0,0
Chr12+18005089,LOC_Os12g30060,40,39,72,25,23,28,48,57,75,40,45,40
Chr12+18005230,LOC_Os12g30060,21,9,11,8,3,2,0,0,0,2,8,3
Chr12+19537195,LOC_Os12g32380,15,28,13,1,0,0,0,0,0,2,1,0
Chr12+19538293,LOC_Os12g32380,494,457,465,280,271,273,29,249,340,732,683,711
Chr12+19612842,LOC_Os12g32499,19,1,3,0,2,2,0,0,0,2,2,2
Chr12+19622926,LOC_Os12g32499,4,6,2,0,0,0,1,8,10,5,5,5
Chr12+19613073,LOC_Os12g32499,2,4,0,0,0,0,0,0,0,0,1,1
Chr12+19619245,LOC_Os12g32499,0,0,0,0,0,0,13,7,8,1,0,0
Chr12+19622888,LOC_Os12g32499,1,2,0,0,0,0,3,1,2,0,2,2
Chr12+19620235,LOC_Os12g32499,0,0,0,0,0,0,97,20,51,0,0,0
Chr12+19637033,LOC_Os12g32536,26,22,19,4,2,4,15,16,29,6,3,6
Chr12+19637926,LOC_Os12g32536,13,8,20,71,64,70,86,118,243,40,52,35
Chr12+19637741,LOC_Os12g32536,1,2,1,1,1,1,30,17,28,1,1,0
Chr12+21639086,LOC_Os12g35580,138,45,125,110,136,134,75,23,6,74,58,67
Chr12+21639407,LOC_Os12g35580,1,5,2,1,1,0,7,28,14,0,0,0
Chr12+21638270,LOC_Os12g35580,1,0,2,10,8,9,29,38,30,3,4,4
Chr12+21639209,LOC_Os12g35580,22,18,12,7,5,9,4,3,0,1,4,10
Chr12+22599177,LOC_Os12g36870,0,0,0,3,0,4,0,0,1,1,1,1
Chr12+22598292,LOC_Os12g36870,0,0,0,2,2,3,0,0,0,1,0,0
Chr12+22598946,LOC_Os12g36870,0,0,0,4,4,3,27,50,26,2,2,1
Chr12-23307979,LOC_Os12g37939,5,10,7,94,69,110,65,23,60,8,16,15
Chr12-23311351,LOC_Os12g37939,1,0,0,0,0,1,0,0,0,0,0,0
Chr12-23313189,LOC_Os12g37939,1,2,0,16,2,13,0,0,0,4,3,4
Chr12-23313380,LOC_Os12g37939,0,0,0,0,1,0,0,0,0,1,0,0
Chr12-23307912,LOC_Os12g37939,2,2,0,38,57,47,28,73,38,22,17,18
Chr12-23308079,LOC_Os12g37939,2,2,0,0,0,0,10,6,4,0,0,0
Chr12-23313480,LOC_Os12g37939,0,0,0,2,0,1,0,0,0,1,2,1
Chr12-23314403,LOC_Os12g37939,0,0,1,0,0,0,0,0,0,1,1,1
Chr12+23637533,LOC_Os12g38490,21,37,32,123,127,103,20,34,67,73,72,72
Chr12+23637140,LOC_Os12g38490,36,30,49,21,25,21,71,55,50,43,44,45
Chr12+24934775,LOC_Os12g40279,2,1,1,1,2,0,0,10,5,1,1,1
Chr12+24943616,LOC_Os12g40279,82,88,91,114,108,114,4,4,17,73,68,71
Chr12+24925960,LOC_Os12g40279,0,0,0,0,0,0,14,10,16,1,1,0
Chr12+24950649,LOC_Os12g40279,64,16,20,101,106,103,684,375,714,58,45,33
Chr12-26629913,LOC_Os12g42860,0,0,0,19,20,6,14,7,16,11,13,12
Chr12-26630080,LOC_Os12g42860,71,63,80,303,252,295,180,236,161,1282,1284,1031
Chr12-27028041,LOC_Os12g43560,0,0,0,1,0,0,0,0,0,0,1,1
Chr12-27025539,LOC_Os12g43560,46,53,56,6,9,6,0,0,0,7,8,10
Chr12-27025466,LOC_Os12g43560,92,127,165,64,60,66,2,79,29,61,78,78
Chr12-27295600,LOC_Os12g44000,3,0,9,0,0,0,0,0,0,0,0,1
Chr12-27295464,LOC_Os12g44000,29,29,34,55,31,56,207,130,195,47,40,45
