chrstrandcoord,gene,endosperm1,endosperm2,endosperm3,leaf_60days1,leaf_60days2,leaf_60days3,stem_60days1,stem_60days2,stem_60days3,embryo1,embryo2,embryo3
Chr9-15546421,LOC_Os09g25900,39,0,17,5,6,6,10,8,6,11,8,11
Chr9-15546294,LOC_Os09g25900,0,0,1,1,1,2,1,0,0,0,0,0
Chr9-15628806,LOC_Os09g26004,0,0,0,0,0,1,0,0,0,0,0,0
Chr9-15628473,LOC_Os09g26004,2,4,1,0,1,1,3,3,1,12,13,12
Chr9-15628352,LOC_Os09g26004,0,0,0,5,7,6,12,14,15,1,0,2
Chr9-15628978,LOC_Os09g26004,19,15,6,4,8,7,6,7,7,18,11,12
Chr9-15629125,LOC_Os09g26004,3,2,0,2,3,3,2,1,3,4,6,5
Chr9-15630611,LOC_Os09g26004,0,0,2,2,1,2,15,4,8,1,2,2
Chr9-15781288,LOC_Os09g26180,0,0,0,0,1,1,1,0,1,0,0,0
Chr9-15781451,LOC_Os09g26180,202,176,235,203,261,275,235,127,159,267,272,267
Chr9+17395623,LOC_Os09g28590,9,7,18,65,66,65,60,66,61,25,18,24
Chr9+17395381,LOC_Os09g28590,24,19,53,32,29,34,40,31,16,24,20,20
Chr9+17395098,LOC_Os09g28590,15,14,26,8,4,6,15,11,12,31,33,28
Chr9+17428694,LOC_Os09g28660,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+17428559,LOC_Os09g28660,10,7,5,2,2,1,3,6,8,3,2,4
Chr9-17607432,LOC_Os09g28940,0,0,0,0,1,0,0,0,0,0,0,0
Chr9-17600449,LOC_Os09g28940,0,0,0,2,3,2,0,0,1,0,0,1
Chr9-17600326,LOC_Os09g28940,10,34,14,16,13,18,10,13,15,18,18,25
Chr9+17880364,LOC_Os09g29420,56,45,32,5,6,6,6,5,2,12,16,18
Chr9+17880146,LOC_Os09g29420,23,10,13,24,18,17,13,25,21,78,82,82
Chr9+17984032,LOC_Os09g29570,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+17982120,LOC_Os09g29570,0,0,0,5,7,5,0,3,0,0,0,0
Chr9-18178320,LOC_Os09g29890,3,15,0,0,0,0,0,0,0,11,17,11
Chr9-18174323,LOC_Os09g29890,0,0,0,1,1,2,1,1,1,3,2,2
Chr9-18178215,LOC_Os09g29890,7,14,8,0,0,0,0,0,0,1,1,1
Chr9-18177979,LOC_Os09g29890,8,18,22,0,0,0,0,0,0,5,3,2
Chr9-18178830,LOC_Os09g29890,1,2,2,0,0,0,0,2,0,0,0,0
Chr9-18174554,LOC_Os09g29890,49,67,79,13,30,49,59,69,62,310,302,317
Chr9+18470333,LOC_Os09g30340,129,301,133,21654,22695,22065,4028,4405,4455,15,9,19
Chr9+18470277,LOC_Os09g30340,0,0,0,19,11,17,8,5,6,2,1,0
Chr9-18982597,LOC_Os09g31478,9,9,4,0,0,0,0,3,2,0,3,12
Chr9-18979687,LOC_Os09g31478,0,1,1,0,0,0,0,0,0,1,4,4
Chr9-18978985,LOC_Os09g31478,5,3,17,0,0,0,4,3,6,2,2,10
Chr9-18979838,LOC_Os09g31478,10,8,5,0,0,0,0,0,0,6,2,4
Chr9-18981220,LOC_Os09g31478,10,16,7,0,0,0,1,3,0,0,2,0
Chr9-18978152,LOC_Os09g31478,108,89,93,11,30,4,227,243,249,41,36,36
Chr9-18980205,LOC_Os09g31478,18,34,55,0,0,0,0,0,0,10,9,15
Chr9+19575257,LOC_Os09g32820,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+19575608,LOC_Os09g32820,21,20,15,113,103,121,71,86,54,12,14,13
Chr9+19575330,LOC_Os09g32820,4,0,13,2,1,3,0,0,0,4,1,5
Chr9+19575435,LOC_Os09g32820,103,36,58,159,160,168,63,67,66,68,66,98
Chr9-20157729,LOC_Os09g34150,0,0,0,32,42,57,7,20,10,0,0,0
Chr9-20157428,LOC_Os09g34150,1,0,1,0,0,0,0,0,0,0,0,0
Chr9-20157883,LOC_Os09g34150,0,0,0,1,2,1,1,3,0,0,0,0
Chr9-20741346,LOC_Os09g35990,0,0,0,6,6,8,0,8,7,0,0,0
Chr9-20737046,LOC_Os09g35990,0,0,0,22,23,25,4,11,2,0,0,2
Chr9-20737114,LOC_Os09g35990,0,0,0,20,17,16,6,3,7,4,3,2
Chr9-20738731,LOC_Os09g35990,1,0,4,7,6,5,3,5,11,3,3,3
Chr9+20768215,LOC_Os09g36060,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+20766606,LOC_Os09g36060,3,1,2,0,0,0,0,0,2,0,0,0
Chr9+21668197,LOC_Os09g37590,54,36,44,25,29,25,6,3,5,32,32,32
Chr9+21674236,LOC_Os09g37590,8,7,18,1,0,2,0,0,0,10,6,4
Chr9+21669672,LOC_Os09g37590,29,43,37,4,9,8,2,1,1,8,6,8
Chr9+21674381,LOC_Os09g37590,3,8,15,0,0,0,0,0,0,0,0,0
Chr10-1010532,LOC_Os10g02630,7,9,14,1,1,0,0,0,0,5,8,3
Chr10-1010250,LOC_Os10g02630,2,2,9,0,0,0,0,0,1,1,2,4
Chr10-1007664,LOC_Os10g02630,630,521,607,747,715,676,654,647,660,617,661,662
Chr10-1007989,LOC_Os10g02630,2,3,4,0,0,0,0,0,2,0,0,0
Chr10-1007585,LOC_Os10g02630,0,0,0,7,7,5,4,4,4,0,0,1
Chr10-1656947,LOC_Os10g03690,1,4,6,7,5,4,4,5,8,2,1,4
Chr10-1656775,LOC_Os10g03690,3,3,2,14,15,17,21,28,26,6,4,4
Chr10+1859884,LOC_Os10g04050,2,2,0,18,16,11,10,9,9,0,1,0
Chr10+1860706,LOC_Os10g04050,4,3,4,82,83,80,42,43,49,3,14,2
Chr10+1861986,LOC_Os10g04050,1,6,2,0,1,0,0,1,0,4,5,6
Chr10-5595770,LOC_Os10g10190,17,13,13,18,22,20,11,14,13,8,11,13
Chr10-5595951,LOC_Os10g10190,5,9,2,1,0,0,0,0,0,5,6,5
Chr10-6080392,LOC_Os10g10990,61,45,54,5,6,5,0,1,9,201,302,267
Chr10-6084404,LOC_Os10g10990,0,0,0,0,0,0,0,0,0,0,0,0
Chr10-6080043,LOC_Os10g10990,37,59,29,9,11,7,24,12,18,28,33,4
Chr10+7441146,LOC_Os10g13694,0,0,0,10,5,2,4,4,3,2,0,6
Chr10+7435564,LOC_Os10g13694,1,3,2,1,1,1,1,0,0,1,0,1
Chr10+7442296,LOC_Os10g13694,0,0,0,2,3,2,7,5,4,3,7,3
Chr10+7442172,LOC_Os10g13694,12,48,22,52,67,61,80,70,70,72,73,73
Chr10+7441925,LOC_Os10g13694,0,0,0,0,0,0,1,1,2,0,4,2
Chr10+7441823,LOC_Os10g13694,1,1,1,9,9,4,4,5,3,2,1,5
Chr10+7435674,LOC_Os10g13694,4,0,0,0,0,0,1,0,0,4,1,1
Chr10+7689791,LOC_Os10g14180,25,31,27,7,7,8,19,18,10,2,1,1
Chr10+7689694,LOC_Os10g14180,13,20,18,17,18,14,33,32,28,14,7,12
Chr10+7694616,LOC_Os10g14180,5,2,3,13,7,15,7,14,17,0,0,0
Chr10+7694459,LOC_Os10g14180,1,0,1,14,15,11,23,8,18,0,1,0
Chr10+7690935,LOC_Os10g14180,0,0,1,0,1,0,0,0,0,0,0,0
Chr10+7690851,LOC_Os10g14180,3,4,2,3,3,5,5,4,4,0,0,0
Chr10+8827894,LOC_Os10g17489,6,4,6,0,0,0,0,0,0,2,1,3
Chr10+8827750,LOC_Os10g17489,11,5,9,0,0,0,0,1,0,2,4,4
Chr10+8827695,LOC_Os10g17489,72,84,55,11,10,13,60,46,51,52,49,53
Chr10+8826518,LOC_Os10g17489,5,0,5,0,0,0,0,0,0,0,3,4
Chr10+9760570,LOC_Os10g19160,96,61,78,0,0,0,0,0,0,84,65,77
Chr10+9760105,LOC_Os10g19160,2,0,2,0,1,0,0,0,1,0,0,0
Chr10-10216070,LOC_Os10g20310,9,7,8,81,85,72,49,65,62,11,2,0
Chr10-10216272,LOC_Os10g20310,0,4,6,1,1,2,0,0,1,0,1,3
Chr10-10217555,LOC_Os10g20310,5,3,3,1,1,1,0,0,1,0,0,0
Chr10+10939619,LOC_Os10g21360,0,0,0,4,5,5,1,2,4,0,1,4
Chr10+10939127,LOC_Os10g21360,5,4,17,2,5,3,1,3,0,9,4,4
Chr10-12113419,LOC_Os10g23220,0,0,0,1,1,1,3,3,3,4,4,4
Chr10-12113671,LOC_Os10g23220,79,87,93,138,157,158,143,134,140,115,115,134
Chr10-14434210,LOC_Os10g27350,16,10,23,1,2,1,1,0,0,13,14,21
Chr10-14433996,LOC_Os10g27350,4,5,8,2,0,0,2,3,4,1,8,0
Chr10-14433939,LOC_Os10g27350,6,7,12,3,2,3,1,2,2,1,0,1
Chr10-14434091,LOC_Os10g27350,0,0,0,0,0,0,0,0,0,2,1,5
Chr10+14735849,LOC_Os10g28320,8,5,4,0,0,0,1,1,1,0,0,0
Chr10+14736607,LOC_Os10g28320,0,1,0,15,14,15,17,18,15,1,0,4
Chr10-15806659,LOC_Os10g30410,0,0,0,2,3,1,1,6,6,0,0,0
Chr10-15808091,LOC_Os10g30410,0,0,0,0,0,0,0,0,0,1,0,0
Chr10+16185233,LOC_Os10g31000,1,5,3,6,5,5,0,3,0,0,0,2
Chr10+16184930,LOC_Os10g31000,654,598,656,242,254,256,229,297,281,452,448,456
Chr10+16185132,LOC_Os10g31000,5,23,9,0,0,0,1,0,0,0,0,0
Chr10-17365233,LOC_Os10g33140,0,0,0,6,5,5,6,4,4,2,3,4
Chr10-17365058,LOC_Os10g33140,0,0,0,47,58,52,79,71,79,1,3,4
Chr10-18852127,LOC_Os10g35280,1,1,0,3,1,1,2,12,5,2,3,3
Chr10-18852306,LOC_Os10g35280,37,41,33,35,39,38,47,42,35,157,158,151
Chr10-20398744,LOC_Os10g38090,0,0,0,1,1,1,0,0,0,2,0,1
Chr10-20394794,LOC_Os10g38090,1,2,0,2,1,6,18,10,16,3,4,4
Chr10-20398654,LOC_Os10g38090,0,0,0,1,2,1,0,0,0,0,0,0
Chr10-20394583,LOC_Os10g38090,0,0,0,2,0,2,0,1,1,0,0,0
Chr10+21297464,LOC_Os10g39780,49,60,71,42,27,39,41,25,35,24,22,19
Chr10+21296001,LOC_Os10g39780,0,0,4,0,0,0,0,0,0,0,1,1
Chr10+21297186,LOC_Os10g39780,1,1,3,0,0,0,1,1,0,0,0,0
Chr10+21296057,LOC_Os10g39780,1,0,3,0,0,0,0,0,0,0,0,0
Chr10+21419826,LOC_Os10g39980,1,0,0,1,1,2,355,340,357,7,3,4
Chr10+21418944,LOC_Os10g39980,0,0,0,3,4,3,0,0,0,0,0,0
Chr10+21419454,LOC_Os10g39980,0,1,1,0,0,0,9,9,10,0,0,0
Chr10-22128462,LOC_Os10g41200,164,133,129,537,329,668,326,355,362,107,117,111
Chr10-22128231,LOC_Os10g41200,0,0,0,5,4,11,0,0,1,1,0,1
Chr10+22277853,LOC_Os10g41440,201,233,228,69,63,67,68,65,73,109,109,110
Chr10+22277999,LOC_Os10g41440,45,45,39,37,69,37,46,37,42,34,36,37
Chr10-22777648,LOC_Os10g42299,14,16,43,4,4,4,2,2,8,26,18,23
Chr10-22774960,LOC_Os10g42299,5,12,4,1439,974,883,221,190,252,3,2,1
Chr10-22777387,LOC_Os10g42299,12,3,16,3,4,0,0,0,0,2,1,9
Chr10-22777155,LOC_Os10g42299,36,17,35,1,0,1,0,4,0,2,2,5
Chr10+22935980,LOC_Os10g42520,0,2,0,0,1,0,0,1,0,0,0,0
Chr10+22935741,LOC_Os10g42520,4,2,3,6,3,6,0,1,0,0,0,0
Chr10-23037176,LOC_Os10g42710,0,0,0,0,0,0,3,3,3,0,0,0
Chr10-23035366,LOC_Os10g42710,313,210,243,953,899,859,673,713,683,166,180,161
Chr10-23037915,LOC_Os10g42710,5,1,3,0,0,0,0,0,0,3,2,2
Chr11-304779,LOC_Os11g01530,8,13,2,49,65,76,30,28,35,1,1,2
Chr11-305061,LOC_Os11g01530,62,69,75,738,768,757,555,586,558,45,43,48
Chr11-306384,LOC_Os11g01530,0,0,0,0,0,0,0,1,0,1,1,0
Chr11-605820,LOC_Os11g02180,8,7,6,0,0,0,0,0,0,0,0,0
Chr11-602761,LOC_Os11g02180,0,0,0,2,0,0,0,0,0,0,0,0
Chr11-947702,LOC_Os11g02830,1,1,0,0,0,0,0,0,0,1,1,2
Chr11-947562,LOC_Os11g02830,1,6,1,0,0,0,0,1,0,5,6,4
Chr11+2237175,LOC_Os11g05100,8,4,4,2,1,0,1,1,1,2,0,0
Chr11+2239027,LOC_Os11g05100,61,89,66,16,21,37,26,28,29,38,24,33
Chr11+2239156,LOC_Os11g05100,0,1,1,0,0,0,2,2,1,0,0,0
Chr11+2238761,LOC_Os11g05100,15,6,8,0,0,0,0,0,0,3,3,3
Chr11-2748523,LOC_Os11g05870,8,5,8,5,1,7,4,4,3,11,11,12
Chr11-2746377,LOC_Os11g05870,29,21,18,25,25,22,33,35,36,19,23,15
Chr11-2748250,LOC_Os11g05870,0,0,0,0,0,0,1,0,0,0,0,0
Chr11+3338754,LOC_Os11g06810,4,0,6,1,3,4,0,4,3,10,10,8
Chr11+3338926,LOC_Os11g06810,2,2,3,9,9,8,1,8,6,6,6,8
Chr11+3339029,LOC_Os11g06810,2,3,2,4,3,2,2,2,1,0,1,2
Chr11+4091045,LOC_Os11g07912,2,5,1,0,0,0,0,0,0,2,0,2
Chr11+4090550,LOC_Os11g07912,6,6,5,0,0,0,1,0,0,42,41,44
Chr11-4866489,LOC_Os11g09140,9,3,4,102,102,99,35,41,29,6,8,9
Chr11-4866685,LOC_Os11g09140,0,0,0,0,0,0,0,0,0,0,1,1
Chr11-6204078,LOC_Os11g11210,0,0,0,0,0,0,0,0,0,0,0,0
Chr11-6202357,LOC_Os11g11210,1,3,2,0,1,0,0,0,0,0,0,0
Chr11-6204643,LOC_Os11g11210,14,20,7,0,1,0,5,5,6,4,5,7
Chr11-6204288,LOC_Os11g11210,0,1,1,2,1,0,9,3,10,0,0,0
Chr11-6201124,LOC_Os11g11210,0,0,0,31,31,28,15,14,11,0,1,0
Chr11-6201292,LOC_Os11g11210,4,11,7,42,50,36,2,3,1,16,12,14
Chr11-8169430,LOC_Os11g14544,1,0,0,0,1,0,3,5,3,0,0,0
Chr11-8169613,LOC_Os11g14544,2,1,1,4,4,1,4,2,3,2,4,3
Chr11-8163386,LOC_Os11g14544,301,309,289,797,801,799,506,516,536,240,240,289
Chr11-8165977,LOC_Os11g14544,4,7,1,2,0,1,0,0,0,1,1,3
Chr11-8163269,LOC_Os11g14544,1,1,0,5,4,2,0,1,0,0,0,0
Chr11+9810447,LOC_Os11g17600,0,6,1,1,1,1,0,0,0,0,0,0
Chr11+9810290,LOC_Os11g17600,0,0,0,1,0,0,0,0,0,0,0,0
Chr11+9810001,LOC_Os11g17600,3,4,0,1,0,0,4,2,2,4,4,4
Chr11+9806650,LOC_Os11g17600,2,2,2,3,0,3,0,0,0,1,1,2
Chr11+9809923,LOC_Os11g17600,0,0,0,0,0,0,2,2,2,0,1,0
Chr11+11411296,LOC_Os11g19800,0,0,1,10,8,3,7,12,14,0,0,0
Chr11+11411169,LOC_Os11g19800,10,18,29,31,35,34,45,43,37,27,27,27
Chr11+15462352,LOC_Os11g26910,888,1008,866,1163,1317,1170,923,933,929,1311,1182,1268
Chr11+15460358,LOC_Os11g26910,11,8,6,1,3,0,1,2,4,11,4,11
Chr11+15668262,LOC_Os11g27240,0,0,0,0,0,0,0,0,0,1,2,1
Chr11+15669323,LOC_Os11g27240,0,0,0,0,0,0,0,0,0,0,0,0
Chr11+15669104,LOC_Os11g27240,0,0,0,0,0,0,0,0,0,0,0,0
Chr11+17725679,LOC_Os11g30484,8,12,2,0,0,0,0,0,0,10,7,7
Chr11+17725443,LOC_Os11g30484,42,43,60,53,38,38,56,45,49,51,43,54
Chr11-19533690,LOC_Os11g33050,41,74,35,3,3,1,3,2,4,39,42,42
Chr11-19533619,LOC_Os11g33050,18,36,5,2,8,11,7,9,17,14,13,11
Chr11-19956771,LOC_Os11g34110,1,1,3,135,134,110,26,23,11,0,0,0
Chr11-19961262,LOC_Os11g34110,0,0,0,2,0,0,0,0,0,0,0,0
Chr11-20030035,LOC_Os11g34210,0,0,0,5,2,2,1,0,3,11,9,6
Chr11-20029922,LOC_Os11g34210,13,13,6,69,67,68,30,25,29,37,5,22
Chr11+23217430,LOC_Os11g38990,0,4,8,53,64,76,47,47,43,16,11,20
Chr11+23215966,LOC_Os11g38990,5,1,5,0,0,1,0,0,1,1,1,1
Chr11-26553199,LOC_Os11g43970,77,130,103,5,8,6,4,7,6,37,29,32
Chr11-26563294,LOC_Os11g43970,3,4,4,4,2,1,3,11,8,0,1,0
Chr11-26553039,LOC_Os11g43970,234,191,379,230,206,188,210,178,176,220,226,255
Chr12-954490,LOC_Os12g02720,0,1,0,8,9,8,3,2,6,8,6,5
Chr12-954320,LOC_Os12g02720,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+1807491,LOC_Os12g04260,8,8,8,19,21,21,7,6,5,17,14,16
Chr12+1807390,LOC_Os12g04260,5,2,1,1,0,0,0,0,0,8,11,5
Chr12-2012887,LOC_Os12g04740,20,17,37,6,6,2,12,15,8,18,21,19
Chr12-2013584,LOC_Os12g04740,0,0,0,0,0,0,0,0,0,1,1,1
Chr12-2012992,LOC_Os12g04740,22,31,41,6,12,7,7,10,11,33,33,36
Chr12-2215942,LOC_Os12g05050,650,559,640,1053,1260,1162,1118,1173,1142,130,96,103
Chr12-2215820,LOC_Os12g05050,8,29,4,0,1,1,0,0,0,0,0,0
Chr12+3283204,LOC_Os12g06740,46,49,19,46,52,57,18,14,14,28,36,24
Chr12+3283410,LOC_Os12g06740,0,4,22,8,1,5,0,2,2,0,0,0
Chr12+3282349,LOC_Os12g06740,22,13,19,57,49,57,22,36,23,19,19,26
Chr12+3282174,LOC_Os12g06740,2,10,15,2,3,1,1,0,0,0,2,2
Chr12+3283710,LOC_Os12g06740,17,14,14,2,3,0,1,0,0,3,5,3
Chr12+3749505,LOC_Os12g07530,0,0,0,2,2,0,0,0,3,3,2,0
Chr12+3746719,LOC_Os12g07530,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+3749396,LOC_Os12g07530,69,1,14,76,86,64,45,47,67,38,42,34
Chr12+4047258,LOC_Os12g07970,3,0,3,31,28,28,38,40,41,5,5,5
Chr12+4045378,LOC_Os12g07970,0,2,0,1,1,1,0,1,0,0,1,0
Chr12+6613717,LOC_Os12g12080,3,6,3,0,0,0,0,0,0,0,0,0
Chr12+6614674,LOC_Os12g12080,0,1,1,1,0,1,0,1,0,1,1,1
Chr12+6896836,LOC_Os12g12514,0,0,0,0,0,0,5,3,3,0,0,0
Chr12+6893643,LOC_Os12g12514,1,1,3,0,0,0,0,0,0,0,0,0
Chr12+9365201,LOC_Os12g16350,165,92,6,75,73,70,95,98,98,116,113,119
Chr12+9353036,LOC_Os12g16350,8,5,6,0,0,0,0,1,0,0,2,0
Chr12+9353561,LOC_Os12g16350,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+9355781,LOC_Os12g16350,1,10,18,0,0,0,0,0,1,9,7,8
Chr12+9365494,LOC_Os12g16350,296,202,271,300,247,185,195,200,200,185,156,196
Chr12+9360849,LOC_Os12g16350,4,2,13,0,0,1,0,0,1,2,2,0
Chr12+9357549,LOC_Os12g16350,8,4,7,0,0,0,0,0,0,3,3,3
Chr12-10454469,LOC_Os12g18130,7,2,6,2,2,2,6,7,11,10,3,6
Chr12-10457007,LOC_Os12g18130,0,0,0,0,0,0,0,0,0,0,0,0
Chr12-10457465,LOC_Os12g18130,0,0,0,0,0,0,0,0,0,0,0,0
Chr12-10454645,LOC_Os12g18130,0,7,2,0,2,1,2,1,1,4,4,5
Chr12-10468305,LOC_Os12g18150,0,39,14,10,17,6,9,8,8,12,10,16
Chr12-10468185,LOC_Os12g18150,1,1,6,3,2,5,0,0,0,0,0,5
Chr12-11194013,LOC_Os12g19304,21,166,1,48,71,64,51,48,50,65,97,93
Chr12-11198317,LOC_Os12g19304,1,0,0,1,0,1,0,0,0,0,0,0
Chr12-11196962,LOC_Os12g19304,0,0,1,0,0,0,0,0,0,3,0,3
Chr12-11201831,LOC_Os12g19304,2,8,1,4,3,4,1,2,3,6,6,6
Chr12+11321756,LOC_Os12g19470,2,3,3,53,55,44,6,3,8,0,0,0
Chr12+11321355,LOC_Os12g19470,82,69,25,4781,3321,4367,1032,1008,1050,0,0,0
Chr12+11322506,LOC_Os12g19470,6,7,14,1562,1131,1275,256,222,247,0,0,2
Chr12+12207528,LOC_Os12g21710,13,8,14,5,4,5,2,6,2,4,7,5
Chr12+12207877,LOC_Os12g21710,2,10,1,0,2,2,1,0,0,2,2,1
Chr12+12207782,LOC_Os12g21710,13,5,12,0,0,0,0,0,0,5,5,5
Chr12+12207625,LOC_Os12g21710,50,56,43,67,43,54,36,39,32,33,43,47
Chr12-13815960,LOC_Os12g24250,22,9,20,0,0,0,0,0,0,26,23,26
Chr12-13828653,LOC_Os12g24250,3,2,4,1,0,0,0,0,0,1,0,3
Chr12-13815588,LOC_Os12g24250,7,11,0,2,10,15,5,9,7,2,0,2
Chr12-13815787,LOC_Os12g24250,25,52,41,42,56,57,47,49,55,106,80,79
Chr12+14057489,LOC_Os12g24580,2,2,0,0,0,0,0,0,1,0,0,0
Chr12+14057369,LOC_Os12g24580,36,9,26,26,32,24,23,27,40,0,0,0
Chr12-17406580,LOC_Os12g29340,97,18,90,10,9,11,28,19,21,27,21,7
Chr12-17406833,LOC_Os12g29340,13,11,34,21,23,23,42,42,40,21,18,26
Chr12-17406245,LOC_Os12g29340,6,12,9,0,0,0,0,0,0,6,4,6
Chr12-17406200,LOC_Os12g29340,6,2,0,0,0,0,1,0,0,3,7,3
Chr12+18005089,LOC_Os12g30060,49,50,39,25,23,28,55,53,55,77,60,55
Chr12+18005230,LOC_Os12g30060,15,19,13,8,3,2,7,6,6,11,11,9
Chr12+19537195,LOC_Os12g32380,31,17,32,1,0,0,0,0,0,10,12,11
Chr12+19538293,LOC_Os12g32380,376,264,371,280,271,273,374,330,420,838,857,870
Chr12+19612842,LOC_Os12g32499,0,0,0,0,2,2,0,0,0,0,0,0
Chr12+19622926,LOC_Os12g32499,2,0,3,0,0,0,1,0,0,5,2,6
Chr12+19613073,LOC_Os12g32499,3,7,0,0,0,0,0,0,0,0,1,0
Chr12+19619245,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+19622888,LOC_Os12g32499,5,4,5,0,0,0,0,0,0,0,0,0
Chr12+19620235,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+19637033,LOC_Os12g32536,1,4,16,4,2,4,6,7,3,27,36,36
Chr12+19637926,LOC_Os12g32536,16,28,24,71,64,70,47,46,46,16,16,14
Chr12+19637741,LOC_Os12g32536,2,3,5,1,1,1,2,3,1,1,2,5
Chr12+21639086,LOC_Os12g35580,141,113,89,110,136,134,101,80,103,138,139,140
Chr12+21639407,LOC_Os12g35580,2,2,6,1,1,0,1,0,1,5,2,3
Chr12+21638270,LOC_Os12g35580,1,10,2,10,8,9,2,5,0,0,1,1
Chr12+21639209,LOC_Os12g35580,13,20,9,7,5,9,11,12,11,9,9,9
Chr12+22599177,LOC_Os12g36870,0,0,0,3,0,4,2,0,1,2,0,0
Chr12+22598292,LOC_Os12g36870,0,0,0,2,2,3,5,4,2,0,0,0
Chr12+22598946,LOC_Os12g36870,0,0,0,4,4,3,6,2,0,0,0,0
Chr12-23307979,LOC_Os12g37939,0,0,7,94,69,110,52,43,47,3,20,11
Chr12-23311351,LOC_Os12g37939,0,0,0,0,0,1,1,3,2,0,0,0
Chr12-23313189,LOC_Os12g37939,0,0,0,16,2,13,11,7,7,0,0,0
Chr12-23313380,LOC_Os12g37939,0,0,0,0,1,0,1,1,1,0,0,0
Chr12-23307912,LOC_Os12g37939,8,5,0,38,57,47,35,32,31,0,0,0
Chr12-23308079,LOC_Os12g37939,0,0,0,0,0,0,0,0,0,0,0,1
Chr12-23313480,LOC_Os12g37939,3,0,2,2,0,1,2,3,1,0,0,0
Chr12-23314403,LOC_Os12g37939,5,1,3,0,0,0,0,0,0,0,0,0
Chr12+23637533,LOC_Os12g38490,42,70,66,123,127,103,102,99,106,25,54,45
Chr12+23637140,LOC_Os12g38490,34,26,21,21,25,21,49,41,53,31,36,32
Chr12+24934775,LOC_Os12g40279,2,1,2,1,2,0,3,1,0,0,0,0
Chr12+24943616,LOC_Os12g40279,57,110,96,114,108,114,75,75,66,136,153,110
Chr12+24925960,LOC_Os12g40279,0,0,1,0,0,0,0,0,1,0,0,0
Chr12+24950649,LOC_Os12g40279,33,44,13,101,106,103,94,92,95,36,43,27
Chr12-26629913,LOC_Os12g42860,0,0,0,19,20,6,4,4,5,0,0,0
Chr12-26630080,LOC_Os12g42860,102,93,49,303,252,295,250,266,250,39,37,44
Chr12-27028041,LOC_Os12g43560,0,1,0,1,0,0,1,0,1,1,0,0
Chr12-27025539,LOC_Os12g43560,84,57,77,6,9,6,5,7,7,21,25,25
Chr12-27025466,LOC_Os12g43560,186,159,235,64,60,66,57,64,51,94,97,95
Chr12-27295600,LOC_Os12g44000,10,2,1,0,0,0,0,0,0,10,5,8
Chr12-27295464,LOC_Os12g44000,33,32,44,55,31,56,48,44,44,42,28,34
