chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,leaf_20days1,leaf_20days2,leaf_20days3,anther1,anther2,anther3,mature_pollen1,mature_pollen2,mature_pollen3
Chr9-15546421,LOC_Os09g25900,67,48,11,2,9,1,8,4,5,19,17,39
Chr9-15546294,LOC_Os09g25900,0,0,0,0,0,0,0,0,0,0,0,0
Chr9-15628806,LOC_Os09g26004,0,0,0,0,0,0,2,2,0,0,0,0
Chr9-15628473,LOC_Os09g26004,10,8,1,9,3,2,1,2,5,6,23,14
Chr9-15628352,LOC_Os09g26004,0,3,3,5,5,5,2,2,0,31,16,6
Chr9-15628978,LOC_Os09g26004,5,18,10,26,30,19,11,17,11,21,27,73
Chr9-15629125,LOC_Os09g26004,1,0,1,4,2,3,1,3,2,0,0,0
Chr9-15630611,LOC_Os09g26004,1,0,1,3,2,2,2,9,4,0,0,0
Chr9-15781288,LOC_Os09g26180,0,0,0,0,0,0,0,1,0,0,0,0
Chr9-15781451,LOC_Os09g26180,94,99,121,150,144,181,80,85,106,15,65,49
Chr9+17395623,LOC_Os09g28590,22,20,20,58,56,68,64,71,55,91,57,61
Chr9+17395381,LOC_Os09g28590,8,17,6,18,12,24,26,17,10,27,42,9
Chr9+17395098,LOC_Os09g28590,8,9,6,1,2,2,5,2,11,8,7,46
Chr9+17428694,LOC_Os09g28660,0,0,0,0,0,0,0,0,0,9,1,2
Chr9+17428559,LOC_Os09g28660,3,5,3,7,8,7,4,5,3,0,0,0
Chr9-17607432,LOC_Os09g28940,0,0,0,0,0,0,1,0,1,14,8,7
Chr9-17600449,LOC_Os09g28940,0,1,4,0,6,0,1,2,0,0,0,0
Chr9-17600326,LOC_Os09g28940,20,22,23,5,1,1,7,6,9,0,0,0
Chr9+17880364,LOC_Os09g29420,28,72,58,21,7,11,4,3,4,34,6,51
Chr9+17880146,LOC_Os09g29420,51,68,53,10,1,15,20,17,20,14,2,10
Chr9+17984032,LOC_Os09g29570,0,0,0,0,0,0,0,0,1,53,28,97
Chr9+17982120,LOC_Os09g29570,0,0,0,3,3,3,0,0,0,0,0,0
Chr9-18178320,LOC_Os09g29890,4,10,8,0,0,0,4,3,3,0,0,0
Chr9-18174323,LOC_Os09g29890,0,0,0,3,2,1,1,0,3,0,0,0
Chr9-18178215,LOC_Os09g29890,1,2,0,0,0,0,0,0,0,0,1,0
Chr9-18177979,LOC_Os09g29890,3,1,0,0,0,0,0,1,0,0,0,0
Chr9-18178830,LOC_Os09g29890,0,0,0,0,0,0,0,0,0,19,14,37
Chr9-18174554,LOC_Os09g29890,171,112,155,51,52,52,497,448,465,173,151,287
Chr9+18470333,LOC_Os09g30340,7,7,6,35662,34826,35404,298,282,255,362,3313,144
Chr9+18470277,LOC_Os09g30340,0,0,0,26,24,23,1,1,0,4,7,6
Chr9-18982597,LOC_Os09g31478,11,6,27,0,0,0,0,0,0,0,0,0
Chr9-18979687,LOC_Os09g31478,2,0,2,0,0,0,0,0,0,0,0,0
Chr9-18978985,LOC_Os09g31478,11,7,2,0,0,0,0,0,0,5,11,7
Chr9-18979838,LOC_Os09g31478,5,6,0,2,0,0,0,1,0,0,0,0
Chr9-18981220,LOC_Os09g31478,41,23,20,3,1,0,0,0,0,0,0,0
Chr9-18978152,LOC_Os09g31478,112,35,49,6,6,4,25,33,35,1,37,4
Chr9-18980205,LOC_Os09g31478,17,37,20,0,0,0,0,0,0,1,0,0
Chr9+19575257,LOC_Os09g32820,0,0,0,0,0,0,0,0,0,8,42,29
Chr9+19575608,LOC_Os09g32820,21,20,19,216,186,163,54,62,46,33,150,109
Chr9+19575330,LOC_Os09g32820,8,2,10,0,0,0,0,0,0,0,0,0
Chr9+19575435,LOC_Os09g32820,90,74,85,220,217,219,94,92,101,118,96,51
Chr9-20157729,LOC_Os09g34150,3,2,3,0,0,0,12,8,6,7,1,1
Chr9-20157428,LOC_Os09g34150,0,0,0,0,0,1,0,0,0,10,5,6
Chr9-20157883,LOC_Os09g34150,0,0,0,0,0,0,0,0,0,0,0,0
Chr9-20741346,LOC_Os09g35990,0,1,0,3,7,10,7,7,6,34,27,25
Chr9-20737046,LOC_Os09g35990,2,2,8,40,19,31,3,0,3,3,10,6
Chr9-20737114,LOC_Os09g35990,8,4,3,26,0,22,6,3,3,1,4,3
Chr9-20738731,LOC_Os09g35990,2,15,6,13,13,2,1,3,3,0,2,0
Chr9+20768215,LOC_Os09g36060,0,0,0,0,0,0,12,13,12,0,0,0
Chr9+20766606,LOC_Os09g36060,1,0,0,2,2,2,2,4,1,39,69,43
Chr9+21668197,LOC_Os09g37590,29,28,29,20,14,11,8,8,5,0,0,0
Chr9+21674236,LOC_Os09g37590,7,0,8,0,0,0,16,27,25,0,0,2
Chr9+21669672,LOC_Os09g37590,11,19,18,19,0,14,1,0,1,0,0,0
Chr9+21674381,LOC_Os09g37590,1,1,1,0,0,0,8,5,8,2,7,2
Chr10-1010532,LOC_Os10g02630,6,9,12,1,0,1,0,0,0,0,0,0
Chr10-1010250,LOC_Os10g02630,1,8,10,0,0,0,1,0,1,0,0,0
Chr10-1007664,LOC_Os10g02630,772,503,647,471,490,527,199,265,250,127,196,370
Chr10-1007989,LOC_Os10g02630,1,0,1,4,3,2,0,0,2,0,0,0
Chr10-1007585,LOC_Os10g02630,2,4,8,6,3,8,2,3,2,3,5,33
Chr10-1656947,LOC_Os10g03690,6,1,2,7,12,19,0,2,1,0,0,0
Chr10-1656775,LOC_Os10g03690,4,2,5,15,9,13,18,19,16,18,22,20
Chr10+1859884,LOC_Os10g04050,2,0,1,12,3,9,2,0,2,2,2,8
Chr10+1860706,LOC_Os10g04050,0,12,5,16,25,30,8,8,5,12,2,15
Chr10+1861986,LOC_Os10g04050,5,4,2,0,0,1,0,0,0,0,0,0
Chr10-5595770,LOC_Os10g10190,7,4,3,13,11,23,35,36,34,15,3,16
Chr10-5595951,LOC_Os10g10190,0,0,0,0,0,0,0,0,0,4,4,5
Chr10-6080392,LOC_Os10g10990,74,49,63,4,3,4,6,6,5,44,20,15
Chr10-6084404,LOC_Os10g10990,0,10,10,0,0,0,4,2,2,1,10,9
Chr10-6080043,LOC_Os10g10990,39,22,21,4,2,7,0,6,6,0,0,0
Chr10+7441146,LOC_Os10g13694,1,2,0,0,4,2,10,9,10,7,3,7
Chr10+7435564,LOC_Os10g13694,4,4,6,1,1,0,15,18,17,46,72,10
Chr10+7442296,LOC_Os10g13694,0,0,0,2,0,2,0,0,0,0,0,0
Chr10+7442172,LOC_Os10g13694,49,15,10,77,78,80,73,90,82,112,128,135
Chr10+7441925,LOC_Os10g13694,3,2,3,0,0,0,0,2,0,20,21,12
Chr10+7441823,LOC_Os10g13694,6,9,3,13,9,2,32,34,30,1,1,0
Chr10+7435674,LOC_Os10g13694,1,14,8,2,1,3,23,17,15,76,13,41
Chr10+7689791,LOC_Os10g14180,18,23,19,11,13,15,12,7,9,2,3,1
Chr10+7689694,LOC_Os10g14180,10,9,2,24,36,29,22,19,36,3,55,27
Chr10+7694616,LOC_Os10g14180,1,1,0,16,9,36,18,13,19,0,0,0
Chr10+7694459,LOC_Os10g14180,1,1,0,23,10,26,15,13,21,27,9,34
Chr10+7690935,LOC_Os10g14180,0,3,0,0,0,0,1,0,1,0,0,0
Chr10+7690851,LOC_Os10g14180,5,0,1,2,3,11,5,2,10,0,0,0
Chr10+8827894,LOC_Os10g17489,3,4,9,0,0,0,0,0,0,0,0,0
Chr10+8827750,LOC_Os10g17489,2,1,2,0,0,0,0,0,0,0,0,0
Chr10+8827695,LOC_Os10g17489,29,38,30,5,5,4,1,2,3,8,17,11
Chr10+8826518,LOC_Os10g17489,1,3,12,0,0,0,0,0,0,0,0,0
Chr10+9760570,LOC_Os10g19160,97,105,98,0,0,0,0,0,0,1,6,0
Chr10+9760105,LOC_Os10g19160,1,0,0,2,1,1,1,0,1,49,0,17
Chr10-10216070,LOC_Os10g20310,10,8,9,35,42,38,10,10,15,10,30,3
Chr10-10216272,LOC_Os10g20310,3,2,3,0,0,0,0,0,0,0,0,0
Chr10-10217555,LOC_Os10g20310,0,0,1,0,0,0,0,0,0,29,21,5
Chr10+10939619,LOC_Os10g21360,0,1,0,1,0,2,18,15,15,2,2,2
Chr10+10939127,LOC_Os10g21360,5,3,1,0,0,3,20,19,18,5,6,11
Chr10-12113419,LOC_Os10g23220,1,1,3,0,4,5,0,1,1,0,0,0
Chr10-12113671,LOC_Os10g23220,85,90,85,204,206,218,128,112,123,293,30,219
Chr10-14434210,LOC_Os10g27350,24,5,1,0,1,2,6,10,14,0,0,0
Chr10-14433996,LOC_Os10g27350,2,3,4,0,0,0,9,0,2,0,0,0
Chr10-14433939,LOC_Os10g27350,6,7,16,4,3,6,11,13,12,0,0,0
Chr10-14434091,LOC_Os10g27350,3,1,4,1,1,0,3,1,1,0,0,0
Chr10+14735849,LOC_Os10g28320,1,7,3,0,0,0,0,0,0,3,14,7
Chr10+14736607,LOC_Os10g28320,1,4,3,8,14,20,3,5,4,17,10,43
Chr10-15806659,LOC_Os10g30410,0,0,0,0,0,0,0,0,0,0,0,0
Chr10-15808091,LOC_Os10g30410,0,0,0,0,1,0,0,0,0,0,0,0
Chr10+16185233,LOC_Os10g31000,4,2,2,8,4,7,8,6,7,160,188,251
Chr10+16184930,LOC_Os10g31000,457,759,536,253,306,308,338,373,266,160,16,65
Chr10+16185132,LOC_Os10g31000,1,0,2,1,1,3,0,0,0,0,0,0
Chr10-17365233,LOC_Os10g33140,0,1,5,0,0,2,0,0,0,0,0,0
Chr10-17365058,LOC_Os10g33140,1,3,0,11,10,12,1,3,3,10,24,8
Chr10-18852127,LOC_Os10g35280,6,3,3,0,2,1,4,4,3,0,0,0
Chr10-18852306,LOC_Os10g35280,68,54,57,41,15,22,43,42,32,19,26,5
Chr10-20398744,LOC_Os10g38090,0,0,0,0,0,0,0,0,0,0,0,0
Chr10-20394794,LOC_Os10g38090,3,0,3,1,0,3,0,1,2,24,12,23
Chr10-20398654,LOC_Os10g38090,0,0,0,4,0,2,0,0,0,8,13,2
Chr10-20394583,LOC_Os10g38090,0,0,0,0,0,0,0,0,0,0,0,0
Chr10+21297464,LOC_Os10g39780,25,33,32,51,33,13,63,67,56,51,53,76
Chr10+21296001,LOC_Os10g39780,3,3,5,0,0,0,0,0,1,0,0,0
Chr10+21297186,LOC_Os10g39780,7,5,2,0,0,1,2,1,0,0,0,0
Chr10+21296057,LOC_Os10g39780,0,0,0,0,1,0,1,1,1,0,0,0
Chr10+21419826,LOC_Os10g39980,5,0,0,0,0,0,4,4,7,35,42,0
Chr10+21418944,LOC_Os10g39980,1,0,1,2,0,0,0,0,1,41,45,31
Chr10+21419454,LOC_Os10g39980,0,0,0,0,0,0,0,1,0,0,0,0
Chr10-22128462,LOC_Os10g41200,99,91,105,477,515,523,153,153,145,400,250,55
Chr10-22128231,LOC_Os10g41200,5,7,3,2,3,4,5,1,3,0,0,0
Chr10+22277853,LOC_Os10g41440,182,179,182,90,76,63,42,45,43,48,114,103
Chr10+22277999,LOC_Os10g41440,40,28,17,14,53,51,11,17,13,25,64,31
Chr10-22777648,LOC_Os10g42299,13,14,14,0,2,2,152,132,121,433,74,317
Chr10-22774960,LOC_Os10g42299,0,4,3,2080,2169,1807,5,3,4,52,153,125
Chr10-22777387,LOC_Os10g42299,7,8,21,0,0,0,8,5,4,6,21,13
Chr10-22777155,LOC_Os10g42299,16,13,13,0,0,0,2,2,3,0,0,0
Chr10+22935980,LOC_Os10g42520,0,0,0,3,2,1,0,1,0,0,0,0
Chr10+22935741,LOC_Os10g42520,0,1,0,5,11,10,10,9,1,26,49,59
Chr10-23037176,LOC_Os10g42710,0,0,0,0,0,0,0,0,0,3,2,0
Chr10-23035366,LOC_Os10g42710,154,297,223,718,680,728,271,235,301,322,360,336
Chr10-23037915,LOC_Os10g42710,4,4,6,0,0,0,0,0,0,0,0,0
Chr11-304779,LOC_Os11g01530,2,1,2,19,13,17,16,9,15,16,6,8
Chr11-305061,LOC_Os11g01530,43,70,56,201,189,182,118,89,105,118,15,134
Chr11-306384,LOC_Os11g01530,2,0,0,1,1,1,0,0,0,10,1,5
Chr11-605820,LOC_Os11g02180,0,1,1,0,0,0,0,0,0,0,0,0
Chr11-602761,LOC_Os11g02180,0,0,0,5,4,0,1,0,0,5,14,0
Chr11-947702,LOC_Os11g02830,0,1,3,0,0,0,0,0,1,7,1,10
Chr11-947562,LOC_Os11g02830,0,2,2,0,0,1,1,1,2,0,0,0
Chr11+2237175,LOC_Os11g05100,5,0,4,5,2,3,0,1,0,2,9,5
Chr11+2239027,LOC_Os11g05100,43,46,42,35,32,33,36,73,67,639,593,623
Chr11+2239156,LOC_Os11g05100,0,0,0,0,0,0,2,1,2,9,5,9
Chr11+2238761,LOC_Os11g05100,10,0,3,0,1,0,2,1,2,21,6,10
Chr11-2748523,LOC_Os11g05870,12,18,12,0,2,1,7,16,12,1,5,0
Chr11-2746377,LOC_Os11g05870,30,27,40,23,13,17,61,62,61,29,18,21
Chr11-2748250,LOC_Os11g05870,2,1,0,0,0,0,1,0,1,8,7,4
Chr11+3338754,LOC_Os11g06810,5,8,16,6,4,5,7,8,8,17,9,0
Chr11+3338926,LOC_Os11g06810,0,1,2,20,5,0,11,16,11,0,2,0
Chr11+3339029,LOC_Os11g06810,0,0,0,10,1,2,4,2,2,0,0,0
Chr11+4091045,LOC_Os11g07912,0,0,0,0,0,0,1,0,1,0,0,0
Chr11+4090550,LOC_Os11g07912,28,29,18,1,1,0,95,96,104,15,59,0
Chr11-4866489,LOC_Os11g09140,57,9,37,89,77,73,31,39,37,16,32,61
Chr11-4866685,LOC_Os11g09140,0,0,0,1,2,0,0,0,0,49,47,6
Chr11-6204078,LOC_Os11g11210,0,0,0,0,0,0,14,11,15,5,11,5
Chr11-6202357,LOC_Os11g11210,0,0,0,4,1,2,0,0,1,15,5,5
Chr11-6204643,LOC_Os11g11210,13,17,8,0,0,0,3,18,11,40,46,37
Chr11-6204288,LOC_Os11g11210,1,0,1,0,0,0,9,17,14,25,15,31
Chr11-6201124,LOC_Os11g11210,0,0,0,37,49,43,2,2,1,0,0,0
Chr11-6201292,LOC_Os11g11210,1,1,0,31,37,18,2,0,1,2,5,1
Chr11-8169430,LOC_Os11g14544,16,17,6,5,7,12,1,1,1,0,0,0
Chr11-8169613,LOC_Os11g14544,0,0,0,1,0,0,2,3,6,7,15,12
Chr11-8163386,LOC_Os11g14544,266,293,264,621,654,721,326,319,318,41,81,247
Chr11-8165977,LOC_Os11g14544,10,6,5,0,0,0,0,0,0,0,0,0
Chr11-8163269,LOC_Os11g14544,0,0,0,3,3,3,1,1,3,0,0,0
Chr11+9810447,LOC_Os11g17600,0,0,0,0,0,0,28,29,29,6,8,18
Chr11+9810290,LOC_Os11g17600,0,0,0,0,0,0,15,15,15,10,7,21
Chr11+9810001,LOC_Os11g17600,1,6,6,3,2,0,363,389,366,22,169,73
Chr11+9806650,LOC_Os11g17600,2,0,1,0,0,0,0,2,2,2,1,0
Chr11+9809923,LOC_Os11g17600,0,0,0,1,1,0,44,44,52,6,12,5
Chr11+11411296,LOC_Os11g19800,4,3,0,6,9,3,8,8,8,26,5,10
Chr11+11411169,LOC_Os11g19800,18,15,11,39,42,41,51,53,49,32,15,42
Chr11+15462352,LOC_Os11g26910,1040,1035,1034,1231,1139,1158,1305,1197,1340,1341,1072,1369
Chr11+15460358,LOC_Os11g26910,1,0,1,4,3,1,1,4,1,0,0,0
Chr11+15668262,LOC_Os11g27240,1,3,1,0,0,0,0,0,3,0,0,0
Chr11+15669323,LOC_Os11g27240,7,4,3,0,0,0,7,6,9,0,0,0
Chr11+15669104,LOC_Os11g27240,0,1,0,0,0,0,0,1,0,26,3,28
Chr11+17725679,LOC_Os11g30484,6,15,17,0,0,0,0,0,0,0,0,0
Chr11+17725443,LOC_Os11g30484,59,46,64,29,30,24,21,21,28,0,0,32
Chr11-19533690,LOC_Os11g33050,31,27,30,5,7,5,13,13,9,0,0,0
Chr11-19533619,LOC_Os11g33050,4,28,46,19,28,26,12,10,17,3,3,4
Chr11-19956771,LOC_Os11g34110,0,0,0,250,211,211,54,64,57,4,4,2
Chr11-19961262,LOC_Os11g34110,0,0,0,2,2,0,2,0,1,6,4,1
Chr11-20030035,LOC_Os11g34210,7,3,5,2,1,3,2,1,3,0,0,0
Chr11-20029922,LOC_Os11g34210,8,0,11,58,51,68,47,36,38,38,11,26
Chr11+23217430,LOC_Os11g38990,9,12,8,119,58,110,41,57,45,37,13,65
Chr11+23215966,LOC_Os11g38990,2,1,2,1,0,2,3,2,0,0,1,1
Chr11-26553199,LOC_Os11g43970,72,72,77,5,6,5,32,38,20,57,49,23
Chr11-26563294,LOC_Os11g43970,2,1,2,6,2,9,2,3,1,21,18,23
Chr11-26553039,LOC_Os11g43970,190,218,265,214,214,204,196,187,170,175,83,162
Chr12-954490,LOC_Os12g02720,6,3,1,3,7,2,3,7,3,0,0,0
Chr12-954320,LOC_Os12g02720,0,0,0,4,1,1,2,1,2,0,12,4
Chr12+1807491,LOC_Os12g04260,6,9,11,52,35,31,23,15,20,34,9,0
Chr12+1807390,LOC_Os12g04260,4,4,3,0,0,0,0,0,0,0,0,0
Chr12-2012887,LOC_Os12g04740,5,6,9,3,0,0,6,2,3,0,0,0
Chr12-2013584,LOC_Os12g04740,0,0,0,2,3,1,0,0,0,2,2,1
Chr12-2012992,LOC_Os12g04740,39,32,30,1,2,6,9,9,10,5,7,8
Chr12-2215942,LOC_Os12g05050,696,751,637,946,929,1037,32,37,31,81,265,80
Chr12-2215820,LOC_Os12g05050,12,12,16,2,3,0,0,0,0,0,0,0
Chr12+3283204,LOC_Os12g06740,48,30,47,32,40,35,14,12,10,1,24,29
Chr12+3283410,LOC_Os12g06740,1,0,4,1,3,0,2,0,4,30,11,28
Chr12+3282349,LOC_Os12g06740,20,22,13,37,30,38,22,16,20,25,14,32
Chr12+3282174,LOC_Os12g06740,10,1,7,2,1,0,1,2,0,0,0,0
Chr12+3283710,LOC_Os12g06740,5,20,22,1,1,0,0,0,0,0,0,0
Chr12+3749505,LOC_Os12g07530,0,0,0,0,0,0,2,1,2,7,6,4
Chr12+3746719,LOC_Os12g07530,0,0,0,0,0,0,0,0,0,2,34,33
Chr12+3749396,LOC_Os12g07530,46,76,58,40,60,48,50,47,45,40,7,104
Chr12+4047258,LOC_Os12g07970,0,3,0,20,24,18,30,25,19,4,5,8
Chr12+4045378,LOC_Os12g07970,0,0,0,0,0,0,0,1,1,3,5,1
Chr12+6613717,LOC_Os12g12080,3,2,5,0,0,0,0,0,0,0,0,0
Chr12+6614674,LOC_Os12g12080,2,3,4,4,7,4,0,0,0,18,7,2
Chr12+6896836,LOC_Os12g12514,0,0,0,5,6,6,0,0,0,0,0,0
Chr12+6893643,LOC_Os12g12514,3,2,3,3,3,2,0,0,0,0,1,3
Chr12+9365201,LOC_Os12g16350,47,35,71,118,109,131,133,126,135,55,36,86
Chr12+9353036,LOC_Os12g16350,2,0,1,0,0,0,1,1,0,0,0,0
Chr12+9353561,LOC_Os12g16350,0,0,0,0,0,0,0,0,0,8,37,4
Chr12+9355781,LOC_Os12g16350,3,9,3,0,0,1,0,0,0,0,0,0
Chr12+9365494,LOC_Os12g16350,234,106,172,225,239,217,150,121,141,105,37,39
Chr12+9360849,LOC_Os12g16350,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+9357549,LOC_Os12g16350,5,6,6,0,0,0,0,0,0,0,0,0
Chr12-10454469,LOC_Os12g18130,5,14,14,4,6,5,23,19,20,13,56,12
Chr12-10457007,LOC_Os12g18130,0,0,0,0,0,0,15,13,10,30,56,43
Chr12-10457465,LOC_Os12g18130,0,0,0,0,0,0,4,5,6,15,15,13
Chr12-10454645,LOC_Os12g18130,0,5,1,0,0,0,5,4,6,0,0,0
Chr12-10468305,LOC_Os12g18150,3,8,3,1,9,22,5,4,10,0,0,0
Chr12-10468185,LOC_Os12g18150,1,0,0,3,6,3,0,0,1,50,0,26
Chr12-11194013,LOC_Os12g19304,72,70,73,152,117,132,23,8,18,118,124,9
Chr12-11198317,LOC_Os12g19304,0,0,1,2,1,3,3,1,0,6,8,7
Chr12-11196962,LOC_Os12g19304,3,3,3,0,0,0,0,0,0,3,0,3
Chr12-11201831,LOC_Os12g19304,7,4,2,4,6,5,1,0,1,0,0,0
Chr12+11321756,LOC_Os12g19470,0,0,0,86,91,72,0,0,0,1,0,1
Chr12+11321355,LOC_Os12g19470,0,0,0,8687,8458,9023,152,124,121,1721,125,699
Chr12+11322506,LOC_Os12g19470,0,0,0,3660,3923,3609,3,3,5,106,91,157
Chr12+12207528,LOC_Os12g21710,6,8,6,6,16,6,2,2,1,0,0,0
Chr12+12207877,LOC_Os12g21710,4,0,8,2,0,1,0,0,0,0,0,0
Chr12+12207782,LOC_Os12g21710,0,0,0,3,2,1,0,1,0,0,0,0
Chr12+12207625,LOC_Os12g21710,52,17,30,72,82,95,12,11,11,32,0,8
Chr12-13815960,LOC_Os12g24250,5,23,12,4,3,1,3,4,2,0,0,0
Chr12-13828653,LOC_Os12g24250,4,1,7,3,0,1,1,1,1,5,0,0
Chr12-13815588,LOC_Os12g24250,0,0,1,5,9,4,14,14,12,0,0,0
Chr12-13815787,LOC_Os12g24250,51,56,75,56,62,55,123,117,98,50,29,159
Chr12+14057489,LOC_Os12g24580,0,0,0,7,6,3,0,1,0,7,12,8
Chr12+14057369,LOC_Os12g24580,6,16,12,59,54,62,6,6,5,0,0,0
Chr12-17406580,LOC_Os12g29340,75,47,51,14,14,12,84,98,89,19,35,12
Chr12-17406833,LOC_Os12g29340,13,13,12,13,21,13,17,19,22,14,14,5
Chr12-17406245,LOC_Os12g29340,5,6,6,0,0,0,5,4,0,0,0,0
Chr12-17406200,LOC_Os12g29340,3,3,3,0,0,0,3,5,8,0,0,0
Chr12+18005089,LOC_Os12g30060,40,39,72,19,46,21,50,41,64,48,57,75
Chr12+18005230,LOC_Os12g30060,21,9,11,4,2,2,2,2,2,0,0,0
Chr12+19537195,LOC_Os12g32380,15,28,13,5,1,0,0,0,0,0,0,0
Chr12+19538293,LOC_Os12g32380,494,457,465,228,212,207,458,406,455,29,249,340
Chr12+19612842,LOC_Os12g32499,19,1,3,0,0,0,3,2,3,0,0,0
Chr12+19622926,LOC_Os12g32499,4,6,2,0,0,0,10,23,12,1,8,10
Chr12+19613073,LOC_Os12g32499,2,4,0,1,2,4,1,6,4,0,0,0
Chr12+19619245,LOC_Os12g32499,0,0,0,0,0,0,4,4,3,13,7,8
Chr12+19622888,LOC_Os12g32499,1,2,0,0,1,0,4,3,1,3,1,2
Chr12+19620235,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,97,20,51
Chr12+19637033,LOC_Os12g32536,26,22,19,6,0,1,11,5,8,15,16,29
Chr12+19637926,LOC_Os12g32536,13,8,20,67,41,36,79,85,60,86,118,243
Chr12+19637741,LOC_Os12g32536,1,2,1,0,0,1,4,6,6,30,17,28
Chr12+21639086,LOC_Os12g35580,138,45,125,99,98,67,51,41,42,75,23,6
Chr12+21639407,LOC_Os12g35580,1,5,2,0,6,1,1,0,0,7,28,14
Chr12+21638270,LOC_Os12g35580,1,0,2,10,11,6,24,23,15,29,38,30
Chr12+21639209,LOC_Os12g35580,22,18,12,9,14,2,10,10,11,4,3,0
Chr12+22599177,LOC_Os12g36870,0,0,0,0,0,0,5,7,3,0,0,1
Chr12+22598292,LOC_Os12g36870,0,0,0,13,0,2,3,3,2,0,0,0
Chr12+22598946,LOC_Os12g36870,0,0,0,3,0,4,11,4,5,27,50,26
Chr12-23307979,LOC_Os12g37939,5,10,7,46,57,68,43,38,39,65,23,60
Chr12-23311351,LOC_Os12g37939,1,0,0,0,1,0,4,6,10,0,0,0
Chr12-23313189,LOC_Os12g37939,1,2,0,1,0,1,3,5,5,0,0,0
Chr12-23313380,LOC_Os12g37939,0,0,0,1,0,6,0,0,0,0,0,0
Chr12-23307912,LOC_Os12g37939,2,2,0,33,51,55,23,35,25,28,73,38
Chr12-23308079,LOC_Os12g37939,2,2,0,6,1,2,0,0,0,10,6,4
Chr12-23313480,LOC_Os12g37939,0,0,0,1,1,0,3,1,1,0,0,0
Chr12-23314403,LOC_Os12g37939,0,0,1,0,0,0,0,0,0,0,0,0
Chr12+23637533,LOC_Os12g38490,21,37,32,97,50,92,38,30,34,20,34,67
Chr12+23637140,LOC_Os12g38490,36,30,49,8,4,10,19,19,20,71,55,50
Chr12+24934775,LOC_Os12g40279,2,1,1,8,3,4,1,2,0,0,10,5
Chr12+24943616,LOC_Os12g40279,82,88,91,73,94,95,65,54,58,4,4,17
Chr12+24925960,LOC_Os12g40279,0,0,0,0,0,0,0,0,0,14,10,16
Chr12+24950649,LOC_Os12g40279,64,16,20,151,144,157,160,160,180,684,375,714
Chr12-26629913,LOC_Os12g42860,0,0,0,1,2,1,7,4,5,14,7,16
Chr12-26630080,LOC_Os12g42860,71,63,80,20,21,2,186,181,181,180,236,161
Chr12-27028041,LOC_Os12g43560,0,0,0,0,0,1,0,0,0,0,0,0
Chr12-27025539,LOC_Os12g43560,46,53,56,24,15,17,2,8,5,0,0,0
Chr12-27025466,LOC_Os12g43560,92,127,165,134,123,100,61,60,61,2,79,29
Chr12-27295600,LOC_Os12g44000,3,0,9,0,0,0,0,0,0,0,0,0
Chr12-27295464,LOC_Os12g44000,29,29,34,28,29,30,88,90,71,207,130,195
