chrstrandcoord,gene,shoot1,shoot2,shoot3,root_60days1,root_60days2,root_60days3,husk1,husk2,husk3,pistil1,pistil2,pistil3
Chr9-15628978,LOC_Os09g26004,14,6,15,8,0,6,16,14,13,17,16,10
Chr9-15629125,LOC_Os09g26004,3,3,3,1,0,0,3,3,2,6,6,9
Chr9-15630611,LOC_Os09g26004,3,0,5,2,3,3,6,6,5,4,8,5
Chr9-15781288,LOC_Os09g26180,3,1,4,1,2,2,0,0,1,0,1,0
Chr9-15781451,LOC_Os09g26180,47,69,49,122,137,39,85,96,87,130,99,80
Chr9+17395623,LOC_Os09g28590,44,40,44,24,24,27,63,68,67,50,49,51
Chr9+17395381,LOC_Os09g28590,17,16,15,13,12,12,11,11,10,23,27,23
Chr9+17395098,LOC_Os09g28590,6,11,12,1,3,6,6,5,14,5,4,8
Chr9+17428694,LOC_Os09g28660,1,0,2,0,0,0,1,1,1,0,0,1
Chr9+17428559,LOC_Os09g28660,19,9,14,10,7,7,4,8,3,4,4,4
Chr9-17607432,LOC_Os09g28940,0,0,2,0,0,0,1,1,0,0,0,0
Chr9-17600449,LOC_Os09g28940,1,0,0,0,0,0,3,6,2,2,1,1
Chr9-17600326,LOC_Os09g28940,13,11,12,2,1,3,15,28,25,35,27,26
Chr9+17880364,LOC_Os09g29420,7,6,0,6,7,10,13,14,10,1,0,3
Chr9+17880146,LOC_Os09g29420,9,16,11,39,34,34,18,16,19,27,15,14
Chr9+17984032,LOC_Os09g29570,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+17982120,LOC_Os09g29570,3,1,2,0,0,0,0,1,4,0,1,0
Chr9-18178320,LOC_Os09g29890,0,3,4,1,2,2,5,5,5,2,2,2
Chr9-18174323,LOC_Os09g29890,0,1,1,0,0,0,0,11,4,2,2,2
Chr9-18178215,LOC_Os09g29890,0,0,0,0,0,0,0,0,0,0,0,0
Chr9-18177979,LOC_Os09g29890,0,1,0,0,0,0,0,1,1,0,1,0
Chr9-18178830,LOC_Os09g29890,1,1,0,0,0,0,0,0,0,0,0,0
Chr9-18174554,LOC_Os09g29890,81,82,75,23,21,24,167,248,195,169,208,190
Chr9+18470333,LOC_Os09g30340,20556,20356,22866,19,24,26,3343,3173,3041,902,446,657
Chr9+18470277,LOC_Os09g30340,20,11,17,0,0,0,5,4,3,0,0,0
Chr9-18982597,LOC_Os09g31478,0,0,0,0,0,0,0,0,0,0,0,0
Chr9-18979687,LOC_Os09g31478,0,0,0,1,0,2,0,0,0,0,0,0
Chr9-18978985,LOC_Os09g31478,0,0,1,1,1,1,0,0,1,0,0,0
Chr9-18979838,LOC_Os09g31478,0,0,0,0,0,0,0,0,0,0,0,0
Chr9-18981220,LOC_Os09g31478,0,0,0,0,0,0,0,1,0,0,0,0
Chr9-18978152,LOC_Os09g31478,8,3,5,64,62,66,62,22,33,6,15,5
Chr9-18980205,LOC_Os09g31478,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+19575257,LOC_Os09g32820,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+19575608,LOC_Os09g32820,60,69,57,67,54,27,68,76,73,87,72,87
Chr9+19575330,LOC_Os09g32820,0,0,0,1,0,0,0,0,0,0,0,1
Chr9+19575435,LOC_Os09g32820,57,72,68,34,41,44,83,85,85,72,75,69
Chr9-20157729,LOC_Os09g34150,10,10,9,221,184,187,19,17,13,32,63,56
Chr9-20157428,LOC_Os09g34150,0,0,0,2,1,0,0,0,0,0,0,0
Chr9-20157883,LOC_Os09g34150,1,1,1,11,10,14,2,0,2,0,2,1
Chr9-20741346,LOC_Os09g35990,0,0,1,3,4,4,2,2,1,4,3,6
Chr9-20737046,LOC_Os09g35990,40,42,36,2,3,4,12,7,5,1,5,6
Chr9-20737114,LOC_Os09g35990,31,27,30,1,3,3,7,0,9,5,4,5
Chr9-20738731,LOC_Os09g35990,0,1,0,0,1,1,3,1,2,2,4,3
Chr9+20768215,LOC_Os09g36060,2,0,1,0,0,0,6,5,2,0,0,0
Chr9+20766606,LOC_Os09g36060,14,0,7,3,0,3,1,1,0,1,0,0
Chr9+21668197,LOC_Os09g37590,22,4,12,6,9,4,2,8,5,9,4,5
Chr9+21674236,LOC_Os09g37590,0,0,7,0,0,0,2,7,3,0,0,0
Chr9+21669672,LOC_Os09g37590,5,0,3,1,0,0,1,1,0,5,4,6
Chr9+21674381,LOC_Os09g37590,0,0,0,0,0,0,4,2,1,0,0,1
Chr10-1010532,LOC_Os10g02630,0,0,0,0,0,0,0,0,0,1,1,0
Chr10-1010250,LOC_Os10g02630,0,0,0,0,0,0,0,0,0,1,0,2
Chr10-1007664,LOC_Os10g02630,339,294,346,278,357,398,327,317,323,413,389,378
Chr10-1007989,LOC_Os10g02630,0,0,0,1,0,0,0,0,0,2,2,2
Chr10-1007585,LOC_Os10g02630,2,3,5,3,3,3,1,0,1,3,5,0
Chr10-1656947,LOC_Os10g03690,5,6,6,3,4,1,5,6,3,9,3,5
Chr10-1656775,LOC_Os10g03690,17,18,16,13,12,12,29,29,30,44,43,42
Chr10+1859884,LOC_Os10g04050,3,8,12,0,0,0,6,4,5,7,9,7
Chr10+1860706,LOC_Os10g04050,28,33,25,2,2,2,28,28,12,14,14,11
Chr10+1861986,LOC_Os10g04050,1,1,0,0,0,0,0,0,0,0,0,0
Chr10-5595770,LOC_Os10g10190,11,14,18,14,14,13,17,17,16,25,21,27
Chr10-5595951,LOC_Os10g10190,0,0,0,0,0,0,0,0,0,0,0,0
Chr10-6080392,LOC_Os10g10990,0,4,0,0,3,2,10,7,7,7,6,8
Chr10-6084404,LOC_Os10g10990,0,1,0,0,0,0,3,2,5,1,0,0
Chr10-6080043,LOC_Os10g10990,5,19,10,7,10,10,11,8,7,12,24,3
Chr10+7441146,LOC_Os10g13694,5,7,5,3,3,2,1,1,1,2,1,3
Chr10+7435564,LOC_Os10g13694,1,3,0,1,2,0,3,4,7,0,3,1
Chr10+7442296,LOC_Os10g13694,5,0,2,0,0,0,1,0,0,3,1,1
Chr10+7442172,LOC_Os10g13694,43,44,42,11,26,15,56,66,63,30,40,44
Chr10+7441925,LOC_Os10g13694,0,0,0,0,0,0,0,1,0,0,1,0
Chr10+7441823,LOC_Os10g13694,7,11,8,8,4,5,9,5,8,10,10,8
Chr10+7435674,LOC_Os10g13694,0,0,0,2,1,2,1,0,2,2,1,0
Chr10+7689791,LOC_Os10g14180,0,2,3,61,56,74,34,28,34,17,22,14
Chr10+7689694,LOC_Os10g14180,3,6,4,97,98,87,40,32,39,28,27,22
Chr10+7694616,LOC_Os10g14180,12,17,10,8,10,9,11,12,10,4,7,0
Chr10+7694459,LOC_Os10g14180,14,14,13,6,6,11,17,14,16,7,14,12
Chr10+7690935,LOC_Os10g14180,0,0,1,3,8,5,3,1,2,3,0,3
Chr10+7690851,LOC_Os10g14180,1,1,1,9,6,7,2,5,0,0,5,7
Chr10+8827894,LOC_Os10g17489,0,0,0,1,3,2,0,0,0,0,0,0
Chr10+8827750,LOC_Os10g17489,0,0,0,1,2,3,0,0,0,0,0,0
Chr10+8827695,LOC_Os10g17489,23,30,22,27,30,27,16,20,17,10,11,8
Chr10+8826518,LOC_Os10g17489,0,0,1,0,0,0,0,0,0,0,0,0
Chr10+9760570,LOC_Os10g19160,0,0,0,0,0,0,6,9,4,0,0,0
Chr10+9760105,LOC_Os10g19160,1,3,0,1,1,2,1,1,1,0,1,1
Chr10-10216070,LOC_Os10g20310,28,30,28,25,27,24,7,12,35,31,51,43
Chr10-10216272,LOC_Os10g20310,1,0,0,0,1,1,1,0,0,3,0,3
Chr10-10217555,LOC_Os10g20310,3,0,1,0,0,0,0,1,0,0,2,1
Chr10+10939619,LOC_Os10g21360,6,6,5,3,2,2,2,3,2,9,9,7
Chr10+10939127,LOC_Os10g21360,19,12,1,4,0,0,7,4,7,12,12,15
Chr10-12113419,LOC_Os10g23220,0,0,2,0,0,0,1,0,0,0,1,0
Chr10-12113671,LOC_Os10g23220,164,164,170,124,121,117,92,104,117,174,168,186
Chr10-14434210,LOC_Os10g27350,1,1,0,1,2,3,4,3,1,5,6,5
Chr10-14433996,LOC_Os10g27350,1,1,1,1,1,1,1,1,3,4,5,2
Chr10-14433939,LOC_Os10g27350,0,1,1,0,4,8,4,6,4,3,3,2
Chr10-14434091,LOC_Os10g27350,0,0,0,1,0,0,0,0,0,3,1,1
Chr10+14735849,LOC_Os10g28320,1,0,0,0,0,0,1,2,4,0,0,0
Chr10+14736607,LOC_Os10g28320,26,32,23,16,18,12,16,0,19,18,8,8
Chr10-15806659,LOC_Os10g30410,0,0,0,2,3,2,0,0,0,0,0,0
Chr10-15808091,LOC_Os10g30410,0,0,0,0,0,0,0,0,0,0,0,0
Chr10+16185233,LOC_Os10g31000,0,1,0,3,10,3,3,5,3,1,0,1
Chr10+16184930,LOC_Os10g31000,285,262,284,339,337,351,259,258,245,137,91,124
Chr10+16185132,LOC_Os10g31000,0,0,0,0,0,0,0,0,0,0,1,0
Chr10-17365233,LOC_Os10g33140,1,1,1,4,4,8,0,0,1,0,0,1
Chr10-17365058,LOC_Os10g33140,9,21,4,34,48,36,8,12,12,2,0,2
Chr10-18852127,LOC_Os10g35280,5,3,6,7,11,6,8,5,0,18,14,11
Chr10-18852306,LOC_Os10g35280,32,33,33,35,27,30,42,19,38,102,89,88
Chr10-20398744,LOC_Os10g38090,0,0,0,0,1,0,0,0,0,0,0,0
Chr10-20394794,LOC_Os10g38090,7,8,9,103,100,94,8,10,3,0,0,0
Chr10-20398654,LOC_Os10g38090,0,1,0,0,1,0,1,0,0,0,0,0
Chr10-20394583,LOC_Os10g38090,0,0,0,3,0,3,0,0,0,0,0,0
Chr10+21297464,LOC_Os10g39780,67,50,61,309,295,322,41,61,52,132,116,131
Chr10+21296001,LOC_Os10g39780,0,0,0,8,7,1,0,0,0,0,0,0
Chr10+21297186,LOC_Os10g39780,0,0,0,6,7,6,2,3,4,4,2,0
Chr10+21296057,LOC_Os10g39780,2,0,0,13,13,11,1,1,2,1,1,1
Chr10+21419826,LOC_Os10g39980,0,0,0,147,159,139,9,17,0,1,2,1
Chr10+21418944,LOC_Os10g39980,1,1,1,1,1,2,4,1,4,0,0,0
Chr10+21419454,LOC_Os10g39980,0,0,0,12,14,12,0,0,0,0,0,0
Chr10-22128462,LOC_Os10g41200,92,104,89,224,243,242,113,125,119,138,132,132
Chr10-22128231,LOC_Os10g41200,1,0,1,1,2,2,2,2,1,1,0,0
Chr10+22277853,LOC_Os10g41440,96,74,72,47,64,63,15,30,40,58,54,56
Chr10+22277999,LOC_Os10g41440,12,43,36,48,48,57,33,36,26,38,24,33
Chr10-22777648,LOC_Os10g42299,29,19,26,11,35,11,18,14,15,1,8,17
Chr10-22774960,LOC_Os10g42299,346,342,344,30,26,23,38,32,37,9,10,9
Chr10-22777387,LOC_Os10g42299,9,7,3,5,4,8,0,0,4,1,1,1
Chr10-22777155,LOC_Os10g42299,4,4,6,5,6,8,5,2,1,0,1,3
Chr10+22935980,LOC_Os10g42520,15,18,11,3,1,1,0,5,5,5,12,0
Chr10+22935741,LOC_Os10g42520,33,17,23,8,5,10,0,4,7,34,45,38
Chr10-23037176,LOC_Os10g42710,0,4,3,1,1,3,0,0,0,0,0,2
Chr10-23035366,LOC_Os10g42710,468,483,488,659,699,680,307,372,338,233,243,259
Chr10-23037915,LOC_Os10g42710,0,0,0,0,2,0,0,0,1,0,0,0
Chr11-304779,LOC_Os11g01530,0,1,0,1,2,1,18,11,16,2,2,1
Chr11-305061,LOC_Os11g01530,99,77,88,27,27,33,210,193,218,68,77,72
Chr11-306384,LOC_Os11g01530,2,3,1,1,1,1,0,0,0,0,0,0
Chr11-605820,LOC_Os11g02180,0,0,0,0,0,0,0,1,1,0,0,0
Chr11-602761,LOC_Os11g02180,0,0,1,1,0,1,1,1,0,2,1,0
Chr11-947702,LOC_Os11g02830,0,0,0,0,1,0,0,0,0,1,0,0
Chr11-947562,LOC_Os11g02830,4,2,3,0,0,1,1,0,2,5,5,5
Chr11+2237175,LOC_Os11g05100,1,4,1,1,1,0,1,1,0,0,0,0
Chr11+2239027,LOC_Os11g05100,57,56,77,50,57,58,24,24,27,44,49,47
Chr11+2239156,LOC_Os11g05100,0,2,0,0,0,1,0,1,0,0,0,0
Chr11+2238761,LOC_Os11g05100,2,3,2,0,1,0,1,2,2,0,0,0
Chr11-2748523,LOC_Os11g05870,7,6,4,20,17,20,8,6,7,6,6,6
Chr11-2746377,LOC_Os11g05870,61,70,62,98,98,108,64,88,63,74,76,76
Chr11-2748250,LOC_Os11g05870,0,0,1,0,0,0,1,1,1,0,0,0
Chr11+3338754,LOC_Os11g06810,4,1,5,2,2,2,0,0,0,5,3,7
Chr11+3338926,LOC_Os11g06810,6,7,6,6,5,7,27,11,0,15,14,23
Chr11+3339029,LOC_Os11g06810,3,4,2,1,2,1,2,4,4,1,1,1
Chr11+4091045,LOC_Os11g07912,0,0,0,1,2,1,1,0,0,3,5,1
Chr11+4090550,LOC_Os11g07912,21,21,18,49,44,32,126,98,98,152,149,160
Chr11-4866489,LOC_Os11g09140,112,99,98,56,52,51,40,77,70,40,59,51
Chr11-4866685,LOC_Os11g09140,0,0,0,0,0,0,0,0,0,0,0,0
Chr11-6204078,LOC_Os11g11210,0,0,0,0,0,0,1,0,3,0,0,0
Chr11-6202357,LOC_Os11g11210,0,0,1,1,0,1,1,1,1,0,0,0
Chr11-6204643,LOC_Os11g11210,0,0,0,1,1,0,3,0,5,2,1,2
Chr11-6204288,LOC_Os11g11210,0,0,0,2,2,2,17,18,16,1,0,0
Chr11-6201124,LOC_Os11g11210,32,27,25,2,3,2,8,8,1,1,5,2
Chr11-6201292,LOC_Os11g11210,20,22,21,4,2,4,7,3,3,6,5,7
Chr11-8169430,LOC_Os11g14544,0,0,0,0,2,2,0,2,0,0,1,0
Chr11-8169613,LOC_Os11g14544,0,0,0,3,16,20,5,1,7,2,3,1
Chr11-8163386,LOC_Os11g14544,160,145,142,372,372,371,269,293,289,312,287,292
Chr11-8165977,LOC_Os11g14544,0,0,0,0,0,1,1,1,0,1,1,1
Chr11-8163269,LOC_Os11g14544,6,1,1,3,3,3,3,4,1,1,0,0
Chr11+9810447,LOC_Os11g17600,1,1,0,0,0,0,1,2,2,1,0,0
Chr11+9810290,LOC_Os11g17600,0,0,0,0,0,0,2,1,1,0,0,0
Chr11+9810001,LOC_Os11g17600,7,5,6,2,1,3,40,13,42,6,3,6
Chr11+9806650,LOC_Os11g17600,1,1,1,0,0,1,0,0,0,0,0,0
Chr11+9809923,LOC_Os11g17600,1,0,0,1,1,1,5,3,5,3,4,3
Chr11+11411296,LOC_Os11g19800,11,10,7,12,6,13,7,7,5,8,9,3
Chr11+11411169,LOC_Os11g19800,23,31,33,23,22,22,58,37,37,53,63,71
Chr11+15462352,LOC_Os11g26910,1026,1017,1025,1326,1385,1065,1140,964,745,1362,1424,1041
Chr11+15460358,LOC_Os11g26910,1,3,0,1,7,10,2,5,4,1,2,1
Chr11+15668262,LOC_Os11g27240,2,2,5,0,0,0,0,1,0,0,0,0
Chr11+15669323,LOC_Os11g27240,5,3,1,0,0,0,0,0,5,0,0,0
Chr11+15669104,LOC_Os11g27240,0,0,2,0,0,1,0,1,0,0,0,0
Chr11+17725679,LOC_Os11g30484,0,0,0,1,0,0,0,0,0,0,0,0
Chr11+17725443,LOC_Os11g30484,16,12,21,21,16,25,43,60,24,36,36,11
Chr11-19533690,LOC_Os11g33050,5,7,2,33,31,23,0,1,0,7,7,15
Chr11-19533619,LOC_Os11g33050,8,6,7,80,62,76,3,17,5,39,28,9
Chr11-19956771,LOC_Os11g34110,104,132,82,66,101,94,60,38,44,572,549,542
Chr11-19961262,LOC_Os11g34110,1,1,0,0,0,0,1,1,0,0,0,0
Chr11-20030035,LOC_Os11g34210,5,3,7,2,0,0,0,1,0,4,2,3
Chr11-20029922,LOC_Os11g34210,200,196,190,24,23,29,51,26,51,59,35,47
Chr11+23217430,LOC_Os11g38990,62,68,54,41,51,33,31,21,23,47,35,38
Chr11+23215966,LOC_Os11g38990,1,1,2,2,0,3,2,1,0,3,6,3
Chr11-26553199,LOC_Os11g43970,0,1,0,3,6,5,16,3,14,8,8,9
Chr11-26563294,LOC_Os11g43970,3,5,5,9,0,4,2,1,2,1,1,1
Chr11-26553039,LOC_Os11g43970,119,128,113,111,91,79,192,188,187,87,102,96
Chr12-954490,LOC_Os12g02720,0,1,3,6,14,15,35,47,44,5,6,8
Chr12-954320,LOC_Os12g02720,0,0,0,0,2,0,5,4,5,0,0,3
Chr12+1807491,LOC_Os12g04260,50,35,30,0,1,2,14,5,19,23,17,18
Chr12+1807390,LOC_Os12g04260,1,0,0,0,0,0,2,0,1,0,1,1
Chr12-2012887,LOC_Os12g04740,12,9,18,16,14,19,14,12,16,25,34,26
Chr12-2013584,LOC_Os12g04740,0,0,0,1,0,0,1,1,1,0,0,0
Chr12-2012992,LOC_Os12g04740,13,11,12,17,18,18,20,27,24,44,45,44
Chr12-2215942,LOC_Os12g05050,698,629,755,174,184,200,203,280,239,73,56,59
Chr12-2215820,LOC_Os12g05050,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+3283204,LOC_Os12g06740,12,15,10,15,9,4,12,14,16,17,14,18
Chr12+3283410,LOC_Os12g06740,1,4,0,1,2,0,0,0,1,0,3,1
Chr12+3282349,LOC_Os12g06740,49,50,18,26,29,30,4,6,3,22,20,19
Chr12+3282174,LOC_Os12g06740,1,1,1,0,0,0,1,0,1,0,1,0
Chr12+3283710,LOC_Os12g06740,1,1,1,0,0,0,0,0,0,0,0,0
Chr12+3749505,LOC_Os12g07530,2,0,1,0,0,0,1,0,0,1,0,0
Chr12+3746719,LOC_Os12g07530,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+3749396,LOC_Os12g07530,39,35,35,23,8,26,49,41,41,39,52,35
Chr12+4047258,LOC_Os12g07970,66,75,72,49,62,47,47,69,53,90,87,86
Chr12+4045378,LOC_Os12g07970,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+6613717,LOC_Os12g12080,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+6614674,LOC_Os12g12080,1,0,2,1,1,4,2,2,1,0,0,0
Chr12+6896836,LOC_Os12g12514,16,16,17,0,0,0,0,0,0,0,0,0
Chr12+6893643,LOC_Os12g12514,1,1,1,0,0,0,1,0,0,1,0,0
Chr12+9365201,LOC_Os12g16350,112,82,100,62,107,87,136,111,157,153,132,174
Chr12+9353036,LOC_Os12g16350,0,1,0,2,0,1,0,0,0,1,1,1
Chr12+9353561,LOC_Os12g16350,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+9355781,LOC_Os12g16350,0,0,0,0,0,0,0,2,3,0,0,0
Chr12+9365494,LOC_Os12g16350,169,107,130,150,85,80,180,62,218,113,102,104
Chr12+9360849,LOC_Os12g16350,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+9357549,LOC_Os12g16350,0,0,0,0,0,0,0,0,0,0,0,0
Chr12-10454469,LOC_Os12g18130,7,4,8,0,6,9,2,9,9,5,9,7
Chr12-10457007,LOC_Os12g18130,3,0,1,0,0,0,3,1,2,0,0,0
Chr12-10457465,LOC_Os12g18130,0,0,0,0,0,0,0,0,0,0,0,0
Chr12-10454645,LOC_Os12g18130,0,0,0,0,0,0,2,0,1,3,0,1
Chr12-10468305,LOC_Os12g18150,24,17,24,7,6,6,9,13,11,19,18,18
Chr12-10468185,LOC_Os12g18150,6,3,6,2,2,1,0,0,0,1,1,2
Chr12-11194013,LOC_Os12g19304,46,50,47,65,65,45,30,23,26,4,1,10
Chr12-11198317,LOC_Os12g19304,0,0,2,0,3,2,1,1,1,1,0,0
Chr12-11196962,LOC_Os12g19304,0,2,3,1,2,3,0,0,0,0,0,0
Chr12-11201831,LOC_Os12g19304,13,12,15,1,1,0,3,4,3,3,3,2
Chr12+11321756,LOC_Os12g19470,44,46,40,0,0,0,12,1,6,4,0,3
Chr12+11321355,LOC_Os12g19470,7571,6153,6746,2,4,7,2144,2289,2251,360,348,342
Chr12+11322506,LOC_Os12g19470,802,880,825,0,0,0,212,234,209,8,3,5
Chr12+12207528,LOC_Os12g21710,4,3,2,0,0,1,2,5,2,0,0,2
Chr12+12207877,LOC_Os12g21710,2,0,0,0,0,0,1,2,0,0,0,0
Chr12+12207782,LOC_Os12g21710,0,0,0,0,0,0,0,0,0,0,1,1
Chr12+12207625,LOC_Os12g21710,52,55,57,6,13,18,33,22,27,21,7,8
Chr12-13815960,LOC_Os12g24250,0,0,0,0,1,0,0,0,0,2,2,0
Chr12-13828653,LOC_Os12g24250,5,2,5,0,4,2,2,0,2,0,2,1
Chr12-13815588,LOC_Os12g24250,15,17,19,9,11,10,22,19,17,13,14,14
Chr12-13815787,LOC_Os12g24250,89,104,101,53,63,67,89,95,94,123,93,104
Chr12+14057489,LOC_Os12g24580,11,14,15,9,10,10,1,0,2,0,1,1
Chr12+14057369,LOC_Os12g24580,64,66,92,119,87,136,9,8,7,14,19,11
Chr12-17406580,LOC_Os12g29340,13,12,10,26,37,46,30,43,26,24,16,22
Chr12-17406833,LOC_Os12g29340,35,32,42,35,64,27,40,43,51,26,31,28
Chr12-17406245,LOC_Os12g29340,0,0,0,1,0,0,0,0,0,0,0,0
Chr12-17406200,LOC_Os12g29340,0,2,0,1,2,0,1,0,2,0,0,0
Chr12+18005089,LOC_Os12g30060,23,10,15,37,27,37,35,19,45,40,45,40
Chr12+18005230,LOC_Os12g30060,4,0,1,5,5,4,3,8,6,2,8,3
Chr12+19537195,LOC_Os12g32380,0,0,0,1,1,1,0,0,0,2,1,0
Chr12+19538293,LOC_Os12g32380,652,657,599,987,958,951,350,330,332,732,683,711
Chr12+19612842,LOC_Os12g32499,0,0,0,0,0,0,1,1,3,2,2,2
Chr12+19622926,LOC_Os12g32499,0,0,0,0,0,0,14,1,0,5,5,5
Chr12+19613073,LOC_Os12g32499,0,0,0,0,0,0,2,0,0,0,1,1
Chr12+19619245,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,1,0,0
Chr12+19622888,LOC_Os12g32499,0,0,0,0,1,0,0,0,0,0,2,2
Chr12+19620235,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+19637033,LOC_Os12g32536,1,4,1,0,0,0,4,10,8,6,3,6
Chr12+19637926,LOC_Os12g32536,31,26,27,33,32,30,44,33,55,40,52,35
Chr12+19637741,LOC_Os12g32536,1,0,2,2,1,3,2,1,0,1,1,0
Chr12+21639086,LOC_Os12g35580,135,136,127,43,24,18,85,85,83,74,58,67
Chr12+21639407,LOC_Os12g35580,0,0,0,2,2,1,2,0,0,0,0,0
Chr12+21638270,LOC_Os12g35580,16,13,19,8,6,7,6,8,5,3,4,4
Chr12+21639209,LOC_Os12g35580,22,15,17,4,2,2,11,18,15,1,4,10
Chr12+22599177,LOC_Os12g36870,5,2,3,0,0,0,0,0,1,1,1,1
Chr12+22598292,LOC_Os12g36870,7,12,2,0,0,0,18,2,1,1,0,0
Chr12+22598946,LOC_Os12g36870,4,4,4,0,0,0,3,3,3,2,2,1
Chr12-23307979,LOC_Os12g37939,44,55,38,38,40,46,33,33,31,8,16,15
Chr12-23311351,LOC_Os12g37939,2,5,3,3,4,7,4,2,1,0,0,0
Chr12-23313189,LOC_Os12g37939,3,4,3,8,7,7,4,8,2,4,3,4
Chr12-23313380,LOC_Os12g37939,0,0,0,0,0,0,3,5,4,1,0,0
Chr12-23307912,LOC_Os12g37939,59,58,67,27,29,27,24,43,11,22,17,18
Chr12-23308079,LOC_Os12g37939,0,0,1,0,1,0,3,2,3,0,0,0
Chr12-23313480,LOC_Os12g37939,0,0,0,0,1,0,0,0,0,1,2,1
Chr12-23314403,LOC_Os12g37939,0,0,0,0,0,0,2,2,1,1,1,1
Chr12+23637533,LOC_Os12g38490,65,48,68,58,59,56,47,45,37,73,72,72
Chr12+23637140,LOC_Os12g38490,24,21,27,37,29,32,24,29,25,43,44,45
Chr12+24934775,LOC_Os12g40279,2,3,2,4,5,2,1,0,1,1,1,1
Chr12+24943616,LOC_Os12g40279,94,45,94,64,66,46,63,65,54,73,68,71
Chr12+24925960,LOC_Os12g40279,0,0,0,0,0,0,0,0,0,1,1,0
Chr12+24950649,LOC_Os12g40279,48,50,48,64,61,49,107,89,73,58,45,33
Chr12-26629913,LOC_Os12g42860,7,10,8,44,45,41,7,3,7,11,13,12
Chr12-26630080,LOC_Os12g42860,316,266,272,994,943,1366,282,253,257,1282,1284,1031
Chr12-27028041,LOC_Os12g43560,6,4,4,0,3,1,5,0,1,0,1,1
Chr12-27025539,LOC_Os12g43560,25,21,21,3,0,5,22,10,18,7,8,10
Chr12-27025466,LOC_Os12g43560,212,199,183,83,59,56,121,109,117,61,78,78
Chr12-27295600,LOC_Os12g44000,0,0,0,0,0,0,1,1,11,0,0,1
Chr12-27295464,LOC_Os12g44000,41,47,42,62,64,41,47,59,46,47,40,45
