"","chrstrandcoord","gene","endosperm1","endosperm2","endosperm3","shoot1","shoot2","shoot3","leaf_60days1","leaf_60days2","leaf_60days3","root_5days1","root_5days2","root_5days3"
"1175","Chr8-16519628","LOC_Os08g27040",16,79,71,126,118,126,115,121,125,28,21,34
"1176","Chr8-16522921","LOC_Os08g27040",0,1,0,0,0,1,0,0,0,0,0,0
"1177","Chr8-16915204","LOC_Os08g27759",0,0,0,1,1,4,2,1,2,1,0,1
"1178","Chr8-16916653","LOC_Os08g27759",7,3,3,9,18,5,9,6,10,3,1,3
"1179","Chr8-16946484","LOC_Os08g27824",19,14,17,12,12,23,9,12,7,32,30,38
"1180","Chr8-16946671","LOC_Os08g27824",2,5,5,0,0,0,3,0,0,0,0,0
"1181","Chr8-18103293","LOC_Os08g29530",257,265,186,86,73,60,74,71,82,129,119,116
"1182","Chr8-18108092","LOC_Os08g29530",3,3,2,0,0,0,2,0,2,0,0,0
"1183","Chr8+19207763","LOC_Os08g31090",81,88,56,2,2,2,0,1,0,19,18,21
"1184","Chr8+19208087","LOC_Os08g31090",9,6,4,0,1,1,0,0,0,0,0,1
"1185","Chr8+19548979","LOC_Os08g31580",445,381,388,87,77,102,161,231,280,124,128,105
"1186","Chr8+19547661","LOC_Os08g31580",15,33,24,0,2,0,0,0,0,4,3,3
"1187","Chr8+19698137","LOC_Os08g31769",42,19,13,8,11,17,8,7,8,18,16,16
"1188","Chr8+19693840","LOC_Os08g31769",0,25,4,3,2,3,4,3,3,7,6,7
"1189","Chr8+20565942","LOC_Os08g33082",4,4,1,1,0,0,0,1,0,0,0,0
"1190","Chr8+20566194","LOC_Os08g33082",23,18,28,22,23,27,41,40,39,20,23,19
"1191","Chr8+20560447","LOC_Os08g33082",1,1,0,1,0,1,0,1,0,1,1,2
"1192","Chr8-22219629","LOC_Os08g35220",0,5,0,0,0,0,0,0,0,1,2,0
"1193","Chr8-22220044","LOC_Os08g35220",24,19,19,14,13,34,62,43,44,26,25,28
"1194","Chr8-22219953","LOC_Os08g35220",5,0,2,1,2,2,11,3,4,4,6,0
"1195","Chr8-23219154","LOC_Os08g36774",117,133,145,58,59,52,105,105,106,75,80,79
"1196","Chr8-23218888","LOC_Os08g36774",0,0,0,3,2,4,0,0,0,2,1,2
"1197","Chr8-23229774","LOC_Os08g36774",0,0,0,0,1,0,1,0,0,2,2,2
"1198","Chr8-23229595","LOC_Os08g36774",23,5,5,0,0,0,0,0,0,0,0,0
"1199","Chr8+23717394","LOC_Os08g37432",80,91,79,30,34,31,96,88,39,41,58,50
"1200","Chr8+23717490","LOC_Os08g37432",0,0,0,0,0,0,0,2,3,1,0,1
"1201","Chr8+23714230","LOC_Os08g37432",15,22,10,4,4,4,4,2,4,11,10,11
"1202","Chr8+24499077","LOC_Os08g38740",36,19,22,0,0,0,0,2,1,0,0,0
"1203","Chr8+24498123","LOC_Os08g38740",0,2,2,0,0,0,0,0,0,0,0,0
"1204","Chr8+24498068","LOC_Os08g38740",1,1,2,0,0,0,0,0,0,0,0,0
"1205","Chr8+24713013","LOC_Os08g39120",0,0,0,0,0,0,1,1,1,0,0,0
"1206","Chr8+24715539","LOC_Os08g39120",6,11,11,22,17,23,7,7,7,12,12,10
"1207","Chr8+24715695","LOC_Os08g39120",3,5,0,1,0,0,0,0,0,4,5,6
"1208","Chr8+24715432","LOC_Os08g39120",3,3,2,0,0,0,0,0,0,4,2,1
"1209","Chr8+25940341","LOC_Os08g41010",0,0,0,0,0,0,1,4,1,2,2,1
"1210","Chr8+25942290","LOC_Os08g41010",276,253,265,23,16,23,36,47,37,15,15,15
"1211","Chr8+25940856","LOC_Os08g41010",0,0,1,13,2,2,2,2,1,4,13,9
"1212","Chr8+25940715","LOC_Os08g41010",14,23,21,25,57,42,48,48,30,78,52,53
"1213","Chr8+25942446","LOC_Os08g41010",41,20,49,3,0,1,9,11,9,1,1,1
"1214","Chr8-26165335","LOC_Os08g41440",0,0,0,1,0,0,0,0,0,0,0,0
"1215","Chr8-26165429","LOC_Os08g41440",0,0,0,4,6,7,0,3,0,2,2,1
"1216","Chr8-26165225","LOC_Os08g41440",0,0,0,17,20,21,3,5,4,2,11,2
"1217","Chr8-26165067","LOC_Os08g41440",16,0,4,62,30,49,23,14,13,13,16,14
"1218","Chr8-26842165","LOC_Os08g42470",2,0,2,0,0,0,1,1,1,0,0,0
"1219","Chr8-26841065","LOC_Os08g42470",0,0,0,42,33,20,0,0,0,0,1,0
"1220","Chr8+28019336","LOC_Os08g44560",4,4,27,2,3,6,0,0,1,2,1,2
"1221","Chr8+28019959","LOC_Os08g44560",2,20,27,0,0,2,7,4,3,0,6,5
"1222","Chr8+28019221","LOC_Os08g44560",4,2,1,9,9,14,1,1,0,1,2,4
"1223","Chr8+28020252","LOC_Os08g44560",31,34,22,14,12,14,23,27,28,6,8,8
"1224","Chr8+28345550","LOC_Os08g45140",13,35,21,163,130,175,68,87,109,52,45,44
"1225","Chr8+28345480","LOC_Os08g45140",12,16,18,5,4,5,5,4,5,0,0,0
"1226","Chr9-3494968","LOC_Os09g07154",0,0,0,6,10,0,0,0,0,0,0,0
"1227","Chr9-3494310","LOC_Os09g07154",0,0,0,6,12,11,0,0,0,0,0,0
"1228","Chr9-3493970","LOC_Os09g07154",0,0,0,0,0,0,0,0,0,0,0,0
"1229","Chr9-4201088","LOC_Os09g08130",1,1,2,3,0,4,4,10,5,0,0,0
"1230","Chr9-4201179","LOC_Os09g08130",0,0,0,0,0,0,1,0,1,0,0,0
"1231","Chr9-4200791","LOC_Os09g08130",1,7,0,1,1,3,1,2,2,2,2,1
"1232","Chr9-4502975","LOC_Os09g08620",29,9,24,3,13,5,17,11,19,1,0,2
"1233","Chr9-4504354","LOC_Os09g08620",1,5,3,3,2,2,2,1,2,0,1,3
"1234","Chr9-5838299","LOC_Os09g10710",10,30,20,17,14,15,10,14,12,35,24,30
"1235","Chr9-5837818","LOC_Os09g10710",102,137,152,52,76,23,126,139,139,52,40,33
"1236","Chr9-9970573","LOC_Os09g16330",179,183,164,80,68,80,142,141,164,123,125,129
"1237","Chr9-9976956","LOC_Os09g16330",0,0,0,0,0,0,0,0,0,0,0,0
"1238","Chr9-9978437","LOC_Os09g16330",1,1,0,0,0,0,0,0,0,0,0,0
"1239","Chr9+11815225","LOC_Os09g19734",0,0,0,1,1,1,1,3,1,2,1,0
"1240","Chr9+11808918","LOC_Os09g19734",98,116,99,621,626,609,303,296,300,1033,1109,1060
"1241","Chr9+11815322","LOC_Os09g19734",0,3,1,25,51,53,31,15,27,9,9,8
"1242","Chr9-11913911","LOC_Os09g19910",8,5,7,0,0,0,1,0,1,3,0,1
"1243","Chr9-11913665","LOC_Os09g19910",55,60,47,72,84,82,27,22,16,62,63,60
"1244","Chr9-11920887","LOC_Os09g19930",2,2,2,98,82,115,0,0,0,1,0,1
"1245","Chr9-11920518","LOC_Os09g19930",2,0,2,23,39,26,0,0,0,0,0,0
"1246","Chr9-12289976","LOC_Os09g20430",17,12,3,16,16,9,17,17,12,7,11,17
"1247","Chr9-12290869","LOC_Os09g20430",8,7,8,0,0,2,0,0,0,6,4,1
"1248","Chr9-13141232","LOC_Os09g21689",5,3,2,2,1,1,5,7,3,0,0,2
"1249","Chr9-13143923","LOC_Os09g21689",1,0,1,0,0,0,1,0,0,0,0,0
"1250","Chr9-13140575","LOC_Os09g21689",28,11,17,23,23,29,36,36,36,30,33,25
"1251","Chr9-13144064","LOC_Os09g21689",3,1,1,1,4,6,1,0,4,0,0,0
"1252","Chr9-13141141","LOC_Os09g21689",5,3,0,0,0,0,0,1,1,0,1,1
"1253","Chr9-13140981","LOC_Os09g21689",6,0,9,1,0,1,0,5,2,1,1,1
"1254","Chr9-13146026","LOC_Os09g21689",2,0,2,5,6,8,20,23,20,4,7,4
"1255","Chr9-15450591","LOC_Os09g25784",0,0,4,6,6,7,10,11,10,0,0,0
"1256","Chr9-15454658","LOC_Os09g25784",1,2,1,1,0,0,0,1,1,1,1,1
"1257","Chr9-15451257","LOC_Os09g25784",1,1,2,0,0,0,0,0,0,1,1,0
"1258","Chr9-15546421","LOC_Os09g25900",39,0,17,52,51,53,5,6,6,46,42,45
"1259","Chr9-15546294","LOC_Os09g25900",0,0,1,7,8,7,1,1,2,3,4,4
"1260","Chr9-15628806","LOC_Os09g26004",0,0,0,0,1,1,0,0,1,0,0,1
"1261","Chr9-15628473","LOC_Os09g26004",2,4,1,5,1,3,0,1,1,0,0,1
"1262","Chr9-15628352","LOC_Os09g26004",0,0,0,7,9,13,5,7,6,7,5,4
"1263","Chr9-15628978","LOC_Os09g26004",19,15,6,14,6,15,4,8,7,6,11,10
"1264","Chr9-15629125","LOC_Os09g26004",3,2,0,3,3,3,2,3,3,1,1,1
"1265","Chr9-15630611","LOC_Os09g26004",0,0,2,3,0,5,2,1,2,0,0,0
"1266","Chr9-15781288","LOC_Os09g26180",0,0,0,3,1,4,0,1,1,1,2,1
"1267","Chr9-15781451","LOC_Os09g26180",202,176,235,47,69,49,203,261,275,60,56,61
"1268","Chr9+17395623","LOC_Os09g28590",9,7,18,44,40,44,65,66,65,35,31,32
"1269","Chr9+17395381","LOC_Os09g28590",24,19,53,17,16,15,32,29,34,8,8,6
"1270","Chr9+17395098","LOC_Os09g28590",15,14,26,6,11,12,8,4,6,2,2,2
"1271","Chr9+17428694","LOC_Os09g28660",0,0,0,1,0,2,0,0,0,2,2,2
"1272","Chr9+17428559","LOC_Os09g28660",10,7,5,19,9,14,2,2,1,13,21,29
"1273","Chr9-17607432","LOC_Os09g28940",0,0,0,0,0,2,0,1,0,1,1,0
"1274","Chr9-17600449","LOC_Os09g28940",0,0,0,1,0,0,2,3,2,0,0,0
"1275","Chr9-17600326","LOC_Os09g28940",10,34,14,13,11,12,16,13,18,1,1,1
"1276","Chr9+17880364","LOC_Os09g29420",56,45,32,7,6,0,5,6,6,8,5,6
"1277","Chr9+17880146","LOC_Os09g29420",23,10,13,9,16,11,24,18,17,30,25,37
"1278","Chr9+17984032","LOC_Os09g29570",0,0,0,0,0,0,0,0,0,0,1,0
"1279","Chr9+17982120","LOC_Os09g29570",0,0,0,3,1,2,5,7,5,0,0,0
"1280","Chr9-18178320","LOC_Os09g29890",3,15,0,0,3,4,0,0,0,6,5,5
"1281","Chr9-18174323","LOC_Os09g29890",0,0,0,0,1,1,1,1,2,1,1,2
"1282","Chr9-18178215","LOC_Os09g29890",7,14,8,0,0,0,0,0,0,3,1,0
"1283","Chr9-18177979","LOC_Os09g29890",8,18,22,0,1,0,0,0,0,1,2,1
"1284","Chr9-18178830","LOC_Os09g29890",1,2,2,1,1,0,0,0,0,1,1,1
"1285","Chr9-18174554","LOC_Os09g29890",49,67,79,81,82,75,13,30,49,96,137,124
"1286","Chr9+18470333","LOC_Os09g30340",129,301,133,20556,20356,22866,21654,22695,22065,440,452,454
"1287","Chr9+18470277","LOC_Os09g30340",0,0,0,20,11,17,19,11,17,1,1,1
"1288","Chr9-18982597","LOC_Os09g31478",9,9,4,0,0,0,0,0,0,0,0,0
"1289","Chr9-18979687","LOC_Os09g31478",0,1,1,0,0,0,0,0,0,0,0,0
"1290","Chr9-18978985","LOC_Os09g31478",5,3,17,0,0,1,0,0,0,2,1,2
"1291","Chr9-18979838","LOC_Os09g31478",10,8,5,0,0,0,0,0,0,0,0,0
"1292","Chr9-18981220","LOC_Os09g31478",10,16,7,0,0,0,0,0,0,0,0,0
"1293","Chr9-18978152","LOC_Os09g31478",108,89,93,8,3,5,11,30,4,17,19,22
"1294","Chr9-18980205","LOC_Os09g31478",18,34,55,0,0,0,0,0,0,0,0,0
"1295","Chr9+19575257","LOC_Os09g32820",0,0,0,0,0,0,0,0,0,0,0,0
"1296","Chr9+19575608","LOC_Os09g32820",21,20,15,60,69,57,113,103,121,54,90,80
"1297","Chr9+19575330","LOC_Os09g32820",4,0,13,0,0,0,2,1,3,0,0,0
"1298","Chr9+19575435","LOC_Os09g32820",103,36,58,57,72,68,159,160,168,43,64,43
"1299","Chr9-20157729","LOC_Os09g34150",0,0,0,10,10,9,32,42,57,5,5,5
"1300","Chr9-20157428","LOC_Os09g34150",1,0,1,0,0,0,0,0,0,1,0,0
"1301","Chr9-20157883","LOC_Os09g34150",0,0,0,1,1,1,1,2,1,0,1,1
"1302","Chr9-20741346","LOC_Os09g35990",0,0,0,0,0,1,6,6,8,0,1,0
"1303","Chr9-20737046","LOC_Os09g35990",0,0,0,40,42,36,22,23,25,4,3,4
"1304","Chr9-20737114","LOC_Os09g35990",0,0,0,31,27,30,20,17,16,6,0,0
"1305","Chr9-20738731","LOC_Os09g35990",1,0,4,0,1,0,7,6,5,1,1,1
"1306","Chr9+20768215","LOC_Os09g36060",0,0,0,2,0,1,0,0,0,1,0,1
"1307","Chr9+20766606","LOC_Os09g36060",3,1,2,14,0,7,0,0,0,1,1,1
"1308","Chr9+21668197","LOC_Os09g37590",54,36,44,22,4,12,25,29,25,7,5,5
"1309","Chr9+21674236","LOC_Os09g37590",8,7,18,0,0,7,1,0,2,1,1,1
"1310","Chr9+21669672","LOC_Os09g37590",29,43,37,5,0,3,4,9,8,3,2,0
"1311","Chr9+21674381","LOC_Os09g37590",3,8,15,0,0,0,0,0,0,1,1,1
"1312","Chr10-1010532","LOC_Os10g02630",7,9,14,0,0,0,1,1,0,0,1,0
"1313","Chr10-1010250","LOC_Os10g02630",2,2,9,0,0,0,0,0,0,0,0,0
"1314","Chr10-1007664","LOC_Os10g02630",630,521,607,339,294,346,747,715,676,253,269,244
"1315","Chr10-1007989","LOC_Os10g02630",2,3,4,0,0,0,0,0,0,0,0,0
"1316","Chr10-1007585","LOC_Os10g02630",0,0,0,2,3,5,7,7,5,2,2,2
"1317","Chr10-1656947","LOC_Os10g03690",1,4,6,5,6,6,7,5,4,0,2,2
"1318","Chr10-1656775","LOC_Os10g03690",3,3,2,17,18,16,14,15,17,8,7,10
"1319","Chr10+1859884","LOC_Os10g04050",2,2,0,3,8,12,18,16,11,0,5,2
"1320","Chr10+1860706","LOC_Os10g04050",4,3,4,28,33,25,82,83,80,3,2,3
"1321","Chr10+1861986","LOC_Os10g04050",1,6,2,1,1,0,0,1,0,0,0,0
"1322","Chr10-5595770","LOC_Os10g10190",17,13,13,11,14,18,18,22,20,33,13,23
"1323","Chr10-5595951","LOC_Os10g10190",5,9,2,0,0,0,1,0,0,0,0,0
"1324","Chr10-6080392","LOC_Os10g10990",61,45,54,0,4,0,5,6,5,5,3,1
"1325","Chr10-6084404","LOC_Os10g10990",0,0,0,0,1,0,0,0,0,0,1,3
"1326","Chr10-6080043","LOC_Os10g10990",37,59,29,5,19,10,9,11,7,9,5,19
"1327","Chr10+7441146","LOC_Os10g13694",0,0,0,5,7,5,10,5,2,2,0,1
"1328","Chr10+7435564","LOC_Os10g13694",1,3,2,1,3,0,1,1,1,1,1,1
"1329","Chr10+7442296","LOC_Os10g13694",0,0,0,5,0,2,2,3,2,2,0,2
"1330","Chr10+7442172","LOC_Os10g13694",12,48,22,43,44,42,52,67,61,22,21,8
"1331","Chr10+7441925","LOC_Os10g13694",0,0,0,0,0,0,0,0,0,0,0,0
"1332","Chr10+7441823","LOC_Os10g13694",1,1,1,7,11,8,9,9,4,8,7,6
"1333","Chr10+7435674","LOC_Os10g13694",4,0,0,0,0,0,0,0,0,2,2,2
"1334","Chr10+7689791","LOC_Os10g14180",25,31,27,0,2,3,7,7,8,2,2,2
"1335","Chr10+7689694","LOC_Os10g14180",13,20,18,3,6,4,17,18,14,4,5,1
"1336","Chr10+7694616","LOC_Os10g14180",5,2,3,12,17,10,13,7,15,2,2,2
"1337","Chr10+7694459","LOC_Os10g14180",1,0,1,14,14,13,14,15,11,0,3,2
"1338","Chr10+7690935","LOC_Os10g14180",0,0,1,0,0,1,0,1,0,0,0,0
"1339","Chr10+7690851","LOC_Os10g14180",3,4,2,1,1,1,3,3,5,0,0,0
"1340","Chr10+8827894","LOC_Os10g17489",6,4,6,0,0,0,0,0,0,0,0,1
"1341","Chr10+8827750","LOC_Os10g17489",11,5,9,0,0,0,0,0,0,4,4,6
"1342","Chr10+8827695","LOC_Os10g17489",72,84,55,23,30,22,11,10,13,71,86,72
"1343","Chr10+8826518","LOC_Os10g17489",5,0,5,0,0,1,0,0,0,0,0,0
"1344","Chr10+9760570","LOC_Os10g19160",96,61,78,0,0,0,0,0,0,4,4,3
"1345","Chr10+9760105","LOC_Os10g19160",2,0,2,1,3,0,0,1,0,1,0,1
"1346","Chr10-10216070","LOC_Os10g20310",9,7,8,28,30,28,81,85,72,20,19,15
"1347","Chr10-10216272","LOC_Os10g20310",0,4,6,1,0,0,1,1,2,0,0,0
"1348","Chr10-10217555","LOC_Os10g20310",5,3,3,3,0,1,1,1,1,0,0,0
"1349","Chr10+10939619","LOC_Os10g21360",0,0,0,6,6,5,4,5,5,2,6,5
"1350","Chr10+10939127","LOC_Os10g21360",5,4,17,19,12,1,2,5,3,4,11,5
"1351","Chr10-12113419","LOC_Os10g23220",0,0,0,0,0,2,1,1,1,1,3,2
"1352","Chr10-12113671","LOC_Os10g23220",79,87,93,164,164,170,138,157,158,187,159,190
"1353","Chr10-14434210","LOC_Os10g27350",16,10,23,1,1,0,1,2,1,6,6,1
"1354","Chr10-14433996","LOC_Os10g27350",4,5,8,1,1,1,2,0,0,2,0,4
"1355","Chr10-14433939","LOC_Os10g27350",6,7,12,0,1,1,3,2,3,8,3,4
"1356","Chr10-14434091","LOC_Os10g27350",0,0,0,0,0,0,0,0,0,0,0,0
"1357","Chr10+14735849","LOC_Os10g28320",8,5,4,1,0,0,0,0,0,1,0,0
"1358","Chr10+14736607","LOC_Os10g28320",0,1,0,26,32,23,15,14,15,24,35,40
"1359","Chr10-15806659","LOC_Os10g30410",0,0,0,0,0,0,2,3,1,7,5,6
"1360","Chr10-15808091","LOC_Os10g30410",0,0,0,0,0,0,0,0,0,0,0,0
"1361","Chr10+16185233","LOC_Os10g31000",1,5,3,0,1,0,6,5,5,5,3,3
"1362","Chr10+16184930","LOC_Os10g31000",654,598,656,285,262,284,242,254,256,442,426,406
"1363","Chr10+16185132","LOC_Os10g31000",5,23,9,0,0,0,0,0,0,0,0,0
"1364","Chr10-17365233","LOC_Os10g33140",0,0,0,1,1,1,6,5,5,0,0,0
"1365","Chr10-17365058","LOC_Os10g33140",0,0,0,9,21,4,47,58,52,5,6,5
"1366","Chr10-18852127","LOC_Os10g35280",1,1,0,5,3,6,3,1,1,6,3,8
"1367","Chr10-18852306","LOC_Os10g35280",37,41,33,32,33,33,35,39,38,65,65,71
"1368","Chr10-20398744","LOC_Os10g38090",0,0,0,0,0,0,1,1,1,12,5,5
"1369","Chr10-20394794","LOC_Os10g38090",1,2,0,7,8,9,2,1,6,182,174,194
"1370","Chr10-20398654","LOC_Os10g38090",0,0,0,0,1,0,1,2,1,2,4,5
"1371","Chr10-20394583","LOC_Os10g38090",0,0,0,0,0,0,2,0,2,6,6,7
"1372","Chr10+21297464","LOC_Os10g39780",49,60,71,67,50,61,42,27,39,93,40,28
"1373","Chr10+21296001","LOC_Os10g39780",0,0,4,0,0,0,0,0,0,0,0,0
"1374","Chr10+21297186","LOC_Os10g39780",1,1,3,0,0,0,0,0,0,0,3,2
"1375","Chr10+21296057","LOC_Os10g39780",1,0,3,2,0,0,0,0,0,0,0,0
"1376","Chr10+21419826","LOC_Os10g39980",1,0,0,0,0,0,1,1,2,199,254,240
"1377","Chr10+21418944","LOC_Os10g39980",0,0,0,1,1,1,3,4,3,2,1,0
"1378","Chr10+21419454","LOC_Os10g39980",0,1,1,0,0,0,0,0,0,6,11,11
"1379","Chr10-22128462","LOC_Os10g41200",164,133,129,92,104,89,537,329,668,47,52,54
"1380","Chr10-22128231","LOC_Os10g41200",0,0,0,1,0,1,5,4,11,1,0,0
"1381","Chr10+22277853","LOC_Os10g41440",201,233,228,96,74,72,69,63,67,72,67,61
"1382","Chr10+22277999","LOC_Os10g41440",45,45,39,12,43,36,37,69,37,38,37,50
"1383","Chr10-22777648","LOC_Os10g42299",14,16,43,29,19,26,4,4,4,99,99,98
"1384","Chr10-22774960","LOC_Os10g42299",5,12,4,346,342,344,1439,974,883,47,45,42
"1385","Chr10-22777387","LOC_Os10g42299",12,3,16,9,7,3,3,4,0,36,28,36
"1386","Chr10-22777155","LOC_Os10g42299",36,17,35,4,4,6,1,0,1,43,53,25
"1387","Chr10+22935980","LOC_Os10g42520",0,2,0,15,18,11,0,1,0,4,4,4
"1388","Chr10+22935741","LOC_Os10g42520",4,2,3,33,17,23,6,3,6,2,3,6
"1389","Chr10-23037176","LOC_Os10g42710",0,0,0,0,4,3,0,0,0,0,4,2
"1390","Chr10-23035366","LOC_Os10g42710",313,210,243,468,483,488,953,899,859,447,454,443
"1391","Chr10-23037915","LOC_Os10g42710",5,1,3,0,0,0,0,0,0,0,0,1
"1392","Chr11-304779","LOC_Os11g01530",8,13,2,0,1,0,49,65,76,2,2,2
"1393","Chr11-305061","LOC_Os11g01530",62,69,75,99,77,88,738,768,757,26,24,20
"1394","Chr11-306384","LOC_Os11g01530",0,0,0,2,3,1,0,0,0,0,0,0
"1395","Chr11-605820","LOC_Os11g02180",8,7,6,0,0,0,0,0,0,0,0,0
"1396","Chr11-602761","LOC_Os11g02180",0,0,0,0,0,1,2,0,0,0,0,0
"1397","Chr11-947702","LOC_Os11g02830",1,1,0,0,0,0,0,0,0,0,0,0
"1398","Chr11-947562","LOC_Os11g02830",1,6,1,4,2,3,0,0,0,2,2,3
"1399","Chr11+2237175","LOC_Os11g05100",8,4,4,1,4,1,2,1,0,2,4,2
"1400","Chr11+2239027","LOC_Os11g05100",61,89,66,57,56,77,16,21,37,63,36,69
"1401","Chr11+2239156","LOC_Os11g05100",0,1,1,0,2,0,0,0,0,0,0,0
"1402","Chr11+2238761","LOC_Os11g05100",15,6,8,2,3,2,0,0,0,3,2,3
"1403","Chr11-2748523","LOC_Os11g05870",8,5,8,7,6,4,5,1,7,9,9,16
"1404","Chr11-2746377","LOC_Os11g05870",29,21,18,61,70,62,25,25,22,56,54,57
"1405","Chr11-2748250","LOC_Os11g05870",0,0,0,0,0,1,0,0,0,2,1,0
"1406","Chr11+3338754","LOC_Os11g06810",4,0,6,4,1,5,1,3,4,3,2,4
"1407","Chr11+3338926","LOC_Os11g06810",2,2,3,6,7,6,9,9,8,16,11,16
"1408","Chr11+3339029","LOC_Os11g06810",2,3,2,3,4,2,4,3,2,3,2,3
"1409","Chr11+4091045","LOC_Os11g07912",2,5,1,0,0,0,0,0,0,0,0,0
"1410","Chr11+4090550","LOC_Os11g07912",6,6,5,21,21,18,0,0,0,55,65,65
"1411","Chr11-4866489","LOC_Os11g09140",9,3,4,112,99,98,102,102,99,78,77,78
"1412","Chr11-4866685","LOC_Os11g09140",0,0,0,0,0,0,0,0,0,0,0,0
"1413","Chr11-6204078","LOC_Os11g11210",0,0,0,0,0,0,0,0,0,0,0,0
"1414","Chr11-6202357","LOC_Os11g11210",1,3,2,0,0,1,0,1,0,1,1,1
"1415","Chr11-6204643","LOC_Os11g11210",14,20,7,0,0,0,0,1,0,1,2,0
"1416","Chr11-6204288","LOC_Os11g11210",0,1,1,0,0,0,2,1,0,2,3,1
"1417","Chr11-6201124","LOC_Os11g11210",0,0,0,32,27,25,31,31,28,3,1,3
"1418","Chr11-6201292","LOC_Os11g11210",4,11,7,20,22,21,42,50,36,3,0,4
"1419","Chr11-8169430","LOC_Os11g14544",1,0,0,0,0,0,0,1,0,1,1,2
"1420","Chr11-8169613","LOC_Os11g14544",2,1,1,0,0,0,4,4,1,1,2,3
"1421","Chr11-8163386","LOC_Os11g14544",301,309,289,160,145,142,797,801,799,125,175,155
"1422","Chr11-8165977","LOC_Os11g14544",4,7,1,0,0,0,2,0,1,0,0,0
"1423","Chr11-8163269","LOC_Os11g14544",1,1,0,6,1,1,5,4,2,0,0,0
"1424","Chr11+9810447","LOC_Os11g17600",0,6,1,1,1,0,1,1,1,1,0,0
"1425","Chr11+9810290","LOC_Os11g17600",0,0,0,0,0,0,1,0,0,0,0,0
"1426","Chr11+9810001","LOC_Os11g17600",3,4,0,7,5,6,1,0,0,4,3,5
"1427","Chr11+9806650","LOC_Os11g17600",2,2,2,1,1,1,3,0,3,0,1,0
"1428","Chr11+9809923","LOC_Os11g17600",0,0,0,1,0,0,0,0,0,0,0,0
"1429","Chr11+11411296","LOC_Os11g19800",0,0,1,11,10,7,10,8,3,4,18,9
"1430","Chr11+11411169","LOC_Os11g19800",10,18,29,23,31,33,31,35,34,21,20,15
"1431","Chr11+15462352","LOC_Os11g26910",888,1008,866,1026,1017,1025,1163,1317,1170,1050,1163,1338
"1432","Chr11+15460358","LOC_Os11g26910",11,8,6,1,3,0,1,3,0,5,3,4
"1433","Chr11+15668262","LOC_Os11g27240",0,0,0,2,2,5,0,0,0,2,0,2
"1434","Chr11+15669323","LOC_Os11g27240",0,0,0,5,3,1,0,0,0,0,0,0
"1435","Chr11+15669104","LOC_Os11g27240",0,0,0,0,0,2,0,0,0,0,0,0
"1436","Chr11+17725679","LOC_Os11g30484",8,12,2,0,0,0,0,0,0,0,0,0
"1437","Chr11+17725443","LOC_Os11g30484",42,43,60,16,12,21,53,38,38,19,17,17
"1438","Chr11-19533690","LOC_Os11g33050",41,74,35,5,7,2,3,3,1,7,9,11
"1439","Chr11-19533619","LOC_Os11g33050",18,36,5,8,6,7,2,8,11,8,10,22
"1440","Chr11-19956771","LOC_Os11g34110",1,1,3,104,132,82,135,134,110,2,14,13
"1441","Chr11-19961262","LOC_Os11g34110",0,0,0,1,1,0,2,0,0,0,0,0
"1442","Chr11-20030035","LOC_Os11g34210",0,0,0,5,3,7,5,2,2,0,0,0
"1443","Chr11-20029922","LOC_Os11g34210",13,13,6,200,196,190,69,67,68,45,33,38
"1444","Chr11+23217430","LOC_Os11g38990",0,4,8,62,68,54,53,64,76,79,84,100
"1445","Chr11+23215966","LOC_Os11g38990",5,1,5,1,1,2,0,0,1,0,0,0
"1446","Chr11-26553199","LOC_Os11g43970",77,130,103,0,1,0,5,8,6,3,2,1
"1447","Chr11-26563294","LOC_Os11g43970",3,4,4,3,5,5,4,2,1,4,5,3
"1448","Chr11-26553039","LOC_Os11g43970",234,191,379,119,128,113,230,206,188,142,96,140
"1449","Chr12-954490","LOC_Os12g02720",0,1,0,0,1,3,8,9,8,4,2,1
"1450","Chr12-954320","LOC_Os12g02720",0,0,0,0,0,0,0,0,0,0,0,1
"1451","Chr12+1807491","LOC_Os12g04260",8,8,8,50,35,30,19,21,21,3,3,6
"1452","Chr12+1807390","LOC_Os12g04260",5,2,1,1,0,0,1,0,0,1,0,0
"1453","Chr12-2012887","LOC_Os12g04740",20,17,37,12,9,18,6,6,2,29,27,26
"1454","Chr12-2013584","LOC_Os12g04740",0,0,0,0,0,0,0,0,0,0,1,1
"1455","Chr12-2012992","LOC_Os12g04740",22,31,41,13,11,12,6,12,7,21,23,25
"1456","Chr12-2215942","LOC_Os12g05050",650,559,640,698,629,755,1053,1260,1162,732,918,745
"1457","Chr12-2215820","LOC_Os12g05050",8,29,4,0,0,0,0,1,1,3,1,3
"1458","Chr12+3283204","LOC_Os12g06740",46,49,19,12,15,10,46,52,57,7,8,5
"1459","Chr12+3283410","LOC_Os12g06740",0,4,22,1,4,0,8,1,5,1,1,3
"1460","Chr12+3282349","LOC_Os12g06740",22,13,19,49,50,18,57,49,57,13,26,11
"1461","Chr12+3282174","LOC_Os12g06740",2,10,15,1,1,1,2,3,1,1,1,1
"1462","Chr12+3283710","LOC_Os12g06740",17,14,14,1,1,1,2,3,0,0,0,0
"1463","Chr12+3749505","LOC_Os12g07530",0,0,0,2,0,1,2,2,0,2,1,2
