chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,stem_60days1,stem_60days2,stem_60days3,husk1,husk2,husk3,embryo1,embryo2,embryo3
Chr9-15546294,LOC_Os09g25900,0,0,0,1,0,0,2,3,2,0,0,0
Chr9-15628806,LOC_Os09g26004,0,0,0,0,0,0,0,1,1,0,0,0
Chr9-15628473,LOC_Os09g26004,10,8,1,3,3,1,1,0,5,12,13,12
Chr9-15628352,LOC_Os09g26004,0,3,3,12,14,15,16,6,10,1,0,2
Chr9-15628978,LOC_Os09g26004,5,18,10,6,7,7,16,14,13,18,11,12
Chr9-15629125,LOC_Os09g26004,1,0,1,2,1,3,3,3,2,4,6,5
Chr9-15630611,LOC_Os09g26004,1,0,1,15,4,8,6,6,5,1,2,2
Chr9-15781288,LOC_Os09g26180,0,0,0,1,0,1,0,0,1,0,0,0
Chr9-15781451,LOC_Os09g26180,94,99,121,235,127,159,85,96,87,267,272,267
Chr9+17395623,LOC_Os09g28590,22,20,20,60,66,61,63,68,67,25,18,24
Chr9+17395381,LOC_Os09g28590,8,17,6,40,31,16,11,11,10,24,20,20
Chr9+17395098,LOC_Os09g28590,8,9,6,15,11,12,6,5,14,31,33,28
Chr9+17428694,LOC_Os09g28660,0,0,0,0,0,0,1,1,1,0,0,0
Chr9+17428559,LOC_Os09g28660,3,5,3,3,6,8,4,8,3,3,2,4
Chr9-17607432,LOC_Os09g28940,0,0,0,0,0,0,1,1,0,0,0,0
Chr9-17600449,LOC_Os09g28940,0,1,4,0,0,1,3,6,2,0,0,1
Chr9-17600326,LOC_Os09g28940,20,22,23,10,13,15,15,28,25,18,18,25
Chr9+17880364,LOC_Os09g29420,28,72,58,6,5,2,13,14,10,12,16,18
Chr9+17880146,LOC_Os09g29420,51,68,53,13,25,21,18,16,19,78,82,82
Chr9+17984032,LOC_Os09g29570,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+17982120,LOC_Os09g29570,0,0,0,0,3,0,0,1,4,0,0,0
Chr9-18178320,LOC_Os09g29890,4,10,8,0,0,0,5,5,5,11,17,11
Chr9-18174323,LOC_Os09g29890,0,0,0,1,1,1,0,11,4,3,2,2
Chr9-18178215,LOC_Os09g29890,1,2,0,0,0,0,0,0,0,1,1,1
Chr9-18177979,LOC_Os09g29890,3,1,0,0,0,0,0,1,1,5,3,2
Chr9-18178830,LOC_Os09g29890,0,0,0,0,2,0,0,0,0,0,0,0
Chr9-18174554,LOC_Os09g29890,171,112,155,59,69,62,167,248,195,310,302,317
Chr9+18470333,LOC_Os09g30340,7,7,6,4028,4405,4455,3343,3173,3041,15,9,19
Chr9+18470277,LOC_Os09g30340,0,0,0,8,5,6,5,4,3,2,1,0
Chr9-18982597,LOC_Os09g31478,11,6,27,0,3,2,0,0,0,0,3,12
Chr9-18979687,LOC_Os09g31478,2,0,2,0,0,0,0,0,0,1,4,4
Chr9-18978985,LOC_Os09g31478,11,7,2,4,3,6,0,0,1,2,2,10
Chr9-18979838,LOC_Os09g31478,5,6,0,0,0,0,0,0,0,6,2,4
Chr9-18981220,LOC_Os09g31478,41,23,20,1,3,0,0,1,0,0,2,0
Chr9-18978152,LOC_Os09g31478,112,35,49,227,243,249,62,22,33,41,36,36
Chr9-18980205,LOC_Os09g31478,17,37,20,0,0,0,0,0,0,10,9,15
Chr9+19575257,LOC_Os09g32820,0,0,0,0,0,0,0,0,0,0,0,0
Chr9+19575608,LOC_Os09g32820,21,20,19,71,86,54,68,76,73,12,14,13
Chr9+19575330,LOC_Os09g32820,8,2,10,0,0,0,0,0,0,4,1,5
Chr9+19575435,LOC_Os09g32820,90,74,85,63,67,66,83,85,85,68,66,98
Chr9-20157729,LOC_Os09g34150,3,2,3,7,20,10,19,17,13,0,0,0
Chr9-20157428,LOC_Os09g34150,0,0,0,0,0,0,0,0,0,0,0,0
Chr9-20157883,LOC_Os09g34150,0,0,0,1,3,0,2,0,2,0,0,0
Chr9-20741346,LOC_Os09g35990,0,1,0,0,8,7,2,2,1,0,0,0
Chr9-20737046,LOC_Os09g35990,2,2,8,4,11,2,12,7,5,0,0,2
Chr9-20737114,LOC_Os09g35990,8,4,3,6,3,7,7,0,9,4,3,2
Chr9-20738731,LOC_Os09g35990,2,15,6,3,5,11,3,1,2,3,3,3
Chr9+20768215,LOC_Os09g36060,0,0,0,0,0,0,6,5,2,0,0,0
Chr9+20766606,LOC_Os09g36060,1,0,0,0,0,2,1,1,0,0,0,0
Chr9+21668197,LOC_Os09g37590,29,28,29,6,3,5,2,8,5,32,32,32
Chr9+21674236,LOC_Os09g37590,7,0,8,0,0,0,2,7,3,10,6,4
Chr9+21669672,LOC_Os09g37590,11,19,18,2,1,1,1,1,0,8,6,8
Chr9+21674381,LOC_Os09g37590,1,1,1,0,0,0,4,2,1,0,0,0
Chr10-1010532,LOC_Os10g02630,6,9,12,0,0,0,0,0,0,5,8,3
Chr10-1010250,LOC_Os10g02630,1,8,10,0,0,1,0,0,0,1,2,4
Chr10-1007664,LOC_Os10g02630,772,503,647,654,647,660,327,317,323,617,661,662
Chr10-1007989,LOC_Os10g02630,1,0,1,0,0,2,0,0,0,0,0,0
Chr10-1007585,LOC_Os10g02630,2,4,8,4,4,4,1,0,1,0,0,1
Chr10-1656947,LOC_Os10g03690,6,1,2,4,5,8,5,6,3,2,1,4
Chr10-1656775,LOC_Os10g03690,4,2,5,21,28,26,29,29,30,6,4,4
Chr10+1859884,LOC_Os10g04050,2,0,1,10,9,9,6,4,5,0,1,0
Chr10+1860706,LOC_Os10g04050,0,12,5,42,43,49,28,28,12,3,14,2
Chr10+1861986,LOC_Os10g04050,5,4,2,0,1,0,0,0,0,4,5,6
Chr10-5595770,LOC_Os10g10190,7,4,3,11,14,13,17,17,16,8,11,13
Chr10-5595951,LOC_Os10g10190,0,0,0,0,0,0,0,0,0,5,6,5
Chr10-6080392,LOC_Os10g10990,74,49,63,0,1,9,10,7,7,201,302,267
Chr10-6084404,LOC_Os10g10990,0,10,10,0,0,0,3,2,5,0,0,0
Chr10-6080043,LOC_Os10g10990,39,22,21,24,12,18,11,8,7,28,33,4
Chr10+7441146,LOC_Os10g13694,1,2,0,4,4,3,1,1,1,2,0,6
Chr10+7435564,LOC_Os10g13694,4,4,6,1,0,0,3,4,7,1,0,1
Chr10+7442296,LOC_Os10g13694,0,0,0,7,5,4,1,0,0,3,7,3
Chr10+7442172,LOC_Os10g13694,49,15,10,80,70,70,56,66,63,72,73,73
Chr10+7441925,LOC_Os10g13694,3,2,3,1,1,2,0,1,0,0,4,2
Chr10+7441823,LOC_Os10g13694,6,9,3,4,5,3,9,5,8,2,1,5
Chr10+7435674,LOC_Os10g13694,1,14,8,1,0,0,1,0,2,4,1,1
Chr10+7689791,LOC_Os10g14180,18,23,19,19,18,10,34,28,34,2,1,1
Chr10+7689694,LOC_Os10g14180,10,9,2,33,32,28,40,32,39,14,7,12
Chr10+7694616,LOC_Os10g14180,1,1,0,7,14,17,11,12,10,0,0,0
Chr10+7694459,LOC_Os10g14180,1,1,0,23,8,18,17,14,16,0,1,0
Chr10+7690935,LOC_Os10g14180,0,3,0,0,0,0,3,1,2,0,0,0
Chr10+7690851,LOC_Os10g14180,5,0,1,5,4,4,2,5,0,0,0,0
Chr10+8827894,LOC_Os10g17489,3,4,9,0,0,0,0,0,0,2,1,3
Chr10+8827750,LOC_Os10g17489,2,1,2,0,1,0,0,0,0,2,4,4
Chr10+8827695,LOC_Os10g17489,29,38,30,60,46,51,16,20,17,52,49,53
Chr10+8826518,LOC_Os10g17489,1,3,12,0,0,0,0,0,0,0,3,4
Chr10+9760570,LOC_Os10g19160,97,105,98,0,0,0,6,9,4,84,65,77
Chr10+9760105,LOC_Os10g19160,1,0,0,0,0,1,1,1,1,0,0,0
Chr10-10216070,LOC_Os10g20310,10,8,9,49,65,62,7,12,35,11,2,0
Chr10-10216272,LOC_Os10g20310,3,2,3,0,0,1,1,0,0,0,1,3
Chr10-10217555,LOC_Os10g20310,0,0,1,0,0,1,0,1,0,0,0,0
Chr10+10939619,LOC_Os10g21360,0,1,0,1,2,4,2,3,2,0,1,4
Chr10+10939127,LOC_Os10g21360,5,3,1,1,3,0,7,4,7,9,4,4
Chr10-12113419,LOC_Os10g23220,1,1,3,3,3,3,1,0,0,4,4,4
Chr10-12113671,LOC_Os10g23220,85,90,85,143,134,140,92,104,117,115,115,134
Chr10-14434210,LOC_Os10g27350,24,5,1,1,0,0,4,3,1,13,14,21
Chr10-14433996,LOC_Os10g27350,2,3,4,2,3,4,1,1,3,1,8,0
Chr10-14433939,LOC_Os10g27350,6,7,16,1,2,2,4,6,4,1,0,1
Chr10-14434091,LOC_Os10g27350,3,1,4,0,0,0,0,0,0,2,1,5
Chr10+14735849,LOC_Os10g28320,1,7,3,1,1,1,1,2,4,0,0,0
Chr10+14736607,LOC_Os10g28320,1,4,3,17,18,15,16,0,19,1,0,4
Chr10-15806659,LOC_Os10g30410,0,0,0,1,6,6,0,0,0,0,0,0
Chr10-15808091,LOC_Os10g30410,0,0,0,0,0,0,0,0,0,1,0,0
Chr10+16185233,LOC_Os10g31000,4,2,2,0,3,0,3,5,3,0,0,2
Chr10+16184930,LOC_Os10g31000,457,759,536,229,297,281,259,258,245,452,448,456
Chr10+16185132,LOC_Os10g31000,1,0,2,1,0,0,0,0,0,0,0,0
Chr10-17365233,LOC_Os10g33140,0,1,5,6,4,4,0,0,1,2,3,4
Chr10-17365058,LOC_Os10g33140,1,3,0,79,71,79,8,12,12,1,3,4
Chr10-18852127,LOC_Os10g35280,6,3,3,2,12,5,8,5,0,2,3,3
Chr10-18852306,LOC_Os10g35280,68,54,57,47,42,35,42,19,38,157,158,151
Chr10-20398744,LOC_Os10g38090,0,0,0,0,0,0,0,0,0,2,0,1
Chr10-20394794,LOC_Os10g38090,3,0,3,18,10,16,8,10,3,3,4,4
Chr10-20398654,LOC_Os10g38090,0,0,0,0,0,0,1,0,0,0,0,0
Chr10-20394583,LOC_Os10g38090,0,0,0,0,1,1,0,0,0,0,0,0
Chr10+21297464,LOC_Os10g39780,25,33,32,41,25,35,41,61,52,24,22,19
Chr10+21296001,LOC_Os10g39780,3,3,5,0,0,0,0,0,0,0,1,1
Chr10+21297186,LOC_Os10g39780,7,5,2,1,1,0,2,3,4,0,0,0
Chr10+21296057,LOC_Os10g39780,0,0,0,0,0,0,1,1,2,0,0,0
Chr10+21419826,LOC_Os10g39980,5,0,0,355,340,357,9,17,0,7,3,4
Chr10+21418944,LOC_Os10g39980,1,0,1,0,0,0,4,1,4,0,0,0
Chr10+21419454,LOC_Os10g39980,0,0,0,9,9,10,0,0,0,0,0,0
Chr10-22128462,LOC_Os10g41200,99,91,105,326,355,362,113,125,119,107,117,111
Chr10-22128231,LOC_Os10g41200,5,7,3,0,0,1,2,2,1,1,0,1
Chr10+22277853,LOC_Os10g41440,182,179,182,68,65,73,15,30,40,109,109,110
Chr10+22277999,LOC_Os10g41440,40,28,17,46,37,42,33,36,26,34,36,37
Chr10-22777648,LOC_Os10g42299,13,14,14,2,2,8,18,14,15,26,18,23
Chr10-22774960,LOC_Os10g42299,0,4,3,221,190,252,38,32,37,3,2,1
Chr10-22777387,LOC_Os10g42299,7,8,21,0,0,0,0,0,4,2,1,9
Chr10-22777155,LOC_Os10g42299,16,13,13,0,4,0,5,2,1,2,2,5
Chr10+22935980,LOC_Os10g42520,0,0,0,0,1,0,0,5,5,0,0,0
Chr10+22935741,LOC_Os10g42520,0,1,0,0,1,0,0,4,7,0,0,0
Chr10-23037176,LOC_Os10g42710,0,0,0,3,3,3,0,0,0,0,0,0
Chr10-23035366,LOC_Os10g42710,154,297,223,673,713,683,307,372,338,166,180,161
Chr10-23037915,LOC_Os10g42710,4,4,6,0,0,0,0,0,1,3,2,2
Chr11-304779,LOC_Os11g01530,2,1,2,30,28,35,18,11,16,1,1,2
Chr11-305061,LOC_Os11g01530,43,70,56,555,586,558,210,193,218,45,43,48
Chr11-306384,LOC_Os11g01530,2,0,0,0,1,0,0,0,0,1,1,0
Chr11-605820,LOC_Os11g02180,0,1,1,0,0,0,0,1,1,0,0,0
Chr11-602761,LOC_Os11g02180,0,0,0,0,0,0,1,1,0,0,0,0
Chr11-947702,LOC_Os11g02830,0,1,3,0,0,0,0,0,0,1,1,2
Chr11-947562,LOC_Os11g02830,0,2,2,0,1,0,1,0,2,5,6,4
Chr11+2237175,LOC_Os11g05100,5,0,4,1,1,1,1,1,0,2,0,0
Chr11+2239027,LOC_Os11g05100,43,46,42,26,28,29,24,24,27,38,24,33
Chr11+2239156,LOC_Os11g05100,0,0,0,2,2,1,0,1,0,0,0,0
Chr11+2238761,LOC_Os11g05100,10,0,3,0,0,0,1,2,2,3,3,3
Chr11-2748523,LOC_Os11g05870,12,18,12,4,4,3,8,6,7,11,11,12
Chr11-2746377,LOC_Os11g05870,30,27,40,33,35,36,64,88,63,19,23,15
Chr11-2748250,LOC_Os11g05870,2,1,0,1,0,0,1,1,1,0,0,0
Chr11+3338754,LOC_Os11g06810,5,8,16,0,4,3,0,0,0,10,10,8
Chr11+3338926,LOC_Os11g06810,0,1,2,1,8,6,27,11,0,6,6,8
Chr11+3339029,LOC_Os11g06810,0,0,0,2,2,1,2,4,4,0,1,2
Chr11+4091045,LOC_Os11g07912,0,0,0,0,0,0,1,0,0,2,0,2
Chr11+4090550,LOC_Os11g07912,28,29,18,1,0,0,126,98,98,42,41,44
Chr11-4866489,LOC_Os11g09140,57,9,37,35,41,29,40,77,70,6,8,9
Chr11-4866685,LOC_Os11g09140,0,0,0,0,0,0,0,0,0,0,1,1
Chr11-6204078,LOC_Os11g11210,0,0,0,0,0,0,1,0,3,0,0,0
Chr11-6202357,LOC_Os11g11210,0,0,0,0,0,0,1,1,1,0,0,0
Chr11-6204643,LOC_Os11g11210,13,17,8,5,5,6,3,0,5,4,5,7
Chr11-6204288,LOC_Os11g11210,1,0,1,9,3,10,17,18,16,0,0,0
Chr11-6201124,LOC_Os11g11210,0,0,0,15,14,11,8,8,1,0,1,0
Chr11-6201292,LOC_Os11g11210,1,1,0,2,3,1,7,3,3,16,12,14
Chr11-8169430,LOC_Os11g14544,16,17,6,3,5,3,0,2,0,0,0,0
Chr11-8169613,LOC_Os11g14544,0,0,0,4,2,3,5,1,7,2,4,3
Chr11-8163386,LOC_Os11g14544,266,293,264,506,516,536,269,293,289,240,240,289
Chr11-8165977,LOC_Os11g14544,10,6,5,0,0,0,1,1,0,1,1,3
Chr11-8163269,LOC_Os11g14544,0,0,0,0,1,0,3,4,1,0,0,0
Chr11+9810447,LOC_Os11g17600,0,0,0,0,0,0,1,2,2,0,0,0
Chr11+9810290,LOC_Os11g17600,0,0,0,0,0,0,2,1,1,0,0,0
Chr11+9810001,LOC_Os11g17600,1,6,6,4,2,2,40,13,42,4,4,4
Chr11+9806650,LOC_Os11g17600,2,0,1,0,0,0,0,0,0,1,1,2
Chr11+9809923,LOC_Os11g17600,0,0,0,2,2,2,5,3,5,0,1,0
Chr11+11411296,LOC_Os11g19800,4,3,0,7,12,14,7,7,5,0,0,0
Chr11+11411169,LOC_Os11g19800,18,15,11,45,43,37,58,37,37,27,27,27
Chr11+15462352,LOC_Os11g26910,1040,1035,1034,923,933,929,1140,964,745,1311,1182,1268
Chr11+15460358,LOC_Os11g26910,1,0,1,1,2,4,2,5,4,11,4,11
Chr11+15668262,LOC_Os11g27240,1,3,1,0,0,0,0,1,0,1,2,1
Chr11+15669323,LOC_Os11g27240,7,4,3,0,0,0,0,0,5,0,0,0
Chr11+15669104,LOC_Os11g27240,0,1,0,0,0,0,0,1,0,0,0,0
Chr11+17725679,LOC_Os11g30484,6,15,17,0,0,0,0,0,0,10,7,7
Chr11+17725443,LOC_Os11g30484,59,46,64,56,45,49,43,60,24,51,43,54
Chr11-19533690,LOC_Os11g33050,31,27,30,3,2,4,0,1,0,39,42,42
Chr11-19533619,LOC_Os11g33050,4,28,46,7,9,17,3,17,5,14,13,11
Chr11-19956771,LOC_Os11g34110,0,0,0,26,23,11,60,38,44,0,0,0
Chr11-19961262,LOC_Os11g34110,0,0,0,0,0,0,1,1,0,0,0,0
Chr11-20030035,LOC_Os11g34210,7,3,5,1,0,3,0,1,0,11,9,6
Chr11-20029922,LOC_Os11g34210,8,0,11,30,25,29,51,26,51,37,5,22
Chr11+23217430,LOC_Os11g38990,9,12,8,47,47,43,31,21,23,16,11,20
Chr11+23215966,LOC_Os11g38990,2,1,2,0,0,1,2,1,0,1,1,1
Chr11-26553199,LOC_Os11g43970,72,72,77,4,7,6,16,3,14,37,29,32
Chr11-26563294,LOC_Os11g43970,2,1,2,3,11,8,2,1,2,0,1,0
Chr11-26553039,LOC_Os11g43970,190,218,265,210,178,176,192,188,187,220,226,255
Chr12-954490,LOC_Os12g02720,6,3,1,3,2,6,35,47,44,8,6,5
Chr12-954320,LOC_Os12g02720,0,0,0,0,0,0,5,4,5,0,0,0
Chr12+1807491,LOC_Os12g04260,6,9,11,7,6,5,14,5,19,17,14,16
Chr12+1807390,LOC_Os12g04260,4,4,3,0,0,0,2,0,1,8,11,5
Chr12-2012887,LOC_Os12g04740,5,6,9,12,15,8,14,12,16,18,21,19
Chr12-2013584,LOC_Os12g04740,0,0,0,0,0,0,1,1,1,1,1,1
Chr12-2012992,LOC_Os12g04740,39,32,30,7,10,11,20,27,24,33,33,36
Chr12-2215942,LOC_Os12g05050,696,751,637,1118,1173,1142,203,280,239,130,96,103
Chr12-2215820,LOC_Os12g05050,12,12,16,0,0,0,0,0,0,0,0,0
Chr12+3283204,LOC_Os12g06740,48,30,47,18,14,14,12,14,16,28,36,24
Chr12+3283410,LOC_Os12g06740,1,0,4,0,2,2,0,0,1,0,0,0
Chr12+3282349,LOC_Os12g06740,20,22,13,22,36,23,4,6,3,19,19,26
Chr12+3282174,LOC_Os12g06740,10,1,7,1,0,0,1,0,1,0,2,2
Chr12+3283710,LOC_Os12g06740,5,20,22,1,0,0,0,0,0,3,5,3
Chr12+3749505,LOC_Os12g07530,0,0,0,0,0,3,1,0,0,3,2,0
Chr12+3746719,LOC_Os12g07530,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+3749396,LOC_Os12g07530,46,76,58,45,47,67,49,41,41,38,42,34
Chr12+4047258,LOC_Os12g07970,0,3,0,38,40,41,47,69,53,5,5,5
Chr12+4045378,LOC_Os12g07970,0,0,0,0,1,0,0,0,0,0,1,0
Chr12+6613717,LOC_Os12g12080,3,2,5,0,0,0,0,0,0,0,0,0
Chr12+6614674,LOC_Os12g12080,2,3,4,0,1,0,2,2,1,1,1,1
Chr12+6896836,LOC_Os12g12514,0,0,0,5,3,3,0,0,0,0,0,0
Chr12+6893643,LOC_Os12g12514,3,2,3,0,0,0,1,0,0,0,0,0
Chr12+9365201,LOC_Os12g16350,47,35,71,95,98,98,136,111,157,116,113,119
Chr12+9353036,LOC_Os12g16350,2,0,1,0,1,0,0,0,0,0,2,0
Chr12+9353561,LOC_Os12g16350,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+9355781,LOC_Os12g16350,3,9,3,0,0,1,0,2,3,9,7,8
Chr12+9365494,LOC_Os12g16350,234,106,172,195,200,200,180,62,218,185,156,196
Chr12+9360849,LOC_Os12g16350,0,0,0,0,0,1,0,0,0,2,2,0
Chr12+9357549,LOC_Os12g16350,5,6,6,0,0,0,0,0,0,3,3,3
Chr12-10454469,LOC_Os12g18130,5,14,14,6,7,11,2,9,9,10,3,6
Chr12-10457007,LOC_Os12g18130,0,0,0,0,0,0,3,1,2,0,0,0
Chr12-10457465,LOC_Os12g18130,0,0,0,0,0,0,0,0,0,0,0,0
Chr12-10454645,LOC_Os12g18130,0,5,1,2,1,1,2,0,1,4,4,5
Chr12-10468305,LOC_Os12g18150,3,8,3,9,8,8,9,13,11,12,10,16
Chr12-10468185,LOC_Os12g18150,1,0,0,0,0,0,0,0,0,0,0,5
Chr12-11194013,LOC_Os12g19304,72,70,73,51,48,50,30,23,26,65,97,93
Chr12-11198317,LOC_Os12g19304,0,0,1,0,0,0,1,1,1,0,0,0
Chr12-11196962,LOC_Os12g19304,3,3,3,0,0,0,0,0,0,3,0,3
Chr12-11201831,LOC_Os12g19304,7,4,2,1,2,3,3,4,3,6,6,6
Chr12+11321756,LOC_Os12g19470,0,0,0,6,3,8,12,1,6,0,0,0
Chr12+11321355,LOC_Os12g19470,0,0,0,1032,1008,1050,2144,2289,2251,0,0,0
Chr12+11322506,LOC_Os12g19470,0,0,0,256,222,247,212,234,209,0,0,2
Chr12+12207528,LOC_Os12g21710,6,8,6,2,6,2,2,5,2,4,7,5
Chr12+12207877,LOC_Os12g21710,4,0,8,1,0,0,1,2,0,2,2,1
Chr12+12207782,LOC_Os12g21710,0,0,0,0,0,0,0,0,0,5,5,5
Chr12+12207625,LOC_Os12g21710,52,17,30,36,39,32,33,22,27,33,43,47
Chr12-13815960,LOC_Os12g24250,5,23,12,0,0,0,0,0,0,26,23,26
Chr12-13828653,LOC_Os12g24250,4,1,7,0,0,0,2,0,2,1,0,3
Chr12-13815588,LOC_Os12g24250,0,0,1,5,9,7,22,19,17,2,0,2
Chr12-13815787,LOC_Os12g24250,51,56,75,47,49,55,89,95,94,106,80,79
Chr12+14057489,LOC_Os12g24580,0,0,0,0,0,1,1,0,2,0,0,0
Chr12+14057369,LOC_Os12g24580,6,16,12,23,27,40,9,8,7,0,0,0
Chr12-17406580,LOC_Os12g29340,75,47,51,28,19,21,30,43,26,27,21,7
Chr12-17406833,LOC_Os12g29340,13,13,12,42,42,40,40,43,51,21,18,26
Chr12-17406245,LOC_Os12g29340,5,6,6,0,0,0,0,0,0,6,4,6
Chr12-17406200,LOC_Os12g29340,3,3,3,1,0,0,1,0,2,3,7,3
Chr12+18005089,LOC_Os12g30060,40,39,72,55,53,55,35,19,45,77,60,55
Chr12+18005230,LOC_Os12g30060,21,9,11,7,6,6,3,8,6,11,11,9
Chr12+19537195,LOC_Os12g32380,15,28,13,0,0,0,0,0,0,10,12,11
Chr12+19538293,LOC_Os12g32380,494,457,465,374,330,420,350,330,332,838,857,870
Chr12+19612842,LOC_Os12g32499,19,1,3,0,0,0,1,1,3,0,0,0
Chr12+19622926,LOC_Os12g32499,4,6,2,1,0,0,14,1,0,5,2,6
Chr12+19613073,LOC_Os12g32499,2,4,0,0,0,0,2,0,0,0,1,0
Chr12+19619245,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+19622888,LOC_Os12g32499,1,2,0,0,0,0,0,0,0,0,0,0
Chr12+19620235,LOC_Os12g32499,0,0,0,0,0,0,0,0,0,0,0,0
Chr12+19637033,LOC_Os12g32536,26,22,19,6,7,3,4,10,8,27,36,36
Chr12+19637926,LOC_Os12g32536,13,8,20,47,46,46,44,33,55,16,16,14
Chr12+19637741,LOC_Os12g32536,1,2,1,2,3,1,2,1,0,1,2,5
Chr12+21639086,LOC_Os12g35580,138,45,125,101,80,103,85,85,83,138,139,140
Chr12+21639407,LOC_Os12g35580,1,5,2,1,0,1,2,0,0,5,2,3
Chr12+21638270,LOC_Os12g35580,1,0,2,2,5,0,6,8,5,0,1,1
Chr12+21639209,LOC_Os12g35580,22,18,12,11,12,11,11,18,15,9,9,9
Chr12+22599177,LOC_Os12g36870,0,0,0,2,0,1,0,0,1,2,0,0
Chr12+22598292,LOC_Os12g36870,0,0,0,5,4,2,18,2,1,0,0,0
Chr12+22598946,LOC_Os12g36870,0,0,0,6,2,0,3,3,3,0,0,0
Chr12-23307979,LOC_Os12g37939,5,10,7,52,43,47,33,33,31,3,20,11
Chr12-23311351,LOC_Os12g37939,1,0,0,1,3,2,4,2,1,0,0,0
Chr12-23313189,LOC_Os12g37939,1,2,0,11,7,7,4,8,2,0,0,0
Chr12-23313380,LOC_Os12g37939,0,0,0,1,1,1,3,5,4,0,0,0
Chr12-23307912,LOC_Os12g37939,2,2,0,35,32,31,24,43,11,0,0,0
Chr12-23308079,LOC_Os12g37939,2,2,0,0,0,0,3,2,3,0,0,1
Chr12-23313480,LOC_Os12g37939,0,0,0,2,3,1,0,0,0,0,0,0
Chr12-23314403,LOC_Os12g37939,0,0,1,0,0,0,2,2,1,0,0,0
Chr12+23637533,LOC_Os12g38490,21,37,32,102,99,106,47,45,37,25,54,45
Chr12+23637140,LOC_Os12g38490,36,30,49,49,41,53,24,29,25,31,36,32
Chr12+24934775,LOC_Os12g40279,2,1,1,3,1,0,1,0,1,0,0,0
Chr12+24943616,LOC_Os12g40279,82,88,91,75,75,66,63,65,54,136,153,110
Chr12+24925960,LOC_Os12g40279,0,0,0,0,0,1,0,0,0,0,0,0
Chr12+24950649,LOC_Os12g40279,64,16,20,94,92,95,107,89,73,36,43,27
Chr12-26629913,LOC_Os12g42860,0,0,0,4,4,5,7,3,7,0,0,0
Chr12-26630080,LOC_Os12g42860,71,63,80,250,266,250,282,253,257,39,37,44
Chr12-27028041,LOC_Os12g43560,0,0,0,1,0,1,5,0,1,1,0,0
Chr12-27025539,LOC_Os12g43560,46,53,56,5,7,7,22,10,18,21,25,25
Chr12-27025466,LOC_Os12g43560,92,127,165,57,64,51,121,109,117,94,97,95
Chr12-27295600,LOC_Os12g44000,3,0,9,0,0,0,1,1,11,10,5,8
Chr12-27295464,LOC_Os12g44000,29,29,34,48,44,44,47,59,46,42,28,34
