"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","shoot1","shoot2","shoot3","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","root_5days1","root_5days2","root_5days3","anther1","anther2","anther3","mature_pollen1","mature_pollen2","mature_pollen3","pistil1","pistil2","pistil3"
"774","Chr5+4562425","LOC_Os05g08360",414,374,421,100,102,70,22,9,20,27,49,57,454,520,484,106,128,121,313,288,326,432,392,416
"775","Chr5+5444923","LOC_Os05g09630",59,44,51,41,42,39,30,30,31,48,55,53,35,30,27,86,91,64,71,9,13,71,73,67
"776","Chr5+5445216","LOC_Os05g09630",2,0,4,3,3,6,3,2,3,7,7,4,1,2,6,5,4,3,0,0,0,5,4,4
"777","Chr5+5444789","LOC_Os05g09630",4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
"778","Chr5+5750897","LOC_Os05g10570",3,0,3,0,0,0,8,5,7,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0
"779","Chr5+5750938","LOC_Os05g10570",6,5,3,4,4,4,10,18,17,0,5,9,1,1,2,1,2,0,0,0,0,1,1,1
"780","Chr5+5751232","LOC_Os05g10570",0,0,0,2,0,2,0,3,3,10,12,10,0,0,0,3,1,5,0,0,1,2,3,2
"781","Chr5+8039679","LOC_Os05g14300",3,4,5,2,3,2,4,0,0,4,6,5,1,1,1,4,6,10,0,0,0,3,8,2
"782","Chr5+8039388","LOC_Os05g14300",86,70,103,30,28,38,51,17,46,65,68,68,32,31,28,164,149,130,88,222,90,78,85,97
"783","Chr5+8445893","LOC_Os05g14860",0,0,0,0,1,0,0,1,1,3,2,2,0,0,0,0,0,0,2,4,16,0,0,0
"784","Chr5+8441324","LOC_Os05g14860",6,10,8,0,0,0,0,0,0,1,0,0,1,2,0,2,1,1,1,0,1,0,0,0
"785","Chr5+8445685","LOC_Os05g14860",138,127,111,186,172,165,207,228,213,272,273,267,123,132,114,184,171,134,365,403,444,71,68,41
"786","Chr5+11318018","LOC_Os05g19470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,2,0,0,0
"787","Chr5+11319833","LOC_Os05g19470",9,12,13,3,5,3,10,18,9,4,0,16,4,4,4,28,36,35,0,0,0,15,13,8
"788","Chr5+11319749","LOC_Os05g19470",2,1,1,0,0,0,0,0,0,2,0,0,0,0,2,1,2,0,0,0,0,4,4,4
"789","Chr5+11316107","LOC_Os05g19470",20,20,14,2,3,0,1,0,0,0,1,4,4,1,4,14,2,11,6,7,5,4,5,5
"790","Chr5+11318339","LOC_Os05g19470",0,7,3,1,0,0,4,3,4,8,0,8,0,0,1,3,4,5,0,0,0,2,0,3
"791","Chr5+11319113","LOC_Os05g19470",0,0,0,3,0,3,2,0,2,4,0,8,0,3,4,0,4,0,0,1,3,1,0,2
"792","Chr5+11318948","LOC_Os05g19470",0,2,0,4,0,0,2,1,2,1,0,1,1,3,0,11,11,12,0,1,1,4,5,5
"793","Chr5-13610694","LOC_Os05g23720",862,676,666,832,740,810,288,281,279,224,233,230,720,753,753,589,581,550,480,361,421,765,782,786
"794","Chr5-13610558","LOC_Os05g23720",8,7,4,13,7,15,4,7,7,1,4,4,13,14,13,5,5,5,0,0,0,14,10,16
"795","Chr5-13613559","LOC_Os05g23720",9,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"796","Chr5+14773095","LOC_Os05g25400",0,0,0,13,14,15,7,7,8,12,6,9,2,0,1,2,2,1,0,0,0,0,1,0
"797","Chr5+14772808","LOC_Os05g25400",0,4,0,29,45,32,6,7,11,13,27,37,1,2,1,3,6,0,4,19,4,7,4,6
"798","Chr5+14772943","LOC_Os05g25400",0,0,0,14,22,15,9,15,20,18,20,19,1,1,0,3,0,3,0,0,0,5,5,6
"799","Chr5-16421620","LOC_Os05g28090",0,0,0,21,17,23,12,15,20,8,7,7,0,0,0,0,1,0,0,0,0,1,0,1
"800","Chr5-16421717","LOC_Os05g28090",1,5,1,17,14,8,45,29,37,15,25,26,0,0,0,1,1,0,0,0,0,0,0,0
"801","Chr5-16421555","LOC_Os05g28090",0,0,0,24,35,15,45,38,42,30,33,25,0,1,1,0,0,0,0,1,8,1,1,1
"802","Chr5-16503182","LOC_Os05g28190",194,276,392,95,122,95,92,85,82,155,155,150,130,106,103,89,98,87,130,95,98,217,202,207
"803","Chr5-16502944","LOC_Os05g28190",288,437,414,150,165,178,131,148,122,153,162,167,196,189,194,141,150,129,312,647,413,216,220,206
"804","Chr5+16691067","LOC_Os05g28500",107,48,24,217,205,209,954,645,583,509,521,613,75,56,70,86,102,110,487,370,198,49,51,63
"805","Chr5+16691249","LOC_Os05g28500",1,4,1,3,4,5,2,8,12,14,9,9,1,0,0,2,3,2,0,0,0,1,0,0
"806","Chr5-16704728","LOC_Os05g28520",0,0,0,38,25,27,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0
"807","Chr5-16702087","LOC_Os05g28520",11,9,6,106,119,108,9,1,5,8,8,8,19,22,22,13,28,22,36,18,7,18,24,23
"808","Chr5+17548974","LOC_Os05g30280",0,0,3,0,1,1,3,5,5,2,3,1,0,1,1,1,1,1,5,12,0,0,1,0
"809","Chr5+17552298","LOC_Os05g30280",0,0,0,1,2,0,0,5,0,3,3,7,8,6,6,0,1,0,0,0,0,0,1,1
"810","Chr5+17551303","LOC_Os05g30280",0,3,3,3,3,0,2,0,0,0,0,0,0,1,1,0,0,0,7,18,25,0,0,0
"811","Chr5+18470650","LOC_Os05g31720",0,0,0,16,3,2,0,0,0,1,1,0,0,0,1,170,154,167,795,534,974,3,4,6
"812","Chr5+18468220","LOC_Os05g31720",0,0,0,1,0,0,2,2,3,0,0,0,1,1,1,0,0,0,29,20,14,0,0,0
"813","Chr5-19327433","LOC_Os05g32970",131,73,95,162,156,165,897,894,869,744,1084,1328,174,169,171,178,213,199,122,48,52,397,541,456
"814","Chr5-19327896","LOC_Os05g32970",5,2,4,3,6,12,4,5,5,13,9,13,6,7,4,4,4,4,2,0,0,15,21,10
"815","Chr5-20263846","LOC_Os05g34230",16,23,23,40,33,35,96,101,103,157,126,121,12,16,11,44,39,38,146,4,6,55,47,54
"816","Chr5-20263897","LOC_Os05g34230",2,1,2,0,0,2,1,2,2,1,2,2,0,0,1,1,0,1,0,0,0,2,2,0
"817","Chr5-20264338","LOC_Os05g34230",6,6,5,1,0,0,0,0,0,0,2,1,1,0,0,0,1,2,0,0,0,4,3,3
"818","Chr5-21214833","LOC_Os05g35740",1824,1360,1473,178,175,194,390,422,440,669,513,615,204,192,148,186,215,236,260,623,256,196,205,193
"819","Chr5-21216004","LOC_Os05g35740",3,5,5,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
"820","Chr5-23080701","LOC_Os05g39350",0,0,0,1,13,5,0,0,0,0,6,1,19,17,7,0,0,1,0,1,0,4,1,0
"821","Chr5-23081204","LOC_Os05g39350",0,0,0,25,35,37,0,2,1,1,2,1,29,34,25,1,0,1,9,4,16,0,0,0
"822","Chr5-23080918","LOC_Os05g39350",3,4,1,75,73,70,6,2,2,4,3,6,69,64,53,4,4,2,0,0,1,1,0,0
"823","Chr5+23646570","LOC_Os05g40260",0,1,0,4,9,2,5,6,4,2,3,15,1,1,0,1,1,0,0,0,0,2,1,2
"824","Chr5+23646793","LOC_Os05g40260",0,0,0,5,4,8,9,21,17,0,2,1,0,1,1,0,0,0,0,0,0,1,1,0
"825","Chr5+23646947","LOC_Os05g40260",0,1,0,3,1,4,0,1,2,0,0,1,0,0,4,0,0,0,1,3,7,1,1,1
"826","Chr5+23646682","LOC_Os05g40260",0,4,4,185,129,139,116,130,121,106,109,105,20,16,16,4,8,10,4,2,5,33,16,31
"827","Chr5-23903677","LOC_Os05g40770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828","Chr5-23903866","LOC_Os05g40770",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829","Chr5-23899487","LOC_Os05g40770",2,4,0,28,0,11,4,0,8,21,20,20,39,31,46,22,21,26,13,0,17,29,29,29
"830","Chr5+23997619","LOC_Os05g40910",4,7,2,1,2,3,10,10,10,6,10,8,3,0,1,5,4,5,162,142,336,9,6,0
"831","Chr5+23997165","LOC_Os05g40910",8,5,9,19,7,12,42,39,45,36,35,40,3,3,1,8,8,8,0,0,0,23,16,16
"832","Chr5-24154004","LOC_Os05g41240",0,0,0,0,1,0,9,10,9,0,5,3,0,0,1,2,2,0,0,0,0,1,1,1
"833","Chr5-24153894","LOC_Os05g41240",3,5,7,4,1,10,5,0,5,10,2,7,2,2,2,5,3,16,0,0,0,2,5,3
"834","Chr5-24158021","LOC_Os05g41240",1,1,2,0,0,0,0,0,0,0,1,0,1,1,0,2,1,1,33,30,59,0,0,0
"835","Chr5-24154145","LOC_Os05g41240",34,54,44,47,46,60,117,116,120,135,154,126,49,49,48,38,33,31,43,53,42,51,44,47
"836","Chr5+25003740","LOC_Os05g43060",11,19,19,5,6,8,6,5,4,2,1,2,2,2,4,34,28,25,0,3,1,10,9,9
"837","Chr5+25015240","LOC_Os05g43060",5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
"838","Chr5+25014809","LOC_Os05g43060",161,143,231,129,106,107,133,150,151,210,207,198,111,103,122,184,177,165,64,79,44,263,127,193
"839","Chr5+25003943","LOC_Os05g43060",5,5,6,2,3,0,4,5,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"840","Chr5+25955576","LOC_Os05g44610",2,1,4,2,12,7,0,0,5,1,1,1,1,3,2,18,11,23,13,36,26,11,15,17
"841","Chr5+25955711","LOC_Os05g44610",6,3,9,8,5,14,0,0,0,0,0,0,7,7,7,18,11,14,0,0,0,28,17,30
"842","Chr5+25955830","LOC_Os05g44610",1,0,0,0,1,1,0,0,2,0,0,0,1,1,2,0,5,7,0,0,0,5,8,0
"843","Chr5-26237578","LOC_Os05g45210",225,219,231,177,154,127,24,26,24,54,42,38,179,150,176,74,71,75,49,55,57,158,196,180
"844","Chr5-26238026","LOC_Os05g45210",0,4,6,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1
"845","Chr5+26560015","LOC_Os05g45840",5,9,10,24,27,25,20,17,25,18,16,23,64,68,70,14,15,12,40,4,36,8,21,24
"846","Chr5+26559970","LOC_Os05g45840",31,17,13,4,0,0,5,6,3,1,1,1,5,4,5,0,0,0,0,0,0,0,1,0
"847","Chr5+26559853","LOC_Os05g45840",10,15,12,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,2,2,2
"848","Chr5+26938254","LOC_Os05g46500",40,16,37,41,39,35,43,45,49,85,77,79,40,49,52,43,44,41,20,68,19,30,29,26
"849","Chr5+26938658","LOC_Os05g46500",1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"850","Chr5-27701827","LOC_Os05g48330",0,2,0,1,0,0,2,1,2,0,0,0,3,3,3,1,1,1,0,0,0,0,0,0
"851","Chr5-27702121","LOC_Os05g48330",25,17,32,48,52,33,10,7,9,1,0,0,104,99,117,43,30,43,15,41,40,50,46,46
"852","Chr5-27701941","LOC_Os05g48330",1,3,0,3,4,3,4,0,8,0,0,0,15,13,14,10,8,0,7,3,64,6,4,8
"853","Chr5-27703689","LOC_Os05g48330",2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,30,10,3,2,1
"854","Chr5+27807427","LOC_Os05g48510",10,98,188,230,235,238,83,118,117,215,239,176,337,335,324,81,90,71,75,1,54,164,157,169
"855","Chr5+27807002","LOC_Os05g48510",4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","Chr5-28476339","LOC_Os05g49630",4,6,1,1,1,2,0,0,0,0,0,1,2,1,1,3,3,3,1,0,0,21,16,14
"857","Chr5-28473688","LOC_Os05g49630",7,5,2,0,0,0,8,3,11,5,3,6,3,3,3,13,21,18,6,10,5,0,1,0
"858","Chr5-28473600","LOC_Os05g49630",3,1,1,1,0,0,2,12,3,1,6,3,2,0,1,8,12,14,6,6,0,2,2,2
"859","Chr5-28871886","LOC_Os05g50380",96,106,73,1,3,0,0,0,0,0,0,0,0,0,0,8,8,8,1,5,0,14,13,14
"860","Chr5-28871811","LOC_Os05g50380",506,532,455,68,68,63,7,14,14,15,22,20,12,8,1,477,437,490,595,536,659,376,392,381
"861","Chr5+28940830","LOC_Os05g50480",0,0,0,2,1,2,0,0,0,2,5,0,0,1,1,0,0,0,0,0,0,1,1,1
"862","Chr5+28942987","LOC_Os05g50480",3,2,5,1,2,1,5,6,4,3,2,0,2,1,1,2,1,1,9,7,5,1,1,1
"863","Chr5+28948384","LOC_Os05g50480",187,166,164,101,99,112,177,179,179,135,177,111,167,170,153,154,143,150,23,82,63,193,226,251
"864","Chr5+28948519","LOC_Os05g50480",11,11,1,0,3,3,6,2,4,2,0,2,5,5,5,6,4,7,2,1,1,0,0,0
"865","Chr5+28948271","LOC_Os05g50480",0,1,3,2,2,2,0,1,2,0,1,3,0,1,3,4,6,6,0,0,0,3,9,2
"866","Chr5+29616053","LOC_Os05g51630",2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"867","Chr5+29616221","LOC_Os05g51630",186,205,196,55,46,43,173,169,191,138,138,148,38,26,33,91,109,114,47,44,44,55,62,62
"868","Chr5+29616434","LOC_Os05g51630",11,6,8,8,6,3,7,32,16,36,20,21,1,0,1,12,12,19,5,1,7,4,4,3
"869","Chr6+409962","LOC_Os06g01680",51,50,49,5,19,7,0,9,11,21,18,22,17,13,20,44,36,44,24,6,56,51,44,36
"870","Chr6+410144","LOC_Os06g01680",60,42,64,54,80,55,59,63,60,49,52,63,48,52,45,47,52,41,24,127,31,60,53,54
"871","Chr6+925182","LOC_Os06g02600",460,139,182,74,50,73,28,56,38,71,72,62,169,133,183,99,88,99,53,59,46,149,145,141
"872","Chr6+924568","LOC_Os06g02600",6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873","Chr6+923649","LOC_Os06g02600",17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"874","Chr6+1923594","LOC_Os06g04480",67,70,63,9,23,18,63,69,54,56,54,64,2,2,2,0,0,3,85,87,62,7,4,5
"875","Chr6+1923233","LOC_Os06g04480",22,45,33,11,9,8,37,49,45,50,28,47,0,0,0,0,1,0,0,5,6,1,2,2
"876","Chr6-2498984","LOC_Os06g05520",41,36,36,53,55,50,47,58,62,111,153,186,52,45,44,50,20,72,6,5,25,84,83,69
"877","Chr6-2500522","LOC_Os06g05520",0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,3,5,1,0,2,1,1,1
"878","Chr6-2500900","LOC_Os06g05520",3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2
"879","Chr6+2576703","LOC_Os06g05690",0,3,2,2,2,4,0,0,0,0,0,0,104,111,112,0,0,0,0,0,0,0,0,0
"880","Chr6+2576776","LOC_Os06g05690",0,0,0,1,0,0,2,0,1,0,0,0,10,29,23,0,0,0,0,0,0,0,0,0
"881","Chr6+2702290","LOC_Os06g05900",9,1,2,7,7,3,17,19,19,3,1,2,4,4,4,11,3,11,43,9,31,0,1,1
"882","Chr6+2705022","LOC_Os06g05900",29,29,30,6,17,9,14,18,16,17,11,24,13,4,19,18,15,15,0,0,0,23,23,22
"883","Chr6+3203919","LOC_Os06g06790",2,1,1,9,10,10,1,0,0,0,0,0,48,47,44,2,10,10,1,7,3,15,20,11
"884","Chr6+3203821","LOC_Os06g06790",22,49,6,12,17,13,4,5,5,1,3,3,69,59,74,14,17,18,0,0,0,20,24,27
"885","Chr6-3256753","LOC_Os06g06870",5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886","Chr6-3250547","LOC_Os06g06870",66,60,54,9,14,24,21,20,24,14,47,17,17,9,11,59,56,52,28,71,28,51,46,45
"887","Chr6-3256457","LOC_Os06g06870",1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,2,5,2,0,0
"888","Chr6+3338153","LOC_Os06g07030",2504,2841,2563,27,20,23,115,95,101,461,416,442,40,44,42,203,271,229,202,71,64,117,142,98
"889","Chr6+3338864","LOC_Os06g07030",23,49,38,0,0,1,0,0,0,1,1,0,0,3,1,3,12,0,0,0,0,0,0,0
"890","Chr6+3338599","LOC_Os06g07030",43,43,43,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"891","Chr6+4540239","LOC_Os06g09020",69,40,55,73,70,69,35,41,49,56,84,55,123,113,105,84,92,90,166,169,33,204,124,175
"892","Chr6+4540523","LOC_Os06g09020",5,28,18,5,2,1,13,8,13,14,10,12,14,15,20,8,8,7,3,0,1,25,22,19
"893","Chr6+4868760","LOC_Os06g09560",0,4,0,7,10,6,7,10,5,6,5,5,4,5,4,3,8,3,25,3,9,2,2,2
"894","Chr6+4869574","LOC_Os06g09560",9,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895","Chr6+4870069","LOC_Os06g09560",468,395,615,45,41,45,0,15,37,5,3,3,72,68,62,27,30,25,98,183,182,12,15,7
"896","Chr6+4869341","LOC_Os06g09560",7,31,15,4,2,4,0,0,0,0,0,0,1,2,1,3,3,1,0,0,0,1,0,0
"897","Chr6+5427193","LOC_Os06g10520",16,10,13,56,59,63,69,73,67,45,39,39,179,211,171,48,35,29,397,428,421,62,56,70
"898","Chr6+5421314","LOC_Os06g10520",1,0,0,2,0,0,5,3,2,0,0,0,0,1,1,0,0,0,9,1,9,0,0,0
"899","Chr6+5427119","LOC_Os06g10520",6,19,16,4,5,3,9,12,9,10,4,4,15,16,17,7,3,2,37,26,30,10,9,9
"900","Chr6-6036960","LOC_Os06g11440",62,84,51,3,2,3,4,1,2,3,2,2,1,0,0,7,5,2,14,2,6,8,13,11
"901","Chr6-6045572","LOC_Os06g11440",1,2,1,4,1,0,0,0,0,1,2,1,0,1,1,4,3,0,48,25,5,1,0,2
"902","Chr6-6036738","LOC_Os06g11440",33,31,53,18,30,30,19,20,41,25,26,28,33,28,25,16,21,22,38,20,21,38,34,43
"903","Chr6+6734093","LOC_Os06g12400",16,9,11,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,19,75,60,1,1,1
"904","Chr6+6733997","LOC_Os06g12400",3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"905","Chr6+6734446","LOC_Os06g12400",76,97,77,27,33,30,69,39,65,77,93,81,38,47,37,52,39,47,55,50,44,79,83,83
"906","Chr6+7496628","LOC_Os06g13570",103,120,71,14,11,12,11,8,13,28,32,29,10,9,13,22,11,10,41,49,57,45,37,36
"907","Chr6+7488115","LOC_Os06g13570",23,16,20,12,9,5,12,10,12,11,11,9,7,7,14,7,9,2,48,0,43,2,2,2
"908","Chr6+8316861","LOC_Os06g14740",77,127,91,95,95,96,169,164,99,192,204,185,30,80,68,60,60,52,8,4,123,71,93,80
"909","Chr6+8316719","LOC_Os06g14740",6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910","Chr6+8314693","LOC_Os06g14740",0,6,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"911","Chr6-8598272","LOC_Os06g15170",0,1,4,12,19,13,40,4,44,22,8,9,0,0,0,0,2,1,0,0,0,3,2,5
"912","Chr6-8597895","LOC_Os06g15170",1,4,2,80,93,87,62,49,65,33,27,27,0,0,0,11,11,11,20,4,11,11,12,11
"913","Chr6-8758767","LOC_Os06g15420",0,0,0,14,21,17,18,21,21,17,12,5,11,14,13,6,6,5,0,0,0,9,10,9
"914","Chr6-8759043","LOC_Os06g15420",54,46,40,359,329,345,158,135,139,163,163,152,212,248,213,134,143,155,159,68,99,197,231,177
"915","Chr6+10927115","LOC_Os06g19200",9,6,5,42,47,35,49,72,53,63,51,60,2,10,11,60,55,53,77,120,22,63,70,71
"916","Chr6+10927366","LOC_Os06g19200",3,0,0,14,14,13,56,38,28,49,54,44,4,8,1,10,12,7,3,5,3,18,18,18
"917","Chr6-13302551","LOC_Os06g22820",35,36,40,72,73,71,115,108,123,189,190,190,72,69,88,67,77,45,155,208,197,53,45,44
"918","Chr6-13302263","LOC_Os06g22820",5,0,3,0,0,0,2,2,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"919","Chr6+13384654","LOC_Os06g22919",0,0,0,2,2,4,11,41,18,37,33,39,0,1,0,14,12,12,9,6,9,13,9,12
"920","Chr6+13390409","LOC_Os06g22919",3,4,4,1,3,4,26,31,18,109,97,100,442,419,343,56,56,53,43,130,110,28,27,28
"921","Chr6+13379165","LOC_Os06g22919",0,0,0,0,0,0,4,1,3,2,1,3,0,0,0,0,1,1,0,0,0,0,0,0
"922","Chr6+13651201","LOC_Os06g23390",0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,0,0,0,1,2,4,0,0,0
"923","Chr6+13651306","LOC_Os06g23390",0,1,0,18,14,13,0,2,2,2,2,2,0,1,0,10,18,16,8,14,0,0,0,0
"924","Chr6-14897115","LOC_Os06g25500",4,6,5,5,9,6,0,0,1,4,2,3,1,3,0,2,4,3,19,6,54,10,10,5
"925","Chr6-14897441","LOC_Os06g25500",1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,2,2,2
"926","Chr6-14897283","LOC_Os06g25500",4,0,9,6,7,5,3,7,2,6,7,3,5,8,1,4,3,3,0,0,0,5,19,13
"927","Chr6+16510334","LOC_Os06g28970",3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,1,1
"928","Chr6+16512798","LOC_Os06g28970",37,22,29,210,208,209,131,146,181,121,130,105,71,85,76,66,67,65,22,14,27,69,54,57
"929","Chr6-16991756","LOC_Os06g29630",18,20,13,13,4,9,10,10,9,11,14,15,9,6,9,5,8,4,3,4,0,20,19,21
"930","Chr6-16993466","LOC_Os06g29630",5,5,6,0,0,0,0,0,0,2,0,0,3,1,2,0,0,0,0,0,0,2,1,0
"931","Chr6-18159030","LOC_Os06g31220",14,8,9,0,1,3,2,4,6,0,6,9,2,2,3,3,4,2,8,30,104,9,8,9
"932","Chr6-18158753","LOC_Os06g31220",0,3,0,4,5,5,5,5,4,11,18,10,4,5,1,6,4,4,0,0,0,9,8,6
"933","Chr6-18159497","LOC_Os06g31220",0,24,7,6,4,9,6,4,6,4,2,0,2,4,3,2,3,2,3,4,3,0,1,1
"934","Chr6-18158673","LOC_Os06g31220",2,3,6,2,2,0,0,0,1,0,2,0,2,2,1,0,0,0,0,0,0,2,1,1
"935","Chr6-18160069","LOC_Os06g31220",0,1,0,0,0,0,2,1,0,3,1,7,2,1,1,0,0,0,0,0,0,2,3,4
"936","Chr6+19418434","LOC_Os06g33330",0,0,3,0,0,0,1,1,4,3,2,2,1,0,0,2,1,1,0,0,0,1,1,0
"937","Chr6+19418158","LOC_Os06g33330",27,16,18,0,0,0,6,15,13,3,5,3,0,0,2,1,1,0,1,6,0,0,0,2
"938","Chr6+19418311","LOC_Os06g33330",84,94,91,10,9,7,63,65,52,46,38,39,7,12,16,18,13,21,0,1,3,24,22,23
"939","Chr6+19418486","LOC_Os06g33330",6,9,4,1,0,1,3,4,3,4,0,3,1,2,3,0,3,9,0,1,0,1,1,2
"940","Chr6+19417156","LOC_Os06g33330",29,24,20,1,1,1,14,20,6,5,6,3,4,2,3,0,0,0,0,0,0,2,1,2
"941","Chr6-20034728","LOC_Os06g34440",4,8,5,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0
"942","Chr6-20035117","LOC_Os06g34440",39,46,54,82,74,49,87,98,73,96,100,88,51,63,42,33,46,41,18,95,209,92,79,88
"943","Chr6-20034649","LOC_Os06g34440",2,11,16,1,1,5,2,7,2,1,0,0,3,0,2,3,3,1,0,0,0,0,0,0
"944","Chr6-20223915","LOC_Os06g34790",178,173,174,2070,1716,1706,327,375,363,346,367,342,645,588,568,250,229,236,636,174,296,360,385,372
"945","Chr6-20223699","LOC_Os06g34790",0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,1,5,27,1,1,0,1
"946","Chr6-20635351","LOC_Os06g35410",90,57,48,124,167,306,33,17,36,20,27,18,316,302,332,14,10,18,4,6,8,2,1,4
"947","Chr6-20635415","LOC_Os06g35410",3,3,3,1,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0
"948","Chr6-20998099","LOC_Os06g35960",75,50,44,7,8,6,1,1,4,0,0,0,1,1,8,1,6,8,3,8,0,2,1,2
"949","Chr6-20996340","LOC_Os06g35960",703,662,676,49,63,61,2,4,0,0,0,0,34,40,37,28,28,27,6,7,10,17,21,8
"950","Chr6-21069550","LOC_Os06g36050",44,31,27,23,22,27,56,61,53,29,32,21,22,22,20,22,14,15,107,92,127,6,7,6
"951","Chr6-21066261","LOC_Os06g36050",0,2,0,94,98,96,4,3,4,4,2,2,50,64,51,15,16,15,14,23,35,37,29,37
"952","Chr6-21414841","LOC_Os06g36480",1,2,0,7,1,6,1,0,1,3,0,0,7,5,5,0,0,0,0,0,0,0,0,0
"953","Chr6-21421108","LOC_Os06g36480",2,0,1,1,0,0,3,1,2,0,1,2,0,3,1,3,2,3,6,0,14,1,0,0
"954","Chr6-21414776","LOC_Os06g36480",0,0,2,23,8,3,0,3,2,2,4,0,10,11,12,0,0,1,0,0,0,0,0,0
"955","Chr6-21963477","LOC_Os06g37180",42,5,23,1,1,1,3,4,3,6,2,4,7,7,5,48,27,33,0,0,0,3,1,1
"956","Chr6-21963207","LOC_Os06g37180",690,587,673,876,811,843,734,716,697,590,604,591,1189,1277,1325,1127,1149,1133,530,140,954,247,240,304
"957","Chr6-23087555","LOC_Os06g38910",0,0,0,4,4,3,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0
"958","Chr6-23086909","LOC_Os06g38910",2,12,6,2,2,1,3,4,3,4,2,3,1,2,3,6,7,6,16,13,32,1,1,0
"959","Chr6+23846208","LOC_Os06g40060",3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"960","Chr6+23846628","LOC_Os06g40060",7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,0,0,2,0,1
"961","Chr6+23846762","LOC_Os06g40060",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
"962","Chr6+23847017","LOC_Os06g40060",138,173,104,107,119,112,148,125,139,144,144,144,93,95,107,369,310,318,464,327,499,86,95,91
"963","Chr6+23844369","LOC_Os06g40060",3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"964","Chr6+23846874","LOC_Os06g40060",1,5,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
"965","Chr6-25073605","LOC_Os06g41810",10,1,10,40,36,35,21,15,45,19,20,19,9,11,7,9,7,10,0,0,0,12,10,13
"966","Chr6-25073255","LOC_Os06g41810",1,3,3,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"967","Chr6-25073672","LOC_Os06g41810",27,28,28,52,57,53,55,94,112,58,63,64,20,16,8,23,35,24,2,2,8,43,46,40
