"","chrstrandcoord","gene","endosperm1","endosperm2","endosperm3","imbibed_seed1","imbibed_seed2","imbibed_seed3","shoot1","shoot2","shoot3","leaf_20days1","leaf_20days2","leaf_20days3","root_5days1","root_5days2","root_5days3","root_60days1","root_60days2","root_60days3","mature_pollen1","mature_pollen2","mature_pollen3","pistil1","pistil2","pistil3"
"773","Chr5+4560816","LOC_Os05g08360",11,12,8,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774","Chr5+4562425","LOC_Os05g08360",367,294,257,476,236,490,100,102,70,22,9,20,454,520,484,285,299,333,313,288,326,432,392,416
"775","Chr5+5444923","LOC_Os05g09630",33,51,42,52,61,66,41,42,39,30,30,31,35,30,27,42,26,43,71,9,13,71,73,67
"776","Chr5+5445216","LOC_Os05g09630",4,1,1,3,3,3,3,3,6,3,2,3,1,2,6,0,3,1,0,0,0,5,4,4
"777","Chr5+5444789","LOC_Os05g09630",3,3,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"778","Chr5+5750897","LOC_Os05g10570",5,11,4,3,3,1,0,0,0,8,5,7,0,0,1,0,0,0,0,0,0,0,0,0
"779","Chr5+5750938","LOC_Os05g10570",0,4,3,4,3,3,4,4,4,10,18,17,1,1,2,2,0,1,0,0,0,1,1,1
"780","Chr5+5751232","LOC_Os05g10570",1,0,0,13,2,1,2,0,2,0,3,3,0,0,0,0,0,0,0,0,1,2,3,2
"781","Chr5+8039679","LOC_Os05g14300",8,29,20,3,6,3,2,3,2,4,0,0,1,1,1,4,5,9,0,0,0,3,8,2
"782","Chr5+8039388","LOC_Os05g14300",10,100,85,97,93,115,30,28,38,51,17,46,32,31,28,81,99,115,88,222,90,78,85,97
"783","Chr5+8445893","LOC_Os05g14860",0,3,2,6,4,1,0,1,0,0,1,1,0,0,0,2,0,2,2,4,16,0,0,0
"784","Chr5+8441324","LOC_Os05g14860",0,0,0,10,7,4,0,0,0,0,0,0,1,2,0,4,2,0,1,0,1,0,0,0
"785","Chr5+8445685","LOC_Os05g14860",76,85,90,103,115,98,186,172,165,207,228,213,123,132,114,179,167,195,365,403,444,71,68,41
"786","Chr5+11318018","LOC_Os05g19470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,2,0,0,0
"787","Chr5+11319833","LOC_Os05g19470",0,2,0,26,19,19,3,5,3,10,18,9,4,4,4,3,4,4,0,0,0,15,13,8
"788","Chr5+11319749","LOC_Os05g19470",1,2,2,1,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,4
"789","Chr5+11316107","LOC_Os05g19470",21,12,18,14,12,11,2,3,0,1,0,0,4,1,4,3,4,4,6,7,5,4,5,5
"790","Chr5+11318339","LOC_Os05g19470",1,12,3,1,3,2,1,0,0,4,3,4,0,0,1,0,1,1,0,0,0,2,0,3
"791","Chr5+11319113","LOC_Os05g19470",0,0,0,0,0,0,3,0,3,2,0,2,0,3,4,0,0,0,0,1,3,1,0,2
"792","Chr5+11318948","LOC_Os05g19470",0,0,1,1,1,2,4,0,0,2,1,2,1,3,0,2,2,2,0,1,1,4,5,5
"793","Chr5-13610694","LOC_Os05g23720",594,623,596,310,310,309,832,740,810,288,281,279,720,753,753,336,504,395,480,361,421,765,782,786
"794","Chr5-13610558","LOC_Os05g23720",21,15,13,0,2,3,13,7,15,4,7,7,13,14,13,6,7,7,0,0,0,14,10,16
"795","Chr5-13613559","LOC_Os05g23720",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"796","Chr5+14773095","LOC_Os05g25400",0,0,0,0,0,0,13,14,15,7,7,8,2,0,1,0,0,0,0,0,0,0,1,0
"797","Chr5+14772808","LOC_Os05g25400",1,0,3,0,0,1,29,45,32,6,7,11,1,2,1,0,3,4,4,19,4,7,4,6
"798","Chr5+14772943","LOC_Os05g25400",0,0,0,1,2,0,14,22,15,9,15,20,1,1,0,1,3,3,0,0,0,5,5,6
"799","Chr5-16421620","LOC_Os05g28090",0,0,0,0,0,0,21,17,23,12,15,20,0,0,0,0,0,0,0,0,0,1,0,1
"800","Chr5-16421717","LOC_Os05g28090",5,3,2,2,0,0,17,14,8,45,29,37,0,0,0,0,0,0,0,0,0,0,0,0
"801","Chr5-16421555","LOC_Os05g28090",0,0,0,0,0,0,24,35,15,45,38,42,0,1,1,0,0,0,0,1,8,1,1,1
"802","Chr5-16503182","LOC_Os05g28190",237,226,279,316,322,344,95,122,95,92,85,82,130,106,103,102,59,74,130,95,98,217,202,207
"803","Chr5-16502944","LOC_Os05g28190",342,402,296,417,320,407,150,165,178,131,148,122,196,189,194,92,90,95,312,647,413,216,220,206
"804","Chr5+16691067","LOC_Os05g28500",135,118,48,10,8,9,217,205,209,954,645,583,75,56,70,20,24,23,487,370,198,49,51,63
"805","Chr5+16691249","LOC_Os05g28500",8,9,12,4,1,1,3,4,5,2,8,12,1,0,0,1,1,1,0,0,0,1,0,0
"806","Chr5-16704728","LOC_Os05g28520",0,0,0,0,0,0,38,25,27,0,0,0,2,2,2,1,0,2,0,0,0,0,1,0
"807","Chr5-16702087","LOC_Os05g28520",4,6,9,10,8,15,106,119,108,9,1,5,19,22,22,1,3,6,36,18,7,18,24,23
"808","Chr5+17548974","LOC_Os05g30280",0,3,1,3,6,0,0,1,1,3,5,5,0,1,1,1,1,0,5,12,0,0,1,0
"809","Chr5+17552298","LOC_Os05g30280",1,4,0,0,0,0,1,2,0,0,5,0,8,6,6,39,24,30,0,0,0,0,1,1
"810","Chr5+17551303","LOC_Os05g30280",0,1,1,0,0,0,3,3,0,2,0,0,0,1,1,1,0,0,7,18,25,0,0,0
"811","Chr5+18470650","LOC_Os05g31720",1,1,0,0,0,0,16,3,2,0,0,0,0,0,1,0,1,0,795,534,974,3,4,6
"812","Chr5+18468220","LOC_Os05g31720",1,0,0,1,1,0,1,0,0,2,2,3,1,1,1,0,0,1,29,20,14,0,0,0
"813","Chr5-19327433","LOC_Os05g32970",144,188,192,513,437,398,162,156,165,897,894,869,174,169,171,63,94,116,122,48,52,397,541,456
"814","Chr5-19327896","LOC_Os05g32970",0,2,0,2,3,3,3,6,12,4,5,5,6,7,4,1,1,0,2,0,0,15,21,10
"815","Chr5-20263846","LOC_Os05g34230",11,9,1,22,14,52,40,33,35,96,101,103,12,16,11,93,110,79,146,4,6,55,47,54
"816","Chr5-20263897","LOC_Os05g34230",5,6,6,1,4,4,0,0,2,1,2,2,0,0,1,5,4,5,0,0,0,2,2,0
"817","Chr5-20264338","LOC_Os05g34230",3,18,7,1,2,0,1,0,0,0,0,0,1,0,0,2,1,3,0,0,0,4,3,3
"818","Chr5-21214833","LOC_Os05g35740",1866,1551,2087,1811,1940,1718,178,175,194,390,422,440,204,192,148,487,489,440,260,623,256,196,205,193
"819","Chr5-21216004","LOC_Os05g35740",10,9,6,10,9,12,0,0,0,0,0,0,1,1,1,2,0,2,0,0,0,0,0,0
"820","Chr5-23080701","LOC_Os05g39350",2,1,1,0,0,0,1,13,5,0,0,0,19,17,7,30,32,30,0,1,0,4,1,0
"821","Chr5-23081204","LOC_Os05g39350",3,3,1,0,0,2,25,35,37,0,2,1,29,34,25,45,39,46,9,4,16,0,0,0
"822","Chr5-23080918","LOC_Os05g39350",0,0,0,0,0,0,75,73,70,6,2,2,69,64,53,190,145,130,0,0,1,1,0,0
"823","Chr5+23646570","LOC_Os05g40260",0,0,0,3,3,1,4,9,2,5,6,4,1,1,0,1,1,0,0,0,0,2,1,2
"824","Chr5+23646793","LOC_Os05g40260",0,0,3,2,1,2,5,4,8,9,21,17,0,1,1,0,0,0,0,0,0,1,1,0
"825","Chr5+23646947","LOC_Os05g40260",0,1,1,2,1,2,3,1,4,0,1,2,0,0,4,1,0,0,1,3,7,1,1,1
"826","Chr5+23646682","LOC_Os05g40260",7,1,2,6,9,4,185,129,139,116,130,121,20,16,16,8,7,9,4,2,5,33,16,31
"827","Chr5-23903677","LOC_Os05g40770",0,0,0,4,16,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"828","Chr5-23903866","LOC_Os05g40770",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22,8,12,0,0,0,0,0,0
"829","Chr5-23899487","LOC_Os05g40770",4,6,5,3,0,6,28,0,11,4,0,8,39,31,46,501,733,974,13,0,17,29,29,29
"830","Chr5+23997619","LOC_Os05g40910",0,4,8,0,1,1,1,2,3,10,10,10,3,0,1,2,1,1,162,142,336,9,6,0
"831","Chr5+23997165","LOC_Os05g40910",0,2,2,4,4,3,19,7,12,42,39,45,3,3,1,2,1,2,0,0,0,23,16,16
"832","Chr5-24154004","LOC_Os05g41240",0,0,0,0,0,0,0,1,0,9,10,9,0,0,1,1,0,0,0,0,0,1,1,1
"833","Chr5-24153894","LOC_Os05g41240",4,8,4,3,1,3,4,1,10,5,0,5,2,2,2,0,2,1,0,0,0,2,5,3
"834","Chr5-24158021","LOC_Os05g41240",2,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,33,30,59,0,0,0
"835","Chr5-24154145","LOC_Os05g41240",67,67,66,47,37,42,47,46,60,117,116,120,49,49,48,32,49,26,43,53,42,51,44,47
"836","Chr5+25003740","LOC_Os05g43060",10,10,11,9,8,5,5,6,8,6,5,4,2,2,4,6,3,4,0,3,1,10,9,9
"837","Chr5+25015240","LOC_Os05g43060",6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"838","Chr5+25014809","LOC_Os05g43060",118,136,97,62,94,97,129,106,107,133,150,151,111,103,122,123,140,90,64,79,44,263,127,193
"839","Chr5+25003943","LOC_Os05g43060",3,1,0,8,8,0,2,3,0,4,5,2,0,0,0,1,1,0,0,0,0,0,0,0
"840","Chr5+25955576","LOC_Os05g44610",4,5,20,7,4,10,2,12,7,0,0,5,1,3,2,0,1,2,13,36,26,11,15,17
"841","Chr5+25955711","LOC_Os05g44610",0,0,0,1,4,15,8,5,14,0,0,0,7,7,7,2,5,4,0,0,0,28,17,30
"842","Chr5+25955830","LOC_Os05g44610",0,0,0,1,0,0,0,1,1,0,0,2,1,1,2,1,0,0,0,0,0,5,8,0
"843","Chr5-26237578","LOC_Os05g45210",191,167,174,28,57,50,177,154,127,24,26,24,179,150,176,329,363,288,49,55,57,158,196,180
"844","Chr5-26238026","LOC_Os05g45210",2,1,7,0,1,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,1
"845","Chr5+26560015","LOC_Os05g45840",15,29,26,39,27,33,24,27,25,20,17,25,64,68,70,182,202,229,40,4,36,8,21,24
"846","Chr5+26559970","LOC_Os05g45840",7,3,25,11,2,9,4,0,0,5,6,3,5,4,5,20,2,11,0,0,0,0,1,0
"847","Chr5+26559853","LOC_Os05g45840",15,19,28,4,5,3,0,0,0,0,0,0,2,2,3,12,14,5,0,0,0,2,2,2
"848","Chr5+26938254","LOC_Os05g46500",44,40,45,29,22,20,41,39,35,43,45,49,40,49,52,57,64,65,20,68,19,30,29,26
"849","Chr5+26938658","LOC_Os05g46500",25,10,14,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"850","Chr5-27701827","LOC_Os05g48330",0,0,0,0,0,0,1,0,0,2,1,2,3,3,3,3,0,3,0,0,0,0,0,0
"851","Chr5-27702121","LOC_Os05g48330",32,21,30,195,121,229,48,52,33,10,7,9,104,99,117,256,205,300,15,41,40,50,46,46
"852","Chr5-27701941","LOC_Os05g48330",2,0,1,11,10,8,3,4,3,4,0,8,15,13,14,19,16,22,7,3,64,6,4,8
"853","Chr5-27703689","LOC_Os05g48330",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,6,5,32,30,10,3,2,1
"854","Chr5+27807427","LOC_Os05g48510",180,147,183,127,206,144,230,235,238,83,118,117,337,335,324,243,255,260,75,1,54,164,157,169
"855","Chr5+27807002","LOC_Os05g48510",3,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","Chr5-28476339","LOC_Os05g49630",11,14,17,19,10,12,1,1,2,0,0,0,2,1,1,2,1,0,1,0,0,21,16,14
"857","Chr5-28473688","LOC_Os05g49630",2,7,2,1,3,2,0,0,0,8,3,11,3,3,3,2,2,2,6,10,5,0,1,0
"858","Chr5-28473600","LOC_Os05g49630",1,1,1,1,0,2,1,0,0,2,12,3,2,0,1,0,1,1,6,6,0,2,2,2
"859","Chr5-28871886","LOC_Os05g50380",43,42,49,11,6,6,1,3,0,0,0,0,0,0,0,0,0,1,1,5,0,14,13,14
"860","Chr5-28871811","LOC_Os05g50380",279,220,318,175,131,120,68,68,63,7,14,14,12,8,1,7,0,14,595,536,659,376,392,381
"861","Chr5+28940830","LOC_Os05g50480",0,0,1,1,1,1,2,1,2,0,0,0,0,1,1,1,2,1,0,0,0,1,1,1
"862","Chr5+28942987","LOC_Os05g50480",7,5,5,0,1,0,1,2,1,5,6,4,2,1,1,2,2,1,9,7,5,1,1,1
"863","Chr5+28948384","LOC_Os05g50480",113,160,128,440,162,266,101,99,112,177,179,179,167,170,153,156,163,146,23,82,63,193,226,251
"864","Chr5+28948519","LOC_Os05g50480",3,4,1,7,7,0,0,3,3,6,2,4,5,5,5,5,0,4,2,1,1,0,0,0
"865","Chr5+28948271","LOC_Os05g50480",13,13,10,12,10,13,2,2,2,0,1,2,0,1,3,2,2,2,0,0,0,3,9,2
"866","Chr5+29616053","LOC_Os05g51630",0,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"867","Chr5+29616221","LOC_Os05g51630",164,165,195,68,19,38,55,46,43,173,169,191,38,26,33,83,192,37,47,44,44,55,62,62
"868","Chr5+29616434","LOC_Os05g51630",5,10,11,6,8,2,8,6,3,7,32,16,1,0,1,12,14,17,5,1,7,4,4,3
"869","Chr6+409962","LOC_Os06g01680",43,43,31,16,29,13,5,19,7,0,9,11,17,13,20,15,12,9,24,6,56,51,44,36
"870","Chr6+410144","LOC_Os06g01680",47,21,38,44,45,50,54,80,55,59,63,60,48,52,45,31,35,33,24,127,31,60,53,54
"871","Chr6+925182","LOC_Os06g02600",244,255,271,183,149,237,74,50,73,28,56,38,169,133,183,135,147,145,53,59,46,149,145,141
"872","Chr6+924568","LOC_Os06g02600",7,7,8,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873","Chr6+923649","LOC_Os06g02600",1,3,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"874","Chr6+1923594","LOC_Os06g04480",134,120,125,25,21,13,9,23,18,63,69,54,2,2,2,7,6,7,85,87,62,7,4,5
"875","Chr6+1923233","LOC_Os06g04480",89,47,89,4,12,13,11,9,8,37,49,45,0,0,0,2,1,1,0,5,6,1,2,2
"876","Chr6-2498984","LOC_Os06g05520",81,28,37,86,115,70,53,55,50,47,58,62,52,45,44,49,53,47,6,5,25,84,83,69
"877","Chr6-2500522","LOC_Os06g05520",1,1,0,1,1,2,0,0,0,0,0,0,1,1,2,1,1,1,1,0,2,1,1,1
"878","Chr6-2500900","LOC_Os06g05520",7,3,7,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2
"879","Chr6+2576703","LOC_Os06g05690",0,0,0,0,1,1,2,2,4,0,0,0,104,111,112,26,43,29,0,0,0,0,0,0
"880","Chr6+2576776","LOC_Os06g05690",0,1,0,0,0,0,1,0,0,2,0,1,10,29,23,4,5,6,0,0,0,0,0,0
"881","Chr6+2702290","LOC_Os06g05900",10,5,11,12,5,4,7,7,3,17,19,19,4,4,4,18,3,10,43,9,31,0,1,1
"882","Chr6+2705022","LOC_Os06g05900",8,16,14,21,21,17,6,17,9,14,18,16,13,4,19,10,15,10,0,0,0,23,23,22
"883","Chr6+3203919","LOC_Os06g06790",2,6,5,3,23,8,9,10,10,1,0,0,48,47,44,33,33,33,1,7,3,15,20,11
"884","Chr6+3203821","LOC_Os06g06790",5,43,3,18,26,23,12,17,13,4,5,5,69,59,74,63,43,58,0,0,0,20,24,27
"885","Chr6-3256753","LOC_Os06g06870",6,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886","Chr6-3250547","LOC_Os06g06870",39,38,41,22,14,27,9,14,24,21,20,24,17,9,11,19,2,17,28,71,28,51,46,45
"887","Chr6-3256457","LOC_Os06g06870",7,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0
"888","Chr6+3338153","LOC_Os06g07030",4227,3316,4674,370,601,423,27,20,23,115,95,101,40,44,42,359,619,521,202,71,64,117,142,98
"889","Chr6+3338864","LOC_Os06g07030",60,42,77,4,1,3,0,0,1,0,0,0,0,3,1,9,5,1,0,0,0,0,0,0
"890","Chr6+3338599","LOC_Os06g07030",63,53,62,4,4,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"891","Chr6+4540239","LOC_Os06g09020",77,65,79,93,98,97,73,70,69,35,41,49,123,113,105,85,74,92,166,169,33,204,124,175
"892","Chr6+4540523","LOC_Os06g09020",13,5,13,22,14,15,5,2,1,13,8,13,14,15,20,21,16,8,3,0,1,25,22,19
"893","Chr6+4868760","LOC_Os06g09560",2,8,13,6,4,4,7,10,6,7,10,5,4,5,4,9,0,5,25,3,9,2,2,2
"894","Chr6+4869574","LOC_Os06g09560",0,19,8,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895","Chr6+4870069","LOC_Os06g09560",508,449,480,469,412,437,45,41,45,0,15,37,72,68,62,61,62,64,98,183,182,12,15,7
"896","Chr6+4869341","LOC_Os06g09560",18,26,15,26,36,24,4,2,4,0,0,0,1,2,1,4,3,0,0,0,0,1,0,0
"897","Chr6+5427193","LOC_Os06g10520",20,17,9,12,18,12,56,59,63,69,73,67,179,211,171,212,226,174,397,428,421,62,56,70
"898","Chr6+5421314","LOC_Os06g10520",0,2,3,2,0,1,2,0,0,5,3,2,0,1,1,0,0,0,9,1,9,0,0,0
"899","Chr6+5427119","LOC_Os06g10520",3,6,1,3,0,0,4,5,3,9,12,9,15,16,17,24,18,21,37,26,30,10,9,9
"900","Chr6-6036960","LOC_Os06g11440",33,15,26,0,11,16,3,2,3,4,1,2,1,0,0,0,2,1,14,2,6,8,13,11
"901","Chr6-6045572","LOC_Os06g11440",1,0,1,0,0,1,4,1,0,0,0,0,0,1,1,1,0,2,48,25,5,1,0,2
"902","Chr6-6036738","LOC_Os06g11440",21,39,45,41,39,42,18,30,30,19,20,41,33,28,25,20,20,21,38,20,21,38,34,43
"903","Chr6+6734093","LOC_Os06g12400",2,0,4,6,1,3,0,0,0,0,0,0,0,0,1,0,0,0,19,75,60,1,1,1
"904","Chr6+6733997","LOC_Os06g12400",6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"905","Chr6+6734446","LOC_Os06g12400",89,57,127,101,98,101,27,33,30,69,39,65,38,47,37,24,27,24,55,50,44,79,83,83
"906","Chr6+7496628","LOC_Os06g13570",88,57,43,57,48,64,14,11,12,11,8,13,10,9,13,9,9,8,41,49,57,45,37,36
"907","Chr6+7488115","LOC_Os06g13570",21,22,6,6,7,18,12,9,5,12,10,12,7,7,14,22,20,20,48,0,43,2,2,2
"908","Chr6+8316861","LOC_Os06g14740",102,141,125,62,74,74,95,95,96,169,164,99,30,80,68,109,115,111,8,4,123,71,93,80
"909","Chr6+8316719","LOC_Os06g14740",4,2,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910","Chr6+8314693","LOC_Os06g14740",1,8,9,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"911","Chr6-8598272","LOC_Os06g15170",0,5,5,0,0,0,12,19,13,40,4,44,0,0,0,1,1,0,0,0,0,3,2,5
"912","Chr6-8597895","LOC_Os06g15170",1,2,1,0,0,0,80,93,87,62,49,65,0,0,0,0,0,0,20,4,11,11,12,11
"913","Chr6-8758767","LOC_Os06g15420",2,0,9,5,2,2,14,21,17,18,21,21,11,14,13,18,18,20,0,0,0,9,10,9
"914","Chr6-8759043","LOC_Os06g15420",37,38,26,83,115,100,359,329,345,158,135,139,212,248,213,116,126,148,159,68,99,197,231,177
"915","Chr6+10927115","LOC_Os06g19200",4,4,2,17,18,29,42,47,35,49,72,53,2,10,11,25,16,11,77,120,22,63,70,71
"916","Chr6+10927366","LOC_Os06g19200",0,0,0,4,0,2,14,14,13,56,38,28,4,8,1,10,11,11,3,5,3,18,18,18
"917","Chr6-13302551","LOC_Os06g22820",49,61,61,61,40,72,72,73,71,115,108,123,72,69,88,69,62,73,155,208,197,53,45,44
"918","Chr6-13302263","LOC_Os06g22820",0,3,5,0,0,0,0,0,0,2,2,1,1,0,1,2,1,2,0,0,0,0,0,0
"919","Chr6+13384654","LOC_Os06g22919",0,0,0,2,2,3,2,2,4,11,41,18,0,1,0,22,15,18,9,6,9,13,9,12
"920","Chr6+13390409","LOC_Os06g22919",7,3,2,4,2,3,1,3,4,26,31,18,442,419,343,23,25,24,43,130,110,28,27,28
"921","Chr6+13379165","LOC_Os06g22919",0,0,0,0,0,1,0,0,0,4,1,3,0,0,0,3,0,0,0,0,0,0,0,0
"922","Chr6+13651201","LOC_Os06g23390",3,6,6,0,0,0,0,0,0,0,0,0,3,2,4,1,0,0,1,2,4,0,0,0
"923","Chr6+13651306","LOC_Os06g23390",0,0,0,0,0,0,18,14,13,0,2,2,0,1,0,0,0,1,8,14,0,0,0,0
"924","Chr6-14897115","LOC_Os06g25500",3,1,4,9,6,11,5,9,6,0,0,1,1,3,0,0,3,0,19,6,54,10,10,5
"925","Chr6-14897441","LOC_Os06g25500",0,1,0,1,3,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,2,2
"926","Chr6-14897283","LOC_Os06g25500",0,0,0,7,4,5,6,7,5,3,7,2,5,8,1,1,1,4,0,0,0,5,19,13
"927","Chr6+16510334","LOC_Os06g28970",1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"928","Chr6+16512798","LOC_Os06g28970",22,16,23,9,10,7,210,208,209,131,146,181,71,85,76,39,34,33,22,14,27,69,54,57
"929","Chr6-16991756","LOC_Os06g29630",4,22,6,28,21,32,13,4,9,10,10,9,9,6,9,4,4,4,3,4,0,20,19,21
"930","Chr6-16993466","LOC_Os06g29630",15,7,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,2,1,0
"931","Chr6-18159030","LOC_Os06g31220",1,2,1,10,1,1,0,1,3,2,4,6,2,2,3,1,3,1,8,30,104,9,8,9
"932","Chr6-18158753","LOC_Os06g31220",1,2,2,7,4,6,4,5,5,5,5,4,4,5,1,1,1,1,0,0,0,9,8,6
"933","Chr6-18159497","LOC_Os06g31220",10,10,10,0,10,6,6,4,9,6,4,6,2,4,3,3,4,7,3,4,3,0,1,1
"934","Chr6-18158673","LOC_Os06g31220",0,0,0,1,5,4,2,2,0,0,0,1,2,2,1,1,1,0,0,0,0,2,1,1
"935","Chr6-18160069","LOC_Os06g31220",7,5,6,4,0,3,0,0,0,2,1,0,2,1,1,0,0,0,0,0,0,2,3,4
"936","Chr6+19418434","LOC_Os06g33330",0,0,2,0,1,3,0,0,0,1,1,4,1,0,0,0,4,0,0,0,0,1,1,0
"937","Chr6+19418158","LOC_Os06g33330",7,12,17,5,7,7,0,0,0,6,15,13,0,0,2,2,0,1,1,6,0,0,0,2
"938","Chr6+19418311","LOC_Os06g33330",101,62,102,41,13,12,10,9,7,63,65,52,7,12,16,13,5,8,0,1,3,24,22,23
"939","Chr6+19418486","LOC_Os06g33330",2,0,2,0,3,2,1,0,1,3,4,3,1,2,3,1,1,1,0,1,0,1,1,2
"940","Chr6+19417156","LOC_Os06g33330",28,6,40,5,2,8,1,1,1,14,20,6,4,2,3,0,1,0,0,0,0,2,1,2
"941","Chr6-20034728","LOC_Os06g34440",6,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0
"942","Chr6-20035117","LOC_Os06g34440",27,30,62,99,9,66,82,74,49,87,98,73,51,63,42,35,37,37,18,95,209,92,79,88
"943","Chr6-20034649","LOC_Os06g34440",2,2,1,2,10,4,1,1,5,2,7,2,3,0,2,2,3,1,0,0,0,0,0,0
"944","Chr6-20223915","LOC_Os06g34790",279,231,245,168,167,175,2070,1716,1706,327,375,363,645,588,568,270,386,328,636,174,296,360,385,372
"945","Chr6-20223699","LOC_Os06g34790",5,12,17,2,0,1,0,0,0,0,0,3,0,1,0,0,1,0,5,27,1,1,0,1
"946","Chr6-20635351","LOC_Os06g35410",111,108,106,65,28,51,124,167,306,33,17,36,316,302,332,227,193,250,4,6,8,2,1,4
"947","Chr6-20635415","LOC_Os06g35410",2,15,1,0,0,1,1,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0
"948","Chr6-20998099","LOC_Os06g35960",54,37,44,33,35,33,7,8,6,1,1,4,1,1,8,2,7,5,3,8,0,2,1,2
"949","Chr6-20996340","LOC_Os06g35960",919,903,857,264,459,335,49,63,61,2,4,0,34,40,37,13,12,15,6,7,10,17,21,8
"950","Chr6-21069550","LOC_Os06g36050",33,27,19,16,17,21,23,22,27,56,61,53,22,22,20,20,21,21,107,92,127,6,7,6
"951","Chr6-21066261","LOC_Os06g36050",1,3,6,8,11,8,94,98,96,4,3,4,50,64,51,32,31,42,14,23,35,37,29,37
"952","Chr6-21414841","LOC_Os06g36480",2,2,2,0,14,0,7,1,6,1,0,1,7,5,5,2,1,0,0,0,0,0,0,0
"953","Chr6-21421108","LOC_Os06g36480",0,0,1,1,0,0,1,0,0,3,1,2,0,3,1,1,0,0,6,0,14,1,0,0
"954","Chr6-21414776","LOC_Os06g36480",12,15,9,0,0,1,23,8,3,0,3,2,10,11,12,3,4,3,0,0,0,0,0,0
"955","Chr6-21963477","LOC_Os06g37180",23,34,18,8,10,12,1,1,1,3,4,3,7,7,5,2,2,1,0,0,0,3,1,1
"956","Chr6-21963207","LOC_Os06g37180",685,535,535,562,582,589,876,811,843,734,716,697,1189,1277,1325,858,903,866,530,140,954,247,240,304
"957","Chr6-23087555","LOC_Os06g38910",0,0,0,0,0,0,4,4,3,0,0,0,1,0,4,0,1,2,0,0,0,0,0,0
"958","Chr6-23086909","LOC_Os06g38910",3,2,1,1,0,2,2,2,1,3,4,3,1,2,3,0,1,1,16,13,32,1,1,0
"959","Chr6+23846208","LOC_Os06g40060",4,11,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"960","Chr6+23846628","LOC_Os06g40060",8,2,6,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1
"961","Chr6+23846762","LOC_Os06g40060",7,3,6,4,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
"962","Chr6+23847017","LOC_Os06g40060",271,202,316,245,253,265,107,119,112,148,125,139,93,95,107,156,171,169,464,327,499,86,95,91
"963","Chr6+23844369","LOC_Os06g40060",7,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"964","Chr6+23846874","LOC_Os06g40060",14,9,4,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"965","Chr6-25073605","LOC_Os06g41810",9,0,2,3,3,3,40,36,35,21,15,45,9,11,7,2,2,2,0,0,0,12,10,13
"966","Chr6-25073255","LOC_Os06g41810",4,0,3,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
