"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","endosperm1","endosperm2","endosperm3","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","stem_60days1","stem_60days2","stem_60days3","root_60days1","root_60days2","root_60days3","anther1","anther2","anther3","mature_pollen1","mature_pollen2","mature_pollen3"
"773","Chr5+4560816","LOC_Os05g08360",32,14,25,11,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774","Chr5+4562425","LOC_Os05g08360",414,374,421,367,294,257,22,9,20,27,49,57,70,61,76,285,299,333,106,128,121,313,288,326
"775","Chr5+5444923","LOC_Os05g09630",59,44,51,33,51,42,30,30,31,48,55,53,58,54,64,42,26,43,86,91,64,71,9,13
"776","Chr5+5445216","LOC_Os05g09630",2,0,4,4,1,1,3,2,3,7,7,4,7,5,2,0,3,1,5,4,3,0,0,0
"777","Chr5+5444789","LOC_Os05g09630",4,9,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
"778","Chr5+5750897","LOC_Os05g10570",3,0,3,5,11,4,8,5,7,3,2,2,2,2,2,0,0,0,0,0,1,0,0,0
"779","Chr5+5750938","LOC_Os05g10570",6,5,3,0,4,3,10,18,17,0,5,9,4,1,1,2,0,1,1,2,0,0,0,0
"780","Chr5+5751232","LOC_Os05g10570",0,0,0,1,0,0,0,3,3,10,12,10,3,4,3,0,0,0,3,1,5,0,0,1
"781","Chr5+8039679","LOC_Os05g14300",3,4,5,8,29,20,4,0,0,4,6,5,0,2,0,4,5,9,4,6,10,0,0,0
"782","Chr5+8039388","LOC_Os05g14300",86,70,103,10,100,85,51,17,46,65,68,68,63,63,63,81,99,115,164,149,130,88,222,90
"783","Chr5+8445893","LOC_Os05g14860",0,0,0,0,3,2,0,1,1,3,2,2,0,0,0,2,0,2,0,0,0,2,4,16
"784","Chr5+8441324","LOC_Os05g14860",6,10,8,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,2,1,1,1,0,1
"785","Chr5+8445685","LOC_Os05g14860",138,127,111,76,85,90,207,228,213,272,273,267,246,237,228,179,167,195,184,171,134,365,403,444
"786","Chr5+11318018","LOC_Os05g19470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,2
"787","Chr5+11319833","LOC_Os05g19470",9,12,13,0,2,0,10,18,9,4,0,16,6,8,8,3,4,4,28,36,35,0,0,0
"788","Chr5+11319749","LOC_Os05g19470",2,1,1,1,2,2,0,0,0,2,0,0,2,0,2,0,0,0,1,2,0,0,0,0
"789","Chr5+11316107","LOC_Os05g19470",20,20,14,21,12,18,1,0,0,0,1,4,3,6,9,3,4,4,14,2,11,6,7,5
"790","Chr5+11318339","LOC_Os05g19470",0,7,3,1,12,3,4,3,4,8,0,8,5,4,6,0,1,1,3,4,5,0,0,0
"791","Chr5+11319113","LOC_Os05g19470",0,0,0,0,0,0,2,0,2,4,0,8,2,1,2,0,0,0,0,4,0,0,1,3
"792","Chr5+11318948","LOC_Os05g19470",0,2,0,0,0,1,2,1,2,1,0,1,0,1,0,2,2,2,11,11,12,0,1,1
"793","Chr5-13610694","LOC_Os05g23720",862,676,666,594,623,596,288,281,279,224,233,230,515,454,406,336,504,395,589,581,550,480,361,421
"794","Chr5-13610558","LOC_Os05g23720",8,7,4,21,15,13,4,7,7,1,4,4,7,6,15,6,7,7,5,5,5,0,0,0
"795","Chr5-13613559","LOC_Os05g23720",9,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"796","Chr5+14773095","LOC_Os05g25400",0,0,0,0,0,0,7,7,8,12,6,9,7,9,7,0,0,0,2,2,1,0,0,0
"797","Chr5+14772808","LOC_Os05g25400",0,4,0,1,0,3,6,7,11,13,27,37,2,1,11,0,3,4,3,6,0,4,19,4
"798","Chr5+14772943","LOC_Os05g25400",0,0,0,0,0,0,9,15,20,18,20,19,5,5,8,1,3,3,3,0,3,0,0,0
"799","Chr5-16421620","LOC_Os05g28090",0,0,0,0,0,0,12,15,20,8,7,7,2,3,2,0,0,0,0,1,0,0,0,0
"800","Chr5-16421717","LOC_Os05g28090",1,5,1,5,3,2,45,29,37,15,25,26,11,11,2,0,0,0,1,1,0,0,0,0
"801","Chr5-16421555","LOC_Os05g28090",0,0,0,0,0,0,45,38,42,30,33,25,5,5,7,0,0,0,0,0,0,0,1,8
"802","Chr5-16503182","LOC_Os05g28190",194,276,392,237,226,279,92,85,82,155,155,150,191,150,185,102,59,74,89,98,87,130,95,98
"803","Chr5-16502944","LOC_Os05g28190",288,437,414,342,402,296,131,148,122,153,162,167,119,134,135,92,90,95,141,150,129,312,647,413
"804","Chr5+16691067","LOC_Os05g28500",107,48,24,135,118,48,954,645,583,509,521,613,182,231,142,20,24,23,86,102,110,487,370,198
"805","Chr5+16691249","LOC_Os05g28500",1,4,1,8,9,12,2,8,12,14,9,9,4,3,5,1,1,1,2,3,2,0,0,0
"806","Chr5-16704728","LOC_Os05g28520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"807","Chr5-16702087","LOC_Os05g28520",11,9,6,4,6,9,9,1,5,8,8,8,5,3,4,1,3,6,13,28,22,36,18,7
"808","Chr5+17548974","LOC_Os05g30280",0,0,3,0,3,1,3,5,5,2,3,1,1,0,0,1,1,0,1,1,1,5,12,0
"809","Chr5+17552298","LOC_Os05g30280",0,0,0,1,4,0,0,5,0,3,3,7,8,2,11,39,24,30,0,1,0,0,0,0
"810","Chr5+17551303","LOC_Os05g30280",0,3,3,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,18,25
"811","Chr5+18470650","LOC_Os05g31720",0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,170,154,167,795,534,974
"812","Chr5+18468220","LOC_Os05g31720",0,0,0,1,0,0,2,2,3,0,0,0,1,1,1,0,0,1,0,0,0,29,20,14
"813","Chr5-19327433","LOC_Os05g32970",131,73,95,144,188,192,897,894,869,744,1084,1328,297,250,302,63,94,116,178,213,199,122,48,52
"814","Chr5-19327896","LOC_Os05g32970",5,2,4,0,2,0,4,5,5,13,9,13,4,6,6,1,1,0,4,4,4,2,0,0
"815","Chr5-20263846","LOC_Os05g34230",16,23,23,11,9,1,96,101,103,157,126,121,63,49,64,93,110,79,44,39,38,146,4,6
"816","Chr5-20263897","LOC_Os05g34230",2,1,2,5,6,6,1,2,2,1,2,2,0,0,0,5,4,5,1,0,1,0,0,0
"817","Chr5-20264338","LOC_Os05g34230",6,6,5,3,18,7,0,0,0,0,2,1,1,0,1,2,1,3,0,1,2,0,0,0
"818","Chr5-21214833","LOC_Os05g35740",1824,1360,1473,1866,1551,2087,390,422,440,669,513,615,749,753,749,487,489,440,186,215,236,260,623,256
"819","Chr5-21216004","LOC_Os05g35740",3,5,5,10,9,6,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,0
"820","Chr5-23080701","LOC_Os05g39350",0,0,0,2,1,1,0,0,0,0,6,1,0,2,0,30,32,30,0,0,1,0,1,0
"821","Chr5-23081204","LOC_Os05g39350",0,0,0,3,3,1,0,2,1,1,2,1,6,4,4,45,39,46,1,0,1,9,4,16
"822","Chr5-23080918","LOC_Os05g39350",3,4,1,0,0,0,6,2,2,4,3,6,11,7,19,190,145,130,4,4,2,0,0,1
"823","Chr5+23646570","LOC_Os05g40260",0,1,0,0,0,0,5,6,4,2,3,15,2,1,3,1,1,0,1,1,0,0,0,0
"824","Chr5+23646793","LOC_Os05g40260",0,0,0,0,0,3,9,21,17,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0
"825","Chr5+23646947","LOC_Os05g40260",0,1,0,0,1,1,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,1,3,7
"826","Chr5+23646682","LOC_Os05g40260",0,4,4,7,1,2,116,130,121,106,109,105,26,38,41,8,7,9,4,8,10,4,2,5
"827","Chr5-23903677","LOC_Os05g40770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"828","Chr5-23903866","LOC_Os05g40770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,12,0,0,0,0,0,0
"829","Chr5-23899487","LOC_Os05g40770",2,4,0,4,6,5,4,0,8,21,20,20,14,13,13,501,733,974,22,21,26,13,0,17
"830","Chr5+23997619","LOC_Os05g40910",4,7,2,0,4,8,10,10,10,6,10,8,10,12,11,2,1,1,5,4,5,162,142,336
"831","Chr5+23997165","LOC_Os05g40910",8,5,9,0,2,2,42,39,45,36,35,40,29,15,23,2,1,2,8,8,8,0,0,0
"832","Chr5-24154004","LOC_Os05g41240",0,0,0,0,0,0,9,10,9,0,5,3,8,7,7,1,0,0,2,2,0,0,0,0
"833","Chr5-24153894","LOC_Os05g41240",3,5,7,4,8,4,5,0,5,10,2,7,3,7,7,0,2,1,5,3,16,0,0,0
"834","Chr5-24158021","LOC_Os05g41240",1,1,2,2,0,5,0,0,0,0,1,0,1,0,0,0,1,0,2,1,1,33,30,59
"835","Chr5-24154145","LOC_Os05g41240",34,54,44,67,67,66,117,116,120,135,154,126,128,95,85,32,49,26,38,33,31,43,53,42
"836","Chr5+25003740","LOC_Os05g43060",11,19,19,10,10,11,6,5,4,2,1,2,5,7,7,6,3,4,34,28,25,0,3,1
"837","Chr5+25015240","LOC_Os05g43060",5,1,7,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"838","Chr5+25014809","LOC_Os05g43060",161,143,231,118,136,97,133,150,151,210,207,198,207,302,284,123,140,90,184,177,165,64,79,44
"839","Chr5+25003943","LOC_Os05g43060",5,5,6,3,1,0,4,5,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
"840","Chr5+25955576","LOC_Os05g44610",2,1,4,4,5,20,0,0,5,1,1,1,1,1,0,0,1,2,18,11,23,13,36,26
"841","Chr5+25955711","LOC_Os05g44610",6,3,9,0,0,0,0,0,0,0,0,0,1,1,1,2,5,4,18,11,14,0,0,0
"842","Chr5+25955830","LOC_Os05g44610",1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,5,7,0,0,0
"843","Chr5-26237578","LOC_Os05g45210",225,219,231,191,167,174,24,26,24,54,42,38,30,33,27,329,363,288,74,71,75,49,55,57
"844","Chr5-26238026","LOC_Os05g45210",0,4,6,2,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"845","Chr5+26560015","LOC_Os05g45840",5,9,10,15,29,26,20,17,25,18,16,23,29,61,55,182,202,229,14,15,12,40,4,36
"846","Chr5+26559970","LOC_Os05g45840",31,17,13,7,3,25,5,6,3,1,1,1,4,2,2,20,2,11,0,0,0,0,0,0
"847","Chr5+26559853","LOC_Os05g45840",10,15,12,15,19,28,0,0,0,0,0,0,0,1,1,12,14,5,0,0,0,0,0,0
"848","Chr5+26938254","LOC_Os05g46500",40,16,37,44,40,45,43,45,49,85,77,79,66,60,58,57,64,65,43,44,41,20,68,19
"849","Chr5+26938658","LOC_Os05g46500",1,2,1,25,10,14,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"850","Chr5-27701827","LOC_Os05g48330",0,2,0,0,0,0,2,1,2,0,0,0,0,0,0,3,0,3,1,1,1,0,0,0
"851","Chr5-27702121","LOC_Os05g48330",25,17,32,32,21,30,10,7,9,1,0,0,47,31,37,256,205,300,43,30,43,15,41,40
"852","Chr5-27701941","LOC_Os05g48330",1,3,0,2,0,1,4,0,8,0,0,0,3,0,1,19,16,22,10,8,0,7,3,64
"853","Chr5-27703689","LOC_Os05g48330",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,0,0,0,32,30,10
"854","Chr5+27807427","LOC_Os05g48510",10,98,188,180,147,183,83,118,117,215,239,176,162,164,164,243,255,260,81,90,71,75,1,54
"855","Chr5+27807002","LOC_Os05g48510",4,2,3,3,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"856","Chr5-28476339","LOC_Os05g49630",4,6,1,11,14,17,0,0,0,0,0,1,3,0,1,2,1,0,3,3,3,1,0,0
"857","Chr5-28473688","LOC_Os05g49630",7,5,2,2,7,2,8,3,11,5,3,6,2,4,4,2,2,2,13,21,18,6,10,5
"858","Chr5-28473600","LOC_Os05g49630",3,1,1,1,1,1,2,12,3,1,6,3,0,0,0,0,1,1,8,12,14,6,6,0
"859","Chr5-28871886","LOC_Os05g50380",96,106,73,43,42,49,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,1,5,0
"860","Chr5-28871811","LOC_Os05g50380",506,532,455,279,220,318,7,14,14,15,22,20,69,53,56,7,0,14,477,437,490,595,536,659
"861","Chr5+28940830","LOC_Os05g50480",0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,1,2,1,0,0,0,0,0,0
"862","Chr5+28942987","LOC_Os05g50480",3,2,5,7,5,5,5,6,4,3,2,0,0,0,0,2,2,1,2,1,1,9,7,5
"863","Chr5+28948384","LOC_Os05g50480",187,166,164,113,160,128,177,179,179,135,177,111,127,117,126,156,163,146,154,143,150,23,82,63
"864","Chr5+28948519","LOC_Os05g50480",11,11,1,3,4,1,6,2,4,2,0,2,2,1,4,5,0,4,6,4,7,2,1,1
"865","Chr5+28948271","LOC_Os05g50480",0,1,3,13,13,10,0,1,2,0,1,3,0,1,3,2,2,2,4,6,6,0,0,0
"866","Chr5+29616053","LOC_Os05g51630",2,0,1,0,4,3,0,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
"867","Chr5+29616221","LOC_Os05g51630",186,205,196,164,165,195,173,169,191,138,138,148,73,72,73,83,192,37,91,109,114,47,44,44
"868","Chr5+29616434","LOC_Os05g51630",11,6,8,5,10,11,7,32,16,36,20,21,16,10,7,12,14,17,12,12,19,5,1,7
"869","Chr6+409962","LOC_Os06g01680",51,50,49,43,43,31,0,9,11,21,18,22,14,32,15,15,12,9,44,36,44,24,6,56
"870","Chr6+410144","LOC_Os06g01680",60,42,64,47,21,38,59,63,60,49,52,63,54,39,53,31,35,33,47,52,41,24,127,31
"871","Chr6+925182","LOC_Os06g02600",460,139,182,244,255,271,28,56,38,71,72,62,90,88,92,135,147,145,99,88,99,53,59,46
"872","Chr6+924568","LOC_Os06g02600",6,9,15,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873","Chr6+923649","LOC_Os06g02600",17,0,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"874","Chr6+1923594","LOC_Os06g04480",67,70,63,134,120,125,63,69,54,56,54,64,32,42,34,7,6,7,0,0,3,85,87,62
"875","Chr6+1923233","LOC_Os06g04480",22,45,33,89,47,89,37,49,45,50,28,47,25,13,25,2,1,1,0,1,0,0,5,6
"876","Chr6-2498984","LOC_Os06g05520",41,36,36,81,28,37,47,58,62,111,153,186,81,84,76,49,53,47,50,20,72,6,5,25
"877","Chr6-2500522","LOC_Os06g05520",0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,4,3,5,1,0,2
"878","Chr6-2500900","LOC_Os06g05520",3,8,9,7,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"879","Chr6+2576703","LOC_Os06g05690",0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,26,43,29,0,0,0,0,0,0
"880","Chr6+2576776","LOC_Os06g05690",0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,4,5,6,0,0,0,0,0,0
"881","Chr6+2702290","LOC_Os06g05900",9,1,2,10,5,11,17,19,19,3,1,2,7,8,7,18,3,10,11,3,11,43,9,31
"882","Chr6+2705022","LOC_Os06g05900",29,29,30,8,16,14,14,18,16,17,11,24,8,16,34,10,15,10,18,15,15,0,0,0
"883","Chr6+3203919","LOC_Os06g06790",2,1,1,2,6,5,1,0,0,0,0,0,0,0,0,33,33,33,2,10,10,1,7,3
"884","Chr6+3203821","LOC_Os06g06790",22,49,6,5,43,3,4,5,5,1,3,3,0,0,0,63,43,58,14,17,18,0,0,0
"885","Chr6-3256753","LOC_Os06g06870",5,5,4,6,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886","Chr6-3250547","LOC_Os06g06870",66,60,54,39,38,41,21,20,24,14,47,17,26,28,29,19,2,17,59,56,52,28,71,28
"887","Chr6-3256457","LOC_Os06g06870",1,2,6,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,2,5
"888","Chr6+3338153","LOC_Os06g07030",2504,2841,2563,4227,3316,4674,115,95,101,461,416,442,535,539,543,359,619,521,203,271,229,202,71,64
"889","Chr6+3338864","LOC_Os06g07030",23,49,38,60,42,77,0,0,0,1,1,0,0,0,0,9,5,1,3,12,0,0,0,0
"890","Chr6+3338599","LOC_Os06g07030",43,43,43,63,53,62,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"891","Chr6+4540239","LOC_Os06g09020",69,40,55,77,65,79,35,41,49,56,84,55,117,116,127,85,74,92,84,92,90,166,169,33
"892","Chr6+4540523","LOC_Os06g09020",5,28,18,13,5,13,13,8,13,14,10,12,18,16,20,21,16,8,8,8,7,3,0,1
"893","Chr6+4868760","LOC_Os06g09560",0,4,0,2,8,13,7,10,5,6,5,5,1,2,2,9,0,5,3,8,3,25,3,9
"894","Chr6+4869574","LOC_Os06g09560",9,10,8,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"895","Chr6+4870069","LOC_Os06g09560",468,395,615,508,449,480,0,15,37,5,3,3,0,1,0,61,62,64,27,30,25,98,183,182
"896","Chr6+4869341","LOC_Os06g09560",7,31,15,18,26,15,0,0,0,0,0,0,0,0,0,4,3,0,3,3,1,0,0,0
"897","Chr6+5427193","LOC_Os06g10520",16,10,13,20,17,9,69,73,67,45,39,39,286,305,293,212,226,174,48,35,29,397,428,421
"898","Chr6+5421314","LOC_Os06g10520",1,0,0,0,2,3,5,3,2,0,0,0,1,1,1,0,0,0,0,0,0,9,1,9
"899","Chr6+5427119","LOC_Os06g10520",6,19,16,3,6,1,9,12,9,10,4,4,29,28,28,24,18,21,7,3,2,37,26,30
"900","Chr6-6036960","LOC_Os06g11440",62,84,51,33,15,26,4,1,2,3,2,2,2,0,2,0,2,1,7,5,2,14,2,6
"901","Chr6-6045572","LOC_Os06g11440",1,2,1,1,0,1,0,0,0,1,2,1,0,0,0,1,0,2,4,3,0,48,25,5
"902","Chr6-6036738","LOC_Os06g11440",33,31,53,21,39,45,19,20,41,25,26,28,34,33,22,20,20,21,16,21,22,38,20,21
"903","Chr6+6734093","LOC_Os06g12400",16,9,11,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,19,75,60
"904","Chr6+6733997","LOC_Os06g12400",3,7,2,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"905","Chr6+6734446","LOC_Os06g12400",76,97,77,89,57,127,69,39,65,77,93,81,54,65,49,24,27,24,52,39,47,55,50,44
"906","Chr6+7496628","LOC_Os06g13570",103,120,71,88,57,43,11,8,13,28,32,29,37,39,39,9,9,8,22,11,10,41,49,57
"907","Chr6+7488115","LOC_Os06g13570",23,16,20,21,22,6,12,10,12,11,11,9,6,16,14,22,20,20,7,9,2,48,0,43
"908","Chr6+8316861","LOC_Os06g14740",77,127,91,102,141,125,169,164,99,192,204,185,131,124,162,109,115,111,60,60,52,8,4,123
"909","Chr6+8316719","LOC_Os06g14740",6,1,1,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"910","Chr6+8314693","LOC_Os06g14740",0,6,1,1,8,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"911","Chr6-8598272","LOC_Os06g15170",0,1,4,0,5,5,40,4,44,22,8,9,0,7,1,1,1,0,0,2,1,0,0,0
"912","Chr6-8597895","LOC_Os06g15170",1,4,2,1,2,1,62,49,65,33,27,27,0,1,3,0,0,0,11,11,11,20,4,11
"913","Chr6-8758767","LOC_Os06g15420",0,0,0,2,0,9,18,21,21,17,12,5,7,7,7,18,18,20,6,6,5,0,0,0
"914","Chr6-8759043","LOC_Os06g15420",54,46,40,37,38,26,158,135,139,163,163,152,75,74,73,116,126,148,134,143,155,159,68,99
"915","Chr6+10927115","LOC_Os06g19200",9,6,5,4,4,2,49,72,53,63,51,60,58,75,74,25,16,11,60,55,53,77,120,22
"916","Chr6+10927366","LOC_Os06g19200",3,0,0,0,0,0,56,38,28,49,54,44,17,19,13,10,11,11,10,12,7,3,5,3
"917","Chr6-13302551","LOC_Os06g22820",35,36,40,49,61,61,115,108,123,189,190,190,329,329,336,69,62,73,67,77,45,155,208,197
"918","Chr6-13302263","LOC_Os06g22820",5,0,3,0,3,5,2,2,1,0,1,1,2,0,1,2,1,2,0,0,1,0,0,0
"919","Chr6+13384654","LOC_Os06g22919",0,0,0,0,0,0,11,41,18,37,33,39,46,61,74,22,15,18,14,12,12,9,6,9
"920","Chr6+13390409","LOC_Os06g22919",3,4,4,7,3,2,26,31,18,109,97,100,210,200,234,23,25,24,56,56,53,43,130,110
"921","Chr6+13379165","LOC_Os06g22919",0,0,0,0,0,0,4,1,3,2,1,3,0,6,6,3,0,0,0,1,1,0,0,0
"922","Chr6+13651201","LOC_Os06g23390",0,0,0,3,6,6,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,2,4
"923","Chr6+13651306","LOC_Os06g23390",0,1,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,10,18,16,8,14,0
"924","Chr6-14897115","LOC_Os06g25500",4,6,5,3,1,4,0,0,1,4,2,3,8,9,7,0,3,0,2,4,3,19,6,54
"925","Chr6-14897441","LOC_Os06g25500",1,0,0,0,1,0,0,1,0,1,0,1,2,1,4,2,0,0,0,1,1,0,0,0
"926","Chr6-14897283","LOC_Os06g25500",4,0,9,0,0,0,3,7,2,6,7,3,22,6,15,1,1,4,4,3,3,0,0,0
"927","Chr6+16510334","LOC_Os06g28970",3,6,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0
"928","Chr6+16512798","LOC_Os06g28970",37,22,29,22,16,23,131,146,181,121,130,105,58,46,58,39,34,33,66,67,65,22,14,27
"929","Chr6-16991756","LOC_Os06g29630",18,20,13,4,22,6,10,10,9,11,14,15,17,19,19,4,4,4,5,8,4,3,4,0
"930","Chr6-16993466","LOC_Os06g29630",5,5,6,15,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"931","Chr6-18159030","LOC_Os06g31220",14,8,9,1,2,1,2,4,6,0,6,9,7,10,7,1,3,1,3,4,2,8,30,104
"932","Chr6-18158753","LOC_Os06g31220",0,3,0,1,2,2,5,5,4,11,18,10,5,6,11,1,1,1,6,4,4,0,0,0
"933","Chr6-18159497","LOC_Os06g31220",0,24,7,10,10,10,6,4,6,4,2,0,2,2,1,3,4,7,2,3,2,3,4,3
"934","Chr6-18158673","LOC_Os06g31220",2,3,6,0,0,0,0,0,1,0,2,0,6,5,2,1,1,0,0,0,0,0,0,0
"935","Chr6-18160069","LOC_Os06g31220",0,1,0,7,5,6,2,1,0,3,1,7,1,1,1,0,0,0,0,0,0,0,0,0
"936","Chr6+19418434","LOC_Os06g33330",0,0,3,0,0,2,1,1,4,3,2,2,1,1,0,0,4,0,2,1,1,0,0,0
"937","Chr6+19418158","LOC_Os06g33330",27,16,18,7,12,17,6,15,13,3,5,3,1,3,0,2,0,1,1,1,0,1,6,0
"938","Chr6+19418311","LOC_Os06g33330",84,94,91,101,62,102,63,65,52,46,38,39,12,12,15,13,5,8,18,13,21,0,1,3
"939","Chr6+19418486","LOC_Os06g33330",6,9,4,2,0,2,3,4,3,4,0,3,2,1,1,1,1,1,0,3,9,0,1,0
"940","Chr6+19417156","LOC_Os06g33330",29,24,20,28,6,40,14,20,6,5,6,3,0,0,0,0,1,0,0,0,0,0,0,0
"941","Chr6-20034728","LOC_Os06g34440",4,8,5,6,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0
"942","Chr6-20035117","LOC_Os06g34440",39,46,54,27,30,62,87,98,73,96,100,88,91,87,92,35,37,37,33,46,41,18,95,209
"943","Chr6-20034649","LOC_Os06g34440",2,11,16,2,2,1,2,7,2,1,0,0,1,0,0,2,3,1,3,3,1,0,0,0
"944","Chr6-20223915","LOC_Os06g34790",178,173,174,279,231,245,327,375,363,346,367,342,555,610,544,270,386,328,250,229,236,636,174,296
"945","Chr6-20223699","LOC_Os06g34790",0,0,0,5,12,17,0,0,3,0,0,1,0,3,1,0,1,0,0,1,1,5,27,1
"946","Chr6-20635351","LOC_Os06g35410",90,57,48,111,108,106,33,17,36,20,27,18,39,46,53,227,193,250,14,10,18,4,6,8
"947","Chr6-20635415","LOC_Os06g35410",3,3,3,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"948","Chr6-20998099","LOC_Os06g35960",75,50,44,54,37,44,1,1,4,0,0,0,0,0,0,2,7,5,1,6,8,3,8,0
"949","Chr6-20996340","LOC_Os06g35960",703,662,676,919,903,857,2,4,0,0,0,0,0,0,0,13,12,15,28,28,27,6,7,10
"950","Chr6-21069550","LOC_Os06g36050",44,31,27,33,27,19,56,61,53,29,32,21,13,16,11,20,21,21,22,14,15,107,92,127
"951","Chr6-21066261","LOC_Os06g36050",0,2,0,1,3,6,4,3,4,4,2,2,7,6,6,32,31,42,15,16,15,14,23,35
"952","Chr6-21414841","LOC_Os06g36480",1,2,0,2,2,2,1,0,1,3,0,0,1,1,0,2,1,0,0,0,0,0,0,0
"953","Chr6-21421108","LOC_Os06g36480",2,0,1,0,0,1,3,1,2,0,1,2,0,2,0,1,0,0,3,2,3,6,0,14
"954","Chr6-21414776","LOC_Os06g36480",0,0,2,12,15,9,0,3,2,2,4,0,5,6,4,3,4,3,0,0,1,0,0,0
"955","Chr6-21963477","LOC_Os06g37180",42,5,23,23,34,18,3,4,3,6,2,4,7,9,9,2,2,1,48,27,33,0,0,0
"956","Chr6-21963207","LOC_Os06g37180",690,587,673,685,535,535,734,716,697,590,604,591,1359,1426,1366,858,903,866,1127,1149,1133,530,140,954
"957","Chr6-23087555","LOC_Os06g38910",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0
"958","Chr6-23086909","LOC_Os06g38910",2,12,6,3,2,1,3,4,3,4,2,3,4,1,1,0,1,1,6,7,6,16,13,32
"959","Chr6+23846208","LOC_Os06g40060",3,5,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"960","Chr6+23846628","LOC_Os06g40060",7,5,3,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,0,0
"961","Chr6+23846762","LOC_Os06g40060",0,0,1,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"962","Chr6+23847017","LOC_Os06g40060",138,173,104,271,202,316,148,125,139,144,144,144,196,186,192,156,171,169,369,310,318,464,327,499
"963","Chr6+23844369","LOC_Os06g40060",3,5,8,7,4,3,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,1,0,0
"964","Chr6+23846874","LOC_Os06g40060",1,5,2,14,9,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
"965","Chr6-25073605","LOC_Os06g41810",10,1,10,9,0,2,21,15,45,19,20,19,12,13,12,2,2,2,9,7,10,0,0,0
"966","Chr6-25073255","LOC_Os06g41810",1,3,3,4,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
