"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","imbibed_seed1","imbibed_seed2","imbibed_seed3","stem_60days1","stem_60days2","stem_60days3","root_5days1","root_5days2","root_5days3","root_60days1","root_60days2","root_60days3","mature_pollen1","mature_pollen2","mature_pollen3"
"933","Chr6-18159497","LOC_Os06g31220",0,24,7,0,10,6,2,2,1,2,4,3,3,4,7,3,4,3
"934","Chr6-18158673","LOC_Os06g31220",2,3,6,1,5,4,6,5,2,2,2,1,1,1,0,0,0,0
"935","Chr6-18160069","LOC_Os06g31220",0,1,0,4,0,3,1,1,1,2,1,1,0,0,0,0,0,0
"936","Chr6+19418434","LOC_Os06g33330",0,0,3,0,1,3,1,1,0,1,0,0,0,4,0,0,0,0
"937","Chr6+19418158","LOC_Os06g33330",27,16,18,5,7,7,1,3,0,0,0,2,2,0,1,1,6,0
"938","Chr6+19418311","LOC_Os06g33330",84,94,91,41,13,12,12,12,15,7,12,16,13,5,8,0,1,3
"939","Chr6+19418486","LOC_Os06g33330",6,9,4,0,3,2,2,1,1,1,2,3,1,1,1,0,1,0
"940","Chr6+19417156","LOC_Os06g33330",29,24,20,5,2,8,0,0,0,4,2,3,0,1,0,0,0,0
"941","Chr6-20034728","LOC_Os06g34440",4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
"942","Chr6-20035117","LOC_Os06g34440",39,46,54,99,9,66,91,87,92,51,63,42,35,37,37,18,95,209
"943","Chr6-20034649","LOC_Os06g34440",2,11,16,2,10,4,1,0,0,3,0,2,2,3,1,0,0,0
"944","Chr6-20223915","LOC_Os06g34790",178,173,174,168,167,175,555,610,544,645,588,568,270,386,328,636,174,296
"945","Chr6-20223699","LOC_Os06g34790",0,0,0,2,0,1,0,3,1,0,1,0,0,1,0,5,27,1
"946","Chr6-20635351","LOC_Os06g35410",90,57,48,65,28,51,39,46,53,316,302,332,227,193,250,4,6,8
"947","Chr6-20635415","LOC_Os06g35410",3,3,3,0,0,1,0,0,0,4,1,4,0,0,0,0,0,0
"948","Chr6-20998099","LOC_Os06g35960",75,50,44,33,35,33,0,0,0,1,1,8,2,7,5,3,8,0
"949","Chr6-20996340","LOC_Os06g35960",703,662,676,264,459,335,0,0,0,34,40,37,13,12,15,6,7,10
"950","Chr6-21069550","LOC_Os06g36050",44,31,27,16,17,21,13,16,11,22,22,20,20,21,21,107,92,127
"951","Chr6-21066261","LOC_Os06g36050",0,2,0,8,11,8,7,6,6,50,64,51,32,31,42,14,23,35
"952","Chr6-21414841","LOC_Os06g36480",1,2,0,0,14,0,1,1,0,7,5,5,2,1,0,0,0,0
"953","Chr6-21421108","LOC_Os06g36480",2,0,1,1,0,0,0,2,0,0,3,1,1,0,0,6,0,14
"954","Chr6-21414776","LOC_Os06g36480",0,0,2,0,0,1,5,6,4,10,11,12,3,4,3,0,0,0
"955","Chr6-21963477","LOC_Os06g37180",42,5,23,8,10,12,7,9,9,7,7,5,2,2,1,0,0,0
"956","Chr6-21963207","LOC_Os06g37180",690,587,673,562,582,589,1359,1426,1366,1189,1277,1325,858,903,866,530,140,954
"957","Chr6-23087555","LOC_Os06g38910",0,0,0,0,0,0,0,1,1,1,0,4,0,1,2,0,0,0
"958","Chr6-23086909","LOC_Os06g38910",2,12,6,1,0,2,4,1,1,1,2,3,0,1,1,16,13,32
"959","Chr6+23846208","LOC_Os06g40060",3,5,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
"960","Chr6+23846628","LOC_Os06g40060",7,5,3,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0
"961","Chr6+23846762","LOC_Os06g40060",0,0,1,4,1,6,0,0,0,0,1,0,0,0,0,0,0,0
"962","Chr6+23847017","LOC_Os06g40060",138,173,104,245,253,265,196,186,192,93,95,107,156,171,169,464,327,499
"963","Chr6+23844369","LOC_Os06g40060",3,5,8,3,4,0,3,1,5,0,0,0,0,0,0,1,0,0
"964","Chr6+23846874","LOC_Os06g40060",1,5,2,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
"965","Chr6-25073605","LOC_Os06g41810",10,1,10,3,3,3,12,13,12,9,11,7,2,2,2,0,0,0
"966","Chr6-25073255","LOC_Os06g41810",1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"967","Chr6-25073672","LOC_Os06g41810",27,28,28,24,24,31,69,57,64,20,16,8,14,0,5,2,2,8
"968","Chr6-25899616","LOC_Os06g43090",0,3,5,0,0,0,0,0,0,0,6,1,7,8,4,2,9,6
"969","Chr6-25899526","LOC_Os06g43090",14,9,14,57,25,28,1,1,1,27,23,16,49,52,44,0,0,0
"970","Chr6-25899445","LOC_Os06g43090",9,11,10,35,49,57,4,4,4,38,47,53,84,98,99,19,27,41
"971","Chr6-25899296","LOC_Os06g43090",1,1,1,0,0,0,0,0,0,0,1,0,2,1,5,0,0,0
"972","Chr6+26303034","LOC_Os06g43680",17,11,16,10,3,6,5,4,5,4,9,7,21,21,5,0,0,0
"973","Chr6+26297637","LOC_Os06g43680",13,14,14,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"974","Chr6+26302824","LOC_Os06g43680",11,6,11,6,5,2,3,3,4,0,8,5,12,12,11,8,5,3
"975","Chr6+26303103","LOC_Os06g43680",44,58,26,22,21,14,44,44,45,26,28,23,84,83,76,1,9,33
"976","Chr6-26637991","LOC_Os06g44150",1,0,2,1,2,2,2,6,9,2,2,2,0,3,7,9,38,1
"977","Chr6-26635719","LOC_Os06g44150",1,3,2,7,10,7,14,11,13,10,5,2,5,9,5,0,0,0
"978","Chr6-26635628","LOC_Os06g44150",2,5,3,4,0,7,13,6,11,23,23,20,8,8,7,39,17,58
"979","Chr6-26948705","LOC_Os06g44620",5,1,6,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0
"980","Chr6-26945604","LOC_Os06g44620",2,2,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
"981","Chr6-26943172","LOC_Os06g44620",124,109,98,20,52,61,166,179,166,263,262,236,212,235,212,50,3,12
"982","Chr6+27561599","LOC_Os06g45540",2,2,1,15,17,14,1,0,0,1,1,1,2,1,3,0,0,0
"983","Chr6+27561475","LOC_Os06g45540",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,8
"984","Chr6+27561347","LOC_Os06g45540",2,0,1,2,10,3,0,0,0,0,0,0,0,0,0,0,0,0
"985","Chr6+28402076","LOC_Os06g46770",1,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"986","Chr6+28404272","LOC_Os06g46770",6,0,0,3,4,5,1,1,3,0,5,2,14,11,12,0,0,0
"987","Chr6-28641300","LOC_Os06g47230",3,4,3,0,0,0,0,0,0,4,2,9,1,2,5,0,0,0
"988","Chr6-28639437","LOC_Os06g47230",4900,5043,4690,3731,3802,3486,4964,5060,5018,2862,2618,2755,3325,3577,3340,4276,3428,3839
"989","Chr6-28640867","LOC_Os06g47230",1,2,1,0,0,0,0,0,0,0,1,0,1,1,0,42,0,3
"990","Chr6+28706369","LOC_Os06g47350",1199,1339,1586,632,677,647,1637,1653,1683,264,281,258,654,593,863,146,1047,88
"991","Chr6+28701964","LOC_Os06g47350",28,27,18,15,14,11,0,23,25,4,7,5,12,8,10,20,56,2
"992","Chr6-29215091","LOC_Os06g48320",5,5,8,0,0,2,0,0,1,0,1,1,2,0,0,0,0,0
"993","Chr6-29217421","LOC_Os06g48320",18,17,32,0,9,11,0,1,0,1,0,1,4,0,0,0,0,0
"994","Chr6-29215435","LOC_Os06g48320",105,226,71,109,122,63,51,39,45,37,33,42,20,24,26,200,89,106
"995","Chr6-29215735","LOC_Os06g48320",3,0,4,0,3,5,1,0,0,0,2,2,2,2,2,1,1,0
"996","Chr6-29215275","LOC_Os06g48320",30,23,15,19,16,20,3,0,3,9,12,9,3,4,6,43,35,42
"997","Chr6-29217696","LOC_Os06g48320",6,12,1,9,5,6,1,0,0,4,3,3,3,1,1,0,0,0
"998","Chr6-29958681","LOC_Os06g49440",0,1,0,0,0,0,1,5,0,1,2,2,1,0,0,0,0,0
"999","Chr6-29955988","LOC_Os06g49440",17,7,10,48,36,32,22,19,22,12,21,10,14,12,11,19,22,40
"1000","Chr6-29955619","LOC_Os06g49440",0,3,5,5,7,9,11,15,9,4,10,7,4,5,12,0,0,0
"1001","Chr6+31184620","LOC_Os06g51480",7,4,4,0,0,0,18,1,2,8,5,9,7,8,5,0,0,0
"1002","Chr6+31184283","LOC_Os06g51480",46,45,44,29,55,14,119,143,88,115,142,133,144,143,130,166,100,249
"1003","Chr7+21062","LOC_Os07g01030",9,5,3,3,4,4,3,9,3,0,0,1,0,0,0,0,0,0
"1004","Chr7+21337","LOC_Os07g01030",23,24,25,12,14,21,183,235,222,12,23,23,10,11,8,23,54,44
"1005","Chr7-451747","LOC_Os07g01770",16,17,16,12,28,3,5,5,3,5,4,6,16,9,7,67794,71474,44021
"1006","Chr7-453397","LOC_Os07g01770",0,0,0,2,1,2,0,0,0,0,2,1,2,3,1,9,19,3
"1007","Chr7-452595","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,8
"1008","Chr7-453618","LOC_Os07g01770",0,0,0,4,0,9,1,3,3,7,9,6,12,5,5,2,0,2
"1009","Chr7-457751","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,309,277
"1010","Chr7-452404","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,110,110
"1011","Chr7-607252","LOC_Os07g01990",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,2,0
"1012","Chr7-604708","LOC_Os07g01990",99,99,176,91,104,109,113,121,122,136,138,129,94,86,87,230,212,218
"1013","Chr7-604833","LOC_Os07g01990",10,7,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1014","Chr7+798364","LOC_Os07g02340",6,0,5,8,2,6,1,1,1,0,0,0,6,11,9,34,41,28
"1015","Chr7+798246","LOC_Os07g02340",2,9,6,2,5,4,0,1,0,0,0,0,9,7,7,0,0,0
"1016","Chr7+799174","LOC_Os07g02340",5,0,6,10,6,9,5,6,0,8,7,8,27,21,28,36,28,72
"1017","Chr7+798977","LOC_Os07g02340",330,260,318,1043,794,1105,738,727,727,764,758,750,1424,1487,2129,1076,1621,1268
"1018","Chr7+3244556","LOC_Os07g06644",11,18,14,43,63,33,96,100,94,37,40,33,14,11,20,30,30,19
"1019","Chr7+3242941","LOC_Os07g06644",0,0,0,7,8,6,6,9,14,9,9,10,1,1,1,12,1,4
"1020","Chr7-3847108","LOC_Os07g07680",0,1,0,2,1,2,3,5,2,3,2,0,2,1,1,1,3,2
"1021","Chr7-3847055","LOC_Os07g07680",31,30,32,25,67,46,217,207,214,105,84,108,151,152,178,102,66,31
"1022","Chr7-4150686","LOC_Os07g08170",3,5,2,4,0,5,0,0,0,0,1,1,1,3,0,0,0,0
"1023","Chr7-4151057","LOC_Os07g08170",50,49,51,84,117,108,37,37,38,50,50,49,42,45,43,31,8,28
"1024","Chr7-4150765","LOC_Os07g08170",4,5,2,0,1,4,0,0,0,4,4,4,0,0,0,0,0,0
"1025","Chr7-4185358","LOC_Os07g08210",31,19,18,11,14,15,35,29,34,8,7,8,0,6,7,71,32,7
"1026","Chr7-4185763","LOC_Os07g08210",3,3,3,5,0,0,35,27,38,7,4,13,4,0,4,29,2,57
"1027","Chr7-4185233","LOC_Os07g08210",6,22,6,9,4,7,54,55,49,12,10,9,5,7,5,1,118,23
"1028","Chr7-5128827","LOC_Os07g09670",6,3,8,2,2,0,0,0,0,0,0,0,15,13,13,0,0,0
"1029","Chr7-5128529","LOC_Os07g09670",8,19,20,2,0,2,0,0,0,4,1,2,2,5,0,0,0,0
"1030","Chr7-5128678","LOC_Os07g09670",120,70,26,24,19,21,5,6,5,43,41,72,106,171,169,7,3,23
"1031","Chr7-6115520","LOC_Os07g11060",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,8,17,17
"1032","Chr7-6108152","LOC_Os07g11060",156,84,176,133,147,100,94,90,90,175,165,133,115,104,108,109,7,47
"1033","Chr7-8939846","LOC_Os07g15440",3,21,18,4,3,3,0,0,0,2,1,2,1,0,2,1,0,0
"1034","Chr7-8930453","LOC_Os07g15440",16,14,13,6,1,1,0,0,1,0,0,0,0,0,1,18,29,14
"1035","Chr7-8938123","LOC_Os07g15440",3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036","Chr7-8930109","LOC_Os07g15440",18,66,35,7,6,23,5,9,3,1,1,0,9,9,9,0,0,0
"1037","Chr7-10127947","LOC_Os07g17210",5,3,7,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1
"1038","Chr7-10133881","LOC_Os07g17210",4,2,3,2,2,2,1,0,0,1,2,2,0,0,0,1,8,15
"1039","Chr7-10127706","LOC_Os07g17210",17,15,20,6,5,2,0,0,0,2,2,2,1,2,3,35,25,24
"1040","Chr7-10822540","LOC_Os07g18250",2,0,9,0,2,2,1,0,1,2,1,0,3,0,2,1,2,1
"1041","Chr7-10817328","LOC_Os07g18250",6,6,9,26,27,26,29,31,29,33,25,31,37,21,23,34,19,4
"1042","Chr7-10817417","LOC_Os07g18250",4,5,9,3,3,3,9,8,10,6,6,6,4,3,3,0,0,0
"1043","Chr7+11221181","LOC_Os07g18930",26,22,23,11,8,7,1,8,7,3,4,5,0,2,0,4,1,6
"1044","Chr7+11221295","LOC_Os07g18930",2,4,2,0,2,2,5,9,6,5,4,4,1,2,1,0,0,0
"1045","Chr7+12566795","LOC_Os07g22390",6,3,3,1,5,3,5,4,4,6,5,5,6,11,19,0,0,0
"1046","Chr7+12570172","LOC_Os07g22390",68,51,37,65,47,40,79,80,78,40,40,46,33,44,49,15,12,1
"1047","Chr7+12566736","LOC_Os07g22390",2,2,3,4,8,4,13,7,8,5,6,6,5,3,7,0,0,0
"1048","Chr7-13058176","LOC_Os07g23169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,5
"1049","Chr7-13058980","LOC_Os07g23169",0,0,5,2,4,3,1,9,1,0,2,0,0,1,0,0,0,0
"1050","Chr7-13057842","LOC_Os07g23169",18,18,21,13,13,27,9,3,6,3,4,2,1,6,8,0,0,0
"1051","Chr7-13064601","LOC_Os07g23169",0,0,2,0,1,1,2,0,0,2,1,1,0,0,0,0,0,0
"1052","Chr7-13064529","LOC_Os07g23169",0,11,21,7,8,7,4,6,2,3,4,3,3,3,1,0,0,0
"1053","Chr7-13064446","LOC_Os07g23169",2,6,5,7,7,10,4,1,1,5,5,3,4,4,2,0,0,0
"1054","Chr7-13436763","LOC_Os07g23790",21,39,54,107,113,109,112,119,92,112,110,136,115,182,135,66,5,405
"1055","Chr7-13439141","LOC_Os07g23790",0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,19,27,19
"1056","Chr7-13439354","LOC_Os07g23790",19,43,70,12,12,16,0,0,0,0,0,0,1,0,0,0,0,0
"1057","Chr7-13438764","LOC_Os07g23790",3,4,1,3,4,3,0,0,0,0,0,0,0,0,0,1,1,1
"1058","Chr7-13438287","LOC_Os07g23790",0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,47,91,15
"1059","Chr7-13438691","LOC_Os07g23790",4,3,1,5,0,1,1,0,0,1,0,0,1,2,3,11,21,18
"1060","Chr7-13439556","LOC_Os07g23790",1,0,1,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1061","Chr7-13437936","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,3,11
"1062","Chr7-13438573","LOC_Os07g23790",11,13,11,0,1,12,1,2,0,3,1,4,2,2,2,0,0,0
"1063","Chr7-13513635","LOC_Os07g23900",3,19,8,4,4,6,5,4,6,4,1,2,3,0,4,0,0,0
"1064","Chr7-13513516","LOC_Os07g23900",0,0,0,0,0,0,0,0,0,1,1,3,1,0,2,5,2,0
"1065","Chr7+15407379","LOC_Os07g26690",0,0,0,0,2,8,0,1,0,0,2,3,2,2,2,0,0,0
"1066","Chr7+15410010","LOC_Os07g26690",2,2,3,52,23,47,18,27,18,101,131,126,24,27,17,19,8,8
"1067","Chr7+15409709","LOC_Os07g26690",302,357,340,1558,1253,1570,1042,1040,1125,4603,4315,4538,1713,1736,1749,644,584,647
"1068","Chr7-16627446","LOC_Os07g28440",0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,16,25,8
"1069","Chr7-16628159","LOC_Os07g28440",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,12,6
"1070","Chr7-16627852","LOC_Os07g28440",7,7,7,0,10,3,0,0,0,0,1,0,0,2,3,0,11,5
"1071","Chr7-16627620","LOC_Os07g28440",307,286,472,317,358,649,322,333,340,290,342,267,665,429,507,12402,11939,10401
"1072","Chr7+16675328","LOC_Os07g28480",4,1,2,22,30,30,68,83,78,6,3,4,5,4,4,4,72,1
"1073","Chr7+16675251","LOC_Os07g28480",16,15,16,22,30,11,105,92,94,7,0,6,1,3,3,68,118,49
"1074","Chr7-17883269","LOC_Os07g30250",10,5,5,1,0,1,1,4,0,9,9,9,4,4,7,21,121,40
"1075","Chr7-17881257","LOC_Os07g30250",6,7,15,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
"1076","Chr7-17881209","LOC_Os07g30250",11,10,5,3,18,9,8,7,5,8,8,9,8,6,13,0,0,0
"1077","Chr7-17880997","LOC_Os07g30250",6,7,6,39,49,62,46,41,49,61,66,64,36,42,40,27,51,4
"1078","Chr7-18246162","LOC_Os07g30820",4,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1079","Chr7-18241608","LOC_Os07g30820",699,678,733,620,738,526,695,726,717,206,219,204,230,290,224,480,16,401
"1080","Chr7-18253476","LOC_Os07g30840",4,0,7,3,2,7,3,8,6,8,9,8,6,15,6,5,2,1
"1081","Chr7-18253699","LOC_Os07g30840",215,228,197,151,149,116,91,91,89,124,129,178,94,91,92,125,95,59
"1082","Chr7-18253785","LOC_Os07g30840",3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083","Chr7-18253842","LOC_Os07g30840",13,13,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1084","Chr7+18324603","LOC_Os07g30940",181,217,270,115,109,120,119,135,121,170,180,167,175,161,171,92,83,52
"1085","Chr7+18324430","LOC_Os07g30940",65,155,84,4,1,1,0,0,0,2,1,1,0,2,4,0,0,0
"1086","Chr7+19289539","LOC_Os07g32420",140,94,132,146,128,94,191,185,200,23,32,25,57,50,49,97,92,53
"1087","Chr7+19289709","LOC_Os07g32420",156,165,170,124,201,193,351,325,372,68,60,40,124,123,134,323,78,83
"1088","Chr7+19288958","LOC_Os07g32420",1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"1089","Chr7+20566854","LOC_Os07g34320",1,4,2,2,2,2,0,0,1,1,2,1,1,1,1,1,2,11
"1090","Chr7+20566670","LOC_Os07g34320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1091","Chr7+22571398","LOC_Os07g37640",7,4,19,1,0,3,1,2,0,0,0,1,0,0,0,0,0,0
"1092","Chr7+22570551","LOC_Os07g37640",0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,7,8,5
"1093","Chr7+22571508","LOC_Os07g37640",106,118,107,45,45,46,26,40,22,47,62,47,33,32,19,84,66,7
"1094","Chr7-23507113","LOC_Os07g39270",1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,3,2,2
"1095","Chr7-23507310","LOC_Os07g39270",20,13,16,1,4,1,4,0,5,2,2,2,11,9,13,19,15,13
"1096","Chr7-23506870","LOC_Os07g39270",14,10,11,0,2,2,1,1,2,0,0,2,2,1,3,3,0,4
"1097","Chr7-23507029","LOC_Os07g39270",11,20,12,0,3,2,0,0,0,2,1,0,1,1,5,1,17,1
"1098","Chr7-23507510","LOC_Os07g39270",16,17,19,17,1,16,102,102,99,34,34,35,155,144,142,100,54,180
"1099","Chr7+23543690","LOC_Os07g39310",34,38,43,7,3,6,4,5,4,9,9,7,10,18,12,0,0,0
"1100","Chr7+23544043","LOC_Os07g39310",3,0,2,3,1,4,0,0,0,0,1,1,0,0,0,31,23,23
"1101","Chr7+23543533","LOC_Os07g39310",169,161,152,119,68,83,115,112,117,32,20,27,97,103,101,4,58,42
"1102","Chr7+23540766","LOC_Os07g39310",2,2,4,1,0,3,0,0,1,5,7,3,1,2,2,12,4,5
"1103","Chr7-23893991","LOC_Os07g39850",0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"1104","Chr7-23894122","LOC_Os07g39850",12,14,12,10,10,10,3,5,5,15,6,5,4,3,2,36,18,57
"1105","Chr7+23931220","LOC_Os07g39900",875,758,798,284,366,423,214,209,210,147,148,124,394,421,342,898,28,1251
"1106","Chr7+23926466","LOC_Os07g39900",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,6,4
"1107","Chr7+23930644","LOC_Os07g39900",4,5,2,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0
"1108","Chr7+26850227","LOC_Os07g45000",214,264,207,471,464,475,173,175,187,34,31,36,20,21,22,109,117,122
"1109","Chr7+26850359","LOC_Os07g45000",1,0,0,7,3,4,3,17,0,6,5,5,1,0,3,0,0,0
"1110","Chr7+27722459","LOC_Os07g46450",8,8,20,2,1,2,0,0,0,0,0,0,0,1,0,1,0,5
"1111","Chr7+27722660","LOC_Os07g46450",51,32,27,8,23,26,19,18,16,29,47,33,62,64,62,11,2,11
"1112","Chr7-27783663","LOC_Os07g46520",181,206,172,67,66,91,300,295,310,65,70,68,34,19,27,59,785,1323
"1113","Chr7-27785620","LOC_Os07g46520",5,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"1114","Chr7-27783465","LOC_Os07g46520",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1115","Chr7-28191080","LOC_Os07g47150",13,10,14,30,20,30,10,9,13,21,29,31,14,19,16,17,2,7
"1116","Chr7-28189797","LOC_Os07g47150",3,0,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0
"1117","Chr7-29248108","LOC_Os07g48880",2,0,1,0,3,1,0,0,0,0,0,0,1,0,0,6,0,0
"1118","Chr7-29247577","LOC_Os07g48880",0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1119","Chr7-29248465","LOC_Os07g48880",5,3,6,2,2,1,9,10,9,3,3,2,4,3,4,4,0,0
"1120","Chr7-29247837","LOC_Os07g48880",12,15,16,23,6,1,7,6,5,5,3,4,5,4,4,1,10,4
"1121","Chr7-29295224","LOC_Os07g48960",3,2,2,0,0,0,3,4,1,2,5,0,2,2,2,10,28,2
"1122","Chr7-29292322","LOC_Os07g48960",108,55,83,70,44,57,23,32,35,76,77,72,44,48,40,5,33,13
"1123","Chr7-29292454","LOC_Os07g48960",46,44,41,99,12,64,22,16,5,43,50,43,24,21,26,40,4,91
"1124","Chr7+29370450","LOC_Os07g49040",19,10,13,67,75,32,38,32,27,95,100,86,87,76,74,216,290,17
"1125","Chr7+29370153","LOC_Os07g49040",10,6,9,3,1,2,1,0,3,1,4,0,3,7,9,0,0,0
"1126","Chr7+29400763","LOC_Os07g49110",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"1127","Chr7+29401829","LOC_Os07g49110",7,6,5,6,8,7,352,325,330,86,87,78,48,48,41,86,53,15
"1128","Chr7+29400050","LOC_Os07g49110",0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0
"1129","Chr8+191783","LOC_Os08g01290",4,3,2,7,6,7,8,7,8,11,11,9,27,24,24,0,0,0
"1130","Chr8+188813","LOC_Os08g01290",6,5,6,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0
"1131","Chr8+191880","LOC_Os08g01290",0,0,0,15,10,17,5,0,6,4,5,0,13,17,24,0,0,0
"1132","Chr8+190990","LOC_Os08g01290",4,0,1,0,0,4,0,0,0,1,1,0,2,5,2,0,0,0
"1133","Chr8+190741","LOC_Os08g01290",141,114,131,55,38,43,59,64,81,63,64,66,81,58,70,45,30,45
"1134","Chr8+698542","LOC_Os08g02110",0,0,0,0,0,0,15,15,8,6,4,3,7,2,0,0,0,0
"1135","Chr8+698310","LOC_Os08g02110",0,0,0,0,0,0,116,114,113,87,85,85,85,75,80,2,1,24
"1136","Chr8+698624","LOC_Os08g02110",0,0,0,0,0,0,54,52,50,67,65,63,26,31,33,5,37,107
"1137","Chr8-768390","LOC_Os08g02230",0,0,1,0,1,0,153,160,152,176,160,144,769,649,659,24,37,32
"1138","Chr8-768511","LOC_Os08g02230",0,0,0,0,0,0,25,23,27,20,14,5,107,120,106,0,0,0
"1139","Chr8-768102","LOC_Os08g02230",0,0,0,0,0,0,7,8,7,7,13,11,67,58,97,0,0,0
"1140","Chr8+1621375","LOC_Os08g03450",827,813,624,844,755,797,608,599,617,893,765,788,586,680,541,273,208,348
"1141","Chr8+1620274","LOC_Os08g03450",11,13,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1142","Chr8+1620496","LOC_Os08g03450",5,15,1,0,1,0,0,0,0,0,0,0,0,0,0,5,3,3
"1143","Chr8+1620024","LOC_Os08g03450",18,14,10,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0
"1144","Chr8-3326360","LOC_Os08g06090",7,2,6,0,13,16,54,55,62,95,145,150,53,21,42,532,1329,1606
"1145","Chr8-3326520","LOC_Os08g06090",0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,44,47,44
"1146","Chr8-3326187","LOC_Os08g06090",1,2,0,1,1,5,4,11,2,9,8,10,0,1,1,1,25,0
"1147","Chr8+3685466","LOC_Os08g06500",1,0,3,8,5,5,11,13,5,10,12,5,5,4,5,10,17,24
"1148","Chr8+3684290","LOC_Os08g06500",0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0
"1149","Chr8+3685199","LOC_Os08g06500",3,2,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
"1150","Chr8-4416522","LOC_Os08g07850",0,0,1,2,5,0,0,0,0,1,1,1,1,1,1,0,0,0
"1151","Chr8-4414657","LOC_Os08g07850",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,2
"1152","Chr8-4416683","LOC_Os08g07850",1,0,0,0,4,1,0,0,0,0,0,0,2,2,1,0,0,0
"1153","Chr8-4406637","LOC_Os08g07850",47,37,71,16,27,17,59,58,65,29,30,31,13,20,15,2,13,17
"1154","Chr8+4591234","LOC_Os08g08080",96,21,90,6,32,21,34,50,39,32,32,31,22,18,21,8,35,10
"1155","Chr8+4588301","LOC_Os08g08080",0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0
"1156","Chr8+4589022","LOC_Os08g08080",5,1,3,2,6,8,0,1,6,4,4,4,2,1,3,53,118,43
"1157","Chr8+4696656","LOC_Os08g08210",122,127,119,48,63,65,138,126,117,63,123,77,84,88,94,0,38,0
"1158","Chr8+4696954","LOC_Os08g08210",4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1159","Chr8-5806505","LOC_Os08g10020",2,0,2,0,0,0,4055,3943,4336,169,163,162,2,3,2,970,1699,4472
"1160","Chr8-5807976","LOC_Os08g10020",1,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,2,4
"1161","Chr8-7991095","LOC_Os08g13430",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1162","Chr8-7991393","LOC_Os08g13430",1,3,0,0,0,0,10,14,12,0,0,0,4,1,1,2,7,2
"1163","Chr8-7992843","LOC_Os08g13430",4,5,6,10,10,10,13,9,29,2,3,1,3,6,3,7,8,4
