"","chrstrandcoord","gene","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","stem_60days1","stem_60days2","stem_60days3","root_60days1","root_60days2","root_60days3","anther1","anther2","anther3","pistil1","pistil2","pistil3"
"936","Chr6+19418434","LOC_Os06g33330",1,1,4,3,2,2,1,1,0,0,4,0,2,1,1,1,1,0
"937","Chr6+19418158","LOC_Os06g33330",6,15,13,3,5,3,1,3,0,2,0,1,1,1,0,0,0,2
"938","Chr6+19418311","LOC_Os06g33330",63,65,52,46,38,39,12,12,15,13,5,8,18,13,21,24,22,23
"939","Chr6+19418486","LOC_Os06g33330",3,4,3,4,0,3,2,1,1,1,1,1,0,3,9,1,1,2
"940","Chr6+19417156","LOC_Os06g33330",14,20,6,5,6,3,0,0,0,0,1,0,0,0,0,2,1,2
"941","Chr6-20034728","LOC_Os06g34440",2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"942","Chr6-20035117","LOC_Os06g34440",87,98,73,96,100,88,91,87,92,35,37,37,33,46,41,92,79,88
"943","Chr6-20034649","LOC_Os06g34440",2,7,2,1,0,0,1,0,0,2,3,1,3,3,1,0,0,0
"944","Chr6-20223915","LOC_Os06g34790",327,375,363,346,367,342,555,610,544,270,386,328,250,229,236,360,385,372
"945","Chr6-20223699","LOC_Os06g34790",0,0,3,0,0,1,0,3,1,0,1,0,0,1,1,1,0,1
"946","Chr6-20635351","LOC_Os06g35410",33,17,36,20,27,18,39,46,53,227,193,250,14,10,18,2,1,4
"947","Chr6-20635415","LOC_Os06g35410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"948","Chr6-20998099","LOC_Os06g35960",1,1,4,0,0,0,0,0,0,2,7,5,1,6,8,2,1,2
"949","Chr6-20996340","LOC_Os06g35960",2,4,0,0,0,0,0,0,0,13,12,15,28,28,27,17,21,8
"950","Chr6-21069550","LOC_Os06g36050",56,61,53,29,32,21,13,16,11,20,21,21,22,14,15,6,7,6
"951","Chr6-21066261","LOC_Os06g36050",4,3,4,4,2,2,7,6,6,32,31,42,15,16,15,37,29,37
"952","Chr6-21414841","LOC_Os06g36480",1,0,1,3,0,0,1,1,0,2,1,0,0,0,0,0,0,0
"953","Chr6-21421108","LOC_Os06g36480",3,1,2,0,1,2,0,2,0,1,0,0,3,2,3,1,0,0
"954","Chr6-21414776","LOC_Os06g36480",0,3,2,2,4,0,5,6,4,3,4,3,0,0,1,0,0,0
"955","Chr6-21963477","LOC_Os06g37180",3,4,3,6,2,4,7,9,9,2,2,1,48,27,33,3,1,1
"956","Chr6-21963207","LOC_Os06g37180",734,716,697,590,604,591,1359,1426,1366,858,903,866,1127,1149,1133,247,240,304
"957","Chr6-23087555","LOC_Os06g38910",0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0
"958","Chr6-23086909","LOC_Os06g38910",3,4,3,4,2,3,4,1,1,0,1,1,6,7,6,1,1,0
"959","Chr6+23846208","LOC_Os06g40060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"960","Chr6+23846628","LOC_Os06g40060",0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,0,1
"961","Chr6+23846762","LOC_Os06g40060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"962","Chr6+23847017","LOC_Os06g40060",148,125,139,144,144,144,196,186,192,156,171,169,369,310,318,86,95,91
"963","Chr6+23844369","LOC_Os06g40060",0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0
"964","Chr6+23846874","LOC_Os06g40060",0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
"965","Chr6-25073605","LOC_Os06g41810",21,15,45,19,20,19,12,13,12,2,2,2,9,7,10,12,10,13
"966","Chr6-25073255","LOC_Os06g41810",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"967","Chr6-25073672","LOC_Os06g41810",55,94,112,58,63,64,69,57,64,14,0,5,23,35,24,43,46,40
"968","Chr6-25899616","LOC_Os06g43090",0,2,0,1,0,0,0,0,0,7,8,4,3,0,4,7,6,4
"969","Chr6-25899526","LOC_Os06g43090",4,3,2,1,1,1,1,1,1,49,52,44,28,29,38,67,69,56
"970","Chr6-25899445","LOC_Os06g43090",1,5,6,13,12,10,4,4,4,84,98,99,103,102,160,248,232,262
"971","Chr6-25899296","LOC_Os06g43090",0,0,0,0,0,0,0,0,0,2,1,5,3,3,0,1,5,3
"972","Chr6+26303034","LOC_Os06g43680",19,18,15,13,24,11,5,4,5,21,21,5,5,2,3,5,8,14
"973","Chr6+26297637","LOC_Os06g43680",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"974","Chr6+26302824","LOC_Os06g43680",6,4,3,7,4,11,3,3,4,12,12,11,6,7,1,11,10,10
"975","Chr6+26303103","LOC_Os06g43680",66,65,62,66,68,65,44,44,45,84,83,76,19,12,19,23,26,13
"976","Chr6-26637991","LOC_Os06g44150",9,8,8,4,1,4,2,6,9,0,3,7,1,1,1,2,0,3
"977","Chr6-26635719","LOC_Os06g44150",61,40,42,39,37,44,14,11,13,5,9,5,15,12,3,9,6,8
"978","Chr6-26635628","LOC_Os06g44150",62,60,47,36,35,30,13,6,11,8,8,7,8,11,11,16,13,9
"979","Chr6-26948705","LOC_Os06g44620",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"980","Chr6-26945604","LOC_Os06g44620",0,0,0,1,2,1,0,1,0,1,1,0,0,0,0,1,1,1
"981","Chr6-26943172","LOC_Os06g44620",185,151,224,262,280,272,166,179,166,212,235,212,45,103,80,167,163,113
"982","Chr6+27561599","LOC_Os06g45540",0,0,0,2,2,2,1,0,0,2,1,3,39,40,40,161,162,160
"983","Chr6+27561475","LOC_Os06g45540",0,0,0,0,0,0,0,0,0,0,0,0,11,6,13,18,13,16
"984","Chr6+27561347","LOC_Os06g45540",0,0,0,0,0,3,0,0,0,0,0,0,4,7,4,35,26,21
"985","Chr6+28402076","LOC_Os06g46770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"986","Chr6+28404272","LOC_Os06g46770",8,2,8,2,0,2,1,1,3,14,11,12,1,1,2,4,4,4
"987","Chr6-28641300","LOC_Os06g47230",0,0,0,0,0,0,0,0,0,1,2,5,0,2,3,0,0,0
"988","Chr6-28639437","LOC_Os06g47230",2562,2680,2491,2750,2685,2841,4964,5060,5018,3325,3577,3340,1924,1469,1413,2601,2527,2603
"989","Chr6-28640867","LOC_Os06g47230",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"990","Chr6+28706369","LOC_Os06g47350",997,932,780,1052,1141,1023,1637,1653,1683,654,593,863,398,346,316,905,996,936
"991","Chr6+28701964","LOC_Os06g47350",6,6,8,24,21,19,0,23,25,12,8,10,1,0,2,1,3,2
"992","Chr6-29215091","LOC_Os06g48320",0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0
"993","Chr6-29217421","LOC_Os06g48320",0,0,0,0,0,0,0,1,0,4,0,0,3,3,3,2,0,3
"994","Chr6-29215435","LOC_Os06g48320",19,19,17,32,19,32,51,39,45,20,24,26,206,217,182,48,43,60
"995","Chr6-29215735","LOC_Os06g48320",5,1,0,1,0,1,1,0,0,2,2,2,1,0,0,1,0,1
"996","Chr6-29215275","LOC_Os06g48320",3,2,0,1,1,1,3,0,3,3,4,6,37,41,30,5,6,3
"997","Chr6-29217696","LOC_Os06g48320",0,1,0,0,1,0,1,0,0,3,1,1,0,1,1,1,0,1
"998","Chr6-29958681","LOC_Os06g49440",1,1,3,4,3,5,1,5,0,1,0,0,0,1,0,1,1,1
"999","Chr6-29955988","LOC_Os06g49440",24,31,16,20,17,21,22,19,22,14,12,11,9,10,19,30,32,30
"1000","Chr6-29955619","LOC_Os06g49440",25,16,16,21,20,17,11,15,9,4,5,12,3,5,3,3,12,5
"1001","Chr6+31184620","LOC_Os06g51480",5,0,7,11,13,13,18,1,2,7,8,5,3,8,9,5,3,4
"1002","Chr6+31184283","LOC_Os06g51480",129,118,123,141,139,142,119,143,88,144,143,130,51,51,46,65,71,61
"1003","Chr7+21062","LOC_Os07g01030",26,25,30,17,14,12,3,9,3,0,0,0,2,1,0,1,1,1
"1004","Chr7+21337","LOC_Os07g01030",566,512,512,483,492,477,183,235,222,10,11,8,34,22,22,40,37,36
"1005","Chr7-451747","LOC_Os07g01770",0,4,1,3,5,7,5,5,3,16,9,7,5272,5552,5062,29,37,32
"1006","Chr7-453397","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,2,3,1,0,1,2,0,4,4
"1007","Chr7-452595","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1008","Chr7-453618","LOC_Os07g01770",0,0,0,0,1,6,1,3,3,12,5,5,2,1,3,4,3,5
"1009","Chr7-457751","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,366,362,619,0,0,0
"1010","Chr7-452404","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,7,25,16,0,0,0
"1011","Chr7-607252","LOC_Os07g01990",1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0
"1012","Chr7-604708","LOC_Os07g01990",188,284,212,243,194,227,113,121,122,94,86,87,113,133,133,123,102,84
"1013","Chr7-604833","LOC_Os07g01990",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1014","Chr7+798364","LOC_Os07g02340",0,0,0,2,2,0,1,1,1,6,11,9,1,0,1,17,17,1
"1015","Chr7+798246","LOC_Os07g02340",0,0,0,0,1,0,0,1,0,9,7,7,2,1,0,1,1,1
"1016","Chr7+799174","LOC_Os07g02340",12,12,12,2,6,2,5,6,0,27,21,28,15,11,10,6,5,9
"1017","Chr7+798977","LOC_Os07g02340",1089,1151,1099,834,833,793,738,727,727,1424,1487,2129,809,829,932,729,718,732
"1018","Chr7+3244556","LOC_Os07g06644",411,450,428,137,150,136,96,100,94,14,11,20,35,32,31,61,68,91
"1019","Chr7+3242941","LOC_Os07g06644",30,38,34,14,17,16,6,9,14,1,1,1,4,4,4,12,23,17
"1020","Chr7-3847108","LOC_Os07g07680",3,0,1,3,2,2,3,5,2,2,1,1,3,2,0,7,7,10
"1021","Chr7-3847055","LOC_Os07g07680",147,118,161,295,328,279,217,207,214,151,152,178,146,124,133,296,340,346
"1022","Chr7-4150686","LOC_Os07g08170",15,6,3,0,1,0,0,0,0,1,3,0,1,1,2,2,0,1
"1023","Chr7-4151057","LOC_Os07g08170",19,27,22,44,40,36,37,37,38,42,45,43,25,3,22,51,42,42
"1024","Chr7-4150765","LOC_Os07g08170",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1025","Chr7-4185358","LOC_Os07g08210",27,38,37,44,49,44,35,29,34,0,6,7,30,37,41,9,19,18
"1026","Chr7-4185763","LOC_Os07g08210",33,36,35,57,60,37,35,27,38,4,0,4,27,15,21,6,7,11
"1027","Chr7-4185233","LOC_Os07g08210",61,45,33,68,68,69,54,55,49,5,7,5,15,16,28,11,16,10
"1028","Chr7-5128827","LOC_Os07g09670",0,0,0,0,0,0,0,0,0,15,13,13,0,0,0,0,0,0
"1029","Chr7-5128529","LOC_Os07g09670",6,0,7,0,1,1,0,0,0,2,5,0,0,4,0,2,0,3
"1030","Chr7-5128678","LOC_Os07g09670",17,14,8,11,8,6,5,6,5,106,171,169,7,2,9,9,10,12
"1031","Chr7-6115520","LOC_Os07g11060",3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"1032","Chr7-6108152","LOC_Os07g11060",130,114,137,104,100,128,94,90,90,115,104,108,258,254,264,73,78,63
"1033","Chr7-8939846","LOC_Os07g15440",0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,4,4,3
"1034","Chr7-8930453","LOC_Os07g15440",0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,4,8
"1035","Chr7-8938123","LOC_Os07g15440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036","Chr7-8930109","LOC_Os07g15440",1,1,0,5,4,1,5,9,3,9,9,9,10,9,9,20,17,21
"1037","Chr7-10127947","LOC_Os07g17210",0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0
"1038","Chr7-10133881","LOC_Os07g17210",2,1,3,0,0,0,1,0,0,0,0,0,6,5,5,0,0,0
"1039","Chr7-10127706","LOC_Os07g17210",1,0,2,0,0,0,0,0,0,1,2,3,46,39,32,8,12,20
"1040","Chr7-10822540","LOC_Os07g18250",1,0,1,2,2,2,1,0,1,3,0,2,1,1,2,0,0,2
"1041","Chr7-10817328","LOC_Os07g18250",31,27,27,34,36,33,29,31,29,37,21,23,19,24,25,53,40,29
"1042","Chr7-10817417","LOC_Os07g18250",2,4,3,1,1,3,9,8,10,4,3,3,12,13,10,2,6,5
"1043","Chr7+11221181","LOC_Os07g18930",7,3,9,6,8,9,1,8,7,0,2,0,6,3,4,8,7,7
"1044","Chr7+11221295","LOC_Os07g18930",7,12,3,5,5,1,5,9,6,1,2,1,1,2,2,4,5,1
"1045","Chr7+12566795","LOC_Os07g22390",6,11,1,5,4,6,5,4,4,6,11,19,1,3,0,5,9,5
"1046","Chr7+12570172","LOC_Os07g22390",14,32,49,67,74,70,79,80,78,33,44,49,63,60,66,73,88,85
"1047","Chr7+12566736","LOC_Os07g22390",3,3,5,6,9,6,13,7,8,5,3,7,13,14,14,5,9,1
"1048","Chr7-13058176","LOC_Os07g23169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1049","Chr7-13058980","LOC_Os07g23169",2,0,4,0,0,1,1,9,1,0,1,0,2,3,3,1,2,3
"1050","Chr7-13057842","LOC_Os07g23169",3,2,2,0,13,5,9,3,6,1,6,8,8,1,9,15,18,21
"1051","Chr7-13064601","LOC_Os07g23169",1,2,1,0,0,0,2,0,0,0,0,0,1,1,1,1,0,1
"1052","Chr7-13064529","LOC_Os07g23169",4,10,15,8,6,9,4,6,2,3,3,1,3,2,1,0,5,0
"1053","Chr7-13064446","LOC_Os07g23169",11,0,14,4,5,3,4,1,1,4,4,2,1,1,3,5,1,9
"1054","Chr7-13436763","LOC_Os07g23790",139,183,152,157,91,165,112,119,92,115,182,135,188,182,184,106,110,106
"1055","Chr7-13439141","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1056","Chr7-13439354","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1057","Chr7-13438764","LOC_Os07g23790",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"1058","Chr7-13438287","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1059","Chr7-13438691","LOC_Os07g23790",0,0,0,0,0,0,1,0,0,1,2,3,0,0,0,0,0,0
"1060","Chr7-13439556","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061","Chr7-13437936","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
"1062","Chr7-13438573","LOC_Os07g23790",5,2,6,0,0,0,1,2,0,2,2,2,5,6,2,2,2,2
"1063","Chr7-13513635","LOC_Os07g23900",0,0,0,3,2,3,5,4,6,3,0,4,5,8,4,9,7,10
"1064","Chr7-13513516","LOC_Os07g23900",0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,3,3,3
"1065","Chr7+15407379","LOC_Os07g26690",1,2,3,1,0,1,0,1,0,2,2,2,1,1,1,1,0,0
"1066","Chr7+15410010","LOC_Os07g26690",67,65,63,16,16,22,18,27,18,24,27,17,8,10,8,9,11,10
"1067","Chr7+15409709","LOC_Os07g26690",2641,2585,2955,745,765,764,1042,1040,1125,1713,1736,1749,609,653,621,679,686,687
"1068","Chr7-16627446","LOC_Os07g28440",1,3,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0
"1069","Chr7-16628159","LOC_Os07g28440",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"1070","Chr7-16627852","LOC_Os07g28440",0,0,0,1,2,3,0,0,0,0,2,3,0,0,1,1,1,1
"1071","Chr7-16627620","LOC_Os07g28440",295,336,315,476,425,447,322,333,340,665,429,507,601,761,887,286,319,365
"1072","Chr7+16675328","LOC_Os07g28480",216,237,229,474,419,338,68,83,78,5,4,4,0,0,0,1,1,1
"1073","Chr7+16675251","LOC_Os07g28480",172,213,162,482,431,470,105,92,94,1,3,3,0,0,0,0,1,1
"1074","Chr7-17883269","LOC_Os07g30250",10,7,6,4,8,2,1,4,0,4,4,7,7,7,4,1,1,1
"1075","Chr7-17881257","LOC_Os07g30250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1076","Chr7-17881209","LOC_Os07g30250",8,14,18,11,13,18,8,7,5,8,6,13,19,16,13,10,16,16
"1077","Chr7-17880997","LOC_Os07g30250",107,134,147,102,70,70,46,41,49,36,42,40,62,42,66,70,57,46
"1078","Chr7-18246162","LOC_Os07g30820",0,0,0,0,1,0,0,0,0,0,0,1,2,6,3,0,0,0
"1079","Chr7-18241608","LOC_Os07g30820",357,366,321,368,423,391,695,726,717,230,290,224,185,140,182,400,347,352
"1080","Chr7-18253476","LOC_Os07g30840",15,18,19,10,9,9,3,8,6,6,15,6,10,1,7,4,5,6
"1081","Chr7-18253699","LOC_Os07g30840",101,104,89,81,101,87,91,91,89,94,91,92,144,156,148,154,127,150
"1082","Chr7-18253785","LOC_Os07g30840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083","Chr7-18253842","LOC_Os07g30840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084","Chr7+18324603","LOC_Os07g30940",97,107,88,84,69,74,119,135,121,175,161,171,67,45,60,86,112,108
"1085","Chr7+18324430","LOC_Os07g30940",0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0
"1086","Chr7+19289539","LOC_Os07g32420",64,61,63,147,64,70,191,185,200,57,50,49,63,66,60,69,58,64
"1087","Chr7+19289709","LOC_Os07g32420",260,266,285,316,382,301,351,325,372,124,123,134,85,76,60,90,94,87
"1088","Chr7+19288958","LOC_Os07g32420",1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"1089","Chr7+20566854","LOC_Os07g34320",7,5,5,1,3,7,0,0,1,1,1,1,1,0,1,0,0,0
"1090","Chr7+20566670","LOC_Os07g34320",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1091","Chr7+22571398","LOC_Os07g37640",0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,2,1,3
"1092","Chr7+22570551","LOC_Os07g37640",1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
"1093","Chr7+22571508","LOC_Os07g37640",21,19,18,21,23,26,26,40,22,33,32,19,43,36,45,162,114,139
"1094","Chr7-23507113","LOC_Os07g39270",1,0,0,0,0,0,0,1,2,0,0,0,2,2,1,0,0,0
"1095","Chr7-23507310","LOC_Os07g39270",6,6,9,5,6,6,4,0,5,11,9,13,34,33,33,2,3,2
"1096","Chr7-23506870","LOC_Os07g39270",5,3,0,4,2,3,1,1,2,2,1,3,24,31,10,5,4,6
"1097","Chr7-23507029","LOC_Os07g39270",4,2,2,0,0,0,0,0,0,1,1,5,6,4,1,0,0,0
"1098","Chr7-23507510","LOC_Os07g39270",116,133,131,56,126,70,102,102,99,155,144,142,290,293,290,55,55,50
"1099","Chr7+23543690","LOC_Os07g39310",2,3,4,5,6,7,4,5,4,10,18,12,5,4,7,10,7,6
"1100","Chr7+23544043","LOC_Os07g39310",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1101","Chr7+23543533","LOC_Os07g39310",50,46,51,94,83,86,115,112,117,97,103,101,64,72,83,110,115,108
"1102","Chr7+23540766","LOC_Os07g39310",3,11,3,2,1,1,0,0,1,1,2,2,3,3,3,1,1,3
"1103","Chr7-23893991","LOC_Os07g39850",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3
"1104","Chr7-23894122","LOC_Os07g39850",1,1,1,0,1,1,3,5,5,4,3,2,64,63,28,164,153,159
"1105","Chr7+23931220","LOC_Os07g39900",354,337,332,298,268,246,214,209,210,394,421,342,166,199,189,245,259,268
"1106","Chr7+23926466","LOC_Os07g39900",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"1107","Chr7+23930644","LOC_Os07g39900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1108","Chr7+26850227","LOC_Os07g45000",170,187,177,195,155,139,173,175,187,20,21,22,28,44,56,55,51,54
"1109","Chr7+26850359","LOC_Os07g45000",20,20,10,14,7,11,3,17,0,1,0,3,4,2,0,0,0,1
"1110","Chr7+27722459","LOC_Os07g46450",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2
"1111","Chr7+27722660","LOC_Os07g46450",28,19,34,28,25,16,19,18,16,62,64,62,39,39,44,81,72,77
"1112","Chr7-27783663","LOC_Os07g46520",1159,1117,1176,580,581,522,300,295,310,34,19,27,1529,1662,1654,52,76,43
"1113","Chr7-27785620","LOC_Os07g46520",9,0,2,1,0,0,0,0,0,1,0,0,6,2,7,0,1,0
"1114","Chr7-27783465","LOC_Os07g46520",2,3,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0
"1115","Chr7-28191080","LOC_Os07g47150",7,4,4,2,1,1,10,9,13,14,19,16,20,22,20,45,40,54
"1116","Chr7-28189797","LOC_Os07g47150",0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,2,1,2
"1117","Chr7-29248108","LOC_Os07g48880",0,1,0,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0
"1118","Chr7-29247577","LOC_Os07g48880",1,8,0,1,0,2,3,0,0,0,0,0,2,1,1,0,0,0
"1119","Chr7-29248465","LOC_Os07g48880",12,12,18,11,8,4,9,10,9,4,3,4,3,6,6,6,6,8
"1120","Chr7-29247837","LOC_Os07g48880",12,10,8,22,12,12,7,6,5,5,4,4,3,2,6,18,17,19
"1121","Chr7-29295224","LOC_Os07g48960",4,5,0,3,3,2,3,4,1,2,2,2,1,1,2,0,1,1
"1122","Chr7-29292322","LOC_Os07g48960",4,7,2,18,22,19,23,32,35,44,48,40,22,22,24,29,54,39
"1123","Chr7-29292454","LOC_Os07g48960",4,4,3,5,6,8,22,16,5,24,21,26,20,27,22,42,39,38
"1124","Chr7+29370450","LOC_Os07g49040",34,43,63,18,17,17,38,32,27,87,76,74,72,63,70,153,109,131
"1125","Chr7+29370153","LOC_Os07g49040",0,0,0,0,1,1,1,0,3,3,7,9,8,12,5,1,2,0
"1126","Chr7+29400763","LOC_Os07g49110",1,1,1,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0
"1127","Chr7+29401829","LOC_Os07g49110",1458,1511,1480,1044,930,912,352,325,330,48,48,41,70,56,62,60,49,56
"1128","Chr7+29400050","LOC_Os07g49110",1,3,4,0,0,0,2,0,0,0,0,1,3,2,3,2,4,0
"1129","Chr8+191783","LOC_Os08g01290",1,4,7,6,7,5,8,7,8,27,24,24,4,3,5,5,5,6
"1130","Chr8+188813","LOC_Os08g01290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1131","Chr8+191880","LOC_Os08g01290",0,0,6,5,12,18,5,0,6,13,17,24,2,1,2,4,7,1
"1132","Chr8+190990","LOC_Os08g01290",0,2,1,1,1,1,0,0,0,2,5,2,0,0,0,0,0,0
"1133","Chr8+190741","LOC_Os08g01290",50,51,56,56,54,51,59,64,81,81,58,70,15,23,16,42,30,33
"1134","Chr8+698542","LOC_Os08g02110",0,0,0,0,3,0,15,15,8,7,2,0,0,0,0,0,0,0
"1135","Chr8+698310","LOC_Os08g02110",0,0,0,37,23,30,116,114,113,85,75,80,0,0,0,0,0,1
"1136","Chr8+698624","LOC_Os08g02110",0,0,0,21,18,10,54,52,50,26,31,33,0,0,0,2,1,2
"1137","Chr8-768390","LOC_Os08g02230",405,388,348,0,3,0,153,160,152,769,649,659,0,0,4,0,0,0
"1138","Chr8-768511","LOC_Os08g02230",51,39,36,1,0,4,25,23,27,107,120,106,0,0,0,0,0,0
"1139","Chr8-768102","LOC_Os08g02230",67,67,68,0,0,0,7,8,7,67,58,97,0,0,0,0,0,0
"1140","Chr8+1621375","LOC_Os08g03450",169,175,153,191,203,204,608,599,617,586,680,541,298,311,350,835,828,725
"1141","Chr8+1620274","LOC_Os08g03450",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1142","Chr8+1620496","LOC_Os08g03450",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"1143","Chr8+1620024","LOC_Os08g03450",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1144","Chr8-3326360","LOC_Os08g06090",52,62,64,22,24,26,54,55,62,53,21,42,178,184,190,94,89,108
"1145","Chr8-3326520","LOC_Os08g06090",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1146","Chr8-3326187","LOC_Os08g06090",11,3,3,1,0,1,4,11,2,0,1,1,19,21,19,10,9,13
"1147","Chr8+3685466","LOC_Os08g06500",12,3,3,15,12,12,11,13,5,5,4,5,9,4,12,9,8,9
"1148","Chr8+3684290","LOC_Os08g06500",0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3
"1149","Chr8+3685199","LOC_Os08g06500",0,2,0,1,0,2,0,2,0,0,0,0,2,2,2,4,2,1
"1150","Chr8-4416522","LOC_Os08g07850",2,0,1,0,0,0,0,0,0,1,1,1,0,3,0,1,0,0
"1151","Chr8-4414657","LOC_Os08g07850",6,5,7,3,1,0,1,0,0,0,0,0,1,1,0,0,0,1
"1152","Chr8-4416683","LOC_Os08g07850",1,6,1,0,0,0,0,0,0,2,2,1,4,4,4,1,1,1
"1153","Chr8-4406637","LOC_Os08g07850",55,55,28,60,64,59,59,58,65,13,20,15,27,32,31,38,32,43
"1154","Chr8+4591234","LOC_Os08g08080",53,52,52,44,50,41,34,50,39,22,18,21,31,36,29,43,56,49
"1155","Chr8+4588301","LOC_Os08g08080",0,0,0,0,0,0,2,0,1,0,0,0,1,2,2,4,0,0
"1156","Chr8+4589022","LOC_Os08g08080",7,6,6,3,3,3,0,1,6,2,1,3,17,5,6,0,1,1
"1157","Chr8+4696656","LOC_Os08g08210",183,179,210,189,176,195,138,126,117,84,88,94,151,128,143,96,107,102
"1158","Chr8+4696954","LOC_Os08g08210",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1159","Chr8-5806505","LOC_Os08g10020",39167,34513,37539,30749,30375,29913,4055,3943,4336,2,3,2,91,166,170,256,236,283
"1160","Chr8-5807976","LOC_Os08g10020",0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"1161","Chr8-7991095","LOC_Os08g13430",0,0,0,6,11,11,0,0,1,0,0,0,0,0,0,0,0,0
"1162","Chr8-7991393","LOC_Os08g13430",11,15,8,38,49,41,10,14,12,4,1,1,0,0,0,0,0,0
"1163","Chr8-7992843","LOC_Os08g13430",51,46,47,32,35,31,13,9,29,3,6,3,3,3,4,9,8,17
"1164","Chr8-7991327","LOC_Os08g13430",3,3,5,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0
"1165","Chr8-7992674","LOC_Os08g13430",41,32,31,18,75,51,36,39,39,7,12,11,7,5,4,15,11,10
"1166","Chr8+12719261","LOC_Os08g21330",0,0,0,1,1,4,1,0,1,2,1,0,0,0,1,3,4,8
