"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","imbibed_seed1","imbibed_seed2","imbibed_seed3","leaf_60days1","leaf_60days2","leaf_60days3","husk1","husk2","husk3","anther1","anther2","anther3","embryo1","embryo2","embryo3"
"935","Chr6-18160069","LOC_Os06g31220",0,1,0,4,0,3,3,1,7,0,1,5,0,0,0,1,1,0
"936","Chr6+19418434","LOC_Os06g33330",0,0,3,0,1,3,3,2,2,2,0,0,2,1,1,0,0,1
"937","Chr6+19418158","LOC_Os06g33330",27,16,18,5,7,7,3,5,3,7,3,0,1,1,0,18,19,13
"938","Chr6+19418311","LOC_Os06g33330",84,94,91,41,13,12,46,38,39,21,25,24,18,13,21,124,103,108
"939","Chr6+19418486","LOC_Os06g33330",6,9,4,0,3,2,4,0,3,1,5,2,0,3,9,2,1,1
"940","Chr6+19417156","LOC_Os06g33330",29,24,20,5,2,8,5,6,3,3,0,0,0,0,0,12,11,12
"941","Chr6-20034728","LOC_Os06g34440",4,8,5,0,0,0,0,0,0,0,0,0,1,0,1,2,1,4
"942","Chr6-20035117","LOC_Os06g34440",39,46,54,99,9,66,96,100,88,57,72,78,33,46,41,65,53,60
"943","Chr6-20034649","LOC_Os06g34440",2,11,16,2,10,4,1,0,0,3,4,2,3,3,1,9,0,8
"944","Chr6-20223915","LOC_Os06g34790",178,173,174,168,167,175,346,367,342,408,484,357,250,229,236,153,157,157
"945","Chr6-20223699","LOC_Os06g34790",0,0,0,2,0,1,0,0,1,2,1,3,0,1,1,1,1,0
"946","Chr6-20635351","LOC_Os06g35410",90,57,48,65,28,51,20,27,18,34,34,34,14,10,18,15,16,14
"947","Chr6-20635415","LOC_Os06g35410",3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"948","Chr6-20998099","LOC_Os06g35960",75,50,44,33,35,33,0,0,0,0,8,1,1,6,8,37,49,24
"949","Chr6-20996340","LOC_Os06g35960",703,662,676,264,459,335,0,0,0,12,11,11,28,28,27,728,779,769
"950","Chr6-21069550","LOC_Os06g36050",44,31,27,16,17,21,29,32,21,14,17,14,22,14,15,10,5,8
"951","Chr6-21066261","LOC_Os06g36050",0,2,0,8,11,8,4,2,2,22,28,25,15,16,15,0,1,1
"952","Chr6-21414841","LOC_Os06g36480",1,2,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0
"953","Chr6-21421108","LOC_Os06g36480",2,0,1,1,0,0,0,1,2,0,0,0,3,2,3,0,1,0
"954","Chr6-21414776","LOC_Os06g36480",0,0,2,0,0,1,2,4,0,8,8,6,0,0,1,0,0,0
"955","Chr6-21963477","LOC_Os06g37180",42,5,23,8,10,12,6,2,4,1,4,2,48,27,33,20,14,49
"956","Chr6-21963207","LOC_Os06g37180",690,587,673,562,582,589,590,604,591,781,1001,1031,1127,1149,1133,840,917,848
"957","Chr6-23087555","LOC_Os06g38910",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"958","Chr6-23086909","LOC_Os06g38910",2,12,6,1,0,2,4,2,3,2,2,2,6,7,6,1,0,0
"959","Chr6+23846208","LOC_Os06g40060",3,5,4,5,3,2,0,0,0,0,0,0,0,0,0,1,2,0
"960","Chr6+23846628","LOC_Os06g40060",7,5,3,2,0,3,0,0,0,0,2,1,2,2,4,2,1,1
"961","Chr6+23846762","LOC_Os06g40060",0,0,1,4,1,6,0,0,0,0,1,2,0,0,0,1,0,2
"962","Chr6+23847017","LOC_Os06g40060",138,173,104,245,253,265,144,144,144,164,161,129,369,310,318,68,71,64
"963","Chr6+23844369","LOC_Os06g40060",3,5,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"964","Chr6+23846874","LOC_Os06g40060",1,5,2,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
"965","Chr6-25073605","LOC_Os06g41810",10,1,10,3,3,3,19,20,19,15,17,6,9,7,10,0,1,0
"966","Chr6-25073255","LOC_Os06g41810",1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"967","Chr6-25073672","LOC_Os06g41810",27,28,28,24,24,31,58,63,64,42,44,56,23,35,24,57,52,58
"968","Chr6-25899616","LOC_Os06g43090",0,3,5,0,0,0,1,0,0,20,23,12,3,0,4,5,7,5
"969","Chr6-25899526","LOC_Os06g43090",14,9,14,57,25,28,1,1,1,138,127,132,28,29,38,20,15,18
"970","Chr6-25899445","LOC_Os06g43090",9,11,10,35,49,57,13,12,10,196,212,209,103,102,160,18,15,22
"971","Chr6-25899296","LOC_Os06g43090",1,1,1,0,0,0,0,0,0,0,2,1,3,3,0,2,1,3
"972","Chr6+26303034","LOC_Os06g43680",17,11,16,10,3,6,13,24,11,6,6,6,5,2,3,21,9,14
"973","Chr6+26297637","LOC_Os06g43680",13,14,14,1,0,0,0,0,0,0,0,0,0,0,0,5,5,5
"974","Chr6+26302824","LOC_Os06g43680",11,6,11,6,5,2,7,4,11,7,5,3,6,7,1,7,6,13
"975","Chr6+26303103","LOC_Os06g43680",44,58,26,22,21,14,66,68,65,27,36,35,19,12,19,33,34,22
"976","Chr6-26637991","LOC_Os06g44150",1,0,2,1,2,2,4,1,4,2,0,1,1,1,1,1,2,1
"977","Chr6-26635719","LOC_Os06g44150",1,3,2,7,10,7,39,37,44,3,14,12,15,12,3,5,2,4
"978","Chr6-26635628","LOC_Os06g44150",2,5,3,4,0,7,36,35,30,25,29,34,8,11,11,6,8,6
"979","Chr6-26948705","LOC_Os06g44620",5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"980","Chr6-26945604","LOC_Os06g44620",2,2,1,0,0,0,1,2,1,1,1,2,0,0,0,0,0,0
"981","Chr6-26943172","LOC_Os06g44620",124,109,98,20,52,61,262,280,272,154,126,159,45,103,80,27,27,28
"982","Chr6+27561599","LOC_Os06g45540",2,2,1,15,17,14,2,2,2,33,25,37,39,40,40,14,4,5
"983","Chr6+27561475","LOC_Os06g45540",0,0,0,0,1,0,0,0,0,13,4,8,11,6,13,1,2,2
"984","Chr6+27561347","LOC_Os06g45540",2,0,1,2,10,3,0,0,3,1,0,2,4,7,4,0,1,0
"985","Chr6+28402076","LOC_Os06g46770",1,22,8,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4
"986","Chr6+28404272","LOC_Os06g46770",6,0,0,3,4,5,2,0,2,6,8,6,1,1,2,4,1,1
"987","Chr6-28641300","LOC_Os06g47230",3,4,3,0,0,0,0,0,0,6,9,13,0,2,3,2,0,0
"988","Chr6-28639437","LOC_Os06g47230",4900,5043,4690,3731,3802,3486,2750,2685,2841,3249,3249,3115,1924,1469,1413,6209,6330,6504
"989","Chr6-28640867","LOC_Os06g47230",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6
"990","Chr6+28706369","LOC_Os06g47350",1199,1339,1586,632,677,647,1052,1141,1023,1168,938,899,398,346,316,2565,3020,2445
"991","Chr6+28701964","LOC_Os06g47350",28,27,18,15,14,11,24,21,19,5,1,1,1,0,2,20,31,38
"992","Chr6-29215091","LOC_Os06g48320",5,5,8,0,0,2,0,0,0,0,3,0,1,1,0,0,0,0
"993","Chr6-29217421","LOC_Os06g48320",18,17,32,0,9,11,0,0,0,1,0,0,3,3,3,6,4,2
"994","Chr6-29215435","LOC_Os06g48320",105,226,71,109,122,63,32,19,32,67,69,82,206,217,182,66,66,57
"995","Chr6-29215735","LOC_Os06g48320",3,0,4,0,3,5,1,0,1,1,0,0,1,0,0,1,0,0
"996","Chr6-29215275","LOC_Os06g48320",30,23,15,19,16,20,1,1,1,10,9,13,37,41,30,5,6,5
"997","Chr6-29217696","LOC_Os06g48320",6,12,1,9,5,6,0,1,0,1,2,2,0,1,1,3,3,4
"998","Chr6-29958681","LOC_Os06g49440",0,1,0,0,0,0,4,3,5,0,1,1,0,1,0,1,0,0
"999","Chr6-29955988","LOC_Os06g49440",17,7,10,48,36,32,20,17,21,21,18,30,9,10,19,22,30,38
"1000","Chr6-29955619","LOC_Os06g49440",0,3,5,5,7,9,21,20,17,21,9,11,3,5,3,1,6,6
"1001","Chr6+31184620","LOC_Os06g51480",7,4,4,0,0,0,11,13,13,7,5,6,3,8,9,5,2,1
"1002","Chr6+31184283","LOC_Os06g51480",46,45,44,29,55,14,141,139,142,70,66,62,51,51,46,32,61,47
"1003","Chr7+21062","LOC_Os07g01030",9,5,3,3,4,4,17,14,12,4,5,4,2,1,0,6,2,0
"1004","Chr7+21337","LOC_Os07g01030",23,24,25,12,14,21,483,492,477,98,88,78,34,22,22,32,29,27
"1005","Chr7-451747","LOC_Os07g01770",16,17,16,12,28,3,3,5,7,1004,956,1305,5272,5552,5062,21,18,21
"1006","Chr7-453397","LOC_Os07g01770",0,0,0,2,1,2,0,0,0,0,0,0,0,1,2,4,2,6
"1007","Chr7-452595","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1008","Chr7-453618","LOC_Os07g01770",0,0,0,4,0,9,0,1,6,2,0,0,2,1,3,0,1,0
"1009","Chr7-457751","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,25,21,39,366,362,619,0,0,0
"1010","Chr7-452404","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,5,5,1,7,25,16,0,0,0
"1011","Chr7-607252","LOC_Os07g01990",0,0,0,2,0,1,1,2,0,0,0,1,0,1,0,1,0,0
"1012","Chr7-604708","LOC_Os07g01990",99,99,176,91,104,109,243,194,227,92,104,84,113,133,133,150,150,151
"1013","Chr7-604833","LOC_Os07g01990",10,7,8,4,1,1,0,0,0,0,0,0,1,0,0,3,2,6
"1014","Chr7+798364","LOC_Os07g02340",6,0,5,8,2,6,2,2,0,7,7,5,1,0,1,1,0,2
"1015","Chr7+798246","LOC_Os07g02340",2,9,6,2,5,4,0,1,0,0,1,1,2,1,0,0,0,0
"1016","Chr7+799174","LOC_Os07g02340",5,0,6,10,6,9,2,6,2,23,26,23,15,11,10,1,1,2
"1017","Chr7+798977","LOC_Os07g02340",330,260,318,1043,794,1105,834,833,793,1094,1084,1089,809,829,932,379,372,382
"1018","Chr7+3244556","LOC_Os07g06644",11,18,14,43,63,33,137,150,136,47,54,48,35,32,31,28,30,28
"1019","Chr7+3242941","LOC_Os07g06644",0,0,0,7,8,6,14,17,16,1,0,5,4,4,4,0,0,0
"1020","Chr7-3847108","LOC_Os07g07680",0,1,0,2,1,2,3,2,2,5,7,2,3,2,0,10,10,8
"1021","Chr7-3847055","LOC_Os07g07680",31,30,32,25,67,46,295,328,279,168,127,154,146,124,133,62,72,59
"1022","Chr7-4150686","LOC_Os07g08170",3,5,2,4,0,5,0,1,0,2,3,5,1,1,2,0,12,12
"1023","Chr7-4151057","LOC_Os07g08170",50,49,51,84,117,108,44,40,36,24,25,25,25,3,22,74,75,79
"1024","Chr7-4150765","LOC_Os07g08170",4,5,2,0,1,4,0,0,0,1,0,1,0,0,0,14,15,15
"1025","Chr7-4185358","LOC_Os07g08210",31,19,18,11,14,15,44,49,44,24,24,18,30,37,41,33,31,30
"1026","Chr7-4185763","LOC_Os07g08210",3,3,3,5,0,0,57,60,37,14,15,11,27,15,21,5,0,14
"1027","Chr7-4185233","LOC_Os07g08210",6,22,6,9,4,7,68,68,69,20,33,28,15,16,28,14,14,12
"1028","Chr7-5128827","LOC_Os07g09670",6,3,8,2,2,0,0,0,0,0,1,1,0,0,0,6,6,6
"1029","Chr7-5128529","LOC_Os07g09670",8,19,20,2,0,2,0,1,1,4,1,6,0,4,0,7,9,8
"1030","Chr7-5128678","LOC_Os07g09670",120,70,26,24,19,21,11,8,6,23,29,29,7,2,9,25,24,23
"1031","Chr7-6115520","LOC_Os07g11060",1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1032","Chr7-6108152","LOC_Os07g11060",156,84,176,133,147,100,104,100,128,75,80,70,258,254,264,86,67,84
"1033","Chr7-8939846","LOC_Os07g15440",3,21,18,4,3,3,0,0,0,3,2,1,2,2,0,6,6,5
"1034","Chr7-8930453","LOC_Os07g15440",16,14,13,6,1,1,0,0,0,2,2,3,1,1,0,14,11,10
"1035","Chr7-8938123","LOC_Os07g15440",3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
"1036","Chr7-8930109","LOC_Os07g15440",18,66,35,7,6,23,5,4,1,11,21,13,10,9,9,51,56,47
"1037","Chr7-10127947","LOC_Os07g17210",5,3,7,0,3,3,0,0,0,0,0,0,0,2,5,2,1,1
"1038","Chr7-10133881","LOC_Os07g17210",4,2,3,2,2,2,0,0,0,0,0,0,6,5,5,17,4,4
"1039","Chr7-10127706","LOC_Os07g17210",17,15,20,6,5,2,0,0,0,9,1,16,46,39,32,12,14,12
"1040","Chr7-10822540","LOC_Os07g18250",2,0,9,0,2,2,2,2,2,0,0,0,1,1,2,0,0,1
"1041","Chr7-10817328","LOC_Os07g18250",6,6,9,26,27,26,34,36,33,24,43,44,19,24,25,23,15,16
"1042","Chr7-10817417","LOC_Os07g18250",4,5,9,3,3,3,1,1,3,1,1,13,12,13,10,13,19,2
"1043","Chr7+11221181","LOC_Os07g18930",26,22,23,11,8,7,6,8,9,5,5,2,6,3,4,16,15,15
"1044","Chr7+11221295","LOC_Os07g18930",2,4,2,0,2,2,5,5,1,4,5,6,1,2,2,3,1,3
"1045","Chr7+12566795","LOC_Os07g22390",6,3,3,1,5,3,5,4,6,4,4,4,1,3,0,1,1,1
"1046","Chr7+12570172","LOC_Os07g22390",68,51,37,65,47,40,67,74,70,85,85,85,63,60,66,58,58,56
"1047","Chr7+12566736","LOC_Os07g22390",2,2,3,4,8,4,6,9,6,10,13,15,13,14,14,3,1,1
"1048","Chr7-13058176","LOC_Os07g23169",0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,1,1
"1049","Chr7-13058980","LOC_Os07g23169",0,0,5,2,4,3,0,0,1,7,3,6,2,3,3,1,1,0
"1050","Chr7-13057842","LOC_Os07g23169",18,18,21,13,13,27,0,13,5,7,10,6,8,1,9,20,4,16
"1051","Chr7-13064601","LOC_Os07g23169",0,0,2,0,1,1,0,0,0,0,1,0,1,1,1,0,1,2
"1052","Chr7-13064529","LOC_Os07g23169",0,11,21,7,8,7,8,6,9,0,2,2,3,2,1,13,8,3
"1053","Chr7-13064446","LOC_Os07g23169",2,6,5,7,7,10,4,5,3,5,6,4,1,1,3,6,6,9
"1054","Chr7-13436763","LOC_Os07g23790",21,39,54,107,113,109,157,91,165,109,108,126,188,182,184,46,34,31
"1055","Chr7-13439141","LOC_Os07g23790",0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
"1056","Chr7-13439354","LOC_Os07g23790",19,43,70,12,12,16,0,0,0,0,0,0,0,0,0,0,0,0
"1057","Chr7-13438764","LOC_Os07g23790",3,4,1,3,4,3,0,0,3,0,0,0,0,0,0,0,0,0
"1058","Chr7-13438287","LOC_Os07g23790",0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,5,0,0
"1059","Chr7-13438691","LOC_Os07g23790",4,3,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1060","Chr7-13439556","LOC_Os07g23790",1,0,1,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0
"1061","Chr7-13437936","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1062","Chr7-13438573","LOC_Os07g23790",11,13,11,0,1,12,0,0,0,0,0,1,5,6,2,10,21,12
"1063","Chr7-13513635","LOC_Os07g23900",3,19,8,4,4,6,3,2,3,3,5,3,5,8,4,8,12,8
"1064","Chr7-13513516","LOC_Os07g23900",0,0,0,0,0,0,1,0,0,3,4,0,1,1,0,0,0,0
"1065","Chr7+15407379","LOC_Os07g26690",0,0,0,0,2,8,1,0,1,4,7,6,1,1,1,1,1,1
"1066","Chr7+15410010","LOC_Os07g26690",2,2,3,52,23,47,16,16,22,61,59,62,8,10,8,0,0,3
"1067","Chr7+15409709","LOC_Os07g26690",302,357,340,1558,1253,1570,745,765,764,2794,3017,2765,609,653,621,392,408,390
"1068","Chr7-16627446","LOC_Os07g28440",0,0,0,0,0,0,1,0,0,2,4,3,0,0,0,0,0,0
"1069","Chr7-16628159","LOC_Os07g28440",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"1070","Chr7-16627852","LOC_Os07g28440",7,7,7,0,10,3,1,2,3,0,1,0,0,0,1,1,1,1
"1071","Chr7-16627620","LOC_Os07g28440",307,286,472,317,358,649,476,425,447,423,437,660,601,761,887,296,301,290
"1072","Chr7+16675328","LOC_Os07g28480",4,1,2,22,30,30,474,419,338,29,24,30,0,0,0,10,8,4
"1073","Chr7+16675251","LOC_Os07g28480",16,15,16,22,30,11,482,431,470,20,20,20,0,0,0,14,14,22
"1074","Chr7-17883269","LOC_Os07g30250",10,5,5,1,0,1,4,8,2,3,4,6,7,7,4,5,5,0
"1075","Chr7-17881257","LOC_Os07g30250",6,7,15,1,5,1,0,0,0,0,0,0,0,0,0,3,3,5
"1076","Chr7-17881209","LOC_Os07g30250",11,10,5,3,18,9,11,13,18,9,9,15,19,16,13,12,17,16
"1077","Chr7-17880997","LOC_Os07g30250",6,7,6,39,49,62,102,70,70,61,58,45,62,42,66,2,10,8
"1078","Chr7-18246162","LOC_Os07g30820",4,2,3,1,1,0,0,1,0,0,0,0,2,6,3,1,1,1
"1079","Chr7-18241608","LOC_Os07g30820",699,678,733,620,738,526,368,423,391,189,254,199,185,140,182,968,969,1055
"1080","Chr7-18253476","LOC_Os07g30840",4,0,7,3,2,7,10,9,9,6,7,18,10,1,7,6,8,7
"1081","Chr7-18253699","LOC_Os07g30840",215,228,197,151,149,116,81,101,87,102,135,137,144,156,148,207,198,209
"1082","Chr7-18253785","LOC_Os07g30840",3,1,1,0,0,0,0,0,0,3,0,5,0,0,0,1,0,3
"1083","Chr7-18253842","LOC_Os07g30840",13,13,12,0,1,1,0,0,0,0,0,0,0,0,0,8,9,8
"1084","Chr7+18324603","LOC_Os07g30940",181,217,270,115,109,120,84,69,74,191,207,208,67,45,60,340,381,461
"1085","Chr7+18324430","LOC_Os07g30940",65,155,84,4,1,1,0,0,0,0,0,0,0,0,0,68,63,46
"1086","Chr7+19289539","LOC_Os07g32420",140,94,132,146,128,94,147,64,70,57,41,48,63,66,60,113,132,121
"1087","Chr7+19289709","LOC_Os07g32420",156,165,170,124,201,193,316,382,301,108,92,68,85,76,60,212,226,193
"1088","Chr7+19288958","LOC_Os07g32420",1,2,0,0,0,0,0,0,0,6,6,6,0,0,1,3,3,4
"1089","Chr7+20566854","LOC_Os07g34320",1,4,2,2,2,2,1,3,7,1,1,0,1,0,1,0,0,0
"1090","Chr7+20566670","LOC_Os07g34320",0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"1091","Chr7+22571398","LOC_Os07g37640",7,4,19,1,0,3,0,1,2,1,1,1,0,0,0,10,12,11
"1092","Chr7+22570551","LOC_Os07g37640",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
"1093","Chr7+22571508","LOC_Os07g37640",106,118,107,45,45,46,21,23,26,39,40,39,43,36,45,204,187,191
"1094","Chr7-23507113","LOC_Os07g39270",1,1,1,0,0,0,0,0,0,0,1,2,2,2,1,2,1,2
"1095","Chr7-23507310","LOC_Os07g39270",20,13,16,1,4,1,5,6,6,10,11,6,34,33,33,11,17,18
"1096","Chr7-23506870","LOC_Os07g39270",14,10,11,0,2,2,4,2,3,2,1,2,24,31,10,12,8,15
"1097","Chr7-23507029","LOC_Os07g39270",11,20,12,0,3,2,0,0,0,2,2,4,6,4,1,9,13,27
"1098","Chr7-23507510","LOC_Os07g39270",16,17,19,17,1,16,56,126,70,104,102,121,290,293,290,36,31,46
"1099","Chr7+23543690","LOC_Os07g39310",34,38,43,7,3,6,5,6,7,10,15,7,5,4,7,15,11,8
"1100","Chr7+23544043","LOC_Os07g39310",3,0,2,3,1,4,0,0,0,0,0,2,0,0,0,1,1,1
"1101","Chr7+23543533","LOC_Os07g39310",169,161,152,119,68,83,94,83,86,146,123,147,64,72,83,179,154,167
"1102","Chr7+23540766","LOC_Os07g39310",2,2,4,1,0,3,2,1,1,4,3,3,3,3,3,4,0,0
"1103","Chr7-23893991","LOC_Os07g39850",0,0,0,1,0,3,0,0,1,2,7,5,0,0,0,0,0,0
"1104","Chr7-23894122","LOC_Os07g39850",12,14,12,10,10,10,0,1,1,23,18,23,64,63,28,10,11,10
"1105","Chr7+23931220","LOC_Os07g39900",875,758,798,284,366,423,298,268,246,188,188,203,166,199,189,794,825,782
"1106","Chr7+23926466","LOC_Os07g39900",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
"1107","Chr7+23930644","LOC_Os07g39900",4,5,2,0,2,1,0,0,0,0,0,0,0,0,0,7,7,8
"1108","Chr7+26850227","LOC_Os07g45000",214,264,207,471,464,475,195,155,139,63,68,80,28,44,56,131,128,133
"1109","Chr7+26850359","LOC_Os07g45000",1,0,0,7,3,4,14,7,11,22,6,31,4,2,0,0,0,1
"1110","Chr7+27722459","LOC_Os07g46450",8,8,20,2,1,2,0,0,0,0,0,0,0,0,1,3,5,8
"1111","Chr7+27722660","LOC_Os07g46450",51,32,27,8,23,26,28,25,16,26,24,22,39,39,44,41,50,47
"1112","Chr7-27783663","LOC_Os07g46520",181,206,172,67,66,91,580,581,522,290,276,268,1529,1662,1654,164,162,161
"1113","Chr7-27785620","LOC_Os07g46520",5,1,0,1,0,1,1,0,0,0,0,0,6,2,7,0,0,0
"1114","Chr7-27783465","LOC_Os07g46520",0,0,0,0,0,0,0,0,0,1,1,0,7,7,4,0,0,0
"1115","Chr7-28191080","LOC_Os07g47150",13,10,14,30,20,30,2,1,1,19,9,17,20,22,20,16,19,21
"1116","Chr7-28189797","LOC_Os07g47150",3,0,2,0,0,0,0,0,0,3,0,1,2,0,0,4,4,4
"1117","Chr7-29248108","LOC_Os07g48880",2,0,1,0,3,1,2,2,0,0,0,0,1,1,0,1,1,0
"1118","Chr7-29247577","LOC_Os07g48880",0,2,0,0,0,0,1,0,2,0,0,0,2,1,1,1,4,8
"1119","Chr7-29248465","LOC_Os07g48880",5,3,6,2,2,1,11,8,4,7,7,6,3,6,6,0,2,3
"1120","Chr7-29247837","LOC_Os07g48880",12,15,16,23,6,1,22,12,12,0,2,7,3,2,6,23,13,16
"1121","Chr7-29295224","LOC_Os07g48960",3,2,2,0,0,0,3,3,2,1,1,1,1,1,2,1,1,1
"1122","Chr7-29292322","LOC_Os07g48960",108,55,83,70,44,57,18,22,19,21,26,47,22,22,24,89,75,84
"1123","Chr7-29292454","LOC_Os07g48960",46,44,41,99,12,64,5,6,8,21,20,18,20,27,22,81,81,82
"1124","Chr7+29370450","LOC_Os07g49040",19,10,13,67,75,32,18,17,17,53,61,68,72,63,70,1,19,17
"1125","Chr7+29370153","LOC_Os07g49040",10,6,9,3,1,2,0,1,1,3,3,6,8,12,5,5,3,7
"1126","Chr7+29400763","LOC_Os07g49110",0,0,0,0,0,0,4,3,4,0,0,1,0,0,0,0,0,0
"1127","Chr7+29401829","LOC_Os07g49110",7,6,5,6,8,7,1044,930,912,107,138,104,70,56,62,12,13,15
"1128","Chr7+29400050","LOC_Os07g49110",0,0,0,0,0,0,0,0,0,1,1,2,3,2,3,2,1,2
"1129","Chr8+191783","LOC_Os08g01290",4,3,2,7,6,7,6,7,5,10,0,14,4,3,5,0,1,0
"1130","Chr8+188813","LOC_Os08g01290",6,5,6,3,0,3,0,0,0,0,0,0,0,0,0,3,4,0
"1131","Chr8+191880","LOC_Os08g01290",0,0,0,15,10,17,5,12,18,6,9,5,2,1,2,0,0,0
"1132","Chr8+190990","LOC_Os08g01290",4,0,1,0,0,4,1,1,1,2,2,2,0,0,0,0,0,0
"1133","Chr8+190741","LOC_Os08g01290",141,114,131,55,38,43,56,54,51,72,31,50,15,23,16,88,100,90
"1134","Chr8+698542","LOC_Os08g02110",0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,0,0,0
"1135","Chr8+698310","LOC_Os08g02110",0,0,0,0,0,0,37,23,30,8,0,9,0,0,0,0,0,0
"1136","Chr8+698624","LOC_Os08g02110",0,0,0,0,0,0,21,18,10,11,14,11,0,0,0,0,0,0
"1137","Chr8-768390","LOC_Os08g02230",0,0,1,0,1,0,0,3,0,13,7,15,0,0,4,0,0,0
"1138","Chr8-768511","LOC_Os08g02230",0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0
"1139","Chr8-768102","LOC_Os08g02230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1140","Chr8+1621375","LOC_Os08g03450",827,813,624,844,755,797,191,203,204,444,475,443,298,311,350,1484,1203,1394
"1141","Chr8+1620274","LOC_Os08g03450",11,13,12,0,0,1,0,0,0,0,0,0,0,0,0,17,20,22
"1142","Chr8+1620496","LOC_Os08g03450",5,15,1,0,1,0,0,0,0,0,0,0,1,0,1,23,32,24
"1143","Chr8+1620024","LOC_Os08g03450",18,14,10,3,3,3,0,0,0,0,0,0,0,0,0,24,55,41
"1144","Chr8-3326360","LOC_Os08g06090",7,2,6,0,13,16,22,24,26,136,122,125,178,184,190,5,3,3
"1145","Chr8-3326520","LOC_Os08g06090",0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1
"1146","Chr8-3326187","LOC_Os08g06090",1,2,0,1,1,5,1,0,1,15,18,13,19,21,19,0,0,0
"1147","Chr8+3685466","LOC_Os08g06500",1,0,3,8,5,5,15,12,12,10,11,12,9,4,12,8,2,4
"1148","Chr8+3684290","LOC_Os08g06500",0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
"1149","Chr8+3685199","LOC_Os08g06500",3,2,1,0,0,0,1,0,2,0,0,0,2,2,2,5,5,12
"1150","Chr8-4416522","LOC_Os08g07850",0,0,1,2,5,0,0,0,0,0,0,0,0,3,0,0,0,0
"1151","Chr8-4414657","LOC_Os08g07850",0,0,0,0,2,0,3,1,0,0,0,0,1,1,0,0,0,0
"1152","Chr8-4416683","LOC_Os08g07850",1,0,0,0,4,1,0,0,0,0,0,0,4,4,4,0,3,0
"1153","Chr8-4406637","LOC_Os08g07850",47,37,71,16,27,17,60,64,59,49,41,46,27,32,31,86,100,90
"1154","Chr8+4591234","LOC_Os08g08080",96,21,90,6,32,21,44,50,41,15,31,17,31,36,29,40,33,53
"1155","Chr8+4588301","LOC_Os08g08080",0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,7,12,3
"1156","Chr8+4589022","LOC_Os08g08080",5,1,3,2,6,8,3,3,3,2,1,2,17,5,6,1,0,2
"1157","Chr8+4696656","LOC_Os08g08210",122,127,119,48,63,65,189,176,195,139,129,119,151,128,143,77,78,77
"1158","Chr8+4696954","LOC_Os08g08210",4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,5,1
"1159","Chr8-5806505","LOC_Os08g10020",2,0,2,0,0,0,30749,30375,29913,1931,1827,2302,91,166,170,0,0,1
"1160","Chr8-5807976","LOC_Os08g10020",1,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0
"1161","Chr8-7991095","LOC_Os08g13430",0,0,0,0,0,0,6,11,11,3,0,0,0,0,0,0,0,0
"1162","Chr8-7991393","LOC_Os08g13430",1,3,0,0,0,0,38,49,41,6,4,1,0,0,0,0,3,2
"1163","Chr8-7992843","LOC_Os08g13430",4,5,6,10,10,10,32,35,31,2,5,4,3,3,4,1,2,2
"1164","Chr8-7991327","LOC_Os08g13430",0,0,0,0,0,0,6,6,3,2,2,3,0,0,0,4,1,2
"1165","Chr8-7992674","LOC_Os08g13430",0,3,2,10,6,9,18,75,51,8,8,6,7,5,4,1,4,3
