"","chrstrandcoord","gene","imbibed_seed1","imbibed_seed2","imbibed_seed3","shoot1","shoot2","shoot3","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","stem_60days1","stem_60days2","stem_60days3","mature_pollen1","mature_pollen2","mature_pollen3"
"933","Chr6-18159497","LOC_Os06g31220",0,10,6,6,4,9,6,4,6,4,2,0,2,2,1,3,4,3
"934","Chr6-18158673","LOC_Os06g31220",1,5,4,2,2,0,0,0,1,0,2,0,6,5,2,0,0,0
"935","Chr6-18160069","LOC_Os06g31220",4,0,3,0,0,0,2,1,0,3,1,7,1,1,1,0,0,0
"936","Chr6+19418434","LOC_Os06g33330",0,1,3,0,0,0,1,1,4,3,2,2,1,1,0,0,0,0
"937","Chr6+19418158","LOC_Os06g33330",5,7,7,0,0,0,6,15,13,3,5,3,1,3,0,1,6,0
"938","Chr6+19418311","LOC_Os06g33330",41,13,12,10,9,7,63,65,52,46,38,39,12,12,15,0,1,3
"939","Chr6+19418486","LOC_Os06g33330",0,3,2,1,0,1,3,4,3,4,0,3,2,1,1,0,1,0
"940","Chr6+19417156","LOC_Os06g33330",5,2,8,1,1,1,14,20,6,5,6,3,0,0,0,0,0,0
"941","Chr6-20034728","LOC_Os06g34440",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,2,0
"942","Chr6-20035117","LOC_Os06g34440",99,9,66,82,74,49,87,98,73,96,100,88,91,87,92,18,95,209
"943","Chr6-20034649","LOC_Os06g34440",2,10,4,1,1,5,2,7,2,1,0,0,1,0,0,0,0,0
"944","Chr6-20223915","LOC_Os06g34790",168,167,175,2070,1716,1706,327,375,363,346,367,342,555,610,544,636,174,296
"945","Chr6-20223699","LOC_Os06g34790",2,0,1,0,0,0,0,0,3,0,0,1,0,3,1,5,27,1
"946","Chr6-20635351","LOC_Os06g35410",65,28,51,124,167,306,33,17,36,20,27,18,39,46,53,4,6,8
"947","Chr6-20635415","LOC_Os06g35410",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"948","Chr6-20998099","LOC_Os06g35960",33,35,33,7,8,6,1,1,4,0,0,0,0,0,0,3,8,0
"949","Chr6-20996340","LOC_Os06g35960",264,459,335,49,63,61,2,4,0,0,0,0,0,0,0,6,7,10
"950","Chr6-21069550","LOC_Os06g36050",16,17,21,23,22,27,56,61,53,29,32,21,13,16,11,107,92,127
"951","Chr6-21066261","LOC_Os06g36050",8,11,8,94,98,96,4,3,4,4,2,2,7,6,6,14,23,35
"952","Chr6-21414841","LOC_Os06g36480",0,14,0,7,1,6,1,0,1,3,0,0,1,1,0,0,0,0
"953","Chr6-21421108","LOC_Os06g36480",1,0,0,1,0,0,3,1,2,0,1,2,0,2,0,6,0,14
"954","Chr6-21414776","LOC_Os06g36480",0,0,1,23,8,3,0,3,2,2,4,0,5,6,4,0,0,0
"955","Chr6-21963477","LOC_Os06g37180",8,10,12,1,1,1,3,4,3,6,2,4,7,9,9,0,0,0
"956","Chr6-21963207","LOC_Os06g37180",562,582,589,876,811,843,734,716,697,590,604,591,1359,1426,1366,530,140,954
"957","Chr6-23087555","LOC_Os06g38910",0,0,0,4,4,3,0,0,0,0,0,1,0,1,1,0,0,0
"958","Chr6-23086909","LOC_Os06g38910",1,0,2,2,2,1,3,4,3,4,2,3,4,1,1,16,13,32
"959","Chr6+23846208","LOC_Os06g40060",5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"960","Chr6+23846628","LOC_Os06g40060",2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"961","Chr6+23846762","LOC_Os06g40060",4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"962","Chr6+23847017","LOC_Os06g40060",245,253,265,107,119,112,148,125,139,144,144,144,196,186,192,464,327,499
"963","Chr6+23844369","LOC_Os06g40060",3,4,0,0,0,0,0,0,0,0,0,0,3,1,5,1,0,0
"964","Chr6+23846874","LOC_Os06g40060",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"965","Chr6-25073605","LOC_Os06g41810",3,3,3,40,36,35,21,15,45,19,20,19,12,13,12,0,0,0
"966","Chr6-25073255","LOC_Os06g41810",0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0
"967","Chr6-25073672","LOC_Os06g41810",24,24,31,52,57,53,55,94,112,58,63,64,69,57,64,2,2,8
"968","Chr6-25899616","LOC_Os06g43090",0,0,0,1,4,3,0,2,0,1,0,0,0,0,0,2,9,6
"969","Chr6-25899526","LOC_Os06g43090",57,25,28,27,23,21,4,3,2,1,1,1,1,1,1,0,0,0
"970","Chr6-25899445","LOC_Os06g43090",35,49,57,72,51,58,1,5,6,13,12,10,4,4,4,19,27,41
"971","Chr6-25899296","LOC_Os06g43090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"972","Chr6+26303034","LOC_Os06g43680",10,3,6,10,6,7,19,18,15,13,24,11,5,4,5,0,0,0
"973","Chr6+26297637","LOC_Os06g43680",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"974","Chr6+26302824","LOC_Os06g43680",6,5,2,5,6,7,6,4,3,7,4,11,3,3,4,8,5,3
"975","Chr6+26303103","LOC_Os06g43680",22,21,14,35,29,33,66,65,62,66,68,65,44,44,45,1,9,33
"976","Chr6-26637991","LOC_Os06g44150",1,2,2,1,1,2,9,8,8,4,1,4,2,6,9,9,38,1
"977","Chr6-26635719","LOC_Os06g44150",7,10,7,5,2,2,61,40,42,39,37,44,14,11,13,0,0,0
"978","Chr6-26635628","LOC_Os06g44150",4,0,7,23,16,48,62,60,47,36,35,30,13,6,11,39,17,58
"979","Chr6-26948705","LOC_Os06g44620",0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0
"980","Chr6-26945604","LOC_Os06g44620",0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0
"981","Chr6-26943172","LOC_Os06g44620",20,52,61,236,244,228,185,151,224,262,280,272,166,179,166,50,3,12
"982","Chr6+27561599","LOC_Os06g45540",15,17,14,1,4,1,0,0,0,2,2,2,1,0,0,0,0,0
"983","Chr6+27561475","LOC_Os06g45540",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,8
"984","Chr6+27561347","LOC_Os06g45540",2,10,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"985","Chr6+28402076","LOC_Os06g46770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"986","Chr6+28404272","LOC_Os06g46770",3,4,5,2,3,1,8,2,8,2,0,2,1,1,3,0,0,0
"987","Chr6-28641300","LOC_Os06g47230",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"988","Chr6-28639437","LOC_Os06g47230",3731,3802,3486,1644,1707,1571,2562,2680,2491,2750,2685,2841,4964,5060,5018,4276,3428,3839
"989","Chr6-28640867","LOC_Os06g47230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,3
"990","Chr6+28706369","LOC_Os06g47350",632,677,647,296,295,303,997,932,780,1052,1141,1023,1637,1653,1683,146,1047,88
"991","Chr6+28701964","LOC_Os06g47350",15,14,11,4,5,1,6,6,8,24,21,19,0,23,25,20,56,2
"992","Chr6-29215091","LOC_Os06g48320",0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"993","Chr6-29217421","LOC_Os06g48320",0,9,11,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0
"994","Chr6-29215435","LOC_Os06g48320",109,122,63,46,47,41,19,19,17,32,19,32,51,39,45,200,89,106
"995","Chr6-29215735","LOC_Os06g48320",0,3,5,5,5,1,5,1,0,1,0,1,1,0,0,1,1,0
"996","Chr6-29215275","LOC_Os06g48320",19,16,20,4,4,6,3,2,0,1,1,1,3,0,3,43,35,42
"997","Chr6-29217696","LOC_Os06g48320",9,5,6,6,2,0,0,1,0,0,1,0,1,0,0,0,0,0
"998","Chr6-29958681","LOC_Os06g49440",0,0,0,1,1,1,1,1,3,4,3,5,1,5,0,0,0,0
"999","Chr6-29955988","LOC_Os06g49440",48,36,32,7,14,8,24,31,16,20,17,21,22,19,22,19,22,40
"1000","Chr6-29955619","LOC_Os06g49440",5,7,9,5,7,3,25,16,16,21,20,17,11,15,9,0,0,0
"1001","Chr6+31184620","LOC_Os06g51480",0,0,0,4,4,5,5,0,7,11,13,13,18,1,2,0,0,0
"1002","Chr6+31184283","LOC_Os06g51480",29,55,14,85,86,100,129,118,123,141,139,142,119,143,88,166,100,249
"1003","Chr7+21062","LOC_Os07g01030",3,4,4,21,15,15,26,25,30,17,14,12,3,9,3,0,0,0
"1004","Chr7+21337","LOC_Os07g01030",12,14,21,180,211,248,566,512,512,483,492,477,183,235,222,23,54,44
"1005","Chr7-451747","LOC_Os07g01770",12,28,3,9,0,9,0,4,1,3,5,7,5,5,3,67794,71474,44021
"1006","Chr7-453397","LOC_Os07g01770",2,1,2,2,0,3,0,0,0,0,0,0,0,0,0,9,19,3
"1007","Chr7-452595","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,8
"1008","Chr7-453618","LOC_Os07g01770",4,0,9,4,4,5,0,0,0,0,1,6,1,3,3,2,0,2
"1009","Chr7-457751","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,309,277
"1010","Chr7-452404","LOC_Os07g01770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,110,110
"1011","Chr7-607252","LOC_Os07g01990",2,0,1,2,0,1,1,1,0,1,2,0,0,0,0,6,2,0
"1012","Chr7-604708","LOC_Os07g01990",91,104,109,168,171,196,188,284,212,243,194,227,113,121,122,230,212,218
"1013","Chr7-604833","LOC_Os07g01990",4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1014","Chr7+798364","LOC_Os07g02340",8,2,6,0,0,1,0,0,0,2,2,0,1,1,1,34,41,28
"1015","Chr7+798246","LOC_Os07g02340",2,5,4,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0
"1016","Chr7+799174","LOC_Os07g02340",10,6,9,3,5,6,12,12,12,2,6,2,5,6,0,36,28,72
"1017","Chr7+798977","LOC_Os07g02340",1043,794,1105,870,863,897,1089,1151,1099,834,833,793,738,727,727,1076,1621,1268
"1018","Chr7+3244556","LOC_Os07g06644",43,63,33,125,130,123,411,450,428,137,150,136,96,100,94,30,30,19
"1019","Chr7+3242941","LOC_Os07g06644",7,8,6,16,17,17,30,38,34,14,17,16,6,9,14,12,1,4
"1020","Chr7-3847108","LOC_Os07g07680",2,1,2,3,1,1,3,0,1,3,2,2,3,5,2,1,3,2
"1021","Chr7-3847055","LOC_Os07g07680",25,67,46,172,145,142,147,118,161,295,328,279,217,207,214,102,66,31
"1022","Chr7-4150686","LOC_Os07g08170",4,0,5,1,1,1,15,6,3,0,1,0,0,0,0,0,0,0
"1023","Chr7-4151057","LOC_Os07g08170",84,117,108,29,27,25,19,27,22,44,40,36,37,37,38,31,8,28
"1024","Chr7-4150765","LOC_Os07g08170",0,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1025","Chr7-4185358","LOC_Os07g08210",11,14,15,12,13,13,27,38,37,44,49,44,35,29,34,71,32,7
"1026","Chr7-4185763","LOC_Os07g08210",5,0,0,20,8,21,33,36,35,57,60,37,35,27,38,29,2,57
"1027","Chr7-4185233","LOC_Os07g08210",9,4,7,13,13,12,61,45,33,68,68,69,54,55,49,1,118,23
"1028","Chr7-5128827","LOC_Os07g09670",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1029","Chr7-5128529","LOC_Os07g09670",2,0,2,1,1,1,6,0,7,0,1,1,0,0,0,0,0,0
"1030","Chr7-5128678","LOC_Os07g09670",24,19,21,18,25,27,17,14,8,11,8,6,5,6,5,7,3,23
"1031","Chr7-6115520","LOC_Os07g11060",0,0,0,0,0,0,3,3,3,0,2,0,0,0,0,8,17,17
"1032","Chr7-6108152","LOC_Os07g11060",133,147,100,152,126,134,130,114,137,104,100,128,94,90,90,109,7,47
"1033","Chr7-8939846","LOC_Os07g15440",4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"1034","Chr7-8930453","LOC_Os07g15440",6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,18,29,14
"1035","Chr7-8938123","LOC_Os07g15440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036","Chr7-8930109","LOC_Os07g15440",7,6,23,3,2,5,1,1,0,5,4,1,5,9,3,0,0,0
"1037","Chr7-10127947","LOC_Os07g17210",0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1038","Chr7-10133881","LOC_Os07g17210",2,2,2,4,5,2,2,1,3,0,0,0,1,0,0,1,8,15
"1039","Chr7-10127706","LOC_Os07g17210",6,5,2,5,3,3,1,0,2,0,0,0,0,0,0,35,25,24
"1040","Chr7-10822540","LOC_Os07g18250",0,2,2,5,0,0,1,0,1,2,2,2,1,0,1,1,2,1
"1041","Chr7-10817328","LOC_Os07g18250",26,27,26,36,28,13,31,27,27,34,36,33,29,31,29,34,19,4
"1042","Chr7-10817417","LOC_Os07g18250",3,3,3,7,5,5,2,4,3,1,1,3,9,8,10,0,0,0
"1043","Chr7+11221181","LOC_Os07g18930",11,8,7,4,6,1,7,3,9,6,8,9,1,8,7,4,1,6
"1044","Chr7+11221295","LOC_Os07g18930",0,2,2,3,3,5,7,12,3,5,5,1,5,9,6,0,0,0
"1045","Chr7+12566795","LOC_Os07g22390",1,5,3,5,5,8,6,11,1,5,4,6,5,4,4,0,0,0
"1046","Chr7+12570172","LOC_Os07g22390",65,47,40,66,65,59,14,32,49,67,74,70,79,80,78,15,12,1
"1047","Chr7+12566736","LOC_Os07g22390",4,8,4,5,4,8,3,3,5,6,9,6,13,7,8,0,0,0
"1048","Chr7-13058176","LOC_Os07g23169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,5
"1049","Chr7-13058980","LOC_Os07g23169",2,4,3,0,0,0,2,0,4,0,0,1,1,9,1,0,0,0
"1050","Chr7-13057842","LOC_Os07g23169",13,13,27,5,5,3,3,2,2,0,13,5,9,3,6,0,0,0
"1051","Chr7-13064601","LOC_Os07g23169",0,1,1,0,0,1,1,2,1,0,0,0,2,0,0,0,0,0
"1052","Chr7-13064529","LOC_Os07g23169",7,8,7,2,0,0,4,10,15,8,6,9,4,6,2,0,0,0
"1053","Chr7-13064446","LOC_Os07g23169",7,7,10,1,4,2,11,0,14,4,5,3,4,1,1,0,0,0
"1054","Chr7-13436763","LOC_Os07g23790",107,113,109,103,106,104,139,183,152,157,91,165,112,119,92,66,5,405
"1055","Chr7-13439141","LOC_Os07g23790",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,19,27,19
"1056","Chr7-13439354","LOC_Os07g23790",12,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1057","Chr7-13438764","LOC_Os07g23790",3,4,3,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1
"1058","Chr7-13438287","LOC_Os07g23790",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,47,91,15
"1059","Chr7-13438691","LOC_Os07g23790",5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,11,21,18
"1060","Chr7-13439556","LOC_Os07g23790",4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061","Chr7-13437936","LOC_Os07g23790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,11
"1062","Chr7-13438573","LOC_Os07g23790",0,1,12,3,1,2,5,2,6,0,0,0,1,2,0,0,0,0
"1063","Chr7-13513635","LOC_Os07g23900",4,4,6,0,0,1,0,0,0,3,2,3,5,4,6,0,0,0
"1064","Chr7-13513516","LOC_Os07g23900",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0
"1065","Chr7+15407379","LOC_Os07g26690",0,2,8,6,8,4,1,2,3,1,0,1,0,1,0,0,0,0
"1066","Chr7+15410010","LOC_Os07g26690",52,23,47,97,97,96,67,65,63,16,16,22,18,27,18,19,8,8
"1067","Chr7+15409709","LOC_Os07g26690",1558,1253,1570,3574,3263,3546,2641,2585,2955,745,765,764,1042,1040,1125,644,584,647
"1068","Chr7-16627446","LOC_Os07g28440",0,0,0,2,3,1,1,3,0,1,0,0,0,0,0,16,25,8
"1069","Chr7-16628159","LOC_Os07g28440",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,12,6
"1070","Chr7-16627852","LOC_Os07g28440",0,10,3,0,0,0,0,0,0,1,2,3,0,0,0,0,11,5
"1071","Chr7-16627620","LOC_Os07g28440",317,358,649,285,265,310,295,336,315,476,425,447,322,333,340,12402,11939,10401
"1072","Chr7+16675328","LOC_Os07g28480",22,30,30,68,80,64,216,237,229,474,419,338,68,83,78,4,72,1
"1073","Chr7+16675251","LOC_Os07g28480",22,30,11,85,63,83,172,213,162,482,431,470,105,92,94,68,118,49
"1074","Chr7-17883269","LOC_Os07g30250",1,0,1,4,5,5,10,7,6,4,8,2,1,4,0,21,121,40
"1075","Chr7-17881257","LOC_Os07g30250",1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1076","Chr7-17881209","LOC_Os07g30250",3,18,9,14,4,19,8,14,18,11,13,18,8,7,5,0,0,0
"1077","Chr7-17880997","LOC_Os07g30250",39,49,62,49,50,70,107,134,147,102,70,70,46,41,49,27,51,4
"1078","Chr7-18246162","LOC_Os07g30820",1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"1079","Chr7-18241608","LOC_Os07g30820",620,738,526,192,196,206,357,366,321,368,423,391,695,726,717,480,16,401
"1080","Chr7-18253476","LOC_Os07g30840",3,2,7,12,5,10,15,18,19,10,9,9,3,8,6,5,2,1
"1081","Chr7-18253699","LOC_Os07g30840",151,149,116,106,115,115,101,104,89,81,101,87,91,91,89,125,95,59
"1082","Chr7-18253785","LOC_Os07g30840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083","Chr7-18253842","LOC_Os07g30840",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084","Chr7+18324603","LOC_Os07g30940",115,109,120,179,202,195,97,107,88,84,69,74,119,135,121,92,83,52
"1085","Chr7+18324430","LOC_Os07g30940",4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1086","Chr7+19289539","LOC_Os07g32420",146,128,94,33,36,29,64,61,63,147,64,70,191,185,200,97,92,53
"1087","Chr7+19289709","LOC_Os07g32420",124,201,193,73,66,71,260,266,285,316,382,301,351,325,372,323,78,83
"1088","Chr7+19288958","LOC_Os07g32420",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1089","Chr7+20566854","LOC_Os07g34320",2,2,2,4,2,7,7,5,5,1,3,7,0,0,1,1,2,11
"1090","Chr7+20566670","LOC_Os07g34320",0,0,0,18,26,28,0,0,0,1,1,1,0,0,0,0,0,0
"1091","Chr7+22571398","LOC_Os07g37640",1,0,3,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0
"1092","Chr7+22570551","LOC_Os07g37640",0,2,0,0,0,1,1,0,1,1,0,0,1,1,1,7,8,5
"1093","Chr7+22571508","LOC_Os07g37640",45,45,46,22,18,19,21,19,18,21,23,26,26,40,22,84,66,7
"1094","Chr7-23507113","LOC_Os07g39270",0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,3,2,2
"1095","Chr7-23507310","LOC_Os07g39270",1,4,1,11,12,11,6,6,9,5,6,6,4,0,5,19,15,13
"1096","Chr7-23506870","LOC_Os07g39270",0,2,2,4,2,4,5,3,0,4,2,3,1,1,2,3,0,4
"1097","Chr7-23507029","LOC_Os07g39270",0,3,2,4,4,3,4,2,2,0,0,0,0,0,0,1,17,1
"1098","Chr7-23507510","LOC_Os07g39270",17,1,16,222,219,179,116,133,131,56,126,70,102,102,99,100,54,180
"1099","Chr7+23543690","LOC_Os07g39310",7,3,6,13,10,11,2,3,4,5,6,7,4,5,4,0,0,0
"1100","Chr7+23544043","LOC_Os07g39310",3,1,4,0,0,0,0,0,1,0,0,0,0,0,0,31,23,23
"1101","Chr7+23543533","LOC_Os07g39310",119,68,83,92,109,105,50,46,51,94,83,86,115,112,117,4,58,42
"1102","Chr7+23540766","LOC_Os07g39310",1,0,3,6,5,4,3,11,3,2,1,1,0,0,1,12,4,5
"1103","Chr7-23893991","LOC_Os07g39850",1,0,3,4,4,4,1,1,1,0,0,1,0,0,0,0,0,0
"1104","Chr7-23894122","LOC_Os07g39850",10,10,10,65,59,58,1,1,1,0,1,1,3,5,5,36,18,57
"1105","Chr7+23931220","LOC_Os07g39900",284,366,423,136,158,116,354,337,332,298,268,246,214,209,210,898,28,1251
"1106","Chr7+23926466","LOC_Os07g39900",0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,11,6,4
"1107","Chr7+23930644","LOC_Os07g39900",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1108","Chr7+26850227","LOC_Os07g45000",471,464,475,31,33,33,170,187,177,195,155,139,173,175,187,109,117,122
"1109","Chr7+26850359","LOC_Os07g45000",7,3,4,1,7,8,20,20,10,14,7,11,3,17,0,0,0,0
"1110","Chr7+27722459","LOC_Os07g46450",2,1,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,5
"1111","Chr7+27722660","LOC_Os07g46450",8,23,26,139,139,144,28,19,34,28,25,16,19,18,16,11,2,11
"1112","Chr7-27783663","LOC_Os07g46520",67,66,91,163,163,165,1159,1117,1176,580,581,522,300,295,310,59,785,1323
"1113","Chr7-27785620","LOC_Os07g46520",1,0,1,0,0,0,9,0,2,1,0,0,0,0,0,0,0,0
"1114","Chr7-27783465","LOC_Os07g46520",0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
"1115","Chr7-28191080","LOC_Os07g47150",30,20,30,9,16,16,7,4,4,2,1,1,10,9,13,17,2,7
"1116","Chr7-28189797","LOC_Os07g47150",0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0
"1117","Chr7-29248108","LOC_Os07g48880",0,3,1,0,0,0,0,1,0,2,2,0,0,0,0,6,0,0
"1118","Chr7-29247577","LOC_Os07g48880",0,0,0,3,0,0,1,8,0,1,0,2,3,0,0,0,0,0
"1119","Chr7-29248465","LOC_Os07g48880",2,2,1,8,6,4,12,12,18,11,8,4,9,10,9,4,0,0
"1120","Chr7-29247837","LOC_Os07g48880",23,6,1,8,7,7,12,10,8,22,12,12,7,6,5,1,10,4
"1121","Chr7-29295224","LOC_Os07g48960",0,0,0,1,1,1,4,5,0,3,3,2,3,4,1,10,28,2
"1122","Chr7-29292322","LOC_Os07g48960",70,44,57,23,22,26,4,7,2,18,22,19,23,32,35,5,33,13
"1123","Chr7-29292454","LOC_Os07g48960",99,12,64,16,17,20,4,4,3,5,6,8,22,16,5,40,4,91
"1124","Chr7+29370450","LOC_Os07g49040",67,75,32,88,76,89,34,43,63,18,17,17,38,32,27,216,290,17
"1125","Chr7+29370153","LOC_Os07g49040",3,1,2,1,2,0,0,0,0,0,1,1,1,0,3,0,0,0
"1126","Chr7+29400763","LOC_Os07g49110",0,0,0,0,1,4,1,1,1,4,3,4,0,0,1,0,0,0
"1127","Chr7+29401829","LOC_Os07g49110",6,8,7,399,332,339,1458,1511,1480,1044,930,912,352,325,330,86,53,15
"1128","Chr7+29400050","LOC_Os07g49110",0,0,0,6,4,8,1,3,4,0,0,0,2,0,0,0,0,0
"1129","Chr8+191783","LOC_Os08g01290",7,6,7,2,1,11,1,4,7,6,7,5,8,7,8,0,0,0
"1130","Chr8+188813","LOC_Os08g01290",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1131","Chr8+191880","LOC_Os08g01290",15,10,17,3,3,3,0,0,6,5,12,18,5,0,6,0,0,0
"1132","Chr8+190990","LOC_Os08g01290",0,0,4,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0
"1133","Chr8+190741","LOC_Os08g01290",55,38,43,69,72,65,50,51,56,56,54,51,59,64,81,45,30,45
"1134","Chr8+698542","LOC_Os08g02110",0,0,0,2,0,1,0,0,0,0,3,0,15,15,8,0,0,0
"1135","Chr8+698310","LOC_Os08g02110",0,0,0,7,15,5,0,0,0,37,23,30,116,114,113,2,1,24
"1136","Chr8+698624","LOC_Os08g02110",0,0,0,10,5,18,0,0,0,21,18,10,54,52,50,5,37,107
"1137","Chr8-768390","LOC_Os08g02230",0,1,0,346,332,330,405,388,348,0,3,0,153,160,152,24,37,32
"1138","Chr8-768511","LOC_Os08g02230",0,0,0,45,48,50,51,39,36,1,0,4,25,23,27,0,0,0
"1139","Chr8-768102","LOC_Os08g02230",0,0,0,16,19,18,67,67,68,0,0,0,7,8,7,0,0,0
"1140","Chr8+1621375","LOC_Os08g03450",844,755,797,476,473,461,169,175,153,191,203,204,608,599,617,273,208,348
"1141","Chr8+1620274","LOC_Os08g03450",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1142","Chr8+1620496","LOC_Os08g03450",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,5,3,3
"1143","Chr8+1620024","LOC_Os08g03450",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1144","Chr8-3326360","LOC_Os08g06090",0,13,16,132,131,130,52,62,64,22,24,26,54,55,62,532,1329,1606
"1145","Chr8-3326520","LOC_Os08g06090",1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,44,47,44
"1146","Chr8-3326187","LOC_Os08g06090",1,1,5,3,7,7,11,3,3,1,0,1,4,11,2,1,25,0
"1147","Chr8+3685466","LOC_Os08g06500",8,5,5,6,5,7,12,3,3,15,12,12,11,13,5,10,17,24
"1148","Chr8+3684290","LOC_Os08g06500",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"1149","Chr8+3685199","LOC_Os08g06500",0,0,0,0,0,0,0,2,0,1,0,2,0,2,0,0,0,0
"1150","Chr8-4416522","LOC_Os08g07850",2,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"1151","Chr8-4414657","LOC_Os08g07850",0,2,0,0,0,0,6,5,7,3,1,0,1,0,0,0,5,2
"1152","Chr8-4416683","LOC_Os08g07850",0,4,1,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0
"1153","Chr8-4406637","LOC_Os08g07850",16,27,17,35,40,37,55,55,28,60,64,59,59,58,65,2,13,17
"1154","Chr8+4591234","LOC_Os08g08080",6,32,21,17,23,30,53,52,52,44,50,41,34,50,39,8,35,10
"1155","Chr8+4588301","LOC_Os08g08080",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"1156","Chr8+4589022","LOC_Os08g08080",2,6,8,2,2,2,7,6,6,3,3,3,0,1,6,53,118,43
"1157","Chr8+4696656","LOC_Os08g08210",48,63,65,101,105,102,183,179,210,189,176,195,138,126,117,0,38,0
"1158","Chr8+4696954","LOC_Os08g08210",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1159","Chr8-5806505","LOC_Os08g10020",0,0,0,9007,8599,10319,39167,34513,37539,30749,30375,29913,4055,3943,4336,970,1699,4472
"1160","Chr8-5807976","LOC_Os08g10020",2,1,1,0,0,0,0,2,4,0,0,0,0,0,0,0,2,4
"1161","Chr8-7991095","LOC_Os08g13430",0,0,0,1,1,0,0,0,0,6,11,11,0,0,1,0,0,0
"1162","Chr8-7991393","LOC_Os08g13430",0,0,0,4,2,3,11,15,8,38,49,41,10,14,12,2,7,2
"1163","Chr8-7992843","LOC_Os08g13430",10,10,10,30,19,22,51,46,47,32,35,31,13,9,29,7,8,4
